begintime,sk_object,duration,integrity,M51322C0,M51322C1,M51322C2,M51322C3,M51322C4,M51322C5
2022-03-14,15561.0,1440.0,100.0,103931008.0,1430773.0,6850577.0,8392.0,0.0,0.0
2022-03-11,15527.0,1440.0,100.0,317614334614.0,280539035.0,49043452486.0,203218231.0,34528.0,0.0
2022-03-13,15568.0,1440.0,100.0,101774278.0,1398921.0,14501481.0,18180.0,0.0,0.0
2022-03-11,15532.0,1440.0,100.0,111720720104.0,98521858.0,14770760496.0,62978640.0,39579.0,0.0
2022-03-12,15517.0,1440.0,100.0,404427428.0,4537159.0,261461448.0,2863736.0,0.0,100.0
2022-03-11,15561.0,1440.0,100.0,104222910.0,1434881.0,6778073.0,7573.0,0.0,0.0
2022-03-11,15542.0,1440.0,100.0,778883800.0,8546606.0,301173320.0,4606000.0,0.0,0.0
2022-03-15,15542.0,1440.0,100.0,753034308.0,8232192.0,297176952.0,4486300.0,0.0,0.0
2022-03-18,15526.0,1218.0,84.58333333333333,122704253342.0,102777057.0,14994710785.0,64196794.0,917.0,0.0
2022-03-17,15530.0,1380.0,95.83333333333333,69987083440.0,57323703.0,6266601236.0,31383206.0,111334.0,0.0
2022-03-15,15515.0,1440.0,100.0,1279084608.0,13606823.0,852675368.0,9075197.0,0.0,0.0
2022-03-16,15556.0,1440.0,100.0,103817156.0,1429273.0,6718704.0,7928.0,0.0,0.0
2022-03-12,15518.0,1440.0,100.0,103786132.0,1429025.0,6666157.0,6538.0,0.0,0.0
2022-03-14,15517.0,1440.0,100.0,384667224.0,4245802.0,251475240.0,2733483.0,0.0,14.0
2022-03-18,15545.0,1440.0,100.0,104396874.0,1437747.0,13290461.0,12194.0,0.0,0.0
2022-03-16,15553.0,1400.0,97.22222222222223,358285448.0,4075512.0,211289284.0,2643969.0,0.0,0.0
2022-03-11,15521.0,1440.0,100.0,733451388.0,8014527.0,251490028.0,4220231.0,0.0,0.0
2022-03-13,15517.0,1440.0,100.0,403951336.0,4489813.0,263200820.0,2889723.0,0.0,0.0
2022-03-14,15562.0,1440.0,100.0,103857692.0,1430518.0,12900490.0,11547.0,0.0,0.0
2022-03-18,15541.0,1440.0,100.0,24715543715.0,21698846.0,4027524243.0,15509157.0,2914.0,0.0
2022-03-11,15533.0,1440.0,100.0,103979204.0,1432072.0,12993862.0,11575.0,0.0,0.0
2022-03-11,15526.0,1440.0,100.0,145688735453.0,123768992.0,20774053693.0,81749906.0,2795.0,0.0
2022-03-15,15560.0,1440.0,100.0,103040200.0,1418114.0,7143771.0,7719.0,0.0,2.0
2022-03-15,15549.0,1440.0,100.0,802195112.0,8764578.0,351776776.0,4892508.0,0.0,0.0
2022-03-19,15552.0,1380.0,95.83333333333333,676386112.0,7509384.0,555777732.0,5448971.0,0.0,147.0
2022-03-14,15534.0,1440.0,100.0,369579398668.0,322884012.0,50743223290.0,231099810.0,37330.0,0.0
2022-03-19,15523.0,1380.0,95.83333333333333,97253014.0,1337265.0,13248592.0,15962.0,0.0,0.0
2022-03-11,15551.0,1440.0,100.0,418407020.0,4653542.0,318295888.0,3162088.0,0.0,0.0
2022-03-19,15539.0,1380.0,95.83333333333333,311967604437.0,273266611.0,52691747317.0,190897396.0,3861.0,0.0
2022-03-12,15557.0,1380.0,95.83333333333333,97812083.0,1346190.0,12378001.0,13781.0,0.0,4.0
2022-03-12,15552.0,1440.0,100.0,635328588.0,7095528.0,534280620.0,5042010.0,0.0,111.0
2022-03-16,15536.0,1440.0,100.0,180795104163.0,155371164.0,28743564178.0,104469004.0,121770.0,0.0
2022-03-14,15521.0,1440.0,100.0,644680364.0,7050093.0,224274364.0,3720390.0,0.0,0.0
2022-03-16,15564.0,1440.0,100.0,745063652.0,8290136.0,282928580.0,4461405.0,0.0,0.0
2022-03-16,15537.0,1378.0,95.69444444444444,99506891.0,1370407.0,13032878.0,12570.0,0.0,7.0
2022-03-18,15561.0,1440.0,100.0,104240246.0,1435089.0,6837581.0,7830.0,0.0,0.0
2022-03-16,15546.0,1440.0,100.0,71014044867.0,66792267.0,13180664371.0,52185797.0,15965.0,0.0
2022-03-11,15523.0,1440.0,100.0,101274660.0,1394157.0,12903124.0,12867.0,0.0,0.0
2022-03-11,15520.0,1440.0,100.0,215087433404.0,183900955.0,27803814302.0,126185928.0,218.0,0.0
2022-03-12,15562.0,1440.0,100.0,102515538.0,1410943.0,13493291.0,12687.0,0.0,0.0
2022-03-13,15524.0,1440.0,100.0,103102408.0,1418212.0,7561775.0,10594.0,0.0,0.0
2022-03-11,15558.0,1440.0,100.0,103987704.0,1432038.0,13325627.0,11541.0,0.0,0.0
2022-03-14,15540.0,1440.0,100.0,102756186.0,1414648.0,13424073.0,13404.0,0.0,0.0
2022-03-13,15551.0,1440.0,100.0,434683216.0,4835644.0,342863848.0,3315891.0,0.0,0.0
2022-03-16,15533.0,1440.0,100.0,103992141.0,1432265.0,13000108.0,11759.0,0.0,0.0
2022-03-12,15561.0,1440.0,100.0,103789876.0,1429089.0,6634309.0,6504.0,0.0,0.0
2022-03-18,15516.0,1440.0,100.0,104048060.0,1432751.0,13000604.0,12277.0,0.0,0.0
2022-03-19,15551.0,1380.0,95.83333333333333,430110340.0,4784706.0,337579676.0,3227917.0,0.0,169.0
2022-03-13,15522.0,1404.0,97.5,395714419521.0,359621133.0,65313030265.0,250366820.0,1618.0,0.0
2022-03-13,15541.0,1440.0,100.0,33512889811.0,28587008.0,4623435618.0,16186028.0,6713.0,0.0
2022-03-13,15529.0,1440.0,100.0,66842185236.0,56632281.0,8443539503.0,35324073.0,22.0,0.0
2022-03-19,15524.0,1380.0,95.83333333333333,98364352.0,1353011.0,7137828.0,9116.0,0.0,0.0
2022-03-16,15558.0,1440.0,100.0,104037567.0,1432748.0,13369908.0,12221.0,0.0,0.0
2022-03-19,15517.0,1380.0,95.83333333333333,417527444.0,4521861.0,277215876.0,3080080.0,0.0,64.0
2022-03-19,15535.0,1129.0,78.40277777777777,81894518.0,1127313.0,13753835.0,12999.0,0.0,12.0
2022-03-14,15560.0,1440.0,100.0,103831420.0,1429492.0,6914426.0,7279.0,0.0,0.0
2022-03-17,15543.0,1440.0,100.0,103785816.0,1428843.0,6592008.0,7215.0,0.0,0.0
2022-03-11,15557.0,1440.0,100.0,102375492.0,1408754.0,13364535.0,13691.0,0.0,0.0
2022-03-12,15565.0,1440.0,100.0,55630994546.0,47682173.0,7345120880.0,25822875.0,46514.0,0.0
2022-03-12,15566.0,1440.0,100.0,694956708.0,7599441.0,210040188.0,3907117.0,0.0,0.0
2022-03-11,15536.0,1440.0,100.0,160969228143.0,134616848.0,20100059083.0,83329821.0,1736.0,0.0
2022-03-13,15558.0,1397.0,97.01388888888889,100594838.0,1385548.0,14295609.0,13032.0,0.0,0.0
2022-03-16,15540.0,1440.0,100.0,98389522.0,1353605.0,13925443.0,14845.0,0.0,54.0
2022-03-13,15562.0,1440.0,100.0,103494020.0,1423819.0,13892950.0,14279.0,0.0,0.0
2022-03-17,15513.0,1380.0,95.83333333333333,522873376.0,5700266.0,393286280.0,4171628.0,0.0,10.0
2022-03-11,15568.0,1440.0,100.0,101622098.0,1396613.0,14574199.0,18646.0,0.0,0.0
2022-03-18,15513.0,1440.0,100.0,541752312.0,5986947.0,401783904.0,4249190.0,0.0,1.0
2022-03-19,15550.0,1380.0,95.83333333333333,299220700.0,3317503.0,142456324.0,1950549.0,0.0,21.0
2022-03-17,15539.0,1380.0,95.83333333333333,310417904098.0,269811416.0,46570248262.0,186771696.0,2016112.0,0.0
2022-03-11,15565.0,1440.0,100.0,53567199981.0,47934328.0,10958682052.0,26474190.0,4038.0,0.0
2022-03-14,15558.0,1440.0,100.0,103978526.0,1432244.0,13189531.0,11650.0,0.0,0.0
2022-03-19,15531.0,1311.0,91.04166666666667,306617042329.0,272003453.0,43488530474.0,192122599.0,133027.0,0.0
2022-03-14,15547.0,1440.0,100.0,616600060.0,6770124.0,195773652.0,3565907.0,0.0,0.0
2022-03-18,15538.0,1440.0,100.0,397468537030.0,348663272.0,61235417209.0,258765541.0,20972.0,0.0
2022-03-19,15558.0,1310.0,90.97222222222223,94508191.0,1301034.0,13776868.0,12925.0,0.0,30.0
2022-03-14,15535.0,1422.0,98.75,102281247.0,1408617.0,14597347.0,13923.0,0.0,6.0
2022-03-16,15534.0,1440.0,100.0,381039852468.0,339155321.0,54886511329.0,250981590.0,45121.0,0.0
2022-03-16,15539.0,1440.0,100.0,281771843571.0,247458967.0,49805770138.0,205987339.0,1205493.0,0.0
2022-03-18,15531.0,1440.0,100.0,339586363592.0,312789747.0,68414290135.0,230474008.0,8570.0,0.0
2022-03-19,15563.0,1311.0,91.04166666666667,1104598904.0,11696044.0,682782564.0,7356001.0,0.0,7.0
2022-03-14,15514.0,1440.0,100.0,382129128603.0,347260449.0,60681413203.0,255812488.0,61596.0,0.0
2022-03-16,15548.0,1399.0,97.15277777777777,719174944.0,7580985.0,601227960.0,5756313.0,0.0,224.0
2022-03-18,15551.0,1440.0,100.0,419717660.0,4712411.0,314939576.0,3105922.0,0.0,0.0
2022-03-17,15554.0,1440.0,100.0,1279812256.0,13840260.0,828484192.0,8987535.0,0.0,40.0
2022-03-15,15543.0,1440.0,100.0,103779826.0,1428993.0,6436845.0,6295.0,0.0,0.0
2022-03-13,15556.0,1440.0,100.0,103629490.0,1426764.0,6694184.0,7583.0,0.0,0.0
2022-03-19,15521.0,1311.0,91.04166666666667,679512960.0,7420874.0,236273772.0,3923333.0,0.0,7.0
2022-03-17,15558.0,1440.0,100.0,104013091.0,1431998.0,13492191.0,12527.0,0.0,5.0
2022-03-19,15562.0,1380.0,95.83333333333333,99310440.0,1367855.0,12418048.0,10871.0,0.0,0.0
2022-03-12,15543.0,1440.0,100.0,103712970.0,1428089.0,6464778.0,6337.0,0.0,0.0
2022-03-15,15518.0,1440.0,100.0,103810692.0,1429286.0,6663963.0,6614.0,0.0,0.0
2022-03-12,15515.0,1440.0,100.0,1328873676.0,14153601.0,883910856.0,9557140.0,0.0,0.0
2022-03-17,15535.0,1375.0,95.48611111111111,99521493.0,1370482.0,14152926.0,13632.0,0.0,6.0
2022-03-19,15548.0,1320.0,91.66666666666667,769912288.0,7976572.0,665223728.0,6347918.0,0.0,321.0
2022-03-12,15521.0,1440.0,100.0,743990724.0,8115193.0,257894552.0,4282338.0,0.0,0.0
2022-03-19,15538.0,1380.0,95.83333333333333,382882996410.0,332955010.0,58757147454.0,246276684.0,8217.0,0.0
2022-03-14,15551.0,1440.0,100.0,385850088.0,4307334.0,294825500.0,2894810.0,0.0,0.0
2022-03-19,15566.0,1311.0,91.04166666666667,637306556.0,6977214.0,196895368.0,3591979.0,0.0,7.0
