NE Name,fdn,BSCTYPE,CURASL64KTSNUM,CURBSCE1NUM,CURPCUNUM,DEVICEFACTORY,DEVICETYPE,HARDWAREFLAT,MAXASL64KTSNUM,MAXBHCANUM,MAXBSCE1NUM,MAXTRXNUM,MOIndex,className,name,neID
FTBSC02,"NE=280,BSCSTATATTR=only",900M/1800M,124,1024,0,Huawei,BSC6900,PARC,1024,11000000,3024,8192,26,BSC6900GSMBSCSTATATTR,Stat attr,26
