begintime,ne_name,ne_type,vendor,integrity,INTRA_HO_PREP_FAIL_NB,INTRA_HO_ATT_NB,id
2022-03,"MRBTS-5044,LNBTS-5044,LNCEL-2,MCC-619,MNC-05,ECI-1291265,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,89.2,1.0,5026.0,1
