begintime,sk_object,duration,integrity,M51375C0,M51375C1,M51375C2,M51375C3,M51375C4,M51375C5,M51375C6,M51375C7,M51375C8,M51375C9,M51375C10,M51375C11,M51375C12,M51375C13,M51375C14,M51375C15
2022-03-15,428.0,2.0,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,447.0,6.0,0.4166666666666667,278584.0,3328.0,6616.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,434.0,6.0,0.4166666666666667,0.0,0.0,9706.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201281.0,2676.0
2022-03-17,444.0,7.0,0.4861111111111111,0.0,0.0,11118.0,143.0,0.0,0.0,0.0,0.0,72.0,2.0,0.0,0.0,0.0,0.0,64579897.0,63025.0
2022-03-15,426.0,2.0,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,427.0,6.0,0.4166666666666667,0.0,0.0,7676.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108038.0,1487.0
2022-03-17,439.0,6.0,0.4166666666666667,0.0,0.0,22236.0,286.0,0.0,0.0,0.0,0.0,52653.0,98.0,0.0,0.0,0.0,0.0,140432552.0,171456.0
2022-03-17,430.0,6.0,0.4166666666666667,538736.0,5939.0,8490.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,448.0,7.0,0.4861111111111111,1467960.0,18178.0,34370.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19,435.0,16.0,1.1111111111111112,0.0,0.0,37026.0,477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,1934078.0,32891.0
2022-03-17,441.0,6.0,0.4166666666666667,632180.0,7767.0,13400.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,437.0,6.0,0.4166666666666667,2280080.0,27323.0,39714.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.0,3.0
2022-03-12,443.0,5.0,0.3472222222222222,0.0,0.0,34394.0,442.0,0.0,0.0,0.0,0.0,265147.0,298.0,0.0,0.0,0.0,0.0,1032852239.0,825666.0
2022-03-12,428.0,10.0,0.6944444444444444,0.0,0.0,21322.0,274.0,0.0,0.0,0.0,0.0,946711.0,891.0,0.0,0.0,0.0,0.0,1163413917.0,1110981.0
2022-03-12,426.0,10.0,0.6944444444444444,4307692.0,49482.0,112652.0,726.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,3.0
2022-03-11,435.0,13.0,0.9027777777777778,0.0,0.0,56296.0,725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093139.0,14839.0
2022-03-12,441.0,5.0,0.3472222222222222,2223068.0,24093.0,48668.0,563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,432.0,6.0,0.4166666666666667,605132.0,6863.0,35400.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19,86725.0,4.0,0.2777777777777778,1260488.0,13841.0,8890.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,431.0,5.0,0.3472222222222222,1770500.0,21171.0,32150.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,442.0,7.0,0.4861111111111111,0.0,0.0,12642.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874926.0,15134.0
2022-03-17,433.0,6.0,0.4166666666666667,0.0,0.0,24326.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472110.0,6465.0
2022-03-12,435.0,10.0,0.6944444444444444,0.0,0.0,23808.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477243.0,6629.0
2022-03-12,445.0,5.0,0.3472222222222222,0.0,0.0,35614.0,458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698942.0,9542.0
2022-03-19,426.0,16.0,1.1111111111111112,8765772.0,98560.0,258156.0,1559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,27.0
2022-03-17,446.0,5.0,0.3472222222222222,0.0,0.0,23050.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2271972.0,39390.0
2022-03-18,427.0,60.0,4.166666666666667,0.0,0.0,216084.0,2777.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4266994.0,58768.0
2022-03-17,429.0,6.0,0.4166666666666667,0.0,0.0,6650.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280555.0,629.0
2022-03-17,443.0,6.0,0.4166666666666667,0.0,0.0,7176.0,92.0,0.0,0.0,0.0,0.0,37114.0,33.0,0.0,0.0,0.0,0.0,3984283.0,4560.0
2022-03-17,436.0,6.0,0.4166666666666667,0.0,0.0,8490.0,109.0,0.0,0.0,0.0,0.0,356.0,8.0,0.0,0.0,0.0,0.0,392975.0,1358.0
2022-03-11,426.0,13.0,0.9027777777777778,16765316.0,184468.0,382524.0,2377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1560.0,39.0
2022-03-15,435.0,2.0,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,428.0,13.0,0.9027777777777778,0.0,0.0,51762.0,666.0,0.0,0.0,76.0,1.0,1547845.0,2345.0,0.0,0.0,0.0,0.0,5181962099.0,5417816.0
