begintime,sk_object,duration,M51363C0,M51363C1,M51363C2,M51363C3,M51363C4,M51363C5,M51363C6
2022-03-11 00:00:00,15748.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15749.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15750.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15751.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15752.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15753.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15754.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15755.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15756.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15757.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15758.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15759.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15760.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15761.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15762.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15763.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15764.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15765.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15766.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,15748.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,15749.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,15750.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
