begintime,sk_object,duration,integrity,M8013C80,M8013C81,M8013C5,M8013C6,M8013C10,M8013C11,M8013C7,M8013C9,M8013C0,M8013C1,M8013C2,M8013C3,M8013C4,M8013C12,M8013C13,M8013C15,M8013C16,M8013C17,M8013C18,M8013C19,M8013C21,M8013C24,M8013C25,M8013C26,M8013C27,M8013C28,M8013C29,M8013C30,M8013C31,M8013C32,M8013C33,M8013C34,M8013C35,M8013C36,M8013C37,M8013C38,M8013C39,M8013C40,M8013C41,M8013C42,M8013C43,M8013C44,M8013C45,M8013C46,M8013C47,M8013C48,M8013C49,M8013C50,M8013C51,M8013C52,M8013C53,M8013C54,M8013C55,M8013C56,M8013C57,M8013C58,M8013C60,M8013C69,M8013C61,M8013C62,M8013C63,M8013C64,M8013C65,M8013C66,M8013C67,M8013C68,M8013C70,M8013C71,M8013C72,M8013C73,M8013C74,M8013C75,M8013C76,M8013C77,M8013C78,M8013C79,M8013C82,M8013C83,M8013C84,M8013C85,M8013C86,M8013C87,M8013C88,M8013C89,M8013C90,M8013C91,M8013C92,M8013C93,M8013C94,M8013C95,M8013C96,M8013C97,M8013C99,M8013C100,M8013C101,M8013C102,M8013C103,M8013C104,M8013C105,M8013C106,M8013C107,M8013C108,M8013C109,M8013C110,M8013C111,M8013C112,M8013C113,M8013C114,M8013C115,M8013C116,M8013C117,M8013C118,M8013C119,M8013C121,M8013C122,M8013C123,M8013C124
2022-03-11,16884.0,1440.0,100.0,0.0,0.0,16839.0,618.0,60.0,0.0,0.0,5103.0,0.0,0.0,76.0,10.0,0.0,80.0,11465.0,109.0,0.0,7824.0,3275.0,6358.0,0.0,14183274.0,62767208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7240.0,6340.0,3259.0,0.0,0.0,0.0,0.0,0.0,16839.0,16833.0,11759.0,348.0,11635.0,348.0,112.0,298.0,296.0,298.0,296.0,11574.0,3725.0,74.0,0.0,0.0,0.0,0.0,5.0,9799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,,7096.0,0.0,0.0,0.0,0.0,7864.0,3282.0,6402.0,0.0,0.0,0.0,18.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7740.0,0.0,0.0,0.0,80.0,443.0,14.0,264.0,0.0,8.0,27.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0
2022-03-11,16885.0,1440.0,100.0,0.0,0.0,12619.0,101.0,50.0,0.0,0.0,4963.0,0.0,0.0,11.0,1.0,0.0,31.0,6398.0,46.0,0.0,5811.0,3380.0,3529.0,0.0,69522037.0,128160197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5728.0,3516.0,3375.0,0.0,0.0,0.0,0.0,0.0,12619.0,12619.0,7757.0,255.0,7732.0,255.0,24.0,254.0,254.0,254.0,254.0,6444.0,5524.0,14.0,3.0,0.0,0.0,0.0,6.0,3342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,,365.0,0.0,0.0,0.0,0.0,5814.0,3381.0,3532.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.0,0.0,0.0,0.0,31.0,269.0,1.0,58.0,0.0,16.0,13.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,13.0,0.0
2022-03-11,16886.0,1440.0,100.0,0.0,0.0,29086.0,45.0,85.0,0.0,0.0,11593.0,0.0,0.0,15.0,3.0,0.0,15.0,17281.0,74.0,0.0,11930.0,7635.0,9566.0,0.0,133099568.0,483291581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11888.0,9564.0,7634.0,0.0,0.0,0.0,0.0,0.0,29086.0,29085.0,17871.0,215.0,17849.0,215.0,19.0,550.0,550.0,550.0,550.0,17355.0,16085.0,48.0,0.0,0.0,0.0,0.0,0.0,15163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,,431.0,0.0,0.0,0.0,0.0,11934.0,7636.0,9569.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1196.0,0.0,0.0,0.0,15.0,211.0,3.0,183.0,0.0,1.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2022-03-11,16887.0,1440.0,100.0,0.0,0.0,483470.0,862.0,2094.0,0.0,0.0,156732.0,0.0,0.0,719.0,40.0,0.0,273.0,323687.0,1650.0,0.0,140180.0,139753.0,204399.0,0.0,3999251315.0,7688282214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139496.0,204263.0,139711.0,0.0,0.0,0.0,0.0,0.0,483470.0,483434.0,354063.0,6657.0,352525.0,6656.0,1495.0,10162.0,10161.0,10156.0,10155.0,325337.0,305730.0,458.0,12.0,0.0,0.0,0.0,28.0,296176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,,1147.0,0.0,0.0,0.0,0.0,140303.0,139794.0,204749.0,0.0,0.0,0.0,130.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17957.0,0.0,0.0,0.0,273.0,8087.0,1.0,2662.0,2.0,769.0,402.0,8.0,48.0,0.0,0.0,0.0,0.0,0.0,778.0,0.0
2022-03-11,16888.0,1440.0,100.0,0.0,0.0,44719.0,188.0,125.0,0.0,0.0,11859.0,0.0,0.0,40.0,2.0,0.0,50.0,31912.0,267.0,6.0,10862.0,14259.0,19786.0,0.0,352835473.0,870661536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10701.0,19766.0,14252.0,0.0,0.0,0.0,0.0,0.0,44719.0,44716.0,35632.0,399.0,35561.0,398.0,68.0,893.0,893.0,891.0,891.0,32185.0,30442.0,113.0,0.0,0.0,0.0,0.0,62.0,27267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,,181.0,0.0,0.0,0.0,0.0,11070.0,14263.0,19814.0,0.0,0.0,0.0,4.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1470.0,0.0,0.0,0.0,50.0,772.0,0.0,402.0,0.0,3.0,149.0,1.0,8.0,6.0,53.0,0.0,0.0,0.0,29.0,0.0
2022-03-11,16889.0,1440.0,100.0,0.0,0.0,328994.0,546.0,1005.0,0.0,0.0,129505.0,0.0,1.0,314.0,20.0,0.0,137.0,199198.0,684.0,1.0,123789.0,91015.0,114736.0,0.0,2153882119.0,4724280642.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123323.0,114688.0,90983.0,0.0,0.0,0.0,0.0,0.0,328994.0,328982.0,211351.0,4287.0,210702.0,4287.0,624.0,6343.0,6343.0,6336.0,6336.0,199883.0,187646.0,149.0,8.0,0.0,0.0,0.0,1.0,175157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,,929.0,0.0,0.0,0.0,0.0,123863.0,91085.0,114867.0,0.0,0.0,0.0,58.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11552.0,0.0,0.0,0.0,137.0,3107.0,0.0,1531.0,3.0,454.0,73.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,311.0,0.0
2022-03-11,16890.0,1440.0,100.0,0.0,0.0,93458.0,401.0,449.0,0.0,0.0,27185.0,0.0,2.0,120.0,16.0,0.0,166.0,61734.0,544.0,0.0,30306.0,29384.0,34168.0,0.0,677300701.0,1425882190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29948.0,34140.0,29370.0,0.0,0.0,0.0,0.0,0.0,93458.0,93446.0,69015.0,1689.0,68798.0,1688.0,197.0,2515.0,2514.0,2515.0,2514.0,62278.0,55689.0,136.0,1.0,0.0,0.0,0.0,279.0,48568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,,1843.0,0.0,0.0,0.0,0.0,30331.0,29396.0,34216.0,0.0,0.0,0.0,18.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6045.0,0.0,0.0,0.0,166.0,1908.0,140.0,1051.0,0.0,10.0,393.0,3.0,18.0,0.0,29.0,0.0,0.0,0.0,79.0,0.0
2022-03-11,16891.0,1440.0,100.0,0.0,0.0,34806.0,162.0,110.0,0.0,0.0,10109.0,0.0,6.0,39.0,6.0,0.0,50.0,22168.0,233.0,0.0,12896.0,11528.0,10544.0,0.0,172053877.0,461417448.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12747.0,10536.0,11523.0,0.0,0.0,0.0,0.0,0.0,34806.0,34800.0,25179.0,706.0,25114.0,706.0,52.0,768.0,768.0,766.0,766.0,22401.0,19111.0,62.0,2.0,0.0,0.0,0.0,114.0,20056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,,1585.0,0.0,0.0,0.0,0.0,12908.0,11531.0,10553.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3057.0,0.0,0.0,0.0,50.0,592.0,14.0,258.0,0.0,4.0,161.0,0.0,6.0,0.0,22.0,0.0,0.0,0.0,14.0,0.0
2022-03-11,16892.0,1440.0,100.0,0.0,0.0,176244.0,3679.0,571.0,0.0,0.0,65006.0,0.0,1.0,526.0,137.0,0.0,90.0,110059.0,1402.0,2.0,64762.0,51548.0,63613.0,0.0,951430995.0,2761864944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62184.0,62793.0,51267.0,0.0,0.0,0.0,0.0,0.0,176244.0,176232.0,116306.0,2006.0,115382.0,1997.0,772.0,2698.0,2698.0,2696.0,2696.0,111463.0,105321.0,487.0,41.0,2.0,0.0,0.0,14.0,100479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,,45.0,0.0,0.0,0.0,0.0,64843.0,51622.0,63888.0,0.0,0.0,0.0,230.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4738.0,0.0,0.0,0.0,90.0,4788.0,0.0,1532.0,4.0,506.0,364.0,0.0,29.0,2.0,0.0,0.0,0.0,0.0,256.0,0.0
2022-03-11,16893.0,1440.0,100.0,0.0,0.0,4866.0,40.0,13.0,0.0,0.0,931.0,0.0,0.0,5.0,0.0,0.0,0.0,3904.0,5.0,0.0,1025.0,1661.0,2220.0,0.0,18233420.0,89821674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990.0,2218.0,1658.0,0.0,0.0,0.0,0.0,0.0,4866.0,4866.0,4029.0,106.0,4022.0,106.0,7.0,65.0,65.0,65.0,65.0,3909.0,3649.0,4.0,0.0,0.0,0.0,0.0,0.0,3982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,84.0,0.0,0.0,0.0,0.0,1026.0,1661.0,2220.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,34.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
