begintime,ne_name,4G Traffic ,sum_L.Thrp.bits.DL,sum_PDCP_SDU_VOL_DL,contribution,count,target_without_worst_nes
2022-02-17,"4G_SUSSEX_II/Cell:eNodeB Function Name=4G_SUSSEX_II, Local Cell ID=2, Cell Name=4G_SUSSEX_II-2, eNodeB ID=5074, Cell FDD TDD indication=CELL_FDD",4013.655,32109238536.0,0,0.00017374281061809395,19,23063771.071009
2022-02-17,"4G_PENDUMA_DOVEFACTORY/Cell:eNodeB Function Name=4G_PENDUMA_DOVEFACTORY, Local Cell ID=3, Cell Name=4G_PENDUMA_DOVEFACTORY-3, eNodeB ID=5114, Cell FDD TDD indication=CELL_FDD",5222.363,41778907312.0,0,0.00022606527608574754,20,23058548.707595
2022-02-17,"4G_MAKENISOS_RELIEF/Cell:eNodeB Function Name=4G_MAKENISOS_RELIEF, Local Cell ID=2, Cell Name=4G_MAKENISOS_RELIEF-2, eNodeB ID=5131, Cell FDD TDD indication=CELL_FDD",5440.416,43523324424.0,0,0.0002355043387564821,21,23053108.292042
2022-02-17,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",5914.482,47315854920.0,0,0.0002560256738633803,22,23047193.810177
2022-02-17,"4G_SPURROADMILITARY/Cell:eNodeB Function Name=4G_SPURROADMILITARY, Local Cell ID=1, Cell Name=4G_SPURROADMILITARY-1, eNodeB ID=5067, Cell FDD TDD indication=CELL_FDD",6574.013,52592105208.0,0,0.00028457540462742506,23,23040619.797026
2022-02-17,"4G_MOBIMBI/Cell:eNodeB Function Name=4G_MOBIMBI, Local Cell ID=1, Cell Name=4G_MOBIMBI-1, eNodeB ID=5099, Cell FDD TDD indication=CELL_FDD",7035.233,56281866400.0,0,0.00030454066300495807,24,23033584.563726
2022-02-17,"4G_REGENT/Cell:eNodeB Function Name=4G_REGENT, Local Cell ID=1, Cell Name=4G_REGENT-1, eNodeB ID=5125, Cell FDD TDD indication=CELL_FDD",7151.823,57214586472.0,0,0.00030958760258744923,25,23026432.740417
2022-02-17,"4G_KAMBIA_RELIEVE/Cell:eNodeB Function Name=4G_KAMBIA_RELIEVE, Local Cell ID=2, Cell Name=4G_KAMBIA_RELIEVE-2, eNodeB ID=5108, Cell FDD TDD indication=CELL_FDD",7165.461,57323686768.0,0,0.0003101779633561774,26,23019267.279571
2022-02-17,"4G_BARMOI/Cell:eNodeB Function Name=4G_BARMOI, Local Cell ID=2, Cell Name=4G_BARMOI-2, eNodeB ID=5129, Cell FDD TDD indication=CELL_FDD",7273.039,58184309768.0,0,0.00031483479212712887,27,23011994.24085
2022-02-17,"4G_PALMRESORT/Cell:eNodeB Function Name=4G_PALMRESORT, Local Cell ID=8, Cell Name=4G_PALMRESORT-8, eNodeB ID=5025, Cell FDD TDD indication=CELL_FDD",7627.83,61022637256.0,0,0.00033019295956354384,28,23004366.411193
2022-02-17,"4G_PORTLOKO_SLMINING/Cell:eNodeB Function Name=4G_PORTLOKO_SLMINING, Local Cell ID=1, Cell Name=4G_PORTLOKO_SLMINING-1, eNodeB ID=5105, Cell FDD TDD indication=CELL_FDD",8102.366,64818926624.0,0,0.0003507346399968317,29,22996264.045365
2022-02-17,"4G_MAKENISOS_RELIEF/Cell:eNodeB Function Name=4G_MAKENISOS_RELIEF, Local Cell ID=3, Cell Name=4G_MAKENISOS_RELIEF-3, eNodeB ID=5131, Cell FDD TDD indication=CELL_FDD",8264.016,66112127304.0,0,0.0003577321336370212,30,22988000.029452
2022-02-17,"4G_ALLENTOWN_II/Cell:eNodeB Function Name=4G_ALLENTOWN_II, Local Cell ID=1, Cell Name=4G_ALLENTOWN_II-1, eNodeB ID=5034, Cell FDD TDD indication=CELL_FDD",8834.343,70674740032.0,0,0.00038242040802816487,31,22979165.686948
2022-02-17,"4G_LUNGITOWN/Cell:eNodeB Function Name=4G_LUNGITOWN, Local Cell ID=1, Cell Name=4G_LUNGITOWN-1, eNodeB ID=5116, Cell FDD TDD indication=CELL_FDD",9137.382,73099054512.0,0,0.0003955383385894355,32,22970028.305134
2022-02-17,"4G_SWISSHOTEL/Cell:eNodeB Function Name=4G_SWISSHOTEL, Local Cell ID=1, Cell Name=4G_SWISSHOTEL-1, eNodeB ID=5055, Cell FDD TDD indication=CELL_FDD",17452.608,139620862256.0,0,0.0007554872470443602,65,22529642.236404
2022-02-17,"4G_KENEMA_ENTRANCE/Cell:eNodeB Function Name=4G_KENEMA_ENTRANCE, Local Cell ID=1, Cell Name=4G_KENEMA_ENTRANCE-1, eNodeB ID=5075, Cell FDD TDD indication=CELL_FDD",9546.8,76374401296.0,0,0.00041326119569539966,33,22960481.504972
2022-02-17,"4G_SEFADUCENTRAL/Cell:eNodeB Function Name=4G_SEFADUCENTRAL, Local Cell ID=3, Cell Name=4G_SEFADUCENTRAL-3, eNodeB ID=5061, Cell FDD TDD indication=CELL_FDD",9698.66,77589282216.0,0,0.00041983490051568536,34,22950782.844695
2022-02-17,"4G_GODERICH/Cell:eNodeB Function Name=4G_GODERICH, Local Cell ID=2, Cell Name=4G_GODERICH-2, eNodeB ID=5016, Cell FDD TDD indication=CELL_FDD",9841.329,78730628056.0,0,0.0004260107459852319,35,22940941.516188
2022-02-17,"4G_PENDUMA_DOVEFACTORY/Cell:eNodeB Function Name=4G_PENDUMA_DOVEFACTORY, Local Cell ID=2, Cell Name=4G_PENDUMA_DOVEFACTORY-2, eNodeB ID=5114, Cell FDD TDD indication=CELL_FDD",9907.562,79260499072.0,0,0.00042887783535282037,36,22931033.953804
2022-02-17,"4G_MAKENISOS_RELIEF/Cell:eNodeB Function Name=4G_MAKENISOS_RELIEF, Local Cell ID=1, Cell Name=4G_MAKENISOS_RELIEF-1, eNodeB ID=5131, Cell FDD TDD indication=CELL_FDD",10078.198,80625582912.0,0,0.0004362643143184089,37,22920955.75594
2022-02-17,"4G_KENEMA_MFS/Cell:eNodeB Function Name=4G_KENEMA_MFS, Local Cell ID=2, Cell Name=4G_KENEMA_MFS-2, eNodeB ID=5076, Cell FDD TDD indication=CELL_FDD",10097.842,80782737064.0,0,0.0004371146623856398,38,22910857.913807
2022-02-17,"4G_CKC_BO/Cell:eNodeB Function Name=4G_CKC_BO, Local Cell ID=1, Cell Name=4G_CKC_BO-1, eNodeB ID=5071, Cell FDD TDD indication=CELL_FDD",10496.025,83968196816.0,0,0.0004543511796150341,39,22900361.889205
2022-02-17,"4G_BARMOI/Cell:eNodeB Function Name=4G_BARMOI, Local Cell ID=3, Cell Name=4G_BARMOI-3, eNodeB ID=5129, Cell FDD TDD indication=CELL_FDD",10878.656,87029248280.0,0,0.000470914482980573,40,22889483.23317
2022-02-17,"4G_MARAMPA/Cell:eNodeB Function Name=4G_MARAMPA, Local Cell ID=3, Cell Name=4G_MARAMPA-3, eNodeB ID=5107, Cell FDD TDD indication=CELL_FDD",11123.104,88984834784.0,0,0.00048149613052376534,41,22878360.128822
2022-02-17,"4G_LUNSAR_II/Cell:eNodeB Function Name=4G_LUNSAR_II, Local Cell ID=2, Cell Name=4G_LUNSAR_II-2, eNodeB ID=5047, Cell FDD TDD indication=CELL_FDD",11133.366,89066930888.0,0,0.0004819403512459158,42,22867226.762461
2022-02-17,"4G_ALLENTOWN_II/Cell:eNodeB Function Name=4G_ALLENTOWN_II, Local Cell ID=6, Cell Name=4G_ALLENTOWN_II-6, eNodeB ID=5034, Cell FDD TDD indication=CELL_FDD",11205.328,89642622376.0,0,0.0004850554371558157,43,22856021.434664
2022-02-17,"4G_SPURROADMILITARY/Cell:eNodeB Function Name=4G_SPURROADMILITARY, Local Cell ID=13, Cell Name=4G_SPURROADMILITARY-31, eNodeB ID=5067, Cell FDD TDD indication=CELL_TDD",11497.233,91977860888.0,0,0.0004976913999212938,44,22844524.202053
2022-02-17,"4G_BAOMAHUN/Cell:eNodeB Function Name=4G_BAOMAHUN, Local Cell ID=1, Cell Name=4G_BAOMAHUN-1, eNodeB ID=5106, Cell FDD TDD indication=CELL_FDD",12045.47,96363761008.0,0,0.0005214234439721232,45,22832478.731927
2022-02-17,"4G_PORTLOKO_SLMINING/Cell:eNodeB Function Name=4G_PORTLOKO_SLMINING, Local Cell ID=2, Cell Name=4G_PORTLOKO_SLMINING-2, eNodeB ID=5105, Cell FDD TDD indication=CELL_FDD",12537.186,100297491024.0,0,0.000542708811016846,46,22819941.545549
2022-02-17,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION, Local Cell ID=6, Cell Name=4G_HILLSTATION-6, eNodeB ID=5064, Cell FDD TDD indication=CELL_FDD",12795.507,102364059784.0,0,0.0005538909919919614,47,22807146.038076
2022-02-17,"4G_PORTLOKO_II/Cell:eNodeB Function Name=4G_PORTLOKO_II, Local Cell ID=2, Cell Name=4G_PORTLOKO_II-2, eNodeB ID=5049, Cell FDD TDD indication=CELL_FDD",12888.775,103110197504.0,0,0.0005579283705062403,48,22794257.263388
2022-02-17,"4G_MOBIMBI/Cell:eNodeB Function Name=4G_MOBIMBI, Local Cell ID=3, Cell Name=4G_MOBIMBI-3, eNodeB ID=5099, Cell FDD TDD indication=CELL_FDD",13410.964,107287712256.0,0,0.0005805328505957975,49,22780846.299356
2022-02-17,"4G_SPURLOOP_II/Cell:eNodeB Function Name=4G_SPURLOOP_II, Local Cell ID=2, Cell Name=4G_SPURLOOP_II-2, eNodeB ID=5039, Cell FDD TDD indication=CELL_FDD",14190.53,113524237256.0,0,0.0006142786478559769,50,22766655.769699
2022-02-17,"4G_SPURROADMILITARY/Cell:eNodeB Function Name=4G_SPURROADMILITARY, Local Cell ID=6, Cell Name=4G_SPURROADMILITARY-6, eNodeB ID=5067, Cell FDD TDD indication=CELL_FDD",14322.016,114576124544.0,0,0.0006199704044212349,51,22752333.754131
2022-02-17,"4G_SPURROAD_II/Cell:eNodeB Function Name=4G_SPURROAD_II, Local Cell ID=11, Cell Name=4G_SPURROAD_II-11, eNodeB ID=5001, Cell FDD TDD indication=CELL_TDD",14361.62,114892961528.0,0,0.0006216847795410992,52,22737972.13394
2022-02-17,"4G_OAU_II/Cell:eNodeB Function Name=4G_OAU_II, Local Cell ID=3, Cell Name=4G_OAU_II-3, eNodeB ID=5013, Cell FDD TDD indication=CELL_FDD",14565.527,116524217232.0,0,0.0006305114911754334,53,22723406.606786
2022-02-17,"4G_KINGTOM_II/Cell:eNodeB Function Name=4G_KINGTOM_II, Local Cell ID=1, Cell Name=4G_KINGTOM_II-1, eNodeB ID=5058, Cell FDD TDD indication=CELL_FDD",14610.288,116882306816.0,0,0.0006324491021425136,54,22708796.318434
2022-02-17,"4G_SWISSHOTEL/Cell:eNodeB Function Name=4G_SWISSHOTEL, Local Cell ID=7, Cell Name=4G_SWISSHOTEL-7, eNodeB ID=5055, Cell FDD TDD indication=CELL_FDD",14759.744,118077950240.0,0,0.0006389187427827127,55,22694036.574654
2022-02-17,"4G_MURRAYTOWNBARRACKS/Cell:eNodeB Function Name=4G_MURRAYTOWNBARRACKS, Local Cell ID=2, Cell Name=4G_MURRAYTOWNBARRACKS-2, eNodeB ID=5012, Cell FDD TDD indication=CELL_FDD",14961.309,119690469760.0,0,0.0006476440740885265,56,22679075.265934
2022-02-17,"4G_SPURROADMILITARY/Cell:eNodeB Function Name=4G_SPURROADMILITARY, Local Cell ID=11, Cell Name=4G_SPURROADMILITARY-11, eNodeB ID=5067, Cell FDD TDD indication=CELL_TDD",15770.448,126163582976.0,0,0.0006826700252579005,57,22663304.818062
2022-02-17,"4G_IMATT_II/Cell:eNodeB Function Name=4G_IMATT_II, Local Cell ID=6, Cell Name=4G_IMATT_II-6, eNodeB ID=5030, Cell FDD TDD indication=CELL_FDD",16048.177,128385413568.0,0,0.0006946923383491235,58,22647256.641366
2022-02-17,"4G_CKC_BO/Cell:eNodeB Function Name=4G_CKC_BO, Local Cell ID=3, Cell Name=4G_CKC_BO-3, eNodeB ID=5071, Cell FDD TDD indication=CELL_FDD",16063.908,128511261360.0,0,0.0006953733007521784,59,22631192.733696
2022-02-17,"4G_KENEMA_MFS/Cell:eNodeB Function Name=4G_KENEMA_MFS, Local Cell ID=3, Cell Name=4G_KENEMA_MFS-3, eNodeB ID=5076, Cell FDD TDD indication=CELL_FDD",16437.053,131496427328.0,0,0.0007115259748280739,60,22614755.68028
2022-02-17,"4G_IMATT_II/Cell:eNodeB Function Name=4G_IMATT_II, Local Cell ID=2, Cell Name=4G_IMATT_II-2, eNodeB ID=5030, Cell FDD TDD indication=CELL_FDD",16810.026,134480206792.0,0,0.0007276712033802695,61,22597945.654431
2022-02-17,"4G_KENEMA_MFS/Cell:eNodeB Function Name=4G_KENEMA_MFS, Local Cell ID=1, Cell Name=4G_KENEMA_MFS-1, eNodeB ID=5076, Cell FDD TDD indication=CELL_FDD",16836.484,134691868912.0,0,0.000728816515392222,62,22581109.170817
2022-02-17,"4G_FBC/Cell:eNodeB Function Name=4G_FBC, Local Cell ID=3, Cell Name=4G_FBC-3, eNodeB ID=5026, Cell FDD TDD indication=CELL_FDD",16931.577,135452618768.0,0,0.0007329328943759928,63,22564177.593471
2022-02-17,"4G_BINTUMANI/Cell:eNodeB Function Name=4G_BINTUMANI, Local Cell ID=2, Cell Name=4G_BINTUMANI-2, eNodeB ID=5006, Cell FDD TDD indication=CELL_FDD",17082.749,136661994280.0,0,0.0007394768171014783,64,22547094.844186
2022-02-17,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II, Local Cell ID=3, Cell Name=4G_MARJAYTOWN_II-3, eNodeB ID=5065, Cell FDD TDD indication=CELL_FDD",17652.092,141216734648.0,0,0.0007641224961709892,66,22511990.144573
2022-02-17,"4G_SUSSEX_II/Cell:eNodeB Function Name=4G_SUSSEX_II, Local Cell ID=3, Cell Name=4G_SUSSEX_II-3, eNodeB ID=5074, Cell FDD TDD indication=CELL_FDD",17961.355,143690840912.0,0,0.0007775098507991731,67,22494028.789459
2022-02-17,"4G_DILLET/Cell:eNodeB Function Name=4G_DILLET, Local Cell ID=6, Cell Name=4G_DILLET-6, eNodeB ID=5069, Cell FDD TDD indication=CELL_FDD",18049.471,144395771896.0,0,0.0007813242099058785,68,22475979.317972
2022-02-17,"4G_KENEMA_ENTRANCE/Cell:eNodeB Function Name=4G_KENEMA_ENTRANCE, Local Cell ID=2, Cell Name=4G_KENEMA_ENTRANCE-2, eNodeB ID=5075, Cell FDD TDD indication=CELL_FDD",18589.572,148716575304.0,0,0.0008047040633705244,69,22457389.746059
2022-02-17,"4G_PENDUMA_DOVEFACTORY/Cell:eNodeB Function Name=4G_PENDUMA_DOVEFACTORY, Local Cell ID=1, Cell Name=4G_PENDUMA_DOVEFACTORY-1, eNodeB ID=5114, Cell FDD TDD indication=CELL_FDD",19669.815,157358517648.0,0,0.0008514655451048841,70,22437719.931353
2022-02-17,"4G_TORKPOITOWN/Cell:eNodeB Function Name=4G_TORKPOITOWN, Local Cell ID=3, Cell Name=4G_TORKPOITOWN-3, eNodeB ID=5072, Cell FDD TDD indication=CELL_FDD",20184.98,161479841768.0,0,0.0008737659707847371,71,22417534.951132
2022-02-17,"4G_CKC_BO/Cell:eNodeB Function Name=4G_CKC_BO, Local Cell ID=2, Cell Name=4G_CKC_BO-2, eNodeB ID=5071, Cell FDD TDD indication=CELL_FDD",20406.039,163248309688.0,0,0.0008833351569685086,72,22397128.912421
2022-02-17,"4G_KAMBIA_RELIEVE/Cell:eNodeB Function Name=4G_KAMBIA_RELIEVE, Local Cell ID=3, Cell Name=4G_KAMBIA_RELIEVE-3, eNodeB ID=5108, Cell FDD TDD indication=CELL_FDD",20754.349,166034791024.0,0,0.0008984127753403887,73,22376374.563543
2022-02-17,"4G_KISSYHOUSE/Cell:eNodeB Function Name=4G_KISSYHOUSE, Local Cell ID=8, Cell Name=4G_KISSYHOUSE-8, eNodeB ID=5053, Cell FDD TDD indication=CELL_FDD",20966.571,167732567168.0,0,0.000907599426100106,74,22355407.992647
2022-02-17,"4G_BINTUMANI/Cell:eNodeB Function Name=4G_BINTUMANI, Local Cell ID=3, Cell Name=4G_BINTUMANI-3, eNodeB ID=5006, Cell FDD TDD indication=CELL_FDD",21701.492,173611935880.0,0,0.0009394126337929097,75,22333706.500662
2022-02-17,"4G_SPURLOOP_II/Cell:eNodeB Function Name=4G_SPURLOOP_II, Local Cell ID=7, Cell Name=4G_SPURLOOP_II-7, eNodeB ID=5039, Cell FDD TDD indication=CELL_FDD",22258.808,178070467576.0,0,0.0009635376889464876,76,22311447.692215
2022-02-17,"4G_OAU_II/Cell:eNodeB Function Name=4G_OAU_II, Local Cell ID=1, Cell Name=4G_OAU_II-1, eNodeB ID=5013, Cell FDD TDD indication=CELL_FDD",22415.681,179325449064.0,0,0.0009703283961522869,77,22289032.011082
2022-02-17,"4G_REGENT/Cell:eNodeB Function Name=4G_REGENT, Local Cell ID=3, Cell Name=4G_REGENT-3, eNodeB ID=5125, Cell FDD TDD indication=CELL_FDD",22670.635,181365077592.0,0,0.000981364826672181,78,22266361.376383
2022-02-17,"4G_RUTILE_II/Cell:eNodeB Function Name=4G_RUTILE_II, Local Cell ID=1, Cell Name=4G_RUTILE_II-1, eNodeB ID=5048, Cell FDD TDD indication=CELL_FDD",23040.625,184324999896.0,0,0.0009973809273336948,79,22243320.751396
2022-02-17,"4G_SPURROADMILITARY/Cell:eNodeB Function Name=4G_SPURROADMILITARY, Local Cell ID=12, Cell Name=4G_SPURROADMILITARY-21, eNodeB ID=5067, Cell FDD TDD indication=CELL_TDD",23306.92,186455358736.0,0,0.0010089082862505788,80,22220013.831554
2022-02-17,"4G_SWISSHOTEL/Cell:eNodeB Function Name=4G_SWISSHOTEL, Local Cell ID=2, Cell Name=4G_SWISSHOTEL-2, eNodeB ID=5055, Cell FDD TDD indication=CELL_FDD",23613.67,188909358680.0,0,0.0010221868583144707,81,22196400.161719
2022-02-17,"4G_LUNGITOWN/Cell:eNodeB Function Name=4G_LUNGITOWN, Local Cell ID=2, Cell Name=4G_LUNGITOWN-2, eNodeB ID=5116, Cell FDD TDD indication=CELL_FDD",23704.495,189635961216.0,0,0.001026118484419452,82,22172695.666567
2022-02-17,"4G_SUSSEX_II/Cell:eNodeB Function Name=4G_SUSSEX_II, Local Cell ID=1, Cell Name=4G_SUSSEX_II-1, eNodeB ID=5074, Cell FDD TDD indication=CELL_FDD",23724.601,189796809624.0,0,0.0010269888315096445,83,22148971.065364
2022-02-17,"4G_OAU_II/Cell:eNodeB Function Name=4G_OAU_II, Local Cell ID=8, Cell Name=4G_OAU_II-8, eNodeB ID=5013, Cell FDD TDD indication=CELL_FDD",24552.77,196422158704.0,0,0.0010628385519581575,84,22124418.295526
2022-02-17,"4G_MOBIMBI/Cell:eNodeB Function Name=4G_MOBIMBI, Local Cell ID=2, Cell Name=4G_MOBIMBI-2, eNodeB ID=5099, Cell FDD TDD indication=CELL_FDD",24717.254,197738032448.0,0,0.0010699587235876839,85,22099701.04147
2022-02-17,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET, Local Cell ID=2, Cell Name=4G_KENNEDYSTREET-2, eNodeB ID=5027, Cell FDD TDD indication=CELL_FDD",24842.642,198741136048.0,0,0.001075386510365018,86,22074858.399464
2022-02-17,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD, Local Cell ID=2, Cell Name=4G_WILKINSONROAD-2, eNodeB ID=5005, Cell FDD TDD indication=CELL_FDD",24861.672,198893373728.0,0,0.001076210279644157,87,22049996.727748
2022-02-17,"4G_IMATT_II/Cell:eNodeB Function Name=4G_IMATT_II, Local Cell ID=3, Cell Name=4G_IMATT_II-3, eNodeB ID=5030, Cell FDD TDD indication=CELL_FDD",25574.24,204593916512.0,0,0.001107055872271454,88,22024422.488184
2022-02-17,"4G_KINGHARMAN/Cell:eNodeB Function Name=4G_KINGHARMAN, Local Cell ID=2, Cell Name=4G_KINGHARMAN-2, eNodeB ID=5054, Cell FDD TDD indication=CELL_FDD",26398.514,211188108624.0,0,0.0011427369862385037,89,21998023.974606
2022-02-17,"4G_KINGHARMAN/Cell:eNodeB Function Name=4G_KINGHARMAN, Local Cell ID=7, Cell Name=4G_KINGHARMAN-7, eNodeB ID=5054, Cell FDD TDD indication=CELL_FDD",26576.227,212609819856.0,0,0.0011504298138740065,90,21971447.747124
2022-02-17,"4G_BYRNELANECOLLIGATE/Cell:eNodeB Function Name=4G_BYRNELANECOLLIGATE, Local Cell ID=2, Cell Name=4G_BYRNELANECOLLIGATE-2, eNodeB ID=5056, Cell FDD TDD indication=CELL_FDD",27248.619,217988950392.0,0,0.0011795362706863437,91,21944199.128325
2022-02-17,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET, Local Cell ID=1, Cell Name=4G_KENNEDYSTREET-1, eNodeB ID=5027, Cell FDD TDD indication=CELL_FDD",27259.845,218078760744.0,0,0.0011800222209715572,92,21916939.283232
2022-02-17,"4G_KENEMATOWN/Cell:eNodeB Function Name=4G_KENEMATOWN, Local Cell ID=7, Cell Name=4G_KENEMATOWN-7, eNodeB ID=5057, Cell FDD TDD indication=CELL_FDD",27880.435,223043479232.0,0,0.0012068862765123257,93,21889058.848328
2022-02-17,"4G_ECOWASST/Cell:eNodeB Function Name=4G_ECOWASST, Local Cell ID=1, Cell Name=4G_ECOWASST-1, eNodeB ID=5063, Cell FDD TDD indication=CELL_FDD",27940.486,223523885912.0,0,0.0012094857599059972,94,21861118.362589
2022-02-17,"4G_LUNGIAIRPORT/Cell:eNodeB Function Name=4G_LUNGIAIRPORT, Local Cell ID=6, Cell Name=4G_LUNGIAIRPORT-6, eNodeB ID=5015, Cell FDD TDD indication=CELL_FDD",27958.031,223664251344.0,0,0.0012102452466113305,95,21833160.331171
2022-02-17,"4G_WILKINSONROAD/Cell:eNodeB Function Name=4G_WILKINSONROAD, Local Cell ID=1, Cell Name=4G_WILKINSONROAD-1, eNodeB ID=5005, Cell FDD TDD indication=CELL_FDD",28140.55,225124400592.0,0,0.0012181461160311496,96,21805019.781097
2022-02-17,"4G_KISSY_II/Cell:eNodeB Function Name=4G_KISSY_II, Local Cell ID=1, Cell Name=4G_KISSY_II-1, eNodeB ID=5036, Cell FDD TDD indication=CELL_FDD",28150.182,225201454144.0,0,0.0012185630653583522,97,21776869.599329
2022-02-17,"4G_SPURROAD_II/Cell:eNodeB Function Name=4G_SPURROAD_II, Local Cell ID=8, Cell Name=4G_SPURROAD_II-8, eNodeB ID=5001, Cell FDD TDD indication=CELL_FDD",28188.337,225506698352.0,0,0.0012202147162698365,98,21748681.262035
