begintime,sk_object,duration,integrity,73404129
2022-02-13,7527940.0,86400.0,100.0,0.0
2022-02-10,7527944.0,86400.0,100.0,0.0
2022-02-04,7527938.0,86400.0,100.0,0.0
2022-03-11,7527950.0,86400.0,100.0,0.0
2022-02-04,7527952.0,86400.0,100.0,0.0
2022-02-03,7527944.0,86400.0,100.0,0.0
2022-03-09,7527947.0,3600.0,4.166666666666667,0.0
2022-03-03,7527945.0,86400.0,100.0,0.0
2022-02-10,7527943.0,86400.0,100.0,0.0
2022-03-15,7527940.0,86400.0,100.0,0.0
2022-03-09,7527951.0,3600.0,4.166666666666667,0.0
2022-03-12,7527941.0,68400.0,79.16666666666667,0.0
2022-02-20,7527949.0,86400.0,100.0,0.0
2022-03-07,7527938.0,86400.0,100.0,0.0
2022-03-12,7527948.0,68400.0,79.16666666666667,0.0
2022-02-17,7527950.0,75600.0,87.5,0.0
2022-02-19,7527950.0,86400.0,100.0,0.0
2022-03-13,7527946.0,79200.0,91.66666666666667,0.0
2022-02-13,7527943.0,86400.0,100.0,0.0
2022-02-03,7527945.0,86400.0,100.0,0.0
2022-03-09,7527959.0,3600.0,4.166666666666667,0.0
2022-02-06,7527947.0,86400.0,100.0,0.0
2022-03-12,7527938.0,68400.0,79.16666666666667,0.0
2022-03-03,7527956.0,86400.0,100.0,0.0
2022-03-02,7527960.0,86400.0,100.0,0.0
2022-02-05,7527939.0,86400.0,100.0,0.0
2022-03-01,7527940.0,86400.0,100.0,0.0
2022-02-18,7527942.0,86400.0,100.0,0.0
2022-03-12,7527944.0,68400.0,79.16666666666667,0.0
2022-02-18,7527938.0,86400.0,100.0,0.0
2022-03-11,7527940.0,86400.0,100.0,0.0
2022-02-05,7527944.0,86400.0,100.0,0.0
2022-02-13,7527955.0,86400.0,100.0,0.0
2022-02-04,7527961.0,86400.0,100.0,0.0
2022-02-03,7527940.0,86400.0,100.0,0.0
2022-03-10,7527951.0,82800.0,95.83333333333333,0.0
2022-03-07,7527944.0,86400.0,100.0,0.0
2022-02-20,7527939.0,86400.0,100.0,0.0
2022-02-05,7527943.0,86400.0,100.0,0.0
2022-03-15,7527958.0,86400.0,100.0,0.0
2022-03-07,7527954.0,86400.0,100.0,0.0
2022-03-03,7527952.0,86400.0,100.0,0.0
2022-03-03,7527946.0,86400.0,100.0,0.0
2022-02-11,7527942.0,86400.0,100.0,0.0
2022-03-06,7527942.0,79200.0,91.66666666666667,0.0
2022-03-06,7527959.0,79200.0,91.66666666666667,0.0
2022-03-13,7527949.0,79200.0,91.66666666666667,0.0
2022-03-13,7527951.0,79200.0,91.66666666666667,0.0
2022-03-06,7527960.0,79200.0,91.66666666666667,0.0
2022-02-18,7527957.0,86400.0,100.0,0.0
2022-02-17,7527953.0,75600.0,87.5,0.0
2022-03-13,7527952.0,79200.0,91.66666666666667,0.0
2022-03-02,7527940.0,86400.0,100.0,0.0
2022-02-19,7527940.0,86400.0,100.0,0.0
2022-03-01,7527939.0,86400.0,100.0,0.0
2022-03-10,7527953.0,82800.0,95.83333333333333,0.0
2022-02-03,7527953.0,86400.0,100.0,0.0
2022-03-14,7527960.0,86400.0,100.0,0.0
2022-03-11,7527958.0,86400.0,100.0,0.0
2022-03-14,7527939.0,86400.0,100.0,0.0
2022-02-20,7527944.0,86400.0,100.0,0.0
2022-03-07,7527947.0,86400.0,100.0,0.0
2022-03-10,7527945.0,82800.0,95.83333333333333,0.0
2022-02-18,7527955.0,86400.0,100.0,0.0
2022-03-07,7527941.0,86400.0,100.0,0.0
2022-03-02,7527958.0,86400.0,100.0,0.0
2022-02-03,7527948.0,86400.0,100.0,0.0
2022-03-12,7527955.0,68400.0,79.16666666666667,0.0
2022-02-05,7527942.0,86400.0,100.0,0.0
2022-03-11,7527959.0,86400.0,100.0,0.0
2022-03-03,7527938.0,86400.0,100.0,0.0
2022-03-03,7527940.0,86400.0,100.0,0.0
2022-02-19,7527956.0,86400.0,100.0,0.0
2022-02-20,7527947.0,86400.0,100.0,0.0
2022-03-02,7527957.0,86400.0,100.0,0.0
2022-02-11,7527945.0,86400.0,100.0,0.0
2022-02-13,7527952.0,86400.0,100.0,0.0
2022-03-14,7527946.0,86400.0,100.0,0.0
2022-03-10,7527955.0,82800.0,95.83333333333333,0.0
