begintime,sk_object,duration,integrity,M51301C0,M51301C1,M51301C2,M51301C3,M51301C4,M51301C5,M51301C7,M51301C9
2022-03-15 19:00:00,15382.0,60.0,100.0,5311589.0,5917849543.0,2878483.0,617442974.0,0.0,0.0,0.0,0.0
2022-03-15 21:00:00,15392.0,60.0,100.0,2029007.0,1825699331.0,1392412.0,344200041.0,0.0,0.0,0.0,0.0
2022-03-12 06:00:00,15397.0,60.0,100.0,5836391.0,6481872676.0,3463043.0,1135168445.0,0.0,0.0,0.0,0.0
2022-03-19 00:00:00,15392.0,60.0,100.0,1016769.0,924548934.0,573916.0,89966781.0,0.0,0.0,0.0,0.0
2022-03-15 18:00:00,15381.0,60.0,100.0,13978454.0,15781055560.0,9646865.0,2682388340.0,0.0,0.0,0.0,0.0
2022-03-18 05:00:00,15386.0,60.0,100.0,2317526.0,2861453128.0,1456328.0,221490926.0,0.0,0.0,0.0,0.0
2022-03-17 15:00:00,15392.0,60.0,100.0,1265567.0,1044641609.0,653661.0,132129551.0,0.0,0.0,0.0,0.0
2022-03-13 04:00:00,15398.0,60.0,100.0,4211309.0,4965530105.0,3026314.0,461376311.0,0.0,0.0,0.0,0.0
2022-03-15 03:00:00,15386.0,60.0,100.0,445733.0,333251118.0,204195.0,64974443.0,0.0,0.0,0.0,8.0
2022-03-18 10:00:00,15396.0,60.0,100.0,2687520.0,2670718438.0,1619712.0,390241438.0,0.0,0.0,0.0,0.0
2022-03-16 18:00:00,15393.0,60.0,100.0,7975026.0,8775740237.0,4570542.0,1628739564.0,0.0,0.0,0.0,0.0
2022-03-18 20:00:00,15390.0,60.0,100.0,25074116.0,24799816890.0,17979946.0,4340138094.0,0.0,0.0,0.0,0.0
2022-03-18 19:00:00,15388.0,60.0,100.0,3364380.0,3450892205.0,1758861.0,424790825.0,0.0,0.0,0.0,0.0
2022-03-19 05:00:00,15390.0,60.0,100.0,6528555.0,7494472703.0,4033576.0,1505750569.0,0.0,0.0,0.0,0.0
2022-03-13 13:00:00,15390.0,60.0,100.0,17660413.0,19591574197.0,11769925.0,3370399362.0,0.0,0.0,0.0,0.0
2022-03-16 15:00:00,15381.0,60.0,100.0,12723371.0,14270432314.0,8625694.0,2035638423.0,0.0,0.0,0.0,0.0
2022-03-16 09:00:00,15381.0,60.0,100.0,13430270.0,14632846367.0,11459774.0,3340837710.0,0.0,0.0,0.0,0.0
2022-03-12 05:00:00,15392.0,60.0,100.0,611178.0,541381593.0,262724.0,33367024.0,0.0,0.0,0.0,0.0
2022-03-17 09:00:00,15390.0,60.0,100.0,16913974.0,18371347663.0,11148349.0,3184853806.0,0.0,0.0,0.0,0.0
2022-03-17 15:00:00,15395.0,60.0,100.0,5054178.0,5055524484.0,3673848.0,858726152.0,0.0,0.0,0.0,0.0
2022-03-13 10:00:00,15391.0,60.0,100.0,14422840.0,16608029408.0,10136028.0,2377825462.0,0.0,0.0,0.0,0.0
2022-03-12 20:00:00,15382.0,60.0,100.0,5763699.0,6244235196.0,3412687.0,739066557.0,0.0,0.0,0.0,0.0
2022-03-18 13:00:00,15397.0,60.0,100.0,12315215.0,14223510922.0,8349000.0,2067019357.0,0.0,0.0,0.0,0.0
2022-03-16 06:00:00,15396.0,60.0,100.0,1158117.0,1007544562.0,717313.0,252485298.0,0.0,0.0,0.0,0.0
2022-03-18 14:00:00,15396.0,60.0,100.0,2702659.0,2718181293.0,1454911.0,330421815.0,0.0,0.0,0.0,0.0
2022-03-12 10:00:00,15395.0,60.0,100.0,4557549.0,4776492582.0,3001156.0,1113005048.0,0.0,0.0,0.0,0.0
2022-03-12 09:00:00,15381.0,60.0,100.0,11197589.0,12877323750.0,8672267.0,1862458569.0,0.0,0.0,0.0,0.0
2022-03-18 06:00:00,15386.0,60.0,100.0,3539772.0,4189330661.0,1875646.0,365280860.0,0.0,0.0,0.0,0.0
2022-03-13 08:00:00,15384.0,60.0,100.0,6048514.0,7042332810.0,3003609.0,793823902.0,0.0,0.0,0.0,0.0
2022-03-18 18:00:00,15390.0,60.0,100.0,21328221.0,23295170870.0,15533375.0,4168836333.0,0.0,0.0,0.0,0.0
2022-03-17 06:00:00,15383.0,60.0,100.0,10905125.0,12947727064.0,6880832.0,1803587104.0,0.0,0.0,0.0,0.0
2022-03-16 19:00:00,15380.0,60.0,100.0,6944008.0,7880580795.0,4845963.0,1137509491.0,0.0,0.0,0.0,24.0
2022-03-11 15:00:00,15388.0,60.0,100.0,2387088.0,2323934333.0,1212484.0,242047337.0,0.0,0.0,0.0,0.0
2022-03-11 17:00:00,15395.0,60.0,100.0,4423083.0,4660611727.0,2577593.0,607657210.0,0.0,0.0,0.0,0.0
2022-03-12 12:00:00,15383.0,60.0,100.0,15933535.0,17216809656.0,11426961.0,3157719349.0,0.0,0.0,0.0,0.0
2022-03-17 00:00:00,15392.0,60.0,100.0,1934000.0,2232693338.0,1062993.0,152305999.0,0.0,0.0,0.0,0.0
2022-03-15 12:00:00,15384.0,60.0,100.0,7859800.0,9125243342.0,4643240.0,1099445184.0,0.0,0.0,0.0,0.0
2022-03-17 04:00:00,15392.0,60.0,100.0,324986.0,142544846.0,123580.0,14803289.0,0.0,0.0,0.0,0.0
2022-03-16 15:00:00,15391.0,60.0,100.0,18842977.0,21435326978.0,14213411.0,3505276827.0,0.0,0.0,0.0,0.0
2022-03-16 00:00:00,15391.0,60.0,100.0,14283206.0,17884374621.0,9907219.0,1997523007.0,0.0,0.0,0.0,0.0
2022-03-13 00:00:00,15383.0,60.0,100.0,16891959.0,19346559453.0,12721807.0,3784765383.0,0.0,0.0,0.0,0.0
2022-03-17 10:00:00,15386.0,60.0,100.0,5256582.0,5991746646.0,3450581.0,881280704.0,0.0,0.0,0.0,2.0
2022-03-18 17:00:00,15389.0,60.0,100.0,2237510.0,2435590835.0,930041.0,240946264.0,0.0,0.0,0.0,0.0
2022-03-17 17:00:00,15393.0,60.0,100.0,5967787.0,6856595316.0,3093168.0,852223070.0,0.0,0.0,0.0,0.0
2022-03-17 07:00:00,15381.0,60.0,100.0,12405673.0,14181393174.0,8906511.0,2017630780.0,0.0,0.0,0.0,0.0
2022-03-12 09:00:00,15396.0,60.0,100.0,3217329.0,3322873205.0,1998209.0,463307021.0,0.0,0.0,0.0,0.0
2022-03-18 03:00:00,15383.0,60.0,100.0,5706431.0,6729693383.0,4225145.0,783047299.0,0.0,0.0,0.0,0.0
2022-03-12 18:00:00,15380.0,60.0,100.0,10520793.0,12189460817.0,6444618.0,1698511079.0,0.0,0.0,0.0,0.0
2022-03-12 12:00:00,15386.0,60.0,100.0,6046119.0,6829130140.0,4602103.0,1701527438.0,0.0,0.0,0.0,0.0
2022-03-18 05:00:00,15398.0,60.0,100.0,4267558.0,5132202796.0,2548167.0,395428233.0,0.0,0.0,0.0,0.0
2022-03-16 00:00:00,15389.0,60.0,100.0,1448304.0,1339935211.0,900634.0,231980741.0,0.0,0.0,0.0,0.0
2022-03-11 17:00:00,15397.0,60.0,100.0,13796461.0,15733824527.0,8144422.0,2143170068.0,0.0,0.0,0.0,0.0
2022-03-16 12:00:00,15397.0,60.0,100.0,12766887.0,14343378597.0,10957555.0,2804412390.0,0.0,0.0,0.0,0.0
2022-03-17 02:00:00,15392.0,60.0,100.0,578185.0,457406951.0,387019.0,47705286.0,0.0,0.0,0.0,0.0
2022-03-15 22:00:00,15386.0,60.0,100.0,4838639.0,5211693122.0,4672719.0,1058814655.0,0.0,0.0,0.0,0.0
2022-03-18 14:00:00,15392.0,60.0,100.0,1262071.0,965351202.0,728458.0,154269555.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,15383.0,60.0,100.0,11512908.0,13819249390.0,8777677.0,1612682768.0,0.0,0.0,0.0,0.0
2022-03-12 14:00:00,15395.0,60.0,100.0,4180675.0,3564737698.0,2633612.0,852340751.0,0.0,0.0,0.0,0.0
2022-03-11 07:00:00,15396.0,60.0,100.0,2685353.0,2960559810.0,1449620.0,240730034.0,0.0,0.0,0.0,0.0
2022-03-17 12:00:00,15392.0,60.0,100.0,1858861.0,1766942288.0,1052780.0,335154494.0,0.0,0.0,0.0,0.0
2022-03-12 20:00:00,15387.0,60.0,100.0,15787366.0,16812021801.0,12554088.0,2963951330.0,0.0,0.0,0.0,0.0
2022-03-18 13:00:00,15380.0,60.0,100.0,9687161.0,11516894612.0,5730204.0,1498747713.0,0.0,0.0,0.0,0.0
2022-03-18 05:00:00,15383.0,60.0,100.0,6602021.0,7567381912.0,4548505.0,1363707686.0,0.0,0.0,0.0,0.0
2022-03-16 17:00:00,15397.0,60.0,100.0,12525385.0,14648539958.0,11381111.0,3308986209.0,0.0,0.0,0.0,0.0
2022-03-11 04:00:00,15386.0,60.0,100.0,1148074.0,1331129070.0,721468.0,108944780.0,0.0,0.0,0.0,0.0
2022-03-18 18:00:00,15393.0,60.0,100.0,8031629.0,9142063986.0,4300183.0,1401039168.0,0.0,0.0,0.0,0.0
2022-03-13 00:00:00,15392.0,60.0,100.0,1271009.0,1248997592.0,597400.0,132243486.0,0.0,0.0,0.0,0.0
2022-03-12 16:00:00,15380.0,60.0,100.0,9461905.0,10878030138.0,5538455.0,1555231139.0,0.0,0.0,0.0,0.0
2022-03-16 07:00:00,15389.0,60.0,100.0,2265244.0,2448641423.0,1290238.0,508045261.0,0.0,0.0,0.0,0.0
2022-03-16 12:00:00,15394.0,60.0,100.0,12066417.0,13849735138.0,8221072.0,2012042015.0,0.0,0.0,0.0,0.0
2022-03-16 09:00:00,15397.0,60.0,100.0,11468485.0,13104908747.0,8362477.0,2032653411.0,0.0,0.0,0.0,0.0
2022-03-16 01:00:00,15388.0,60.0,100.0,1979300.0,2353916820.0,903872.0,134793931.0,0.0,0.0,0.0,0.0
2022-03-13 01:00:00,15387.0,60.0,100.0,7908984.0,9473315282.0,5316073.0,1077255381.0,0.0,0.0,0.0,0.0
2022-03-12 18:00:00,15391.0,60.0,100.0,18662152.0,21032541595.0,13863673.0,3357856617.0,0.0,0.0,0.0,0.0
2022-03-15 22:00:00,15394.0,60.0,100.0,20902834.0,20076521680.0,15373899.0,3948751880.0,0.0,0.0,0.0,0.0
2022-03-12 18:00:00,15394.0,60.0,100.0,13879880.0,15682984722.0,10073865.0,2656155508.0,0.0,0.0,0.0,0.0
2022-03-18 17:00:00,15384.0,60.0,100.0,6358470.0,7149432043.0,3751095.0,1051948905.0,0.0,0.0,0.0,0.0
2022-03-17 23:00:00,15384.0,60.0,100.0,8846645.0,10364459943.0,5091687.0,1428790190.0,0.0,0.0,0.0,0.0
2022-03-16 11:00:00,15382.0,60.0,100.0,5426915.0,5607855513.0,3512024.0,1052290808.0,0.0,0.0,0.0,0.0
2022-03-18 13:00:00,15381.0,60.0,100.0,11483426.0,13298855120.0,7733413.0,1929804563.0,0.0,0.0,0.0,0.0
2022-03-16 13:00:00,15397.0,60.0,100.0,13655413.0,15872610498.0,10599501.0,2447137432.0,0.0,0.0,0.0,0.0
2022-03-19 03:00:00,15396.0,60.0,100.0,1699301.0,1299039953.0,1186250.0,175303921.0,0.0,0.0,0.0,0.0
2022-03-16 02:00:00,15392.0,60.0,100.0,470575.0,377662102.0,274943.0,35386640.0,0.0,0.0,0.0,0.0
2022-03-17 20:00:00,15383.0,60.0,100.0,22555796.0,22299447207.0,16502206.0,3770418525.0,0.0,0.0,0.0,0.0
2022-03-17 01:00:00,15391.0,60.0,100.0,8843497.0,10676966597.0,5790818.0,1206703794.0,0.0,0.0,0.0,0.0
2022-03-15 10:00:00,15392.0,60.0,100.0,1513530.0,1407554931.0,847022.0,148487618.0,0.0,0.0,0.0,0.0
2022-03-17 05:00:00,15391.0,60.0,100.0,4926966.0,6026734784.0,2989486.0,502796471.0,0.0,0.0,0.0,0.0
2022-03-19 05:00:00,15396.0,60.0,100.0,692457.0,573754486.0,396681.0,57437555.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,15384.0,60.0,100.0,4004895.0,4823885213.0,2639891.0,524884844.0,0.0,0.0,0.0,0.0
2022-03-18 09:00:00,15386.0,60.0,100.0,5906310.0,6818160235.0,3656975.0,819827179.0,0.0,0.0,0.0,0.0
2022-03-17 16:00:00,15396.0,60.0,100.0,3269957.0,3330644406.0,1958594.0,660011162.0,0.0,0.0,0.0,0.0
2022-03-12 23:00:00,15380.0,60.0,100.0,12600056.0,15008420189.0,6433263.0,1257814206.0,0.0,0.0,0.0,0.0
2022-03-16 08:00:00,15388.0,60.0,100.0,1532722.0,1358071884.0,727759.0,170702880.0,0.0,0.0,0.0,0.0
2022-03-16 10:00:00,15388.0,60.0,100.0,2060910.0,1927809418.0,1038972.0,336382324.0,0.0,0.0,0.0,0.0
2022-03-15 21:00:00,15395.0,60.0,100.0,5872160.0,6263120330.0,3988985.0,870777468.0,0.0,0.0,0.0,0.0
2022-03-17 19:00:00,15393.0,60.0,100.0,8077668.0,9177137014.0,5095389.0,1542230606.0,0.0,0.0,0.0,0.0
2022-03-17 09:00:00,15396.0,60.0,100.0,2968114.0,2991678341.0,1690471.0,381817220.0,0.0,0.0,0.0,0.0
2022-03-16 05:00:00,15387.0,60.0,100.0,6886663.0,7685688992.0,4712753.0,998802806.0,0.0,0.0,0.0,0.0
2022-03-11 22:00:00,15389.0,60.0,100.0,3003142.0,3628705168.0,2045196.0,350072921.0,0.0,0.0,0.0,0.0
2022-03-11 18:00:00,15392.0,60.0,100.0,1334419.0,1011104607.0,731006.0,269666304.0,0.0,0.0,0.0,0.0
2022-03-18 16:00:00,15383.0,60.0,100.0,17048889.0,18599690454.0,12254722.0,3148041164.0,0.0,0.0,0.0,0.0
2022-03-16 07:00:00,15394.0,60.0,100.0,12881967.0,15165271614.0,8441202.0,1924847021.0,0.0,0.0,0.0,0.0
2022-03-16 12:00:00,15387.0,60.0,100.0,14942850.0,16389043152.0,11220919.0,2585255899.0,0.0,0.0,0.0,0.0
2022-03-18 09:00:00,15392.0,60.0,100.0,1247035.0,1015806212.0,604768.0,128549256.0,0.0,0.0,0.0,0.0
2022-03-18 18:00:00,15398.0,60.0,100.0,9413407.0,10229145311.0,6336580.0,1725011575.0,0.0,0.0,0.0,0.0
2022-03-12 00:00:00,15393.0,60.0,100.0,8860962.0,10414654086.0,4808213.0,1725869024.0,0.0,0.0,0.0,0.0
2022-03-16 04:00:00,15387.0,60.0,100.0,5565262.0,6613614308.0,3813903.0,623084083.0,0.0,0.0,0.0,0.0
2022-03-17 09:00:00,15381.0,60.0,100.0,11483012.0,12682518982.0,9726619.0,2570901240.0,0.0,0.0,0.0,4.0
2022-03-17 22:00:00,15389.0,60.0,100.0,3941968.0,4474830560.0,2095669.0,421561386.0,0.0,0.0,0.0,0.0
2022-03-13 00:00:00,15390.0,60.0,100.0,17449940.0,20322148048.0,11647763.0,2523683038.0,0.0,0.0,0.0,0.0
2022-03-11 09:00:00,15389.0,60.0,100.0,2033695.0,2132028037.0,1136454.0,328037518.0,0.0,0.0,0.0,0.0
2022-03-16 15:00:00,15383.0,60.0,100.0,16400113.0,18223410525.0,11460479.0,2640651081.0,0.0,0.0,0.0,0.0
2022-03-11 06:00:00,15388.0,60.0,100.0,2334882.0,2171338060.0,1240964.0,895335843.0,0.0,0.0,0.0,0.0
2022-03-15 09:00:00,15394.0,60.0,100.0,13976681.0,15633517646.0,9884986.0,2445140936.0,0.0,0.0,0.0,0.0
2022-03-13 04:00:00,15381.0,60.0,100.0,6484900.0,7646119879.0,4262618.0,1134634574.0,0.0,0.0,0.0,0.0
2022-03-15 23:00:00,15391.0,60.0,100.0,14963114.0,17038277194.0,13516280.0,2938269992.0,0.0,0.0,0.0,0.0
2022-03-18 18:00:00,15383.0,60.0,100.0,19030548.0,20535238655.0,13924870.0,3333888893.0,0.0,0.0,0.0,0.0
2022-03-17 23:00:00,15393.0,60.0,100.0,10010845.0,11753375506.0,6175288.0,1461512746.0,0.0,0.0,0.0,0.0
2022-03-16 21:00:00,15398.0,60.0,100.0,14462920.0,15188357700.0,10915729.0,2486383022.0,0.0,0.0,0.0,0.0
2022-03-15 15:00:00,15390.0,60.0,100.0,17015636.0,18818891074.0,11666805.0,3008778004.0,0.0,0.0,0.0,0.0
2022-03-11 13:00:00,15398.0,60.0,100.0,7036386.0,7921546490.0,4366811.0,1247068859.0,0.0,0.0,0.0,0.0
2022-03-18 07:00:00,15389.0,60.0,100.0,2292252.0,2434316395.0,1370373.0,610309442.0,0.0,0.0,0.0,0.0
2022-03-17 13:00:00,15387.0,60.0,100.0,14541847.0,17152938187.0,10013229.0,2196385978.0,0.0,0.0,0.0,0.0
2022-03-11 05:00:00,15398.0,60.0,100.0,3358979.0,3874124407.0,2250118.0,386788877.0,0.0,0.0,0.0,0.0
2022-03-17 07:00:00,15391.0,60.0,100.0,10828356.0,12299778799.0,8330481.0,2218046118.0,0.0,0.0,0.0,0.0
2022-03-11 03:00:00,15385.0,60.0,100.0,568065.0,339488863.0,293105.0,119026478.0,0.0,0.0,0.0,0.0
2022-03-17 08:00:00,15396.0,60.0,100.0,2330830.0,2093193068.0,1300965.0,304776276.0,0.0,0.0,0.0,0.0
2022-03-15 20:00:00,15389.0,60.0,100.0,3188869.0,3772656788.0,2153291.0,466660021.0,0.0,0.0,0.0,454.0
2022-03-15 23:00:00,15390.0,60.0,100.0,20582668.0,21586575706.0,15643837.0,4748532088.0,0.0,0.0,0.0,0.0
2022-03-12 18:00:00,15382.0,60.0,100.0,5273166.0,5821237835.0,3157723.0,795855095.0,0.0,0.0,0.0,0.0
2022-03-16 14:00:00,15387.0,60.0,100.0,16824375.0,18890753806.0,12038625.0,2790906106.0,0.0,0.0,0.0,0.0
2022-03-15 14:00:00,15382.0,60.0,100.0,4815005.0,4779595544.0,2798049.0,1171329474.0,0.0,0.0,0.0,0.0
2022-03-11 12:00:00,15396.0,60.0,100.0,2316354.0,2124242001.0,1384861.0,425565407.0,0.0,0.0,0.0,0.0
2022-03-15 02:00:00,15385.0,60.0,100.0,226071.0,47804053.0,82845.0,7494531.0,0.0,0.0,0.0,0.0
2022-03-16 11:00:00,15383.0,60.0,100.0,17674805.0,19061507814.0,12887428.0,3241904332.0,0.0,0.0,0.0,0.0
2022-03-15 05:00:00,15392.0,60.0,100.0,542928.0,443355145.0,232224.0,27723401.0,0.0,0.0,0.0,0.0
2022-03-11 09:00:00,15385.0,60.0,100.0,939088.0,633039049.0,415255.0,88776332.0,0.0,0.0,0.0,0.0
2022-03-11 07:00:00,15395.0,60.0,100.0,2437264.0,2556784598.0,1399349.0,324577562.0,0.0,0.0,0.0,0.0
2022-03-11 05:00:00,15397.0,60.0,100.0,2761097.0,3043798193.0,1591877.0,406346836.0,0.0,0.0,0.0,0.0
2022-03-18 22:00:00,15398.0,60.0,100.0,15043739.0,16137625713.0,11191294.0,2654041993.0,0.0,0.0,0.0,0.0
2022-03-18 13:00:00,15392.0,60.0,100.0,1162766.0,863088929.0,653157.0,206943791.0,0.0,0.0,0.0,0.0
2022-03-13 01:00:00,15391.0,60.0,100.0,7189353.0,8351285394.0,4707934.0,1056209070.0,0.0,0.0,0.0,0.0
2022-03-11 03:00:00,15394.0,60.0,100.0,4252341.0,4867139074.0,3345902.0,534800079.0,0.0,0.0,0.0,0.0
2022-03-15 07:00:00,15382.0,60.0,100.0,3580686.0,3754167732.0,1917930.0,393867764.0,0.0,0.0,0.0,0.0
2022-03-17 06:00:00,15398.0,60.0,100.0,4573205.0,5221493513.0,2499212.0,720026832.0,0.0,0.0,0.0,0.0
2022-03-16 00:00:00,15392.0,60.0,100.0,1482923.0,1495132969.0,677697.0,105702548.0,0.0,0.0,0.0,0.0
2022-03-15 23:00:00,15398.0,60.0,100.0,13099456.0,14792162100.0,9522649.0,2447985868.0,0.0,0.0,0.0,0.0
2022-03-19 06:00:00,15380.0,60.0,100.0,4088885.0,4967244323.0,1872029.0,428376798.0,0.0,0.0,0.0,0.0
2022-03-18 23:00:00,15387.0,60.0,100.0,17039742.0,18863084568.0,12276671.0,2767152653.0,0.0,0.0,0.0,0.0
2022-03-17 04:00:00,15386.0,60.0,100.0,756031.0,805358442.0,446508.0,66266442.0,0.0,0.0,0.0,0.0
2022-03-17 11:00:00,15387.0,60.0,100.0,16479639.0,18002039392.0,12017665.0,3408428717.0,0.0,0.0,0.0,0.0
2022-03-18 11:00:00,15384.0,60.0,100.0,7275713.0,8136228840.0,4844791.0,1693158961.0,0.0,0.0,0.0,0.0
2022-03-16 21:00:00,15397.0,60.0,100.0,9585785.0,9566325358.0,11028546.0,2565816869.0,0.0,0.0,0.0,0.0
2022-03-11 03:00:00,15391.0,60.0,100.0,5106548.0,5465212737.0,4359800.0,1737381020.0,0.0,0.0,0.0,0.0
2022-03-17 08:00:00,15395.0,60.0,100.0,3409309.0,3504075289.0,2082542.0,513920387.0,0.0,0.0,0.0,0.0
2022-03-12 20:00:00,15388.0,60.0,100.0,2854163.0,2755971128.0,1531987.0,358543473.0,0.0,0.0,0.0,0.0
2022-03-12 11:00:00,15388.0,60.0,100.0,2553803.0,2677940946.0,1085269.0,345192461.0,0.0,0.0,0.0,0.0
2022-03-11 15:00:00,15383.0,60.0,100.0,16327416.0,17800869846.0,11788439.0,2992499684.0,0.0,0.0,0.0,0.0
2022-03-17 04:00:00,15394.0,60.0,100.0,5439523.0,6481160437.0,3938488.0,898868358.0,0.0,0.0,0.0,0.0
2022-03-18 23:00:00,15388.0,60.0,100.0,2178721.0,2002849648.0,1086285.0,379897762.0,0.0,0.0,0.0,0.0
2022-03-18 20:00:00,15393.0,60.0,100.0,11862859.0,13570306829.0,7643688.0,1829057418.0,0.0,0.0,0.0,0.0
2022-03-17 20:00:00,15397.0,60.0,100.0,17381091.0,19485673216.0,13142959.0,3519310145.0,0.0,0.0,0.0,0.0
2022-03-12 19:00:00,15383.0,60.0,100.0,17861031.0,18854244972.0,13341700.0,3254338585.0,0.0,0.0,0.0,0.0
2022-03-15 06:00:00,15380.0,60.0,100.0,4101707.0,4592353040.0,2037726.0,552209165.0,0.0,0.0,0.0,0.0
2022-03-13 11:00:00,15381.0,60.0,100.0,12632592.0,13948313223.0,9407847.0,2898943880.0,0.0,0.0,0.0,0.0
2022-03-18 00:00:00,15393.0,60.0,100.0,8243106.0,10295537238.0,4398306.0,925351669.0,0.0,0.0,0.0,0.0
2022-03-17 07:00:00,15383.0,60.0,100.0,13887420.0,15857166845.0,9520962.0,2341181872.0,0.0,0.0,0.0,0.0
