begintime,sk_object,duration,integrity,1593835630,1593835632,1593835633,1593835634,1593835679,1593835680,1593835681,1593835682
2022-02-12 05:00:00,882715.0,3600.0,100.0,0.0,3.0,1.0,0.0,,,,
2022-02-03 18:00:00,882814.0,3600.0,100.0,0.0,5.0,1.0,0.0,,,,
2022-02-13 16:00:00,882590.0,3600.0,100.0,0.0,4.0,3.0,0.0,,,,
2022-02-03 19:00:00,882785.0,3600.0,100.0,0.0,7.0,5.0,0.0,,,,
2022-02-18 13:00:00,882561.0,3600.0,100.0,0.0,18.0,14.0,0.0,,,,
2022-03-13 10:00:00,882573.0,3600.0,100.0,0.0,6.0,5.0,0.0,,,,
2022-03-15 10:00:00,882398.0,3600.0,100.0,0.0,11.0,7.0,0.0,,,,
2022-03-15 06:00:00,883091.0,3600.0,100.0,0.0,3.0,2.0,0.0,,,,
2022-03-13 06:00:00,883092.0,3600.0,100.0,0.0,8.0,6.0,0.0,,,,
2022-02-20 18:00:00,882462.0,3600.0,100.0,0.0,10.0,6.0,0.0,,,,
2022-02-10 22:00:00,882922.0,3600.0,100.0,0.0,11.0,9.0,0.0,,,,
2022-02-06 16:00:00,882680.0,3600.0,100.0,0.0,8.0,6.0,0.0,,,,
2022-03-07 12:00:00,882773.0,3600.0,100.0,0.0,9.0,5.0,0.0,,,,
2022-02-19 20:00:00,882548.0,3600.0,100.0,0.0,4.0,3.0,0.0,,,,
2022-02-08 08:00:00,883004.0,3600.0,100.0,0.0,19.0,14.0,0.0,,,,
2022-02-03 14:00:00,882579.0,3600.0,100.0,0.0,5.0,4.0,0.0,,,,
2022-03-14 20:00:00,882525.0,3600.0,100.0,0.0,11.0,9.0,0.0,,,,
2022-02-03 14:00:00,882457.0,3600.0,100.0,0.0,3.0,1.0,0.0,,,,
2022-02-17 21:00:00,882943.0,3600.0,100.0,0.0,6.0,2.0,0.0,,,,
2022-02-06 12:00:00,882434.0,3600.0,100.0,0.0,8.0,6.0,0.0,,,,
2022-03-10 08:00:00,882850.0,3600.0,100.0,0.0,10.0,6.0,0.0,,,,
2022-02-05 07:00:00,882922.0,3600.0,100.0,0.0,34.0,7.0,0.0,,,,
2022-02-05 06:00:00,882499.0,3600.0,100.0,0.0,4.0,3.0,0.0,,,,
2022-02-18 03:00:00,882576.0,3600.0,100.0,0.0,25.0,2.0,0.0,,,,
2022-03-14 18:00:00,883069.0,3600.0,100.0,0.0,12.0,9.0,0.0,,,,
2022-02-13 01:00:00,882597.0,3600.0,100.0,0.0,5.0,4.0,0.0,,,,
2022-03-15 20:00:00,882549.0,3600.0,100.0,0.0,5.0,3.0,0.0,,,,
2022-02-12 16:00:00,882439.0,3600.0,100.0,0.0,3.0,1.0,0.0,,,,
2022-02-10 03:00:00,882557.0,3600.0,100.0,0.0,4.0,4.0,0.0,,,,
2022-02-12 14:00:00,882899.0,3600.0,100.0,0.0,5.0,4.0,0.0,,,,
2022-03-15 03:00:00,882605.0,3600.0,100.0,0.0,3.0,2.0,0.0,,,,
2022-02-19 06:00:00,882728.0,3600.0,100.0,0.0,9.0,6.0,0.0,,,,
2022-03-13 21:00:00,882923.0,3600.0,100.0,0.0,11.0,7.0,0.0,,,,
2022-03-07 08:00:00,882733.0,3600.0,100.0,0.0,11.0,6.0,0.0,,,,
2022-02-10 06:00:00,882491.0,3600.0,100.0,0.0,4.0,4.0,0.0,,,,
2022-02-19 11:00:00,882960.0,3600.0,100.0,0.0,6.0,5.0,0.0,,,,
2022-03-14 02:00:00,75995102.0,3600.0,100.0,0.0,3.0,2.0,0.0,,,,
2022-02-05 02:00:00,882986.0,3600.0,100.0,0.0,17.0,13.0,0.0,,,,
2022-02-17 11:00:00,882947.0,3600.0,100.0,0.0,8.0,5.0,0.0,,,,
2022-02-13 17:00:00,882911.0,3600.0,100.0,0.0,6.0,5.0,0.0,,,,
2022-02-18 21:00:00,883057.0,3600.0,100.0,0.0,6.0,5.0,0.0,,,,
2022-03-07 03:00:00,882561.0,3600.0,100.0,0.0,9.0,5.0,0.0,,,,
2022-02-19 08:00:00,883087.0,3600.0,100.0,0.0,17.0,13.0,0.0,,,,
2022-02-08 15:00:00,882638.0,3600.0,100.0,0.0,16.0,9.0,0.0,,,,
2022-03-15 14:00:00,882455.0,3600.0,100.0,0.0,13.0,10.0,0.0,,,,
2022-02-04 09:00:00,882496.0,3600.0,100.0,0.0,3.0,1.0,0.0,,,,
2022-03-14 05:00:00,882589.0,3600.0,100.0,0.0,7.0,4.0,0.0,,,,
2022-03-15 20:00:00,882835.0,3600.0,100.0,0.0,10.0,6.0,0.0,,,,
2022-02-13 01:00:00,882728.0,3600.0,100.0,0.0,8.0,6.0,0.0,,,,
2022-03-10 08:00:00,882567.0,3600.0,100.0,0.0,9.0,7.0,0.0,,,,
2022-02-06 12:00:00,882547.0,3600.0,100.0,0.0,5.0,4.0,0.0,,,,
2022-02-08 04:00:00,882970.0,3600.0,100.0,0.0,3.0,2.0,0.0,,,,
2022-03-11 10:00:00,882587.0,3600.0,100.0,0.0,5.0,4.0,0.0,,,,
2022-02-05 17:00:00,882722.0,3600.0,100.0,0.0,13.0,10.0,0.0,,,,
2022-02-05 09:00:00,882979.0,3600.0,100.0,0.0,3.0,2.0,0.0,,,,
2022-03-06 07:00:00,882539.0,3600.0,100.0,0.0,12.0,9.0,0.0,,,,
2022-02-13 22:00:00,882498.0,3600.0,100.0,0.0,14.0,11.0,0.0,,,,
2022-02-08 10:00:00,882790.0,3600.0,100.0,0.0,10.0,5.0,0.0,,,,
2022-03-15 09:00:00,882910.0,3600.0,100.0,0.0,3.0,2.0,0.0,,,,
2022-02-17 11:00:00,882605.0,3600.0,100.0,0.0,7.0,6.0,0.0,,,,
2022-02-04 17:00:00,882496.0,3600.0,100.0,0.0,3.0,1.0,0.0,,,,
2022-02-13 06:00:00,882963.0,3600.0,100.0,0.0,5.0,4.0,0.0,,,,
2022-03-07 20:00:00,882957.0,3600.0,100.0,0.0,20.0,12.0,0.0,,,,
2022-03-06 04:00:00,882570.0,3600.0,100.0,0.0,2.0,2.0,0.0,,,,
2022-02-05 15:00:00,882811.0,3600.0,100.0,0.0,2.0,1.0,0.0,,,,
2022-02-03 16:00:00,882537.0,3600.0,100.0,0.0,25.0,20.0,0.0,,,,
2022-02-20 09:00:00,882600.0,3600.0,100.0,0.0,13.0,6.0,0.0,,,,
2022-03-10 13:00:00,882535.0,3600.0,100.0,0.0,4.0,3.0,0.0,,,,
2022-02-04 09:00:00,882857.0,3600.0,100.0,0.0,6.0,5.0,0.0,,,,
2022-02-03 06:00:00,882501.0,3600.0,100.0,0.0,4.0,3.0,0.0,,,,
2022-03-06 04:00:00,882596.0,3600.0,100.0,0.0,3.0,2.0,0.0,,,,
2022-02-04 08:00:00,882458.0,3600.0,100.0,0.0,6.0,5.0,0.0,,,,
