begintime,sk_object,1593835805,1593835629,1593835804,1593835628,1593835647,1593835620,1593835637,1593835638,1593835639,1593835640,1593835648,1593835649,1593835650,1593835651,1593835801,1593835802,duration
2022-03-01 00:00:00,7732480.0,,,,,33031.0,,1.1917219,0.0,,,33031.0,33032.0,,,,,PT3600S
2022-03-01 00:00:00,7732481.0,,,,,32129.0,,1.0180728,0.0,,,32129.0,32126.0,,,,,PT3600S
2022-03-01 00:00:00,7732482.0,,,,,32914.0,,1.0123731,0.0,,,32913.0,32910.0,,,,,PT3600S
2022-03-01 00:00:00,7732483.0,,,,,33600.0,,0.43779862,0.0,,,33600.0,33600.0,,,,,PT3600S
2022-03-01 00:00:00,7732484.0,,,,,32654.0,,0.89754367,0.0,,,32654.0,32666.0,,,,,PT3600S
2022-03-01 00:00:00,7732485.0,,,,,32787.0,,1.3429939,0.0,,,32787.0,32787.0,,,,,PT3600S
2022-03-01 00:00:00,7732486.0,,,,,31380.0,,0.43106028,0.0,,,31380.0,31380.0,,,,,PT3600S
2022-03-01 00:00:00,7732487.0,,,,,32642.0,,0.28135806,0.0,,,32642.0,32643.0,,,,,PT3600S
2022-03-01 00:00:00,7732488.0,,,,,31885.0,,0.93697691,0.0,,,31791.0,31790.0,,,,,PT3600S
2022-03-01 00:00:00,7732489.0,,,,,32686.0,,1.0675883,0.0,,,32686.0,32688.0,,,,,PT3600S
2022-03-01 00:00:00,7732490.0,,,,,32395.0,,0.17979693,0.0,,,32395.0,32395.0,,,,,PT3600S
2022-03-01 00:00:00,7732491.0,,,,,32230.0,,1.129077,0.0,,,32230.0,32230.0,,,,,PT3600S
2022-03-01 00:00:00,7732493.0,,,,,32771.0,,1.0096153,0.0,,,32767.0,32755.0,,,,,PT3600S
2022-03-01 00:00:00,7732494.0,,,,,32285.0,,0.91393918,0.0,,,32279.0,32285.0,,,,,PT3600S
2022-03-01 00:00:00,7732495.0,,,,,32464.0,,0.99101186,0.0,,,32464.0,32467.0,,,,,PT3600S
2022-03-01 00:00:00,7732496.0,,,,,32334.0,,1.1676061,0.0,,,32334.0,32293.0,,,,,PT3600S
2022-03-01 00:00:00,7732497.0,,,,,31438.0,,0.4527989,0.0,,,31438.0,31479.0,,,,,PT3600S
2022-03-01 00:00:00,7732498.0,,,,,32251.0,,0.4042775,0.0,,,32251.0,32251.0,,,,,PT3600S
2022-03-01 00:00:00,7732499.0,,,,,32692.0,,0.43541861,0.0,,,32692.0,32692.0,,,,,PT3600S
2022-03-01 00:00:00,7732500.0,,,,,31784.0,,1.5979381,0.0,,,31762.0,31772.0,,,,,PT3600S
2022-03-01 00:00:00,7732501.0,,,,,32277.0,,1.062717,0.0,,,32277.0,32288.0,,,,,PT3600S
2022-03-01 00:00:00,7732502.0,,,,,32374.0,,0.43105775,0.0,,,32374.0,32374.0,,,,,PT3600S
2022-03-01 00:00:00,7732503.0,,,,,32708.0,,0.8722384,0.0,,,32708.0,32708.0,,,,,PT3600S
2022-03-01 00:00:00,7732504.0,,,,,32440.0,,0.40746027,0.0,,,32440.0,32456.0,,,,,PT3600S
2022-03-01 00:00:00,7732505.0,,,,,31787.0,,0.80039907,0.0,,,31787.0,31787.0,,,,,PT3600S
2022-03-01 00:00:00,7732506.0,,,,,32386.0,,1.0863636,0.0,,,32304.0,32387.0,,,,,PT3600S
2022-03-01 00:00:00,7732507.0,,,,,34343.0,,0.24425057,0.0,,,34343.0,34340.0,,,,,PT3600S
2022-03-01 00:00:00,7732508.0,,,,,32045.0,,1.1684141,0.0,,,32038.0,32046.0,,,,,PT3600S
2022-03-01 00:00:00,7732509.0,,,,,31774.0,,1.3745466,0.0,,,31774.0,31776.0,,,,,PT3600S
2022-03-01 00:00:00,7732510.0,,,,,32952.0,,0.91194165,0.0,,,32952.0,33029.0,,,,,PT3600S
2022-03-01 00:00:00,7732511.0,,,,,32033.0,,0.97736669,0.0,,,32033.0,32033.0,,,,,PT3600S
2022-03-01 00:00:00,7732512.0,,,,,32187.0,,0.87653387,0.0,,,32184.0,32184.0,,,,,PT3600S
2022-03-01 00:00:00,7732513.0,,,,,33064.0,,0.79591334,0.0,,,33059.0,33056.0,,,,,PT3600S
2022-03-01 00:00:00,7732514.0,,,,,32618.0,,1.1195431,0.0,,,32618.0,32618.0,,,,,PT3600S
2022-03-01 00:00:00,7732515.0,,,,,32427.0,,0.9362942,0.0,,,32427.0,32424.0,,,,,PT3600S
2022-03-01 00:00:00,7732516.0,,,,,30435.0,,0.49004972,0.0,,,30435.0,30435.0,,,,,PT3600S
2022-03-01 00:00:00,7732517.0,,,,,31048.0,,0.47701192,0.0,,,31048.0,31048.0,,,,,PT3600S
2022-03-01 00:00:00,7732518.0,,,,,31764.0,,0.92211419,0.0,,,31764.0,31765.0,,,,,PT3600S
2022-03-01 00:00:00,7732519.0,,,,,32367.0,,0.59769052,0.0,,,32367.0,32222.0,,,,,PT3600S
2022-03-01 00:00:00,7732520.0,,,,,32490.0,,0.53546166,0.0,,,32490.0,32491.0,,,,,PT3600S
2022-03-01 00:00:00,7732521.0,,,,,31415.0,,1.3120859,0.0,,,31401.0,31401.0,,,,,PT3600S
2022-03-01 00:00:00,7732522.0,,,,,31046.0,,1.713068,0.0,,,31039.0,31051.0,,,,,PT3600S
2022-03-01 00:00:00,7732523.0,,,,,31968.0,,0.23920584,0.0,,,31968.0,31968.0,,,,,PT3600S
2022-03-01 00:00:00,7732524.0,,,,,31870.0,,0.96393251,0.0,,,31869.0,31862.0,,,,,PT3600S
2022-03-01 00:00:00,7732525.0,,,,,32897.0,,1.0095224,0.0,,,32897.0,32892.0,,,,,PT3600S
2022-03-01 00:00:00,7732526.0,,,,,33516.0,,0.79225504,0.0,,,33516.0,33516.0,,,,,PT3600S
2022-03-01 00:00:00,7732527.0,,,,,31778.0,,0.78968227,0.0,,,31778.0,31778.0,,,,,PT3600S
2022-03-01 00:00:00,7732528.0,,,,,31858.0,,0.68109423,0.0,,,31858.0,31859.0,,,,,PT3600S
2022-03-01 00:00:00,7732529.0,,,,,32105.0,,1.2482224,0.0,,,32105.0,32105.0,,,,,PT3600S
2022-03-01 00:00:00,7732530.0,,,,,31739.0,,0.43867832,0.0,,,31739.0,31737.0,,,,,PT3600S
2022-03-01 00:00:00,7732531.0,,,,,32455.0,,0.88809997,0.0,,,32450.0,32448.0,,,,,PT3600S
2022-03-01 00:00:00,7732532.0,,,,,32671.0,,0.4380964,0.0,,,32671.0,32671.0,,,,,PT3600S
2022-03-01 00:00:00,7732533.0,,,,,33131.0,,0.57643276,0.0,,,33131.0,33131.0,,,,,PT3600S
2022-03-01 00:00:00,7732534.0,,,,,32062.0,,0.95440722,0.0,,,32062.0,32063.0,,,,,PT3600S
2022-03-01 00:00:00,7732535.0,,,,,33529.0,,1.6162019,0.0,,,33529.0,33529.0,,,,,PT3600S
2022-03-01 00:00:00,7732536.0,,,,,32313.0,,0.90268409,0.0,,,32313.0,32313.0,,,,,PT3600S
2022-03-01 00:00:00,7732537.0,,,,,32569.0,,1.2265214,0.0,,,32569.0,32570.0,,,,,PT3600S
2022-03-01 00:00:00,7732538.0,,,,,32404.0,,0.6579597,0.0,,,32404.0,32405.0,,,,,PT3600S
2022-03-01 00:00:00,7732539.0,,,,,32577.0,,1.2198753,0.0,,,32574.0,32583.0,,,,,PT3600S
2022-03-01 00:00:00,7732540.0,,,,,33001.0,,0.69762111,0.0,,,33001.0,33001.0,,,,,PT3600S
2022-03-01 00:00:00,7732541.0,,,,,31928.0,,0.45868027,0.0,,,31928.0,31928.0,,,,,PT3600S
2022-03-01 00:00:00,7732542.0,,,,,32312.0,,1.7884972,0.0,,,32312.0,32312.0,,,,,PT3600S
2022-03-01 00:00:00,7732543.0,,,,,33251.0,,1.2637939,0.0,,,33251.0,33251.0,,,,,PT3600S
2022-03-01 00:00:00,7732544.0,,,,,30929.0,,0.65848416,0.0,,,30929.0,30929.0,,,,,PT3600S
2022-03-01 00:00:00,7732545.0,,,,,33491.0,,0.45454779,0.0,,,33491.0,33491.0,,,,,PT3600S
2022-03-01 00:00:00,7732546.0,,,,,32605.0,,0.40554473,0.0,,,32605.0,32605.0,,,,,PT3600S
2022-03-01 00:00:00,7732547.0,,,,,32207.0,,0.59023219,0.0,,,32207.0,32224.0,,,,,PT3600S
2022-03-01 00:00:00,7732548.0,,,,,31889.0,,0.46870002,0.0,,,31889.0,31889.0,,,,,PT3600S
2022-03-01 00:00:00,7732549.0,,,,,32523.0,,0.49901333,0.0,,,32523.0,32523.0,,,,,PT3600S
2022-03-01 00:00:00,7732550.0,,,,,32814.0,,1.2470398,0.0,,,32814.0,32814.0,,,,,PT3600S
2022-03-01 00:00:00,7732551.0,,,,,32501.0,,0.90638584,0.0,,,32501.0,32501.0,,,,,PT3600S
2022-03-01 00:00:00,7732552.0,,,,,32393.0,,1.1567531,0.0,,,32393.0,32393.0,,,,,PT3600S
2022-03-01 00:00:00,7732553.0,,,,,31799.0,,1.1444472,0.0,,,31799.0,31799.0,,,,,PT3600S
2022-03-01 00:00:00,7732554.0,,,,,31802.0,,0.309295,0.0,,,31802.0,31802.0,,,,,PT3600S
2022-03-01 00:00:00,7732555.0,,,,,31326.0,,0.91693801,0.0,,,31326.0,31326.0,,,,,PT3600S
