begintime,sk_object,duration,M51328C0,M51328C1,M51328C2,M51328C7,M51328C8,M51328C11,M51328C12,M51328C13,M51328C9,M51328C5
2022-03-11 00:00:00,16.0,15,0.0,40111.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:00:00,17.0,15,0.0,40178.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:00:00,18.0,15,0.0,16572.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:00:00,19.0,15,0.0,39449.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:00:00,20.0,15,0.0,39526.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:00:00,21.0,15,0.0,39625.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:00:00,22.0,15,0.0,18802.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:00:00,23.0,15,0.0,38976.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:00:00,24.0,15,0.0,17318.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:00:00,25.0,15,0.0,39848.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:00:00,26.0,15,0.0,38998.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:00:00,27.0,15,0.0,17220.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:00:00,28.0,15,0.0,39506.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:00:00,29.0,15,0.0,16943.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:00:00,30.0,15,0.0,16792.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:00:00,31.0,15,0.0,40680.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:00:00,32.0,15,0.0,38010.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:00:00,33.0,15,0.0,39704.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:00:00,34.0,15,0.0,18228.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:15:00,16.0,15,0.0,40236.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:15:00,17.0,15,0.0,40365.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:15:00,18.0,15,0.0,16594.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:15:00,19.0,15,0.0,26493.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:15:00,20.0,15,0.0,39476.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:15:00,21.0,15,0.0,39327.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:15:00,22.0,15,0.0,18580.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:15:00,23.0,15,0.0,38770.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:15:00,24.0,15,0.0,17955.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:15:00,25.0,15,0.0,40005.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:15:00,26.0,15,0.0,38439.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:15:00,27.0,15,0.0,16979.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:15:00,28.0,15,0.0,39533.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:15:00,29.0,15,0.0,16973.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:15:00,30.0,15,0.0,21947.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:15:00,31.0,15,0.0,40755.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:15:00,32.0,15,0.0,38683.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:15:00,33.0,15,0.0,39658.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:15:00,34.0,15,0.0,17798.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:30:00,16.0,15,0.0,40312.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:30:00,17.0,15,0.0,40250.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:30:00,18.0,15,0.0,16817.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:30:00,19.0,15,0.0,38574.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:30:00,20.0,15,0.0,39556.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:30:00,21.0,15,0.0,39368.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:30:00,22.0,15,0.0,18288.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:30:00,23.0,15,0.0,39131.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:30:00,24.0,15,0.0,17572.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:30:00,25.0,15,0.0,39941.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:30:00,26.0,15,0.0,38255.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:30:00,27.0,15,0.0,16911.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:30:00,28.0,15,0.0,39278.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:30:00,29.0,15,0.0,11271.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:30:00,30.0,15,0.0,16592.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:30:00,31.0,15,0.0,40457.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:30:00,32.0,15,0.0,38365.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:30:00,33.0,15,0.0,39675.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:30:00,34.0,15,0.0,17673.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:45:00,16.0,15,0.0,40359.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:45:00,17.0,15,0.0,39926.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:45:00,18.0,15,0.0,16610.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:45:00,19.0,15,0.0,38411.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:45:00,20.0,15,0.0,39698.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:45:00,21.0,15,0.0,39305.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:45:00,22.0,15,0.0,24200.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:45:00,23.0,15,0.0,38827.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:45:00,24.0,15,0.0,17829.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:45:00,25.0,15,0.0,39890.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:45:00,26.0,15,0.0,38675.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:45:00,27.0,15,0.0,17087.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:45:00,28.0,15,0.0,39381.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:45:00,29.0,15,0.0,22653.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:45:00,30.0,15,0.0,16305.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:45:00,31.0,15,0.0,40694.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:45:00,32.0,15,0.0,38405.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:45:00,33.0,15,0.0,39083.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 00:45:00,34.0,15,0.0,17607.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:00:00,16.0,15,0.0,40163.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:00:00,17.0,15,0.0,40049.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:00:00,18.0,15,0.0,22105.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:00:00,19.0,15,0.0,37979.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:00:00,20.0,15,0.0,39578.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:00:00,21.0,15,0.0,39400.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:00:00,22.0,15,0.0,18217.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:00:00,23.0,15,0.0,38621.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:00:00,24.0,15,0.0,17629.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:00:00,25.0,15,0.0,39501.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:00:00,26.0,15,0.0,38187.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:00:00,27.0,15,0.0,17218.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:00:00,28.0,15,0.0,39065.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:00:00,29.0,15,0.0,16949.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:00:00,30.0,15,0.0,16134.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:00:00,31.0,15,0.0,40700.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:00:00,32.0,15,0.0,38445.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:00:00,33.0,15,0.0,39372.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:00:00,34.0,15,0.0,17644.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:15:00,16.0,15,0.0,39984.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:15:00,17.0,15,0.0,53320.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:15:00,18.0,15,0.0,11254.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:15:00,19.0,15,0.0,37651.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:15:00,20.0,15,0.0,39293.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:15:00,21.0,15,0.0,39342.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:15:00,22.0,15,0.0,17935.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:15:00,23.0,15,0.0,38251.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:15:00,24.0,15,0.0,17520.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:15:00,25.0,15,0.0,39385.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:15:00,26.0,15,0.0,38372.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:15:00,27.0,15,0.0,17044.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:15:00,28.0,15,0.0,39069.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11 01:15:00,29.0,15,0.0,16880.0,0.0,0.0,0.0,0.0,0.0,0.0,,
