begintime,sk_object,duration,integrity,M8074C0,M8074C1,M8074C2,M8074C3
2022-03-17,6370.0,6.0,0.4166666666666667,0.0,0.0,0.0,0.0
2022-03-18,6364.0,60.0,4.166666666666667,0.0,0.0,0.0,0.0
2022-03-12,6370.0,5.0,0.3472222222222222,0.0,0.0,0.0,0.0
2022-03-17,6366.0,5.0,0.3472222222222222,0.0,0.0,0.0,0.0
2022-03-15,6367.0,2.0,0.1388888888888889,0.0,0.0,0.0,0.0
2022-03-17,6364.0,6.0,0.4166666666666667,0.0,0.0,0.0,0.0
2022-03-17,6365.0,6.0,0.4166666666666667,0.0,0.0,0.0,0.0
2022-03-19,6367.0,16.0,1.1111111111111112,0.0,0.0,0.0,0.0
2022-03-17,6369.0,6.0,0.4166666666666667,0.0,0.0,0.0,0.0
2022-03-17,6363.0,7.0,0.4861111111111111,0.0,0.0,0.0,0.0
2022-03-12,6367.0,10.0,0.6944444444444444,0.0,0.0,0.0,0.0
2022-03-11,6367.0,13.0,0.9027777777777778,0.0,0.0,0.0,0.0
2022-03-17,6368.0,6.0,0.4166666666666667,0.0,0.0,0.0,0.0
2022-03-19,87738.0,4.0,0.2777777777777778,0.0,0.0,0.0,0.0
