begintime,sk_object,duration,M8076C0
2022-03-11 00:00:00,22714.0,15,1926.0
2022-03-11 00:00:00,22715.0,15,2019.0
2022-03-11 00:00:00,22716.0,15,1933.0
2022-03-11 00:00:00,22717.0,15,1928.0
2022-03-11 00:00:00,22718.0,15,1903.0
2022-03-11 00:00:00,22719.0,15,1936.0
2022-03-11 00:00:00,22720.0,15,1974.0
2022-03-11 00:00:00,22721.0,15,1928.0
2022-03-11 00:00:00,22722.0,15,1944.0
2022-03-11 00:00:00,22723.0,15,1935.0
2022-03-11 00:00:00,22724.0,15,1554.0
2022-03-11 00:00:00,22725.0,15,1912.0
2022-03-11 00:00:00,22726.0,15,1953.0
2022-03-11 00:00:00,22727.0,15,2034.0
2022-03-11 00:00:00,22728.0,15,1954.0
2022-03-11 00:00:00,22729.0,15,1875.0
2022-03-11 00:00:00,22730.0,15,2029.0
2022-03-11 00:00:00,22731.0,15,1978.0
2022-03-11 00:00:00,22732.0,15,1820.0
2022-03-11 00:15:00,22714.0,15,1925.0
2022-03-11 00:15:00,22715.0,15,2019.0
2022-03-11 00:15:00,22716.0,15,1928.0
2022-03-11 00:15:00,22717.0,15,1924.0
2022-03-11 00:15:00,22718.0,15,1903.0
2022-03-11 00:15:00,22719.0,15,1936.0
2022-03-11 00:15:00,22720.0,15,1976.0
2022-03-11 00:15:00,22721.0,15,1927.0
2022-03-11 00:15:00,22722.0,15,1949.0
2022-03-11 00:15:00,22723.0,15,1935.0
2022-03-11 00:15:00,22724.0,15,1554.0
2022-03-11 00:15:00,22725.0,15,1911.0
2022-03-11 00:15:00,22726.0,15,1953.0
2022-03-11 00:15:00,22727.0,15,2031.0
2022-03-11 00:15:00,22728.0,15,1952.0
2022-03-11 00:15:00,22729.0,15,1875.0
2022-03-11 00:15:00,22730.0,15,2024.0
2022-03-11 00:15:00,22731.0,15,1980.0
2022-03-11 00:15:00,22732.0,15,1822.0
2022-03-11 00:30:00,22714.0,15,1924.0
2022-03-11 00:30:00,22715.0,15,2019.0
2022-03-11 00:30:00,22716.0,15,1925.0
2022-03-11 00:30:00,22717.0,15,1922.0
2022-03-11 00:30:00,22718.0,15,1903.0
2022-03-11 00:30:00,22719.0,15,1936.0
2022-03-11 00:30:00,22720.0,15,1974.0
2022-03-11 00:30:00,22721.0,15,1926.0
2022-03-11 00:30:00,22722.0,15,1948.0
2022-03-11 00:30:00,22723.0,15,1935.0
2022-03-11 00:30:00,22724.0,15,1554.0
2022-03-11 00:30:00,22725.0,15,1907.0
2022-03-11 00:30:00,22726.0,15,1952.0
2022-03-11 00:30:00,22727.0,15,2029.0
2022-03-11 00:30:00,22728.0,15,1951.0
2022-03-11 00:30:00,22729.0,15,1875.0
2022-03-11 00:30:00,22730.0,15,2022.0
2022-03-11 00:30:00,22731.0,15,1983.0
2022-03-11 00:30:00,22732.0,15,1825.0
2022-03-11 00:45:00,22714.0,15,1923.0
2022-03-11 00:45:00,22715.0,15,2020.0
2022-03-11 00:45:00,22716.0,15,1920.0
2022-03-11 00:45:00,22717.0,15,1921.0
2022-03-11 00:45:00,22718.0,15,1903.0
2022-03-11 00:45:00,22719.0,15,1936.0
2022-03-11 00:45:00,22720.0,15,1972.0
2022-03-11 00:45:00,22721.0,15,1925.0
2022-03-11 00:45:00,22722.0,15,1947.0
2022-03-11 00:45:00,22723.0,15,1935.0
2022-03-11 00:45:00,22724.0,15,1554.0
2022-03-11 00:45:00,22725.0,15,1904.0
2022-03-11 00:45:00,22726.0,15,1952.0
2022-03-11 00:45:00,22727.0,15,2024.0
2022-03-11 00:45:00,22728.0,15,1948.0
2022-03-11 00:45:00,22729.0,15,1875.0
2022-03-11 00:45:00,22730.0,15,2020.0
2022-03-11 00:45:00,22731.0,15,1983.0
2022-03-11 00:45:00,22732.0,15,1825.0
2022-03-11 01:00:00,22714.0,15,1923.0
2022-03-11 01:00:00,22715.0,15,2016.0
2022-03-11 01:00:00,22716.0,15,1920.0
2022-03-11 01:00:00,22717.0,15,1921.0
2022-03-11 01:00:00,22718.0,15,1903.0
2022-03-11 01:00:00,22719.0,15,1936.0
2022-03-11 01:00:00,22720.0,15,1970.0
2022-03-11 01:00:00,22721.0,15,1925.0
2022-03-11 01:00:00,22722.0,15,1947.0
2022-03-11 01:00:00,22723.0,15,1935.0
2022-03-11 01:00:00,22724.0,15,1553.0
2022-03-11 01:00:00,22725.0,15,1900.0
2022-03-11 01:00:00,22726.0,15,1952.0
2022-03-11 01:00:00,22727.0,15,2022.0
2022-03-11 01:00:00,22728.0,15,1947.0
2022-03-11 01:00:00,22729.0,15,1875.0
2022-03-11 01:00:00,22730.0,15,2015.0
2022-03-11 01:00:00,22731.0,15,1987.0
2022-03-11 01:00:00,22732.0,15,1822.0
2022-03-11 01:15:00,22714.0,15,1923.0
2022-03-11 01:15:00,22715.0,15,2013.0
2022-03-11 01:15:00,22716.0,15,1920.0
2022-03-11 01:15:00,22717.0,15,1920.0
2022-03-11 01:15:00,22718.0,15,1903.0
2022-03-11 01:15:00,22719.0,15,1936.0
2022-03-11 01:15:00,22720.0,15,1969.0
2022-03-11 01:15:00,22721.0,15,1925.0
2022-03-11 01:15:00,22722.0,15,1947.0
2022-03-11 01:15:00,22723.0,15,1935.0
2022-03-11 01:15:00,22724.0,15,1553.0
2022-03-11 01:15:00,22725.0,15,1898.0
2022-03-11 01:15:00,22726.0,15,1952.0
2022-03-11 01:15:00,22727.0,15,2022.0
2022-03-11 01:15:00,22728.0,15,1947.0
2022-03-11 01:15:00,22729.0,15,1875.0
2022-03-11 01:15:00,22730.0,15,2014.0
2022-03-11 01:15:00,22731.0,15,1986.0
2022-03-11 01:15:00,22732.0,15,1819.0
2022-03-11 01:30:00,22714.0,15,1923.0
2022-03-11 01:30:00,22715.0,15,2009.0
2022-03-11 01:30:00,22716.0,15,1921.0
2022-03-11 01:30:00,22717.0,15,1920.0
2022-03-11 01:30:00,22718.0,15,1903.0
2022-03-11 01:30:00,22719.0,15,1936.0
2022-03-11 01:30:00,22720.0,15,1968.0
2022-03-11 01:30:00,22721.0,15,1925.0
2022-03-11 01:30:00,22722.0,15,1946.0
2022-03-11 01:30:00,22723.0,15,1935.0
2022-03-11 01:30:00,22724.0,15,1553.0
2022-03-11 01:30:00,22725.0,15,1898.0
2022-03-11 01:30:00,22726.0,15,1952.0
2022-03-11 01:30:00,22727.0,15,2022.0
2022-03-11 01:30:00,22728.0,15,1946.0
2022-03-11 01:30:00,22729.0,15,1875.0
2022-03-11 01:30:00,22730.0,15,2013.0
2022-03-11 01:30:00,22731.0,15,1984.0
2022-03-11 01:30:00,22732.0,15,1819.0
2022-03-11 01:45:00,22714.0,15,1923.0
2022-03-11 01:45:00,22715.0,15,2007.0
2022-03-11 01:45:00,22716.0,15,1922.0
2022-03-11 01:45:00,22717.0,15,1920.0
2022-03-11 01:45:00,22718.0,15,1903.0
2022-03-11 01:45:00,22719.0,15,1936.0
2022-03-11 01:45:00,22720.0,15,1968.0
2022-03-11 01:45:00,22721.0,15,1925.0
2022-03-11 01:45:00,22722.0,15,1946.0
2022-03-11 01:45:00,22723.0,15,1935.0
2022-03-11 01:45:00,22724.0,15,1553.0
2022-03-11 01:45:00,22725.0,15,1898.0
2022-03-11 01:45:00,22726.0,15,1952.0
2022-03-11 01:45:00,22727.0,15,2022.0
2022-03-11 01:45:00,22728.0,15,1946.0
2022-03-11 01:45:00,22729.0,15,1875.0
2022-03-11 01:45:00,22730.0,15,2013.0
2022-03-11 01:45:00,22731.0,15,1983.0
2022-03-11 01:45:00,22732.0,15,1818.0
2022-03-11 02:00:00,22714.0,15,1923.0
2022-03-11 02:00:00,22715.0,15,2004.0
2022-03-11 02:00:00,22716.0,15,1921.0
2022-03-11 02:00:00,22717.0,15,1920.0
2022-03-11 02:00:00,22718.0,15,1903.0
2022-03-11 02:00:00,22719.0,15,1936.0
2022-03-11 02:00:00,22720.0,15,1968.0
2022-03-11 02:00:00,22721.0,15,1925.0
2022-03-11 02:00:00,22722.0,15,1946.0
2022-03-11 02:00:00,22723.0,15,1935.0
2022-03-11 02:00:00,22724.0,15,1553.0
2022-03-11 02:00:00,22725.0,15,1898.0
2022-03-11 02:00:00,22726.0,15,1952.0
2022-03-11 02:00:00,22727.0,15,2022.0
2022-03-11 02:00:00,22728.0,15,1944.0
2022-03-11 02:00:00,22729.0,15,1875.0
2022-03-11 02:00:00,22730.0,15,2008.0
2022-03-11 02:00:00,22731.0,15,1980.0
2022-03-11 02:00:00,22732.0,15,1818.0
2022-03-11 02:15:00,22714.0,15,1922.0
2022-03-11 02:15:00,22715.0,15,2002.0
2022-03-11 02:15:00,22716.0,15,1920.0
2022-03-11 02:15:00,22717.0,15,1920.0
2022-03-11 02:15:00,22718.0,15,1903.0
2022-03-11 02:15:00,22719.0,15,1936.0
2022-03-11 02:15:00,22720.0,15,1967.0
2022-03-11 02:15:00,22721.0,15,1925.0
2022-03-11 02:15:00,22722.0,15,1946.0
2022-03-11 02:15:00,22723.0,15,1935.0
2022-03-11 02:15:00,22724.0,15,1553.0
2022-03-11 02:15:00,22725.0,15,1897.0
2022-03-11 02:15:00,22726.0,15,1952.0
2022-03-11 02:15:00,22727.0,15,2021.0
2022-03-11 02:15:00,22728.0,15,1942.0
