begintime,sk_object,duration,M8036C3,M8036C4,M8036C5,M8036C6,M8036C0,M8036C1,M8036C2
2022-03-11 21:47:00,2805.0,13,0.0,0.0,0.0,0.0,145.0,177.0,0.0
2022-03-11 21:47:00,2807.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,2817.0,13,0.0,0.0,0.0,0.0,193.0,274.0,5.0
2022-03-11 21:47:00,2819.0,13,0.0,0.0,0.0,0.0,82.0,76.0,0.0
2022-03-11 21:47:00,2821.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,2823.0,13,0.0,0.0,0.0,0.0,206.0,219.0,7.0
2022-03-11 21:47:00,2826.0,13,0.0,0.0,0.0,0.0,209.0,199.0,4.0
2022-03-11 21:47:00,2831.0,13,0.0,0.0,0.0,0.0,515.0,455.0,5.0
2022-03-11 21:47:00,2835.0,13,0.0,0.0,0.0,0.0,165.0,77.0,8.0
2022-03-11 21:47:00,2837.0,13,0.0,0.0,0.0,0.0,52.0,53.0,5.0
2022-03-11 21:47:00,2839.0,13,0.0,0.0,0.0,0.0,346.0,360.0,27.0
2022-03-11 21:47:00,2842.0,13,0.0,0.0,0.0,0.0,589.0,493.0,34.0
2022-03-12 05:55:00,2822.0,5,0.0,0.0,0.0,0.0,308.0,304.0,1.0
2022-03-12 05:55:00,2828.0,5,0.0,0.0,0.0,0.0,4.0,5.0,1.0
2022-03-12 05:55:00,2841.0,5,0.0,0.0,0.0,0.0,509.0,406.0,1.0
2022-03-12 05:55:00,2845.0,5,0.0,0.0,0.0,0.0,4.0,5.0,1.0
2022-03-12 06:50:00,2805.0,10,0.0,0.0,0.0,0.0,25.0,25.0,0.0
2022-03-12 06:50:00,2807.0,10,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-03-12 06:50:00,2817.0,10,0.0,0.0,0.0,0.0,77.0,80.0,0.0
2022-03-12 06:50:00,2819.0,10,0.0,0.0,0.0,0.0,7.0,7.0,0.0
2022-03-12 06:50:00,2821.0,10,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-03-12 06:50:00,2823.0,10,0.0,0.0,0.0,0.0,61.0,74.0,0.0
2022-03-12 06:50:00,2826.0,10,0.0,0.0,0.0,0.0,25.0,25.0,0.0
2022-03-12 06:50:00,2831.0,10,0.0,0.0,0.0,0.0,112.0,110.0,0.0
2022-03-12 06:50:00,2835.0,10,0.0,0.0,0.0,0.0,12.0,12.0,0.0
2022-03-12 06:50:00,2837.0,10,0.0,0.0,0.0,0.0,18.0,19.0,0.0
2022-03-12 06:50:00,2839.0,10,0.0,0.0,0.0,0.0,120.0,125.0,0.0
2022-03-12 06:50:00,2842.0,10,0.0,0.0,0.0,0.0,81.0,82.0,0.0
2022-03-15 06:58:00,2807.0,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-03-15 06:58:00,2817.0,2,0.0,0.0,0.0,0.0,38.0,40.0,0.0
2022-03-15 06:58:00,2819.0,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-03-15 06:58:00,2821.0,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0
2022-03-15 06:58:00,2823.0,2,0.0,0.0,0.0,0.0,21.0,26.0,0.0
2022-03-15 06:58:00,2826.0,2,0.0,0.0,0.0,0.0,9.0,10.0,0.0
2022-03-15 06:58:00,2831.0,2,0.0,0.0,0.0,0.0,42.0,43.0,0.0
