begintime,sk_object,1279470417,1279470418,1279470419,1279470420,1279470421,1279470422,1279470423,duration
2022-03-07 20:00:00,7524261.0,82058529.0,92812755.0,0.0,13841057517.0,35033470591.0,20698605.0,52937878.0,PT3600S
2022-03-07 21:00:00,7524261.0,89503754.0,103748780.0,0.0,15354636977.0,40722683538.0,24205155.0,66541079.0,PT3600S
2022-03-07 22:00:00,7524261.0,89792702.0,115176518.0,0.0,16368235776.0,49415589552.0,24592418.0,76131678.0,PT3600S
2022-03-07 23:00:00,7524261.0,61620160.0,88338305.0,0.0,11648732953.0,40911053246.0,22156754.0,72706663.0,PT3600S
2022-03-09 23:00:00,7524261.0,59153616.0,80955730.0,0.0,11135402710.0,37204109349.0,21975101.0,69408503.0,PT3600S
2022-03-10 00:00:00,7524261.0,37412508.0,54507981.0,0.0,6985144285.0,25658034113.0,13481607.0,50182409.0,PT3600S
2022-03-10 01:00:00,7524261.0,19819031.0,29982157.0,0.0,3473499711.0,14624035190.0,7432933.0,30408382.0,PT3600S
2022-03-10 03:00:00,7524261.0,11688804.0,17173122.0,0.0,1889345884.0,8322734158.0,3215383.0,14254302.0,PT3600S
2022-03-10 04:00:00,7524261.0,11450707.0,16363885.0,0.0,1858110981.0,7692886172.0,3273884.0,13838195.0,PT3600S
2022-03-10 05:00:00,7524261.0,13595133.0,19984585.0,0.0,2278542757.0,9776894130.0,4432738.0,17818745.0,PT3600S
2022-03-10 06:00:00,7524261.0,23577872.0,36433448.0,0.0,4142348992.0,17973237657.0,8753089.0,35288498.0,PT3600S
2022-03-10 07:00:00,7524261.0,41072979.0,58536485.0,0.0,7409009549.0,27580663364.0,12001997.0,43392171.0,PT3600S
2022-03-10 08:00:00,7524261.0,50396727.0,66432680.0,0.0,8962302612.0,29366512227.0,14580670.0,46212317.0,PT3600S
2022-03-10 09:00:00,7524261.0,56873448.0,73227642.0,0.0,10133414707.0,31771434189.0,15225168.0,48937447.0,PT3600S
2022-03-10 10:00:00,7524261.0,58317198.0,74493005.0,0.0,10348260605.0,31933598573.0,15670183.0,48992773.0,PT3600S
2022-03-10 11:00:00,7524261.0,56873706.0,74240289.0,0.0,10150263064.0,32537644355.0,16055982.0,49780672.0,PT3600S
2022-03-10 12:00:00,7524261.0,54681980.0,69359662.0,0.0,9535079676.0,29515894855.0,23338464.0,53007204.0,PT3600S
2022-03-10 13:00:00,7524261.0,48588408.0,62750863.0,0.0,8424762380.0,27098759156.0,13045663.0,45543231.0,PT3600S
2022-03-10 14:00:00,7524261.0,52534672.0,69478289.0,0.0,9301689023.0,30407518340.0,14175119.0,46519348.0,PT3600S
2022-03-10 15:00:00,7524261.0,51771319.0,67785454.0,0.0,9112188437.0,29734207125.0,14187016.0,46832835.0,PT3600S
2022-03-10 16:00:00,7524261.0,50270800.0,64709198.0,0.0,8868947815.0,28052671093.0,14267501.0,45448932.0,PT3600S
2022-03-10 17:00:00,7524261.0,53258164.0,69634876.0,0.0,9555961105.0,30161090142.0,14572992.0,46484595.0,PT3600S
2022-03-10 18:00:00,7524261.0,59800857.0,77365380.0,0.0,10660921436.0,33196767021.0,16686065.0,52507762.0,PT3600S
