begintime,duration,object,20001175,20001176,20001177,20001178,20001179,20001180,20001181,20001182,20001183,20001184,20001185,20001186,20001187,20001188,20001189,20001190,20001191,20001192,20001193,20001194,20001195,20001196,20001197,20001198,20001199
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=1,RadioLinks=1","['228.0', '147.0', '142.0', '113.0', '120.0', '155.0', '181.0', '215.0', '259.0', '312.0', '347.0', '442.0', '506.0', '545.0', '601.0', '679.0', '673.0', '850.0', '1541.0', '2344.0', '2649.0', '2737.0', '2088.0', '2012.0', '2349.0', '3024.0', '4051.0', '4862.0', '5366.0', '5408.0', '4867.0', '4214.0', '3500.0', '2746.0', '2125.0', '1745.0', '1598.0', '5998.0']","['2277.0', '455.0', '460.0', '462.0', '476.0', '549.0', '696.0', '685.0', '763.0', '827.0', '1004.0', '1162.0', '1286.0', '1506.0', '1656.0', '1855.0', '2128.0', '2264.0', '2625.0', '3389.0', '5823.0', '15648.0', '10303.0', '4297.0', '2449.0', '1508.0', '992.0', '691.0', '497.0', '408.0', '326.0', '276.0', '221.0', '203.0', '185.0', '143.0', '127.0', '97.0', '99.0', '91.0', '84.0', '746.0']",,"['11603.0', '15401.0', '1932.0', '1879.0', '1462.0', '1768.0', '1530.0', '1710.0', '1780.0', '2417.0', '2833.0', '3432.0', '3015.0', '2622.0', '1932.0', '1756.0', '1859.0', '1793.0', '1914.0', '2102.0', '1905.0', '1896.0', '1454.0', '1381.0', '177.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '9.0', '36.0', '26.0', '59.0', '157.0', '202.0', '197.0', '128.0', '166.0', '127.0', '84.0', '138.0', '56.0', '55.0', '43.0', '32.0', '21.0', '42.0', '19.0', '28.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '9.0', '36.0', '26.0', '59.0', '1495.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '2325.0', '18951.0', '10312.0', '6285.0', '4741.0', '3202.0', '2828.0', '2525.0', '2589.0', '3070.0', '3452.0', '4872.0', '5787.0', '7324.0', '1440.0', '4.0', '2.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '2325.0', '18951.0', '10312.0', '6285.0', '41836.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['118.0', '58.0', '0.0', '227.0', '0.0', '127.0', '0.0', '353.0', '201.0', '412.0', '682.0', '587.0', '508.0', '338.0', '274.0', '157.0', '61.0', '45.0', '23.0', '24.0', '15.0', '17.0', '23.0', '31.0', '16.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '2081.0', '16761.0', '7541.0', '4971.0', '4075.0', '2868.0', '2577.0', '2312.0', '2427.0', '2938.0', '3373.0', '4798.0', '5756.0', '7319.0', '1429.0', '4.0', '2.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '2081.0', '16761.0', '7541.0', '4971.0', '39878.0']","['159.0', '106.0', '62.0', '45.0', '28.0', '17.0', '13.0', '15.0', '9.0', '10.0', '5.0', '2.0', '1.0', '3.0', '1.0', '2.0', '1.0', '5.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '1.0', '62.0', '105.0', '38.0', '14.0', '10.0', '5.0', '16.0', '10.0', '2.0', '0.0', '0.0', '1.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['427.0', '32.0', '12.0', '12.0', '6.0', '3.0', '2.0', '5.0', '4.0', '0.0', '14.0', '9.0', '2.0', '2.0', '1.0', '2.0']"
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=1,Carrier=2,RadioLinks=1","['208.0', '49.0', '44.0', '70.0', '76.0', '99.0', '149.0', '214.0', '303.0', '388.0', '590.0', '855.0', '994.0', '939.0', '895.0', '914.0', '946.0', '1004.0', '1112.0', '1139.0', '1232.0', '1667.0', '1784.0', '2231.0', '3211.0', '4805.0', '7203.0', '8886.0', '9205.0', '8042.0', '6125.0', '4637.0', '3465.0', '2508.0', '1820.0', '1289.0', '988.0', '5275.0']","['1676.0', '551.0', '710.0', '741.0', '908.0', '980.0', '1007.0', '1047.0', '1072.0', '1111.0', '1092.0', '1212.0', '1266.0', '1401.0', '1655.0', '1836.0', '1892.0', '2118.0', '2459.0', '4048.0', '9811.0', '21481.0', '13673.0', '5627.0', '2241.0', '996.0', '539.0', '374.0', '258.0', '204.0', '212.0', '180.0', '147.0', '125.0', '128.0', '110.0', '94.0', '83.0', '53.0', '46.0', '43.0', '154.0']",,"['13166.0', '25828.0', '3160.0', '2696.0', '1751.0', '2124.0', '1505.0', '1566.0', '1461.0', '1699.0', '2033.0', '2451.0', '2715.0', '2792.0', '2011.0', '1911.0', '2007.0', '1917.0', '2355.0', '2533.0', '2363.0', '2467.0', '1651.0', '774.0', '151.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '19.0', '23.0', '57.0', '70.0', '76.0', '57.0', '177.0', '133.0', '116.0', '83.0', '38.0', '61.0', '23.0', '25.0', '11.0', '1.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '19.0', '23.0', '57.0', '872.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '10448.0', '17275.0', '7832.0', '5603.0', '4436.0', '3789.0', '3283.0', '3249.0', '3615.0', '4034.0', '4365.0', '5531.0', '5294.0', '5917.0', '703.0', '3.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '10448.0', '17275.0', '7832.0', '5603.0', '44219.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['66.0', '0.0', '0.0', '93.0', '0.0', '0.0', '0.0', '141.0', '0.0', '106.0', '93.0', '60.0', '49.0', '32.0', '26.0', '31.0', '24.0', '25.0', '10.0', '24.0', '34.0', '36.0', '51.0', '50.0', '41.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '10385.0', '15483.0', '6613.0', '4976.0', '4155.0', '3648.0', '3224.0', '3235.0', '3609.0', '4030.0', '4364.0', '5531.0', '5292.0', '5917.0', '703.0', '3.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '10385.0', '15483.0', '6613.0', '4976.0', '43711.0']","['86.0', '57.0', '41.0', '19.0', '18.0', '16.0', '8.0', '15.0', '6.0', '4.0', '2.0', '4.0', '3.0', '1.0', '1.0', '1.0', '1.0', '0.0', '0.0', '2.0', '1.0', '1.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '34.0', '77.0', '16.0', '7.0', '12.0', '4.0', '17.0', '3.0', '2.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['352.0', '32.0', '16.0', '4.0', '6.0', '1.0', '0.0', '2.0', '5.0', '0.0', '7.0', '12.0', '1.0', '0.0', '1.0', '0.0']"
2021-09-26 19:00:00,900,"SubNetwork=ONRM_ROOT_MO_R,SubNetwork=KSHRNC01,MeContext=BOM001,ManagedElement=1,NodeBFunction=1,Sector=2,Carrier=1,RadioLinks=1","['715.0', '162.0', '210.0', '252.0', '279.0', '377.0', '381.0', '500.0', '616.0', '696.0', '850.0', '954.0', '1054.0', '1167.0', '1230.0', '1288.0', '1331.0', '1398.0', '1737.0', '2385.0', '3001.0', '5286.0', '5760.0', '7095.0', '8688.0', '12195.0', '18143.0', '23586.0', '25763.0', '23538.0', '19035.0', '14444.0', '10456.0', '7534.0', '5350.0', '4181.0', '3450.0', '10901.0']","['4312.0', '1030.0', '1060.0', '1114.0', '1187.0', '1267.0', '1406.0', '1544.0', '1580.0', '1705.0', '1832.0', '2054.0', '2295.0', '2748.0', '3201.0', '3796.0', '4386.0', '5314.0', '7120.0', '12248.0', '25899.0', '57488.0', '41687.0', '19564.0', '8936.0', '4309.0', '2225.0', '1223.0', '799.0', '532.0', '403.0', '270.0', '257.0', '196.0', '158.0', '122.0', '98.0', '108.0', '76.0', '62.0', '74.0', '303.0']",,"['30576.0', '60012.0', '8407.0', '8778.0', '6718.0', '8637.0', '6681.0', '7017.0', '6827.0', '7012.0', '7174.0', '7329.0', '6335.0', '5807.0', '5306.0', '5067.0', '5455.0', '5024.0', '5363.0', '5369.0', '4933.0', '4689.0', '3740.0', '3211.0', '472.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '126.0', '379.0', '770.0', '1214.0', '1731.0', '1817.0', '1405.0', '495.0', '235.0', '257.0', '347.0', '365.0', '415.0', '337.0', '271.0', '232.0', '187.0', '82.0', '5.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '126.0', '379.0', '770.0', '9395.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '10729.0', '23276.0', '14009.0', '11259.0', '9225.0', '8565.0', '9051.0', '9472.0', '10163.0', '11517.0', '14435.0', '18398.0', '18689.0', '20212.0', '5744.0', '114.0', '52.0', '24.0', '2.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '10729.0', '23276.0', '14009.0', '11259.0', '135663.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['464.0', '340.0', '0.0', '640.0', '16.0', '319.0', '33.0', '803.0', '291.0', '695.0', '695.0', '509.0', '385.0', '232.0', '192.0', '187.0', '115.0', '117.0', '96.0', '119.0', '117.0', '146.0', '236.0', '229.0', '106.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '9822.0', '20831.0', '11276.0', '8802.0', '7209.0', '7508.0', '8273.0', '8758.0', '9308.0', '10413.0', '13064.0', '16539.0', '17505.0', '19615.0', '5718.0', '113.0', '51.0', '23.0', '2.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '9822.0', '20831.0', '11276.0', '8802.0', '124099.0']","['423.0', '338.0', '211.0', '128.0', '84.0', '69.0', '55.0', '58.0', '41.0', '29.0', '24.0', '17.0', '21.0', '12.0', '14.0', '12.0', '8.0', '5.0', '13.0', '6.0', '3.0', '1.0', '2.0', '0.0', '1.0', '1.0', '2.0', '0.0', '1.0', '1.0', '0.0', '0.0', '2.0', '1.0', '1.0', '1.0', '1.0', '2.0', '0.0', '1.0', '0.0', '1.0', '0.0', '0.0', '1.0', '0.0', '0.0', '0.0', '0.0', '4.0']","['0.0', '0.0', '1.0', '8.0', '158.0', '448.0', '143.0', '30.0', '34.0', '24.0', '106.0', '23.0', '5.0', '1.0', '2.0', '0.0']","['0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0', '0.0']","['294.0', '57.0', '31.0', '14.0', '16.0', '3.0', '7.0', '6.0', '4.0', '4.0', '46.0', '27.0', '11.0', '1.0', '1.0', '10.0']"
