begintime,ne_name,sk_object,vendor,ne_type,aggregation,integrity,L.Thrp.bits.DL,L.E-RAB.AttEst.QCI.5,L.E-RAB.SuccEst.QCI.7,L.E-RAB.AttEst.QCI.8
2022-03-10,"4G_KISSYROAD/Cell:eNodeB Function Name=4G_KISSYROAD,Local Cell ID=1,Cell Name=4G_KISSYROAD-1,eNodeB ID=5011,Cell FDD TDD indication=CELL_FDD",808678.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,1385085741512.0,0.0,439304.0,17.0
2022-03-11,"4G_KISSYROAD/Cell:eNodeB Function Name=4G_KISSYROAD,Local Cell ID=1,Cell Name=4G_KISSYROAD-1,eNodeB ID=5011,Cell FDD TDD indication=CELL_FDD",808678.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1194313517600.0,0.0,380959.0,7.0
2022-03-12,"4G_KISSYROAD/Cell:eNodeB Function Name=4G_KISSYROAD,Local Cell ID=1,Cell Name=4G_KISSYROAD-1,eNodeB ID=5011,Cell FDD TDD indication=CELL_FDD",808678.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,79.16666666666667,1128109547744.0,0.0,361300.0,156.0
2022-03-13,"4G_KISSYROAD/Cell:eNodeB Function Name=4G_KISSYROAD,Local Cell ID=1,Cell Name=4G_KISSYROAD-1,eNodeB ID=5011,Cell FDD TDD indication=CELL_FDD",808678.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,87.5,1083244603232.0,0.0,294433.0,314.0
2022-03-14,"4G_KISSYROAD/Cell:eNodeB Function Name=4G_KISSYROAD,Local Cell ID=1,Cell Name=4G_KISSYROAD-1,eNodeB ID=5011,Cell FDD TDD indication=CELL_FDD",808678.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,665948727200.0,0.0,152603.0,10.0
2022-03-15,"4G_KISSYROAD/Cell:eNodeB Function Name=4G_KISSYROAD,Local Cell ID=1,Cell Name=4G_KISSYROAD-1,eNodeB ID=5011,Cell FDD TDD indication=CELL_FDD",808678.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1009932581560.0,0.0,198901.0,21.0
2022-02-02,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET,Local Cell ID=6,Cell Name=4G_DUNDASTREET-6,eNodeB ID=5020,Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,182788677664.0,0.0,73153.0,58.0
2022-02-04,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET,Local Cell ID=6,Cell Name=4G_DUNDASTREET-6,eNodeB ID=5020,Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,254344203560.0,0.0,95431.0,203.0
2022-02-03,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET,Local Cell ID=6,Cell Name=4G_DUNDASTREET-6,eNodeB ID=5020,Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,233723440984.0,0.0,96771.0,71.0
2022-02-05,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET,Local Cell ID=6,Cell Name=4G_DUNDASTREET-6,eNodeB ID=5020,Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,569900004328.0,0.0,94427.0,18.0
2022-02-06,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET,Local Cell ID=6,Cell Name=4G_DUNDASTREET-6,eNodeB ID=5020,Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,357570042408.0,0.0,89925.0,50.0
2022-02-08,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET,Local Cell ID=6,Cell Name=4G_DUNDASTREET-6,eNodeB ID=5020,Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,347257569112.0,0.0,91708.0,178.0
2022-02-10,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET,Local Cell ID=6,Cell Name=4G_DUNDASTREET-6,eNodeB ID=5020,Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,315910030000.0,0.0,86085.0,51.0
2022-02-11,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET,Local Cell ID=6,Cell Name=4G_DUNDASTREET-6,eNodeB ID=5020,Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,293441060400.0,0.0,89740.0,146.0
2022-02-12,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET,Local Cell ID=6,Cell Name=4G_DUNDASTREET-6,eNodeB ID=5020,Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,465105666360.0,0.0,87555.0,33.0
2022-02-17,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET,Local Cell ID=6,Cell Name=4G_DUNDASTREET-6,eNodeB ID=5020,Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,87.5,312110473696.0,0.0,85508.0,7.0
2022-02-13,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET,Local Cell ID=6,Cell Name=4G_DUNDASTREET-6,eNodeB ID=5020,Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,344755184152.0,0.0,88441.0,49.0
2022-02-18,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET,Local Cell ID=6,Cell Name=4G_DUNDASTREET-6,eNodeB ID=5020,Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,338977310744.0,0.0,100159.0,107.0
2022-02-19,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET,Local Cell ID=6,Cell Name=4G_DUNDASTREET-6,eNodeB ID=5020,Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,381673809296.0,0.0,82127.0,35.0
2022-02-20,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET,Local Cell ID=6,Cell Name=4G_DUNDASTREET-6,eNodeB ID=5020,Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,358404249608.0,0.0,93628.0,162.0
2022-03-01,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET,Local Cell ID=6,Cell Name=4G_DUNDASTREET-6,eNodeB ID=5020,Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,375693304488.0,0.0,91622.0,28.0
2022-03-02,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET,Local Cell ID=6,Cell Name=4G_DUNDASTREET-6,eNodeB ID=5020,Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,297384211696.0,0.0,87401.0,7.0
2022-03-03,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET,Local Cell ID=6,Cell Name=4G_DUNDASTREET-6,eNodeB ID=5020,Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,344969159480.0,0.0,94825.0,86.0
2022-03-06,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET,Local Cell ID=6,Cell Name=4G_DUNDASTREET-6,eNodeB ID=5020,Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,91.66666666666667,282192781584.0,0.0,80247.0,111.0
2022-03-07,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET,Local Cell ID=6,Cell Name=4G_DUNDASTREET-6,eNodeB ID=5020,Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,228314879824.0,0.0,78458.0,141.0
2022-03-09,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET,Local Cell ID=6,Cell Name=4G_DUNDASTREET-6,eNodeB ID=5020,Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,4.166666666666667,13002663488.0,0.0,4056.0,0.0
2022-03-10,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET,Local Cell ID=6,Cell Name=4G_DUNDASTREET-6,eNodeB ID=5020,Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,222615316288.0,0.0,82202.0,5.0
2022-03-11,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET,Local Cell ID=6,Cell Name=4G_DUNDASTREET-6,eNodeB ID=5020,Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,285204699936.0,0.0,97634.0,166.0
2022-03-12,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET,Local Cell ID=6,Cell Name=4G_DUNDASTREET-6,eNodeB ID=5020,Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,79.16666666666667,212795650848.0,0.0,67605.0,116.0
2022-03-13,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET,Local Cell ID=6,Cell Name=4G_DUNDASTREET-6,eNodeB ID=5020,Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,87.5,291170311448.0,0.0,70731.0,251.0
2022-03-14,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET,Local Cell ID=6,Cell Name=4G_DUNDASTREET-6,eNodeB ID=5020,Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,242040637368.0,0.0,71218.0,68.0
2022-03-15,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET,Local Cell ID=6,Cell Name=4G_DUNDASTREET-6,eNodeB ID=5020,Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,315808904552.0,0.0,85432.0,30.0
2022-02-02,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,406185138224.0,0.0,201150.0,653.0
2022-02-03,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,453130671896.0,0.0,208856.0,297.0
2022-02-05,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,506152976816.0,0.0,222076.0,70.0
2022-02-04,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,455140921624.0,0.0,217707.0,96.0
2022-02-06,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,491039203848.0,0.0,210112.0,36.0
2022-02-12,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,70.83333333333333,0.0,0.0,0.0,0.0
2022-02-17,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,87.5,767031000184.0,0.0,314718.0,10.0
2022-02-13,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,0.0,0.0,0.0,0.0
2022-02-18,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,772366558824.0,0.0,292479.0,57.0
2022-02-19,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,605172088552.0,0.0,274941.0,49.0
2022-02-20,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,681510188768.0,0.0,273461.0,28.0
2022-03-01,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,834486482656.0,0.0,338280.0,19.0
2022-03-02,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,875228200360.0,0.0,318073.0,35.0
2022-03-03,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,997274788152.0,0.0,338213.0,8.0
2022-03-06,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,91.66666666666667,607686722008.0,0.0,229400.0,42.0
2022-03-07,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,837405535304.0,0.0,314702.0,3.0
2022-03-09,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,4.166666666666667,42800550728.0,0.0,12682.0,0.0
2022-03-10,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,708367831896.0,0.0,300723.0,6.0
2022-03-11,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,716698009144.0,0.0,297919.0,9.0
2022-03-12,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,79.16666666666667,497132185704.0,0.0,234464.0,17.0
2022-03-13,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,87.5,605782547424.0,0.0,232164.0,17.0
2022-03-14,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,551353786536.0,0.0,224979.0,47.0
2022-03-15,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,683500214344.0,0.0,275666.0,43.0
2022-02-02,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,1207583541032.0,0.0,209007.0,1.0
2022-02-03,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1358145568328.0,0.0,239950.0,0.0
2022-02-05,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1366981341360.0,0.0,226254.0,130.0
2022-02-04,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1452319883776.0,0.0,227828.0,3.0
2022-02-06,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1193697878296.0,0.0,170858.0,518.0
2022-02-08,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1302816120336.0,0.0,231217.0,0.0
2022-02-10,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1295565545960.0,0.0,239913.0,16.0
2022-02-11,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1299674033408.0,0.0,258107.0,0.0
2022-02-12,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1449661979800.0,0.0,239331.0,0.0
2022-02-17,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,87.5,1253770023352.0,0.0,245436.0,27.0
2022-02-13,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1297586187720.0,0.0,198158.0,1.0
2022-02-18,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1427785017440.0,0.0,264302.0,30.0
2022-02-19,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1470182918040.0,0.0,257016.0,195.0
2022-02-20,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1458564972976.0,0.0,197250.0,486.0
2022-03-01,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1175095047992.0,0.0,220333.0,7.0
2022-03-02,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1126485823936.0,0.0,209749.0,5.0
2022-03-03,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1495998817400.0,0.0,234504.0,24.0
2022-03-06,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,91.66666666666667,1199470876880.0,0.0,160321.0,20.0
2022-03-07,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1391919691944.0,0.0,242727.0,136.0
2022-03-09,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,4.166666666666667,56400215016.0,0.0,7288.0,0.0
2022-03-10,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,95.83333333333333,1373743136752.0,0.0,236994.0,36.0
2022-03-11,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1392841237208.0,0.0,252455.0,4.0
2022-03-12,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,79.16666666666667,1329418679880.0,0.0,212758.0,1.0
2022-03-13,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,87.5,1142691818648.0,0.0,165798.0,5.0
2022-03-14,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1502747703248.0,0.0,253313.0,4.0
2022-03-15,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD,Local Cell ID=1,Cell Name=4G_DAMAROAD-1,eNodeB ID=5043,Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,dynamic,100.0,1442476483648.0,0.0,238234.0,15.0
