begintime,sk_object,1593835641,1593835642,1593835643,1593835644,1593835645,1593835646,1593835849,1593835850,1593835851,1593835852,duration
2022-03-01 00:00:00,878515.0,,,,,1199.0,10.973311,,,,,PT3600S
2022-03-01 00:00:00,878516.0,,,,,1200.0,11.221666,,,,,PT3600S
2022-03-01 01:00:00,878515.0,,,,,1201.0,10.758534,,,,,PT3600S
2022-03-01 01:00:00,878516.0,,,,,1200.0,10.6825,,,,,PT3600S
2022-03-01 02:00:00,878515.0,,,,,1199.0,10.588824,,,,,PT3600S
2022-03-01 02:00:00,878516.0,,,,,1200.0,10.201667,,,,,PT3600S
2022-03-01 03:00:00,878515.0,,,,,1200.0,9.9925003,,,,,PT3600S
2022-03-01 03:00:00,878516.0,,,,,1200.0,10.153334,,,,,PT3600S
2022-03-01 04:00:00,878515.0,,,,,1200.0,10.251667,,,,,PT3600S
2022-03-01 04:00:00,878516.0,,,,,1200.0,10.270833,,,,,PT3600S
2022-03-01 05:00:00,878515.0,,,,,1201.0,10.250625,,,,,PT3600S
2022-03-01 05:00:00,878516.0,,,,,1200.0,10.396667,,,,,PT3600S
2022-03-01 06:00:00,878515.0,,,,,1200.0,10.0675,,,,,PT3600S
2022-03-01 06:00:00,878516.0,,,,,1200.0,10.1275,,,,,PT3600S
2022-03-01 07:00:00,878515.0,,,,,1199.0,9.7356129,,,,,PT3600S
2022-03-01 07:00:00,878516.0,,,,,1200.0,9.79,,,,,PT3600S
2022-03-01 08:00:00,878515.0,,,,,1201.0,10.761032,,,,,PT3600S
2022-03-01 08:00:00,878516.0,,,,,1200.0,10.8475,,,,,PT3600S
2022-03-01 09:00:00,878515.0,,,,,1199.0,10.665555,,,,,PT3600S
2022-03-01 09:00:00,878516.0,,,,,1200.0,10.8375,,,,,PT3600S
2022-03-01 10:00:00,878515.0,,,,,1200.0,10.1275,,,,,PT3600S
2022-03-01 10:00:00,878516.0,,,,,1200.0,10.021667,,,,,PT3600S
2022-03-01 11:00:00,878515.0,,,,,1200.0,10.526667,,,,,PT3600S
2022-03-01 11:00:00,878516.0,,,,,1200.0,10.278334,,,,,PT3600S
2022-03-01 12:00:00,878515.0,,,,,1200.0,11.5325,,,,,PT3600S
2022-03-01 12:00:00,878516.0,,,,,1200.0,11.235833,,,,,PT3600S
2022-03-01 13:00:00,878515.0,,,,,1200.0,10.360833,,,,,PT3600S
2022-03-01 13:00:00,878516.0,,,,,1200.0,10.0825,,,,,PT3600S
2022-03-01 14:00:00,878515.0,,,,,1200.0,10.435833,,,,,PT3600S
2022-03-01 14:00:00,878516.0,,,,,1200.0,10.651667,,,,,PT3600S
2022-03-01 15:00:00,878515.0,,,,,1200.0,10.8475,,,,,PT3600S
2022-03-01 15:00:00,878516.0,,,,,1200.0,10.8725,,,,,PT3600S
2022-03-01 16:00:00,878515.0,,,,,1201.0,11.313072,,,,,PT3600S
2022-03-01 16:00:00,878516.0,,,,,1200.0,11.351666,,,,,PT3600S
2022-03-01 17:00:00,878515.0,,,,,1200.0,10.7575,,,,,PT3600S
2022-03-01 17:00:00,878516.0,,,,,1200.0,10.869166,,,,,PT3600S
2022-03-01 18:00:00,878515.0,,,,,1199.0,10.637197,,,,,PT3600S
2022-03-01 18:00:00,878516.0,,,,,1200.0,10.764167,,,,,PT3600S
2022-03-01 19:00:00,878515.0,,,,,1201.0,10.875937,,,,,PT3600S
2022-03-01 19:00:00,878516.0,,,,,1200.0,10.905833,,,,,PT3600S
2022-03-01 20:00:00,878515.0,,,,,1199.0,10.994162,,,,,PT3600S
2022-03-01 20:00:00,878516.0,,,,,1200.0,10.903334,,,,,PT3600S
2022-03-01 21:00:00,878515.0,,,,,1201.0,10.072439,,,,,PT3600S
2022-03-01 21:00:00,878516.0,,,,,1200.0,10.533334,,,,,PT3600S
2022-02-03 00:00:00,878515.0,,,,,1201.0,9.9075766,,,,,PT3600S
2022-02-03 00:00:00,878516.0,,,,,1200.0,9.7775002,,,,,PT3600S
2022-02-03 01:00:00,878515.0,,,,,1199.0,9.7347794,,,,,PT3600S
2022-02-03 01:00:00,878516.0,,,,,1200.0,9.8916664,,,,,PT3600S
2022-02-03 02:00:00,878515.0,,,,,1200.0,10.8625,,,,,PT3600S
2022-02-03 02:00:00,878516.0,,,,,1200.0,11.304167,,,,,PT3600S
2022-02-03 03:00:00,878515.0,,,,,1200.0,10.805,,,,,PT3600S
2022-02-03 03:00:00,878516.0,,,,,1200.0,10.416667,,,,,PT3600S
2022-02-03 04:00:00,878515.0,,,,,1201.0,10.756037,,,,,PT3600S
2022-02-03 04:00:00,878516.0,,,,,1200.0,10.554167,,,,,PT3600S
2022-02-03 05:00:00,878515.0,,,,,1199.0,9.8573809,,,,,PT3600S
2022-02-03 05:00:00,878516.0,,,,,1200.0,9.9283333,,,,,PT3600S
2022-02-03 06:00:00,878515.0,,,,,1201.0,10.346378,,,,,PT3600S
2022-02-03 06:00:00,878516.0,,,,,1200.0,10.271667,,,,,PT3600S
2022-02-03 07:00:00,878515.0,,,,,1199.0,10.147623,,,,,PT3600S
2022-02-03 07:00:00,878516.0,,,,,1200.0,10.394167,,,,,PT3600S
2022-02-03 08:00:00,878515.0,,,,,1200.0,10.0275,,,,,PT3600S
2022-02-03 08:00:00,878516.0,,,,,1200.0,9.9300003,,,,,PT3600S
2022-02-13 17:00:00,878515.0,,,,,1200.0,11.235833,,,,,PT3600S
2022-02-13 17:00:00,878516.0,,,,,1200.0,11.266666,,,,,PT3600S
2022-02-13 18:00:00,878515.0,,,,,1200.0,10.864166,,,,,PT3600S
2022-02-13 18:00:00,878516.0,,,,,1200.0,10.98,,,,,PT3600S
2022-02-13 19:00:00,878515.0,,,,,1200.0,10.475833,,,,,PT3600S
2022-02-13 19:00:00,878516.0,,,,,1200.0,10.875834,,,,,PT3600S
2022-02-13 20:00:00,878515.0,,,,,1199.0,10.724771,,,,,PT3600S
2022-02-13 20:00:00,878516.0,,,,,1200.0,10.824166,,,,,PT3600S
2022-02-13 21:00:00,878515.0,,,,,1200.0,10.901667,,,,,PT3600S
2022-02-13 21:00:00,878516.0,,,,,1200.0,10.9175,,,,,PT3600S
2022-02-13 22:00:00,878515.0,,,,,1201.0,10.144879,,,,,PT3600S
2022-02-13 22:00:00,878516.0,,,,,1200.0,10.445833,,,,,PT3600S
2022-02-13 23:00:00,878515.0,,,,,1200.0,10.133333,,,,,PT3600S
2022-02-13 23:00:00,878516.0,,,,,1200.0,9.9991665,,,,,PT3600S
2022-02-17 03:00:00,878515.0,,,,,1200.0,10.731667,,,,,PT3600S
2022-02-17 03:00:00,878516.0,,,,,1200.0,10.481667,,,,,PT3600S
2022-02-17 04:00:00,878515.0,,,,,1200.0,9.8024998,,,,,PT3600S
2022-02-17 04:00:00,878516.0,,,,,1200.0,9.9541664,,,,,PT3600S
2022-02-17 05:00:00,878515.0,,,,,1200.0,10.359167,,,,,PT3600S
2022-02-17 05:00:00,878516.0,,,,,1200.0,10.3175,,,,,PT3600S
2022-02-17 06:00:00,878515.0,,,,,1200.0,10.0575,,,,,PT3600S
2022-02-17 06:00:00,878516.0,,,,,1200.0,10.386666,,,,,PT3600S
2022-02-17 07:00:00,878515.0,,,,,1200.0,10.005834,,,,,PT3600S
2022-02-17 07:00:00,878516.0,,,,,1200.0,10.011666,,,,,PT3600S
2022-02-17 08:00:00,878515.0,,,,,1200.0,9.8941669,,,,,PT3600S
2022-02-17 08:00:00,878516.0,,,,,1200.0,10.028334,,,,,PT3600S
2022-02-17 09:00:00,878515.0,,,,,1200.0,10.690833,,,,,PT3600S
2022-02-17 09:00:00,878516.0,,,,,1200.0,10.9475,,,,,PT3600S
2022-02-17 10:00:00,878515.0,,,,,1200.0,10.636666,,,,,PT3600S
2022-02-17 10:00:00,878516.0,,,,,1200.0,10.7125,,,,,PT3600S
2022-02-17 11:00:00,878515.0,,,,,1200.0,9.8666668,,,,,PT3600S
2022-02-17 11:00:00,878516.0,,,,,1200.0,9.8500004,,,,,PT3600S
2022-02-17 12:00:00,878515.0,,,,,1200.0,10.653334,,,,,PT3600S
2022-02-17 12:00:00,878516.0,,,,,1200.0,10.3925,,,,,PT3600S
2022-02-17 13:00:00,878515.0,,,,,1200.0,11.63,,,,,PT3600S
2022-02-17 13:00:00,878516.0,,,,,1200.0,11.524167,,,,,PT3600S
2022-02-17 14:00:00,878515.0,,,,,1200.0,10.3125,,,,,PT3600S
2022-02-17 14:00:00,878516.0,,,,,1200.0,9.9491663,,,,,PT3600S
2022-02-17 15:00:00,878515.0,,,,,1200.0,10.440833,,,,,PT3600S
2022-02-17 15:00:00,878516.0,,,,,1200.0,10.618333,,,,,PT3600S
2022-02-17 16:00:00,878515.0,,,,,1200.0,10.888333,,,,,PT3600S
2022-02-17 16:00:00,878516.0,,,,,1200.0,10.850833,,,,,PT3600S
2022-02-17 17:00:00,878515.0,,,,,1200.0,11.415,,,,,PT3600S
2022-02-17 17:00:00,878516.0,,,,,1200.0,11.365833,,,,,PT3600S
2022-02-17 18:00:00,878515.0,,,,,1200.0,10.586667,,,,,PT3600S
2022-02-17 18:00:00,878516.0,,,,,1200.0,10.815833,,,,,PT3600S
2022-02-17 19:00:00,878515.0,,,,,1200.0,10.651667,,,,,PT3600S
2022-02-17 19:00:00,878516.0,,,,,1200.0,10.724167,,,,,PT3600S
2022-02-17 20:00:00,878515.0,,,,,1200.0,10.854167,,,,,PT3600S
2022-02-17 20:00:00,878516.0,,,,,1200.0,10.935,,,,,PT3600S
2022-02-17 21:00:00,878515.0,,,,,1200.0,10.711667,,,,,PT3600S
2022-02-17 21:00:00,878516.0,,,,,1200.0,10.7475,,,,,PT3600S
2022-02-17 22:00:00,878515.0,,,,,1200.0,10.34,,,,,PT3600S
2022-02-17 22:00:00,878516.0,,,,,1200.0,10.551666,,,,,PT3600S
2022-02-17 23:00:00,878515.0,,,,,1200.0,9.8999996,,,,,PT3600S
2022-02-17 23:00:00,878516.0,,,,,1200.0,9.7658329,,,,,PT3600S
2022-02-18 00:00:00,878515.0,,,,,1200.0,9.7741671,,,,,PT3600S
2022-02-18 00:00:00,878516.0,,,,,1200.0,9.9916668,,,,,PT3600S
2022-02-18 01:00:00,878515.0,,,,,1200.0,10.979167,,,,,PT3600S
2022-02-18 01:00:00,878516.0,,,,,1200.0,11.2725,,,,,PT3600S
2022-02-18 02:00:00,878515.0,,,,,1200.0,10.705,,,,,PT3600S
2022-02-18 02:00:00,878516.0,,,,,1200.0,10.291667,,,,,PT3600S
2022-02-18 03:00:00,878515.0,,,,,1200.0,10.726666,,,,,PT3600S
2022-02-18 03:00:00,878516.0,,,,,1200.0,10.595834,,,,,PT3600S
2022-02-18 04:00:00,878515.0,,,,,1200.0,9.8575001,,,,,PT3600S
2022-02-18 04:00:00,878516.0,,,,,1200.0,9.895833,,,,,PT3600S
2022-02-18 05:00:00,878515.0,,,,,1200.0,10.315,,,,,PT3600S
2022-02-18 05:00:00,878516.0,,,,,1200.0,10.265,,,,,PT3600S
2022-02-18 06:00:00,878515.0,,,,,1200.0,10.075833,,,,,PT3600S
2022-02-18 06:00:00,878516.0,,,,,1200.0,10.379167,,,,,PT3600S
2022-02-18 07:00:00,878515.0,,,,,1200.0,9.9666662,,,,,PT3600S
2022-02-18 07:00:00,878516.0,,,,,1200.0,9.9775,,,,,PT3600S
2022-02-18 08:00:00,878515.0,,,,,1200.0,10.0475,,,,,PT3600S
2022-02-18 08:00:00,878516.0,,,,,1200.0,10.1125,,,,,PT3600S
2022-02-18 09:00:00,878515.0,,,,,1200.0,10.573334,,,,,PT3600S
2022-02-18 09:00:00,878516.0,,,,,1200.0,10.86,,,,,PT3600S
2022-02-18 10:00:00,878515.0,,,,,1200.0,10.6925,,,,,PT3600S
2022-02-18 10:00:00,878516.0,,,,,1200.0,10.755,,,,,PT3600S
2022-02-18 11:00:00,878515.0,,,,,1200.0,9.9724998,,,,,PT3600S
2022-02-18 11:00:00,878516.0,,,,,1200.0,9.8716669,,,,,PT3600S
2022-02-18 12:00:00,878515.0,,,,,1200.0,10.755,,,,,PT3600S
2022-02-18 12:00:00,878516.0,,,,,1200.0,10.423333,,,,,PT3600S
2022-02-18 13:00:00,878515.0,,,,,1200.0,11.5725,,,,,PT3600S
2022-02-18 13:00:00,878516.0,,,,,1200.0,11.436666,,,,,PT3600S
2022-02-18 14:00:00,878515.0,,,,,1200.0,10.340834,,,,,PT3600S
2022-02-18 14:00:00,878516.0,,,,,1200.0,9.8741665,,,,,PT3600S
2022-02-18 15:00:00,878515.0,,,,,1200.0,10.431666,,,,,PT3600S
2022-02-18 15:00:00,878516.0,,,,,1200.0,10.67,,,,,PT3600S
2022-02-18 16:00:00,878515.0,,,,,1200.0,10.881667,,,,,PT3600S
2022-02-18 16:00:00,878516.0,,,,,1200.0,10.859167,,,,,PT3600S
2022-02-18 17:00:00,878515.0,,,,,1200.0,11.364166,,,,,PT3600S
2022-02-18 17:00:00,878516.0,,,,,1200.0,11.418333,,,,,PT3600S
2022-02-18 18:00:00,878515.0,,,,,1200.0,10.584167,,,,,PT3600S
2022-02-18 18:00:00,878516.0,,,,,1200.0,10.823334,,,,,PT3600S
2022-02-18 19:00:00,878515.0,,,,,1200.0,10.721666,,,,,PT3600S
2022-02-18 19:00:00,878516.0,,,,,1200.0,10.671667,,,,,PT3600S
2022-02-18 20:00:00,878515.0,,,,,1200.0,10.920834,,,,,PT3600S
2022-02-18 20:00:00,878516.0,,,,,1200.0,10.925834,,,,,PT3600S
