begintime,sk_object,1593835641,1593835642,1593835643,1593835644,1593835645,1593835646,1593835849,1593835850,1593835851,1593835852,duration
2022-02-18 21:00:00,878515.0,,,,,1200.0,10.505,,,,,PT3600S
2022-02-18 21:00:00,878516.0,,,,,1200.0,10.681666,,,,,PT3600S
2022-02-18 22:00:00,878515.0,,,,,1200.0,10.371667,,,,,PT3600S
2022-02-18 22:00:00,878516.0,,,,,1200.0,10.598333,,,,,PT3600S
2022-02-18 23:00:00,878515.0,,,,,1200.0,9.8999996,,,,,PT3600S
2022-02-18 23:00:00,878516.0,,,,,1200.0,9.7066669,,,,,PT3600S
2022-02-19 00:00:00,878515.0,,,,,1200.0,9.8000002,,,,,PT3600S
2022-02-19 00:00:00,878516.0,,,,,1200.0,10.040833,,,,,PT3600S
2022-02-03 09:00:00,878515.0,,,,,1201.0,10.053288,,,,,PT3600S
2022-02-03 09:00:00,878516.0,,,,,1200.0,10.0675,,,,,PT3600S
2022-02-03 10:00:00,878515.0,,,,,1199.0,10.62719,,,,,PT3600S
2022-02-03 10:00:00,878516.0,,,,,1200.0,10.831667,,,,,PT3600S
2022-02-03 11:00:00,878516.0,,,,,1200.0,10.71,,,,,PT3600S
2022-02-03 12:00:00,878515.0,,,,,1201.0,9.9433804,,,,,PT3600S
2022-02-03 12:00:00,878516.0,,,,,1200.0,9.9133329,,,,,PT3600S
2022-02-03 13:00:00,878515.0,,,,,1199.0,10.625522,,,,,PT3600S
2022-02-03 13:00:00,878516.0,,,,,1200.0,10.461667,,,,,PT3600S
2022-02-03 14:00:00,878515.0,,,,,1201.0,11.551208,,,,,PT3600S
2022-02-03 14:00:00,878516.0,,,,,1200.0,11.48,,,,,PT3600S
2022-02-03 15:00:00,878515.0,,,,,1200.0,10.296667,,,,,PT3600S
2022-02-03 15:00:00,878516.0,,,,,1200.0,9.9141665,,,,,PT3600S
2022-02-03 11:00:00,878515.0,,,,,1200.0,10.636666,,,,,PT3600S
2022-02-03 16:00:00,878515.0,,,,,1200.0,10.365,,,,,PT3600S
2022-02-03 16:00:00,878516.0,,,,,1200.0,10.570833,,,,,PT3600S
2022-02-03 17:00:00,878515.0,,,,,1200.0,10.905,,,,,PT3600S
2022-02-03 17:00:00,878516.0,,,,,1201.0,10.803497,,,,,PT3600S
2022-02-03 18:00:00,878515.0,,,,,1200.0,11.360833,,,,,PT3600S
2022-02-03 18:00:00,878516.0,,,,,1199.0,11.353628,,,,,PT3600S
2022-02-03 19:00:00,878515.0,,,,,1199.0,10.6005,,,,,PT3600S
2022-02-03 19:00:00,878516.0,,,,,1200.0,10.819167,,,,,PT3600S
2022-02-03 20:00:00,878515.0,,,,,1201.0,10.669442,,,,,PT3600S
2022-02-03 20:00:00,878516.0,,,,,1200.0,10.680833,,,,,PT3600S
2022-02-03 21:00:00,878515.0,,,,,1199.0,10.859049,,,,,PT3600S
2022-02-03 21:00:00,878516.0,,,,,1200.0,10.909166,,,,,PT3600S
2022-02-03 22:00:00,878515.0,,,,,1201.0,10.64363,,,,,PT3600S
2022-02-03 22:00:00,878516.0,,,,,1200.0,10.725833,,,,,PT3600S
2022-02-03 23:00:00,878515.0,,,,,1200.0,10.186666,,,,,PT3600S
2022-02-03 23:00:00,878516.0,,,,,1201.0,10.47627,,,,,PT3600S
2022-02-04 00:00:00,878515.0,,,,,1200.0,9.8675003,,,,,PT3600S
2022-02-04 00:00:00,878516.0,,,,,1199.0,9.8073397,,,,,PT3600S
2022-02-04 01:00:00,878515.0,,,,,1200.0,9.75,,,,,PT3600S
2022-02-04 01:00:00,878516.0,,,,,1200.0,9.9916668,,,,,PT3600S
2022-02-04 02:00:00,878515.0,,,,,1200.0,10.985,,,,,PT3600S
2022-02-04 02:00:00,878516.0,,,,,1200.0,11.26,,,,,PT3600S
2022-02-04 03:00:00,878515.0,,,,,1200.0,10.7225,,,,,PT3600S
2022-02-04 03:00:00,878516.0,,,,,1200.0,10.2575,,,,,PT3600S
2022-02-04 04:00:00,878515.0,,,,,1200.0,10.771667,,,,,PT3600S
2022-02-04 04:00:00,878516.0,,,,,1200.0,10.619166,,,,,PT3600S
2022-02-04 05:00:00,878515.0,,,,,1200.0,9.8699999,,,,,PT3600S
2022-02-04 05:00:00,878516.0,,,,,1200.0,9.9700003,,,,,PT3600S
2022-02-04 06:00:00,878515.0,,,,,1200.0,10.403334,,,,,PT3600S
2022-02-04 06:00:00,878516.0,,,,,1200.0,10.293333,,,,,PT3600S
2022-02-04 07:00:00,878515.0,,,,,1200.0,10.075833,,,,,PT3600S
2022-02-04 07:00:00,878516.0,,,,,1200.0,10.3775,,,,,PT3600S
2022-02-04 08:00:00,878515.0,,,,,1200.0,10.0125,,,,,PT3600S
2022-02-04 08:00:00,878516.0,,,,,1201.0,9.938385,,,,,PT3600S
2022-02-04 09:00:00,878515.0,,,,,1200.0,10.143333,,,,,PT3600S
2022-02-04 09:00:00,878516.0,,,,,1199.0,10.135946,,,,,PT3600S
2022-02-04 10:00:00,878515.0,,,,,1200.0,10.560833,,,,,PT3600S
2022-02-04 10:00:00,878516.0,,,,,1201.0,10.756037,,,,,PT3600S
2022-02-04 11:00:00,878515.0,,,,,1200.0,10.59,,,,,PT3600S
2022-02-04 11:00:00,878516.0,,,,,1200.0,10.6925,,,,,PT3600S
2022-02-04 12:00:00,878515.0,,,,,1200.0,10.006667,,,,,PT3600S
2022-02-04 12:00:00,878516.0,,,,,1200.0,9.9566669,,,,,PT3600S
2022-02-04 13:00:00,878515.0,,,,,1200.0,10.709167,,,,,PT3600S
2022-02-04 13:00:00,878516.0,,,,,1200.0,10.4475,,,,,PT3600S
2022-02-04 14:00:00,878515.0,,,,,1200.0,11.491667,,,,,PT3600S
2022-02-04 14:00:00,878516.0,,,,,1200.0,11.3975,,,,,PT3600S
2022-02-04 15:00:00,878515.0,,,,,1200.0,10.298333,,,,,PT3600S
2022-02-04 15:00:00,878516.0,,,,,1200.0,9.9724998,,,,,PT3600S
2022-02-04 16:00:00,878515.0,,,,,1200.0,10.388333,,,,,PT3600S
2022-02-04 16:00:00,878516.0,,,,,1200.0,10.560833,,,,,PT3600S
2022-02-04 17:00:00,878515.0,,,,,1200.0,10.835834,,,,,PT3600S
2022-02-04 17:00:00,878516.0,,,,,1200.0,10.821667,,,,,PT3600S
2022-02-04 18:00:00,878515.0,,,,,1200.0,11.324166,,,,,PT3600S
2022-02-04 18:00:00,878516.0,,,,,1200.0,11.4075,,,,,PT3600S
2022-02-04 19:00:00,878515.0,,,,,1200.0,10.58,,,,,PT3600S
2022-02-04 19:00:00,878516.0,,,,,1200.0,10.821667,,,,,PT3600S
2022-02-04 20:00:00,878515.0,,,,,1200.0,10.658334,,,,,PT3600S
2022-02-04 20:00:00,878516.0,,,,,1199.0,10.643036,,,,,PT3600S
2022-02-04 21:00:00,878515.0,,,,,1200.0,10.91,,,,,PT3600S
2022-02-04 21:00:00,878516.0,,,,,1201.0,10.954205,,,,,PT3600S
2022-02-04 22:00:00,878515.0,,,,,1200.0,10.544167,,,,,PT3600S
2022-02-04 22:00:00,878516.0,,,,,1200.0,10.653334,,,,,PT3600S
2022-02-04 23:00:00,878515.0,,,,,1200.0,10.2925,,,,,PT3600S
2022-02-04 23:00:00,878516.0,,,,,1200.0,10.531667,,,,,PT3600S
2022-02-05 00:00:00,878515.0,,,,,1200.0,9.8649998,,,,,PT3600S
2022-02-05 00:00:00,878516.0,,,,,1200.0,9.7691669,,,,,PT3600S
2022-02-05 01:00:00,878515.0,,,,,1200.0,9.8133335,,,,,PT3600S
2022-02-05 01:00:00,878516.0,,,,,1200.0,10.053333,,,,,PT3600S
2022-02-05 02:00:00,878515.0,,,,,1200.0,10.906667,,,,,PT3600S
2022-02-05 02:00:00,878516.0,,,,,1200.0,11.293333,,,,,PT3600S
2022-02-05 03:00:00,878515.0,,,,,1200.0,10.63,,,,,PT3600S
2022-02-05 03:00:00,878516.0,,,,,1200.0,10.203333,,,,,PT3600S
2022-02-05 04:00:00,878515.0,,,,,1200.0,10.795834,,,,,PT3600S
2022-02-05 04:00:00,878516.0,,,,,1200.0,10.6425,,,,,PT3600S
2022-02-05 05:00:00,878515.0,,,,,1200.0,9.9674997,,,,,PT3600S
2022-02-05 05:00:00,878516.0,,,,,1200.0,9.9899998,,,,,PT3600S
2022-02-05 06:00:00,878515.0,,,,,1200.0,10.366667,,,,,PT3600S
2022-02-05 06:00:00,878516.0,,,,,1200.0,10.328333,,,,,PT3600S
2022-02-05 07:00:00,878515.0,,,,,1200.0,9.9708338,,,,,PT3600S
2022-02-05 07:00:00,878516.0,,,,,1200.0,10.3175,,,,,PT3600S
2022-02-05 08:00:00,878515.0,,,,,1200.0,9.9958334,,,,,PT3600S
2022-02-05 08:00:00,878516.0,,,,,1200.0,9.9441671,,,,,PT3600S
2022-02-05 09:00:00,878515.0,,,,,1200.0,10.211667,,,,,PT3600S
2022-02-05 09:00:00,878516.0,,,,,1200.0,10.239166,,,,,PT3600S
2022-02-05 10:00:00,878515.0,,,,,1200.0,10.5425,,,,,PT3600S
2022-02-05 10:00:00,878516.0,,,,,1200.0,10.69,,,,,PT3600S
2022-02-05 11:00:00,878515.0,,,,,1200.0,10.525833,,,,,PT3600S
2022-02-05 11:00:00,878516.0,,,,,1200.0,10.716666,,,,,PT3600S
2022-02-05 12:00:00,878515.0,,,,,1200.0,10.12,,,,,PT3600S
2022-02-05 12:00:00,878516.0,,,,,1200.0,9.9991665,,,,,PT3600S
2022-02-05 13:00:00,878515.0,,,,,1200.0,10.744166,,,,,PT3600S
2022-02-05 13:00:00,878516.0,,,,,1200.0,10.4825,,,,,PT3600S
2022-02-05 14:00:00,878515.0,,,,,1200.0,11.429167,,,,,PT3600S
2022-02-05 14:00:00,878516.0,,,,,1200.0,11.3425,,,,,PT3600S
2022-02-19 01:00:00,878515.0,,,,,1200.0,10.971666,,,,,PT3600S
2022-02-19 01:00:00,878516.0,,,,,1200.0,11.2925,,,,,PT3600S
2022-03-01 22:00:00,878515.0,,,,,1199.0,10.000834,,,,,PT3600S
2022-03-01 22:00:00,878516.0,,,,,1200.0,9.7666664,,,,,PT3600S
2022-03-01 23:00:00,878515.0,,,,,1201.0,9.8393002,,,,,PT3600S
2022-03-01 23:00:00,878516.0,,,,,1200.0,9.8608332,,,,,PT3600S
2022-03-02 00:00:00,878515.0,,,,,1200.0,11.044167,,,,,PT3600S
2022-03-02 00:00:00,878516.0,,,,,1200.0,11.286667,,,,,PT3600S
2022-03-02 01:00:00,878515.0,,,,,1199.0,10.791492,,,,,PT3600S
2022-03-02 01:00:00,878516.0,,,,,1200.0,10.611667,,,,,PT3600S
2022-03-02 02:00:00,878515.0,,,,,1201.0,10.543714,,,,,PT3600S
2022-03-02 02:00:00,878516.0,,,,,1200.0,10.210834,,,,,PT3600S
2022-03-02 03:00:00,878515.0,,,,,1200.0,9.9441671,,,,,PT3600S
2022-03-02 03:00:00,878516.0,,,,,1200.0,10.101666,,,,,PT3600S
2022-03-02 04:00:00,878515.0,,,,,1200.0,10.284166,,,,,PT3600S
2022-03-02 04:00:00,878516.0,,,,,1200.0,10.274167,,,,,PT3600S
2022-02-05 15:00:00,878515.0,,,,,1200.0,10.3175,,,,,PT3600S
2022-02-05 15:00:00,878516.0,,,,,1200.0,10.0375,,,,,PT3600S
2022-02-05 16:00:00,878515.0,,,,,1200.0,10.3625,,,,,PT3600S
2022-02-05 16:00:00,878516.0,,,,,1200.0,10.615833,,,,,PT3600S
2022-02-05 17:00:00,878515.0,,,,,1200.0,10.885,,,,,PT3600S
2022-02-05 17:00:00,878516.0,,,,,1200.0,10.8425,,,,,PT3600S
2022-02-05 18:00:00,878515.0,,,,,1200.0,11.266666,,,,,PT3600S
2022-02-05 18:00:00,878516.0,,,,,1200.0,11.3975,,,,,PT3600S
2022-02-05 19:00:00,878515.0,,,,,1200.0,10.526667,,,,,PT3600S
2022-02-05 19:00:00,878516.0,,,,,1200.0,10.8375,,,,,PT3600S
2022-02-05 20:00:00,878515.0,,,,,1200.0,10.695,,,,,PT3600S
2022-02-05 20:00:00,878516.0,,,,,1200.0,10.7025,,,,,PT3600S
2022-02-05 21:00:00,878515.0,,,,,1200.0,10.958333,,,,,PT3600S
2022-02-05 21:00:00,878516.0,,,,,1200.0,10.9775,,,,,PT3600S
2022-02-05 22:00:00,878515.0,,,,,1200.0,10.460834,,,,,PT3600S
2022-02-05 22:00:00,878516.0,,,,,1200.0,10.588333,,,,,PT3600S
2022-02-05 23:00:00,878515.0,,,,,1200.0,10.363334,,,,,PT3600S
2022-02-05 23:00:00,878516.0,,,,,1200.0,10.510834,,,,,PT3600S
2022-02-06 00:00:00,878515.0,,,,,1200.0,9.748333,,,,,PT3600S
2022-02-06 00:00:00,878516.0,,,,,1200.0,9.6800003,,,,,PT3600S
2022-02-06 01:00:00,878515.0,,,,,1200.0,9.7191668,,,,,PT3600S
2022-02-06 01:00:00,878516.0,,,,,1200.0,10.119166,,,,,PT3600S
2022-02-06 02:00:00,878515.0,,,,,1200.0,10.921667,,,,,PT3600S
2022-02-06 02:00:00,878516.0,,,,,1200.0,11.2075,,,,,PT3600S
2022-02-06 03:00:00,878515.0,,,,,1200.0,10.586667,,,,,PT3600S
2022-02-06 03:00:00,878516.0,,,,,1200.0,10.18,,,,,PT3600S
2022-02-06 04:00:00,878515.0,,,,,1200.0,10.661667,,,,,PT3600S
2022-02-06 04:00:00,878516.0,,,,,1200.0,10.540833,,,,,PT3600S
2022-02-06 05:00:00,878515.0,,,,,1200.0,10.008333,,,,,PT3600S
2022-02-06 05:00:00,878516.0,,,,,1200.0,10.026667,,,,,PT3600S
2022-02-06 06:00:00,878515.0,,,,,1200.0,10.368333,,,,,PT3600S
2022-02-06 06:00:00,878516.0,,,,,1200.0,10.324166,,,,,PT3600S
2022-02-06 07:00:00,878515.0,,,,,1200.0,9.9366665,,,,,PT3600S
2022-02-06 07:00:00,878516.0,,,,,1200.0,10.185833,,,,,PT3600S
2022-02-06 08:00:00,878515.0,,,,,1200.0,9.9833336,,,,,PT3600S
2022-02-06 08:00:00,878516.0,,,,,1200.0,9.9724998,,,,,PT3600S
2022-02-06 09:00:00,878515.0,,,,,1200.0,10.2875,,,,,PT3600S
