begintime,sk_object,duration,integrity,M8032C0,M8032C1,M8032C3,M8032C4,M8032C6,M8032C7
2022-03-12,2624.0,5.0,0.3472222222222222,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,2710.0,5.0,0.3472222222222222,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,2651.0,5.0,0.3472222222222222,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,2649.0,5.0,0.3472222222222222,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,2629.0,6.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,2616.0,5.0,0.3472222222222222,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19,87525.0,4.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-12,2631.0,10.0,0.6944444444444444,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,2670.0,7.0,0.4861111111111111,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15,2693.0,2.0,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,2630.0,6.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19,87552.0,4.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,2705.0,13.0,0.9027777777777778,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19,2597.0,16.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15,2631.0,2.0,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,2595.0,5.0,0.3472222222222222,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19,87547.0,4.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,2657.0,6.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-15,2638.0,2.0,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,2603.0,13.0,0.9027777777777778,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19,2610.0,16.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11,2627.0,13.0,0.9027777777777778,0.0,0.0,0.0,0.0,0.0,0.0
