measObjLdn,duration,begin_time,20000938.0,20000939.0,20000940.0,20000941.0,20000942.0,20000943.0,20000944.0,20000945.0,20000946.0,20000947.0,20000948.0,20000949.0,20000950.0,20000951.0,20000952.0,20000953.0,20000954.0,20000955.0,20000956.0,20000957.0,20000958.0,20000959.0,20000960.0,20000961.0,20000962.0,20000963.0,20000964.0,20000965.0,20000966.0,20000967.0,20000968.0,20000969.0,20000970.0,20000971.0,20000972.0,20000973.0,20000974.0,20000975.0,20000976.0
"ManagedElement=1,NodeBFunction=1,Iub=Iub_KIN155,IubDataStreams=1",900.0,2021-09-26 19:15:00,0,113,26,1441,1032,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2893602,0,0,0,0,0,0,0,0,0,0,0,214695,0
