begintime,sk_object,duration,M8022C0,M8022C1
2022-03-15 06:58:00,2368.0,2,5.0,0.0
2022-03-17 02:53:00,2372.0,7,1.0,0.0
2022-03-17 02:54:00,2370.0,6,0.0,0.0
2022-03-17 02:54:00,2371.0,6,1.0,0.0
2022-03-17 02:54:00,2373.0,6,0.0,0.0
2022-03-17 02:54:00,2374.0,6,0.0,0.0
2022-03-17 02:54:00,2375.0,6,0.0,0.0
2022-03-17 02:55:00,2369.0,5,0.0,0.0
2022-03-18 18:00:00,2375.0,15,0.0,0.0
2022-03-18 18:15:00,2375.0,15,0.0,0.0
2022-03-18 18:30:00,2375.0,15,0.0,0.0
2022-03-18 18:45:00,2375.0,15,0.0,0.0
2022-03-19 06:56:00,87458.0,4,1.0,0.0
2022-03-19 13:46:00,2368.0,14,0.0,0.0
2022-03-19 16:58:00,2368.0,2,5.0,0.0
2022-03-11 21:47:00,2368.0,13,0.0,0.0
2022-03-12 05:55:00,2373.0,5,0.0,0.0
2022-03-12 06:50:00,2368.0,10,5.0,0.0
