begintime,sk_object,duration,M8035C0,M8035C1,M8035C2,M8035C3,M8035C4,M8035C5,M8035C6
2022-03-15 16:15:00,21509.0,15,15259.0,39176.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,21491.0,15,3057.0,23230.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,21492.0,15,16729.0,29795.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,21493.0,15,48322.0,92285.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,21494.0,15,34314.0,85208.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,21495.0,15,6208.0,65951.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,21496.0,15,26916.0,38896.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,21497.0,15,30324.0,82149.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,21498.0,15,21880.0,36167.0,2.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,21499.0,15,3212.0,64260.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,21500.0,15,36619.0,45345.0,2.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,21501.0,15,9192.0,67768.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,21502.0,15,1155.0,62849.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,21503.0,15,21557.0,76284.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,21504.0,15,7983.0,68001.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,21505.0,15,10111.0,27989.0,1.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,21506.0,15,2874.0,64102.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,21507.0,15,35699.0,44370.0,2.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,21508.0,15,37386.0,85960.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,21509.0,15,10381.0,28550.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,21491.0,15,3468.0,20753.0,1.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,21492.0,15,14643.0,25386.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,21493.0,15,45415.0,83185.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,21494.0,15,30509.0,74413.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,21495.0,15,5237.0,56668.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,21496.0,15,25666.0,35560.0,1.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,21497.0,15,26702.0,71546.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,21498.0,15,19959.0,32108.0,3.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,21499.0,15,3160.0,55567.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,21500.0,15,33312.0,40851.0,4.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,21501.0,15,7643.0,58331.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,21502.0,15,1240.0,54234.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,21503.0,15,19868.0,66704.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,21504.0,15,7760.0,59231.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,21505.0,15,8805.0,24356.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,21506.0,15,2238.0,55065.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,21507.0,15,33644.0,40239.0,5.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,21508.0,15,32564.0,74246.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,21509.0,15,10035.0,25479.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,21491.0,15,3419.0,19410.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,21492.0,15,14959.0,24310.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,21493.0,15,40917.0,75795.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,21494.0,15,29810.0,69873.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,21495.0,15,5578.0,52646.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,21496.0,15,24876.0,33727.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,21497.0,15,25417.0,66388.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,21498.0,15,18624.0,30051.0,5.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,21499.0,15,3045.0,51310.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,21500.0,15,30807.0,38028.0,5.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,21501.0,15,8596.0,54401.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,21502.0,15,1038.0,49889.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,21503.0,15,18804.0,61917.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,21504.0,15,6902.0,54419.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,21505.0,15,8733.0,23029.0,2.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,21506.0,15,2175.0,50823.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,21507.0,15,33015.0,38861.0,2.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,21508.0,15,30875.0,69007.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:30:00,21509.0,15,10120.0,24194.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,21491.0,15,3094.0,17737.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,21492.0,15,13292.0,22092.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,21493.0,15,40247.0,72350.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,21494.0,15,29144.0,66698.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,21495.0,15,5555.0,49750.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,21496.0,15,24594.0,32355.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,21497.0,15,24492.0,62979.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,21498.0,15,18265.0,28601.0,1.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,21499.0,15,2757.0,48314.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,21500.0,15,29953.0,36243.0,5.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,21501.0,15,8797.0,51712.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,21502.0,15,650.0,46807.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,21503.0,15,18431.0,58711.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,21504.0,15,6383.0,51164.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,21505.0,15,8048.0,21080.0,1.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,21506.0,15,2389.0,48096.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,21507.0,15,31020.0,36417.0,5.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,21508.0,15,28140.0,64750.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 00:45:00,21509.0,15,10252.0,22826.0,21.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,21491.0,15,2714.0,16584.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,21492.0,15,12177.0,20643.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,21493.0,15,40938.0,70593.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,21494.0,15,27722.0,63177.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,21495.0,15,4702.0,46765.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,21496.0,15,22084.0,29795.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,21497.0,15,23819.0,60061.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,21498.0,15,17956.0,27455.0,1.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,21499.0,15,2922.0,45770.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,21500.0,15,30307.0,35233.0,7.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,21501.0,15,8023.0,48608.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,21502.0,15,597.0,44176.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,21503.0,15,18071.0,55986.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,21504.0,15,6008.0,48371.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,21505.0,15,8009.0,20046.0,3.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,21506.0,15,2268.0,45396.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,21507.0,15,29357.0,34324.0,8.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,21508.0,15,27049.0,61450.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:00:00,21509.0,15,9855.0,21739.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,21491.0,15,2852.0,16189.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,21492.0,15,11076.0,18409.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,21493.0,15,39061.0,66091.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,21494.0,15,26275.0,59372.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,21495.0,15,4674.0,43755.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,21496.0,15,20447.0,28022.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,21497.0,15,23059.0,56599.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,21498.0,15,17066.0,26402.0,2.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,21499.0,15,2677.0,42650.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,21500.0,15,28249.0,33658.0,6.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,21501.0,15,7940.0,45636.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,21502.0,15,767.0,41336.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,21503.0,15,15765.0,51490.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,21504.0,15,5683.0,45239.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,21505.0,15,6754.0,18722.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,21506.0,15,2078.0,42387.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,21507.0,15,28404.0,33275.0,3.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,21508.0,15,26064.0,57753.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:15:00,21509.0,15,10364.0,21713.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,21491.0,15,3106.0,15531.0,1.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,21492.0,15,11113.0,18290.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,21493.0,15,36184.0,62468.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,21494.0,15,25009.0,56879.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,21495.0,15,4076.0,41655.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,21496.0,15,20152.0,27238.0,1.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,21497.0,15,22718.0,54588.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,21498.0,15,15918.0,24789.0,1.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,21499.0,15,2685.0,40832.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,21500.0,15,28576.0,33233.0,2.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,21501.0,15,7070.0,43505.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,21502.0,15,827.0,39592.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,21503.0,15,15203.0,49475.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,21504.0,15,5662.0,43491.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,21505.0,15,5851.0,17353.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,21506.0,15,2288.0,40757.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,21507.0,15,28733.0,32605.0,5.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,21508.0,15,25406.0,55504.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:30:00,21509.0,15,9668.0,20544.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:45:00,21491.0,15,3353.0,14961.0,1.0,0.0,0.0,0.0,0.0
2022-03-11 01:45:00,21492.0,15,10915.0,17195.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:45:00,21493.0,15,37557.0,61450.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:45:00,21494.0,15,26355.0,55667.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:45:00,21495.0,15,3291.0,39217.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 01:45:00,21496.0,15,20233.0,26681.0,0.0,0.0,0.0,0.0,0.0
