begintime,sk_object,duration,integrity,M51324C0,M51324C1,M51324C2
2022-03-18,301.0,60.0,4.166666666666667,0.0,0.0,0.0
2022-03-15,304.0,2.0,0.1388888888888889,0.0,0.0,0.0
2022-03-17,301.0,6.0,0.4166666666666667,0.0,0.0,0.0
2022-03-11,304.0,13.0,0.9027777777777778,0.0,0.0,0.0
2022-03-17,303.0,6.0,0.4166666666666667,0.0,0.0,0.0
2022-03-17,302.0,5.0,0.3472222222222222,0.0,0.0,0.0
2022-03-19,304.0,16.0,1.1111111111111112,0.0,0.0,0.0
2022-03-12,299.0,5.0,0.3472222222222222,0.0,0.0,0.0
2022-03-17,299.0,6.0,0.4166666666666667,0.0,0.0,0.0
2022-03-17,306.0,6.0,0.4166666666666667,0.0,0.0,0.0
2022-03-19,86694.0,4.0,0.2777777777777778,0.0,0.0,0.0
2022-03-17,305.0,6.0,0.4166666666666667,0.0,0.0,0.0
2022-03-12,304.0,10.0,0.6944444444444444,0.0,0.0,0.0
2022-03-17,300.0,7.0,0.4861111111111111,0.0,0.0,0.0
