begintime,sk_object,duration,M40001C0
2022-03-11 21:47:00,111.0,13,12.0
2022-03-11 21:47:00,116.0,13,11.0
2022-03-11 21:47:00,122.0,13,12.0
2022-03-11 21:47:00,127.0,13,11.0
2022-03-11 21:47:00,143.0,13,12.0
2022-03-17 02:53:00,112.0,7,11.0
2022-03-17 02:53:00,142.0,7,10.0
2022-03-17 02:53:00,148.0,7,11.0
2022-03-17 02:53:00,164.0,7,11.0
2022-03-17 02:53:00,165.0,7,11.0
2022-03-17 02:53:00,166.0,7,11.0
2022-03-17 02:53:00,173.0,7,10.0
2022-03-11 21:47:00,145.0,13,13.0
2022-03-11 21:47:00,146.0,13,11.0
2022-03-11 21:47:00,157.0,13,11.0
2022-03-11 21:47:00,163.0,13,11.0
2022-03-11 21:47:00,169.0,13,12.0
2022-03-11 21:47:00,183.0,13,12.0
2022-03-11 21:47:00,192.0,13,11.0
2022-03-12 05:55:00,114.0,5,12.0
2022-03-12 05:55:00,125.0,5,12.0
2022-03-12 05:55:00,126.0,5,12.0
2022-03-12 05:55:00,139.0,5,11.0
2022-03-12 05:55:00,140.0,5,11.0
2022-03-12 05:55:00,149.0,5,12.0
2022-03-12 05:55:00,158.0,5,12.0
2022-03-12 05:55:00,174.0,5,11.0
2022-03-12 05:55:00,176.0,5,11.0
2022-03-12 05:55:00,177.0,5,12.0
2022-03-12 05:55:00,188.0,5,11.0
2022-03-12 05:55:00,189.0,5,11.0
2022-03-12 06:50:00,111.0,10,12.0
2022-03-12 06:50:00,116.0,10,11.0
2022-03-12 06:50:00,122.0,10,12.0
2022-03-12 06:50:00,127.0,10,11.0
2022-03-12 06:50:00,143.0,10,12.0
2022-03-12 06:50:00,145.0,10,13.0
2022-03-12 06:50:00,146.0,10,11.0
2022-03-12 06:50:00,157.0,10,11.0
2022-03-12 06:50:00,163.0,10,11.0
2022-03-12 06:50:00,169.0,10,12.0
2022-03-12 06:50:00,183.0,10,12.0
2022-03-12 06:50:00,192.0,10,11.0
2022-03-17 02:53:00,175.0,7,11.0
2022-03-17 02:53:00,181.0,7,12.0
2022-03-17 02:53:00,185.0,7,11.0
2022-03-17 02:53:00,186.0,7,12.0
2022-03-17 02:53:00,187.0,7,11.0
2022-03-17 02:54:00,113.0,6,11.0
2022-03-17 02:54:00,114.0,6,12.0
2022-03-17 02:54:00,115.0,6,11.0
2022-03-17 02:54:00,117.0,6,12.0
2022-03-17 02:54:00,118.0,6,11.0
2022-03-17 02:54:00,119.0,6,11.0
2022-03-17 02:54:00,121.0,6,12.0
2022-03-17 02:54:00,123.0,6,11.0
2022-03-17 02:54:00,125.0,6,12.0
2022-03-17 02:54:00,128.0,6,11.0
2022-03-17 02:54:00,130.0,6,11.0
2022-03-17 02:54:00,131.0,6,12.0
2022-03-17 02:54:00,133.0,6,12.0
2022-03-17 02:54:00,134.0,6,11.0
2022-03-17 02:54:00,135.0,6,12.0
2022-03-17 02:54:00,136.0,6,11.0
2022-03-17 02:54:00,138.0,6,12.0
2022-03-17 02:54:00,139.0,6,11.0
2022-03-17 02:54:00,140.0,6,11.0
2022-03-17 02:54:00,144.0,6,12.0
2022-03-17 02:54:00,147.0,6,11.0
2022-03-17 02:54:00,149.0,6,12.0
2022-03-17 02:54:00,153.0,6,11.0
2022-03-17 02:54:00,155.0,6,12.0
2022-03-17 02:54:00,156.0,6,11.0
2022-03-17 02:54:00,159.0,6,12.0
2022-03-17 02:54:00,160.0,6,11.0
2022-03-17 02:54:00,161.0,6,11.0
2022-03-17 02:54:00,162.0,6,11.0
2022-03-17 02:54:00,167.0,6,12.0
2022-03-17 02:54:00,168.0,6,11.0
2022-03-17 02:54:00,170.0,6,11.0
2022-03-17 02:54:00,171.0,6,11.0
2022-03-17 02:54:00,172.0,6,12.0
2022-03-17 02:54:00,174.0,6,11.0
2022-03-17 02:54:00,178.0,6,12.0
2022-03-17 02:54:00,179.0,6,13.0
2022-03-17 02:54:00,180.0,6,11.0
2022-03-17 02:54:00,182.0,6,11.0
2022-03-17 02:54:00,184.0,6,11.0
2022-03-17 02:54:00,193.0,6,11.0
2022-03-17 02:54:00,194.0,6,13.0
2022-03-19 13:46:00,111.0,14,12.0
2022-03-19 13:46:00,116.0,14,11.0
2022-03-19 13:46:00,122.0,14,12.0
2022-03-19 13:46:00,127.0,14,11.0
2022-03-19 13:46:00,143.0,14,12.0
2022-03-19 13:46:00,145.0,14,13.0
2022-03-19 13:46:00,146.0,14,11.0
2022-03-19 13:46:00,157.0,14,11.0
2022-03-19 13:46:00,163.0,14,11.0
2022-03-19 13:46:00,169.0,14,11.0
2022-03-19 13:46:00,183.0,14,12.0
2022-03-19 13:46:00,192.0,14,11.0
