begintime,sk_object,duration,M51321C0,M51321C1,M51321C2,M51321C3,M51321C4,M51321C5,M51321C6,M51321C7,M51321C8,M51321C9,M51321C10,M51321C11,M51321C12,M51321C13,M51321C14
2022-03-17 02:54:00,261.0,6,210987.0,2801.0,870973.0,774.0,0.0,0.0,0.0,109.0,8490.0,0.0,0.0,109.0,8490.0,0.0,0.0
2022-03-17 02:54:00,262.0,6,287205.0,715.0,199678.0,985.0,0.0,0.0,0.0,87.0,6730.0,0.0,0.0,87.0,6730.0,0.0,0.0
2022-03-17 02:54:00,263.0,6,2320006.0,27723.0,2342080.0,21597.0,0.0,0.0,0.0,286.0,22282.0,0.0,0.0,286.0,22282.0,0.0,0.0
2022-03-17 02:54:00,264.0,6,645580.0,7898.0,637784.0,5910.0,0.0,0.0,0.0,94.0,7336.0,0.0,0.0,94.0,7336.0,0.0,0.0
2022-03-17 02:55:00,249.0,5,2295022.0,39687.0,81819395.0,55287.0,0.0,1.0,1.0,269.0,20922.0,0.0,0.0,269.0,20922.0,0.0,0.0
2022-03-17 02:55:00,258.0,5,1802650.0,21526.0,1708952.0,16078.0,0.0,0.0,0.0,270.0,21002.0,0.0,0.0,270.0,21002.0,0.0,0.0
2022-03-17 02:55:00,266.0,5,416801803.0,318327.0,43267066.0,191159.0,0.0,0.0,0.0,268.0,20842.0,0.0,0.0,268.0,20842.0,0.0,0.0
2022-03-18 18:00:00,252.0,15,3036374.0,33101.0,799136.0,16514.0,0.0,0.0,0.0,696.0,54162.0,0.0,0.0,696.0,54162.0,0.0,0.0
2022-03-18 18:00:00,253.0,15,1135574.0,15620.0,384655.0,284.0,0.0,0.0,0.0,693.0,53922.0,0.0,0.0,693.0,53922.0,0.0,0.0
2022-03-18 18:00:00,262.0,15,54916.0,721.0,1260.0,30.0,0.0,0.0,0.0,691.0,53716.0,0.0,0.0,691.0,53716.0,0.0,0.0
2022-03-18 18:15:00,252.0,15,2922460.0,31847.0,791988.0,16265.0,0.0,0.0,0.0,683.0,53168.0,0.0,0.0,683.0,53168.0,0.0,0.0
2022-03-18 18:15:00,253.0,15,1115754.0,15307.0,3736.0,22.0,0.0,0.0,0.0,684.0,53248.0,0.0,0.0,684.0,53248.0,0.0,0.0
2022-03-18 18:15:00,262.0,15,54848.0,719.0,1260.0,30.0,0.0,0.0,0.0,689.0,53648.0,0.0,0.0,689.0,53648.0,0.0,0.0
2022-03-18 18:30:00,252.0,15,2940764.0,32034.0,794612.0,16344.0,0.0,0.0,0.0,688.0,53476.0,0.0,0.0,688.0,53476.0,0.0,0.0
2022-03-18 18:30:00,253.0,15,1115130.0,15298.0,3736.0,22.0,0.0,0.0,0.0,687.0,53488.0,0.0,0.0,687.0,53488.0,0.0,0.0
2022-03-18 18:30:00,262.0,15,53728.0,705.0,1260.0,30.0,0.0,0.0,0.0,675.0,52528.0,0.0,0.0,675.0,52528.0,0.0,0.0
2022-03-18 18:45:00,252.0,15,2997984.0,32669.0,812596.0,16711.0,0.0,0.0,0.0,689.0,53648.0,0.0,0.0,689.0,53648.0,0.0,0.0
2022-03-18 18:45:00,253.0,15,1116548.0,15319.0,3572.0,20.0,0.0,0.0,0.0,689.0,53602.0,0.0,0.0,689.0,53602.0,0.0,0.0
2022-03-18 18:45:00,262.0,15,54436.0,708.0,672.0,16.0,0.0,0.0,0.0,692.0,53796.0,0.0,0.0,692.0,53796.0,0.0,0.0
2022-03-19 06:56:00,86679.0,4,213791292.0,176404.0,29941863.0,108123.0,0.0,0.0,0.0,112.0,8730.0,0.0,0.0,112.0,8730.0,0.0,0.0
2022-03-19 06:56:00,86681.0,4,225347.0,3129.0,1276773.0,986.0,0.0,0.0,0.0,114.0,8844.0,0.0,0.0,114.0,8844.0,0.0,0.0
2022-03-19 06:56:00,86684.0,4,1269378.0,13955.0,642316.0,8058.0,0.0,0.0,0.0,114.0,8890.0,0.0,0.0,114.0,8890.0,0.0,0.0
2022-03-19 13:46:00,245.0,14,1808419705.0,1541005.0,231238578.0,976528.0,0.0,0.0,0.0,434.0,33754.0,0.0,0.0,434.0,33754.0,0.0,0.0
2022-03-19 13:46:00,247.0,14,1971144.0,33369.0,68316196.0,47599.0,0.0,1.0,1.0,435.0,33834.0,0.0,0.0,435.0,33834.0,0.0,0.0
2022-03-19 13:46:00,259.0,14,9025192.0,100148.0,5795500.0,63321.0,0.0,0.0,0.0,435.0,33880.0,0.0,0.0,435.0,33880.0,0.0,0.0
2022-03-19 16:58:00,245.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 16:58:00,247.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19 16:58:00,259.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,245.0,13,5183580054.0,5420848.0,974018181.0,3903219.0,0.0,0.0,0.0,666.0,51762.0,0.0,0.0,666.0,51762.0,0.0,0.0
2022-03-11 21:47:00,247.0,13,1149435.0,15564.0,2055860.0,1940.0,0.0,2.0,2.0,667.0,51888.0,0.0,0.0,667.0,51888.0,0.0,0.0
2022-03-11 21:47:00,259.0,13,17149400.0,186884.0,12381232.0,144079.0,0.0,0.0,0.0,669.0,52048.0,0.0,0.0,669.0,52048.0,0.0,0.0
2022-03-12 05:55:00,254.0,5,1033171342.0,826422.0,88702750.0,447765.0,0.0,0.0,0.0,442.0,34394.0,0.0,0.0,442.0,34394.0,0.0,0.0
2022-03-12 05:55:00,257.0,5,734556.0,10000.0,52405.0,164.0,0.0,0.0,0.0,443.0,34474.0,0.0,0.0,443.0,34474.0,0.0,0.0
2022-03-12 05:55:00,264.0,5,2271736.0,24656.0,2227960.0,17904.0,0.0,0.0,0.0,439.0,34200.0,0.0,0.0,439.0,34200.0,0.0,0.0
2022-03-12 06:50:00,245.0,10,1164384822.0,1112148.0,515282524.0,769063.0,0.0,0.0,0.0,274.0,21322.0,0.0,0.0,274.0,21322.0,0.0,0.0
2022-03-12 06:50:00,247.0,10,501051.0,6935.0,1800142.0,1401.0,0.0,0.0,0.0,276.0,21528.0,0.0,0.0,276.0,21528.0,0.0,0.0
2022-03-12 06:50:00,259.0,10,4420464.0,50211.0,3277760.0,33152.0,0.0,0.0,0.0,276.0,21436.0,0.0,0.0,276.0,21436.0,0.0,0.0
