begintime,ne_name,ne_type,vendor,integrity,HU LTE_DL Traffic(GB),HU LTE_RRC SR%,id
2022-02-03,"4G_FBC/Cell:eNodeB Function Name=4G_FBC,Local Cell ID=3,Cell Name=4G_FBC-3,eNodeB ID=5026,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,19.9976,99.9154,516
2022-02-03,"4G_FBC/Cell:eNodeB Function Name=4G_FBC,Local Cell ID=6,Cell Name=4G_FBC-6,eNodeB ID=5026,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,137.166,99.9373,517
2022-02-03,"4G_GODERICH/Cell:eNodeB Function Name=4G_GODERICH,Local Cell ID=1,Cell Name=4G_GODERICH-1,eNodeB ID=5016,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,82.4339,99.9239,518
2022-02-03,"4G_GODERICH/Cell:eNodeB Function Name=4G_GODERICH,Local Cell ID=2,Cell Name=4G_GODERICH-2,eNodeB ID=5016,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,14.1405,99.952,519
2022-02-03,"4G_GODERICH/Cell:eNodeB Function Name=4G_GODERICH,Local Cell ID=3,Cell Name=4G_GODERICH-3,eNodeB ID=5016,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,75.9165,99.9479,520
2022-02-03,"4G_GODERICH/Cell:eNodeB Function Name=4G_GODERICH,Local Cell ID=6,Cell Name=4G_GODERICH-6,eNodeB ID=5016,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,68.7693,99.9785,521
2022-02-03,"4G_GODERICH/Cell:eNodeB Function Name=4G_GODERICH,Local Cell ID=7,Cell Name=4G_GODERICH-7,eNodeB ID=5016,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,84.9522,99.9908,522
2022-02-03,"4G_GODERICH/Cell:eNodeB Function Name=4G_GODERICH,Local Cell ID=8,Cell Name=4G_GODERICH-8,eNodeB ID=5016,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,79.2433,99.9466,523
2022-02-03,"4G_GODRECHSTREET/Cell:eNodeB Function Name=4G_GODRECHSTREET,Local Cell ID=1,Cell Name=4G_GODRECHSTREET-1,eNodeB ID=5019,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,48.7563,99.8874,524
2022-02-03,"4G_GODRECHSTREET/Cell:eNodeB Function Name=4G_GODRECHSTREET,Local Cell ID=2,Cell Name=4G_GODRECHSTREET-2,eNodeB ID=5019,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,91.5799,99.9067,525
2022-02-03,"4G_GODRECHSTREET/Cell:eNodeB Function Name=4G_GODRECHSTREET,Local Cell ID=3,Cell Name=4G_GODRECHSTREET-3,eNodeB ID=5019,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,66.3903,99.9616,526
2022-02-03,"4G_GODRECHSTREET/Cell:eNodeB Function Name=4G_GODRECHSTREET,Local Cell ID=6,Cell Name=4G_GODRECHSTREET-6,eNodeB ID=5019,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,65.2304,99.9671,527
2022-02-03,"4G_GODRECHSTREET/Cell:eNodeB Function Name=4G_GODRECHSTREET,Local Cell ID=7,Cell Name=4G_GODRECHSTREET-7,eNodeB ID=5019,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,90.3519,99.9565,528
2022-02-03,"4G_HILLCUTROAD_II/Cell:eNodeB Function Name=4G_HILLCUTROAD_II,Local Cell ID=1,Cell Name=4G_HILLCUTROAD_II-1,eNodeB ID=5113,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,83.909,99.9561,529
2022-02-03,"4G_HILLCUTROAD_II/Cell:eNodeB Function Name=4G_HILLCUTROAD_II,Local Cell ID=2,Cell Name=4G_HILLCUTROAD_II-2,eNodeB ID=5113,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,74.2964,99.9323,530
2022-02-03,"4G_HILLCUTROAD_II/Cell:eNodeB Function Name=4G_HILLCUTROAD_II,Local Cell ID=3,Cell Name=4G_HILLCUTROAD_II-3,eNodeB ID=5113,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,81.1285,99.9304,531
2022-02-03,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=1,Cell Name=4G_HILLSTATION-1,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,83.3849,99.919,532
2022-02-03,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=2,Cell Name=4G_HILLSTATION-2,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,67.212,99.9754,533
2022-02-03,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=3,Cell Name=4G_HILLSTATION-3,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,42.0259,99.9722,534
2022-02-03,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=6,Cell Name=4G_HILLSTATION-6,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,12.1773,99.9894,535
2022-02-03,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=7,Cell Name=4G_HILLSTATION-7,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,57.1843,99.9541,536
2022-02-03,"4G_HILLSTATION/Cell:eNodeB Function Name=4G_HILLSTATION,Local Cell ID=8,Cell Name=4G_HILLSTATION-8,eNodeB ID=5064,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,36.7946,99.9827,537
2022-02-03,"4G_IMATT_II/Cell:eNodeB Function Name=4G_IMATT_II,Local Cell ID=1,Cell Name=4G_IMATT_II-1,eNodeB ID=5030,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,35.4656,99.7869,538
2022-02-03,"4G_IMATT_II/Cell:eNodeB Function Name=4G_IMATT_II,Local Cell ID=2,Cell Name=4G_IMATT_II-2,eNodeB ID=5030,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,27.4448,99.8561,539
2022-02-03,"4G_IMATT_II/Cell:eNodeB Function Name=4G_IMATT_II,Local Cell ID=3,Cell Name=4G_IMATT_II-3,eNodeB ID=5030,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,34.249,99.947,540
2022-02-03,"4G_IMATT_II/Cell:eNodeB Function Name=4G_IMATT_II,Local Cell ID=6,Cell Name=4G_IMATT_II-6,eNodeB ID=5030,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,13.5995,99.9572,541
2022-02-03,"4G_IMATT_II/Cell:eNodeB Function Name=4G_IMATT_II,Local Cell ID=7,Cell Name=4G_IMATT_II-7,eNodeB ID=5030,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,75.3918,99.9745,542
2022-02-03,"4G_JUBAHILL/Cell:eNodeB Function Name=4G_JUBAHILL,Local Cell ID=0,Cell Name=4G_JUBAHILL-1,eNodeB ID=5004,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,84.0176,99.9349,543
2022-02-03,"4G_JUBAHILL/Cell:eNodeB Function Name=4G_JUBAHILL,Local Cell ID=1,Cell Name=4G_JUBAHILL-2,eNodeB ID=5004,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,66.6605,99.9267,544
2022-02-03,"4G_JUBAHILL/Cell:eNodeB Function Name=4G_JUBAHILL,Local Cell ID=2,Cell Name=4G_JUBAHILL-3,eNodeB ID=5004,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,157.5879,99.9408,545
2022-02-03,"4G_JUBAHILL/Cell:eNodeB Function Name=4G_JUBAHILL,Local Cell ID=6,Cell Name=4G_JUBAHILL-6,eNodeB ID=5004,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,76.69,99.9791,546
2022-02-03,"4G_JUBAHILL/Cell:eNodeB Function Name=4G_JUBAHILL,Local Cell ID=7,Cell Name=4G_JUBAHILL-7,eNodeB ID=5004,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,187.9233,99.9703,547
2022-02-03,"4G_JUBAHILL/Cell:eNodeB Function Name=4G_JUBAHILL,Local Cell ID=8,Cell Name=4G_JUBAHILL-8,eNodeB ID=5004,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,29.8515,99.9591,548
2022-02-03,"4G_JUITOWN_II/Cell:eNodeB Function Name=4G_JUITOWN_II,Local Cell ID=1,Cell Name=4G_JUITOWN_II-1,eNodeB ID=5032,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,78.5942,99.9597,549
2022-02-03,"4G_JUITOWN_II/Cell:eNodeB Function Name=4G_JUITOWN_II,Local Cell ID=2,Cell Name=4G_JUITOWN_II-2,eNodeB ID=5032,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,37.4938,99.9616,550
2022-02-03,"4G_JUITOWN_II/Cell:eNodeB Function Name=4G_JUITOWN_II,Local Cell ID=3,Cell Name=4G_JUITOWN_II-3,eNodeB ID=5032,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,131.5843,99.9634,551
2022-02-03,"4G_JUITOWN_II/Cell:eNodeB Function Name=4G_JUITOWN_II,Local Cell ID=7,Cell Name=4G_JUITOWN_II-7,eNodeB ID=5032,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,24.3452,99.9436,552
2022-02-03,"4G_KALABATOWN/Cell:eNodeB Function Name=4G_KALABATOWN,Local Cell ID=1,Cell Name=4G_KALABATOWN-1,eNodeB ID=5035,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,77.6313,99.9308,553
2022-02-03,"4G_KALABATOWN/Cell:eNodeB Function Name=4G_KALABATOWN,Local Cell ID=2,Cell Name=4G_KALABATOWN-2,eNodeB ID=5035,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,121.1365,99.9555,554
2022-02-03,"4G_KALABATOWN/Cell:eNodeB Function Name=4G_KALABATOWN,Local Cell ID=3,Cell Name=4G_KALABATOWN-3,eNodeB ID=5035,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,108.9026,99.8835,555
2022-02-03,"4G_KALABATOWN/Cell:eNodeB Function Name=4G_KALABATOWN,Local Cell ID=6,Cell Name=4G_KALABATOWN-6,eNodeB ID=5035,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,71.7874,99.9688,556
2022-02-03,"4G_KALABATOWN/Cell:eNodeB Function Name=4G_KALABATOWN,Local Cell ID=7,Cell Name=4G_KALABATOWN-7,eNodeB ID=5035,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,32.3719,99.9832,557
2022-02-03,"4G_KALABATOWN/Cell:eNodeB Function Name=4G_KALABATOWN,Local Cell ID=8,Cell Name=4G_KALABATOWN-8,eNodeB ID=5035,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,71.9936,99.9775,558
2022-02-03,"4G_KAMBIA_RELIEVE/Cell:eNodeB Function Name=4G_KAMBIA_RELIEVE,Local Cell ID=1,Cell Name=4G_KAMBIA_RELIEVE-1,eNodeB ID=5108,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,47.0288,99.9367,559
2022-02-03,"4G_KAMBIA_RELIEVE/Cell:eNodeB Function Name=4G_KAMBIA_RELIEVE,Local Cell ID=2,Cell Name=4G_KAMBIA_RELIEVE-2,eNodeB ID=5108,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,6.3172,99.9191,560
2022-02-03,"4G_KAMBIA_RELIEVE/Cell:eNodeB Function Name=4G_KAMBIA_RELIEVE,Local Cell ID=3,Cell Name=4G_KAMBIA_RELIEVE-3,eNodeB ID=5108,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,19.3771,99.9213,561
2022-02-03,"4G_KENEMA_ENTRANCE/Cell:eNodeB Function Name=4G_KENEMA_ENTRANCE,Local Cell ID=1,Cell Name=4G_KENEMA_ENTRANCE-1,eNodeB ID=5075,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,91.67,1.6813,99.9933,562
2022-02-03,"4G_KENEMA_ENTRANCE/Cell:eNodeB Function Name=4G_KENEMA_ENTRANCE,Local Cell ID=2,Cell Name=4G_KENEMA_ENTRANCE-2,eNodeB ID=5075,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,91.67,2.9793,99.9409,563
2022-02-03,"4G_KENEMA_ENTRANCE/Cell:eNodeB Function Name=4G_KENEMA_ENTRANCE,Local Cell ID=3,Cell Name=4G_KENEMA_ENTRANCE-3,eNodeB ID=5075,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,91.67,0.7965,99.9404,564
2022-02-03,"4G_KENEMA_MFS/Cell:eNodeB Function Name=4G_KENEMA_MFS,Local Cell ID=1,Cell Name=4G_KENEMA_MFS-1,eNodeB ID=5076,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,29.097,99.9861,565
2022-02-03,"4G_KENEMA_MFS/Cell:eNodeB Function Name=4G_KENEMA_MFS,Local Cell ID=2,Cell Name=4G_KENEMA_MFS-2,eNodeB ID=5076,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,15.12,99.9833,566
2022-02-03,"4G_KENEMA_MFS/Cell:eNodeB Function Name=4G_KENEMA_MFS,Local Cell ID=3,Cell Name=4G_KENEMA_MFS-3,eNodeB ID=5076,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,19.847,99.9681,567
2022-02-03,"4G_KENEMATOWN/Cell:eNodeB Function Name=4G_KENEMATOWN,Local Cell ID=1,Cell Name=4G_KENEMATOWN-1,eNodeB ID=5057,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,136.1609,99.9803,568
2022-02-03,"4G_KENEMATOWN/Cell:eNodeB Function Name=4G_KENEMATOWN,Local Cell ID=2,Cell Name=4G_KENEMATOWN-2,eNodeB ID=5057,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,66.6772,99.9739,569
2022-02-03,"4G_KENEMATOWN/Cell:eNodeB Function Name=4G_KENEMATOWN,Local Cell ID=3,Cell Name=4G_KENEMATOWN-3,eNodeB ID=5057,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,52.3144,99.9651,570
2022-02-03,"4G_KENEMATOWN/Cell:eNodeB Function Name=4G_KENEMATOWN,Local Cell ID=7,Cell Name=4G_KENEMATOWN-7,eNodeB ID=5057,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,22.3294,99.9748,571
2022-02-03,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=1,Cell Name=4G_KENNEDYSTREET-1,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,37.7474,99.8938,572
2022-02-03,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=2,Cell Name=4G_KENNEDYSTREET-2,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,33.3954,99.9266,573
2022-02-03,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=3,Cell Name=4G_KENNEDYSTREET-3,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,52.827,99.9297,574
2022-02-03,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=6,Cell Name=4G_KENNEDYSTREET-6,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,71.3824,99.9627,575
2022-02-03,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=7,Cell Name=4G_KENNEDYSTREET-7,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,36.7151,99.9677,576
2022-02-03,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET,Local Cell ID=8,Cell Name=4G_KENNEDYSTREET-8,eNodeB ID=5027,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,52.7514,99.9603,577
2022-02-03,"4G_KINGHARMAN/Cell:eNodeB Function Name=4G_KINGHARMAN,Local Cell ID=1,Cell Name=4G_KINGHARMAN-1,eNodeB ID=5054,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,57.3043,99.9003,578
2022-02-03,"4G_KINGHARMAN/Cell:eNodeB Function Name=4G_KINGHARMAN,Local Cell ID=2,Cell Name=4G_KINGHARMAN-2,eNodeB ID=5054,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,35.3202,99.9478,579
2022-02-03,"4G_KINGHARMAN/Cell:eNodeB Function Name=4G_KINGHARMAN,Local Cell ID=3,Cell Name=4G_KINGHARMAN-3,eNodeB ID=5054,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,32.8176,99.9361,580
2022-02-03,"4G_KINGHARMAN/Cell:eNodeB Function Name=4G_KINGHARMAN,Local Cell ID=6,Cell Name=4G_KINGHARMAN-6,eNodeB ID=5054,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,50.1456,99.9721,581
2022-02-03,"4G_KINGHARMAN/Cell:eNodeB Function Name=4G_KINGHARMAN,Local Cell ID=7,Cell Name=4G_KINGHARMAN-7,eNodeB ID=5054,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,25.1691,99.9775,582
2022-02-03,"4G_KINGHARMAN/Cell:eNodeB Function Name=4G_KINGHARMAN,Local Cell ID=8,Cell Name=4G_KINGHARMAN-8,eNodeB ID=5054,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,34.8284,99.9549,583
2022-02-03,"4G_KINGTOM_II/Cell:eNodeB Function Name=4G_KINGTOM_II,Local Cell ID=1,Cell Name=4G_KINGTOM_II-1,eNodeB ID=5058,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,15.7223,99.9642,584
2022-02-03,"4G_KINGTOM_II/Cell:eNodeB Function Name=4G_KINGTOM_II,Local Cell ID=2,Cell Name=4G_KINGTOM_II-2,eNodeB ID=5058,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,45.1246,99.9489,585
2022-02-03,"4G_KINGTOM_II/Cell:eNodeB Function Name=4G_KINGTOM_II,Local Cell ID=3,Cell Name=4G_KINGTOM_II-3,eNodeB ID=5058,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,52.3012,99.8895,586
2022-02-03,"4G_KINGTOM_II/Cell:eNodeB Function Name=4G_KINGTOM_II,Local Cell ID=7,Cell Name=4G_KINGTOM_II-7,eNodeB ID=5058,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,31.3559,99.9425,587
2022-02-03,"4G_KINGTOM_II/Cell:eNodeB Function Name=4G_KINGTOM_II,Local Cell ID=8,Cell Name=4G_KINGTOM_II-8,eNodeB ID=5058,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,52.1521,99.9728,588
2022-02-03,"4G_KISSYBARRACKS/Cell:eNodeB Function Name=4G_KISSYBARRACKS,Local Cell ID=1,Cell Name=4G_KISSYBARRACKS-1,eNodeB ID=5052,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,74.1764,99.9293,589
2022-02-03,"4G_KISSYBARRACKS/Cell:eNodeB Function Name=4G_KISSYBARRACKS,Local Cell ID=2,Cell Name=4G_KISSYBARRACKS-2,eNodeB ID=5052,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,111.5833,99.9688,590
2022-02-03,"4G_KISSYBARRACKS/Cell:eNodeB Function Name=4G_KISSYBARRACKS,Local Cell ID=3,Cell Name=4G_KISSYBARRACKS-3,eNodeB ID=5052,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,72.1516,99.9389,591
2022-02-03,"4G_KISSYBARRACKS/Cell:eNodeB Function Name=4G_KISSYBARRACKS,Local Cell ID=6,Cell Name=4G_KISSYBARRACKS-6,eNodeB ID=5052,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,96.4332,99.9749,592
2022-02-03,"4G_KISSYBARRACKS/Cell:eNodeB Function Name=4G_KISSYBARRACKS,Local Cell ID=7,Cell Name=4G_KISSYBARRACKS-7,eNodeB ID=5052,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,52.8894,99.9876,593
2022-02-03,"4G_KISSYBARRACKS/Cell:eNodeB Function Name=4G_KISSYBARRACKS,Local Cell ID=8,Cell Name=4G_KISSYBARRACKS-8,eNodeB ID=5052,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,71.6129,99.9225,594
2022-02-03,"4G_KISSYHOUSE/Cell:eNodeB Function Name=4G_KISSYHOUSE,Local Cell ID=1,Cell Name=4G_KISSYHOUSE-1,eNodeB ID=5053,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,83.6297,99.9677,595
2022-02-03,"4G_KISSYHOUSE/Cell:eNodeB Function Name=4G_KISSYHOUSE,Local Cell ID=2,Cell Name=4G_KISSYHOUSE-2,eNodeB ID=5053,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,52.5316,99.9548,596
2022-02-03,"4G_KISSYHOUSE/Cell:eNodeB Function Name=4G_KISSYHOUSE,Local Cell ID=3,Cell Name=4G_KISSYHOUSE-3,eNodeB ID=5053,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,43.8825,99.9541,597
2022-02-03,"4G_KISSYHOUSE/Cell:eNodeB Function Name=4G_KISSYHOUSE,Local Cell ID=6,Cell Name=4G_KISSYHOUSE-6,eNodeB ID=5053,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,47.7454,99.9812,598
2022-02-03,"4G_KISSYHOUSE/Cell:eNodeB Function Name=4G_KISSYHOUSE,Local Cell ID=7,Cell Name=4G_KISSYHOUSE-7,eNodeB ID=5053,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,133.4479,99.9696,599
2022-02-03,"4G_KISSYHOUSE/Cell:eNodeB Function Name=4G_KISSYHOUSE,Local Cell ID=8,Cell Name=4G_KISSYHOUSE-8,eNodeB ID=5053,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,20.475,99.9869,600
2022-02-03,"4G_KISSY_II/Cell:eNodeB Function Name=4G_KISSY_II,Local Cell ID=1,Cell Name=4G_KISSY_II-1,eNodeB ID=5036,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,29.4395,99.9429,601
2022-02-03,"4G_KISSY_II/Cell:eNodeB Function Name=4G_KISSY_II,Local Cell ID=2,Cell Name=4G_KISSY_II-2,eNodeB ID=5036,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,71.5435,99.921,602
2022-02-03,"4G_KISSY_II/Cell:eNodeB Function Name=4G_KISSY_II,Local Cell ID=3,Cell Name=4G_KISSY_II-3,eNodeB ID=5036,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,136.2868,99.9685,603
2022-02-03,"4G_KISSY_II/Cell:eNodeB Function Name=4G_KISSY_II,Local Cell ID=7,Cell Name=4G_KISSY_II-7,eNodeB ID=5036,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,59.0898,99.9546,604
2022-02-03,"4G_KISSYROAD/Cell:eNodeB Function Name=4G_KISSYROAD,Local Cell ID=1,Cell Name=4G_KISSYROAD-1,eNodeB ID=5011,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,174.8049,99.9231,605
2022-02-03,"4G_KISSYROAD/Cell:eNodeB Function Name=4G_KISSYROAD,Local Cell ID=2,Cell Name=4G_KISSYROAD-2,eNodeB ID=5011,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,104.5222,99.9117,606
2022-02-03,"4G_KISSYROAD/Cell:eNodeB Function Name=4G_KISSYROAD,Local Cell ID=3,Cell Name=4G_KISSYROAD-3,eNodeB ID=5011,Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,100.0,114.4064,99.9391,607
