begintime,ne_name,ne_type,vendor,integrity,ifOutOctets,ifOutPackets,ifInErrors,ifOutFragPackets,ifOutFragments,ifInMCastPackets,ifInMCastOctets,ifOutMCastPackets,ifOutMCastOctets,ifInDiscardedMCastPackets,ifInDiscardedMCastOctets,ifOutDroppedPackets,ifOutDroppedOctets,ifInOctets,ipv4InOctets,ipv4InPackets,ipv4OutOctets,ipv4OutPackets,ipv4InReassembledPackets,ipv4InErrors,ipDataTrafficVolume,ipDataTrafficVolumeDiscards,ipDataTrafficVolumePackets,ipDataTrafficVolumePckDisc,discIpReassemblyTimedoutPkts,ipReassemblyError,ipTooBigPackets,tcpInPackets,tcpInOctets,tcpOutPackets,tcpOutOctets,sctpInPackets,sctpInOctets,sctpOutPackets,sctpOutOctets,ipRmDroppedPacketsRateLimiting,ipRmDroppedPacketsFiltering,ipRmDropPcktsRtLimLteUplane,ipRmDropPcktsRtLimSplane,ipRmDropPcktsRtLimSrLteMplane,ipRmDropPcktsRtLimDefault,ipRmDropPcktsRtLimCplane,ipRmDropPcktsRtLimTwamp,ifTxOctets_EF1,ifTxPackets_EF1,ifTxDropOctets_rate_EF1,ifTxDropPackets_rate_EF1,ifTxDropOctets_delta_EF1,ifTxDropPackets_delta_EF1,ifTxOctets_EF2,ifTxPackets_EF2,ifTxDropOctets_rate_EF2,ifTxDropPackets_rate_AF2,ifTxDropOctets_delta_AF2,ifTxDropPackets_rate_EF2,ifTxDropPackets_delta_AF2,ifTxDropOctets_delta_EF2,ifTxDropPackets_delta_EF2,ifTxOctets_EF3,ifTxPackets_EF3,ifTxDropOctets_rate_EF3,ifTxDropPackets_rate_EF3,ifTxDropOctets_delta_EF3,ifTxDropPackets_delta_EF3,ifTxOctets_AF1,ifTxPackets_AF1,ifTxDropOctets_rate_AF1,ifTxDropPackets_rate_AF1,ifTxDropOctets_delta_AF1,ifTxOctets_AF3,ifTxDropPackets_delta_AF1,ifTxPackets_AF3,ifTxOctets_AF2,ifTxDropOctets_rate_AF3,ifTxPackets_AF2,ifTxDropOctets_rate_AF2,ifTxDropPackets_rate_AF3,ifTxDropOctets_delta_AF3,ifTxDropOctets_delta_BE,ifTxDropPackets_delta_AF3,ifTxDropPackets_delta_BE,ifTxOctets_AF4,ifTxPackets_AF4,ifTxDropOctets_rate_AF4,ifTxDropPackets_rate_AF4,ifTxDropOctets_delta_AF4,ifTxDropPackets_delta_AF4,ifTxOctets_BE,ifTxPackets_BE,ifTxDropOctets_rate_BE,ifTxDropPackets_rate_BE,ifTxOctetsIPv4_AF3,ifTxOctetsIPv4_EF2,ifTxPacketsIPv4_EF2,ifTxDropOctetsIPv4_rate_EF2,ifTxDropPacketsIPv4_rate_EF2,ifTxOctetsIPv4_EF3,ifTxPacketsIPv4_EF3,ifTxDropOctetsIPv4_rate_EF3,ifTxDropPacketsIPv4_rate_EF3,ifTxOctetsIPv4_EF1,ifTxOctetsIPv4_AF1,ifTxPacketsIPv4_EF1,ifTxDropOctetsIPv4_rate_EF1,ifTxPacketsIPv4_AF1,ifTxDropOctetsIPv4_rate_AF1,ifTxPacketsIPv4_AF3,ifTxDropPacketsIPv4_rate_AF1,ifTxDropOctetsIPv4_rate_AF3,ifTxOctetsIPv4_AF2,ifTxDropPacketsIPv4_rate_AF3,ifTxOctetsIPv4_AF4,ifTxPacketsIPv4_AF4,ifTxDropOctetsIPv4_rate_AF4,ifTxPacketsIPv4_AF2,ifTxDropPacketsIPv4_rate_AF4,ifTxDropOctetsIPv4_rate_AF2,ifTxOctetsIPv4_BE,ifTxDropPacketsIPv4_rate_AF2,ifTxPacketsIPv4_BE,ifTxDropOctetsIPv4_rate_BE,ifTxDropPacketsIPv4_rate_BE,ifTxDropPacketsIPv6_rate_EF2,ifTxOctetsIPv6_EF3,ifTxOctetsIPv6_EF1,ifTxPacketsIPv6_EF3,ifTxPacketsIPv6_EF1,ifTxDropOctetsIPv6_rate_EF3,ifTxDropOctetsIPv6_rate_EF1,ifTxDropPacketsIPv6_rate_EF3,ifTxDropPacketsIPv6_rate_EF1,ifTxOctetsIPv6_AF1,ifTxOctetsIPv6_EF2,ifTxPacketsIPv6_EF2,ifTxPacketsIPv6_AF1,ifTxDropOctetsIPv6_rate_EF2,ifTxDropOctetsIPv6_rate_AF1,ifTxDropPacketsIPv6_rate_AF1,ifTxOctetsIPv6_AF2,ifTxDropOctetsIPv6_rate_AF4,ifTxPacketsIPv6_AF2,ifTxDropOctetsIPv6_rate_AF2,ifTxDropPacketsIPv6_rate_AF2,ifTxOctetsIPv6_AF3,ifTxPacketsIPv6_AF3,ifTxDropOctetsIPv6_rate_AF3,ifTxDropPacketsIPv6_rate_AF3,ifTxDropPacketsIPv6_rate_AF4,ifTxOctetsIPv6_AF4,ifTxOctetsIPv6_BE,ifTxPacketsIPv6_AF4,ifTxPacketsIPv6_BE,ifTxDropOctetsIPv6_rate_BE,ifTxDropPacketsIPv6_rate_BE,ifOutMCastPacketsIPv4,ifOutMCastOctetsIPv4,ifInDiscardedMCastPacketsIPv4,ifInDiscardedMCastOctetsIPv4,ifInPacketsIPv4,ifInMCastOctetsIPv4,ifInOctetsIPv4,ifOutPacketsIPv4,ifInMCastPacketsIPv4,ifOutOctetsIPv4,ifInErrorsIPv4,ifOutDroppedPacketsIPv4,ifOutDroppedOctetsIPv4,ifOutPacketsIPv6,ifInErrorsIPv6,ifOutDroppedPacketsIPv6,ifOutDroppedOctetsIPv6,ifInMCastPacketsIPv6,ifOutMCastPacketsIPv6,ifOutOctetsIPv6,ifOutMCastOctetsIPv6,ifInDiscardedMCastPacketsIPv6,ifInDiscardedMCastOctetsIPv6,ifInPacketsIPv6,ifInOctetsIPv6,ifRxOctetsIPv4_EF1,ifRxPacketsIPv4_EF1,ifRxOctetsIPv4_EF2,ifRxPacketsIPv4_EF2,ifRxOctetsIPv4_EF3,ifRxPacketsIPv4_EF3,ifRxOctetsIPv4_AF1,ifRxPacketsIPv4_AF1,ifRxOctetsIPv4_AF2,ifRxPacketsIPv4_AF2,ifRxOctetsIPv4_AF3,ifRxPacketsIPv4_AF3,ifRxOctetsIPv4_AF4,ifRxPacketsIPv4_AF4,ifRxOctetsIPv4_BE,ifRxPacketsIPv4_BE,ifRxPacketsIPv6_EF1,ifRxOctetsIPv6_EF2,ifRxPacketsIPv6_EF2,ifRxOctetsIPv6_EF3,ifRxPacketsIPv6_EF3,ifRxOctetsIPv6_AF1,ifRxPacketsIPv6_AF1,ifRxOctetsIPv6_EF1,ifRxOctetsIPv6_AF2,ifRxPacketsIPv6_AF2,ifRxOctetsIPv6_AF3,ifRxPacketsIPv6_AF3,ifRxOctetsIPv6_AF4,ifRxPacketsIPv6_AF4,ifRxOctetsIPv6_BE,ifRxPacketsIPv6_BE
2022-03-14,"MRBTS-5079,TNLSVC-1,TNL-1,IPNO-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,Nokia,100.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,5909.0,320398.0,9347.0,12331543.0,9811109.0,714675364.0,5895835.0,370926396.0,2.0,3780416.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,"MRBTS-5079,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,12669863.0,11282.0,0.0,0.0,0.0,66776.0,5195662.0,0.0,0.0,66776.0,5195662.0,0.0,0.0,109044076.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,66776.0,5195662.0,1497157.0,5195662.0,109044076.0,11282.0,66776.0,12669863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5287850.0,67989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103756226.0,1429168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,"MRBTS-5079,TNLSVC-1,TNL-1,IPNO-1,IPIF-1,IPADDRESSV4-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF-IPADDRESSV4,Nokia,100.0,,,,,,,,,,,,,,,103848434.0,1430381.0,12669863.0,11282.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,"MRBTS-5079,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,488842640.0,5895834.0,0.0,0.0,0.0,66754.0,5193580.0,0.0,0.0,66754.0,5193580.0,0.0,0.0,916090944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,66754.0,5193580.0,9877862.0,5193580.0,916090944.0,5895834.0,66754.0,488842640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910897364.0,9811108.0,5193580.0,66754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,"MRBTS-5079,TNLSVC-1,TNL-1,IPNO-1,IPIF-2,IPADDRESSV4-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF-IPADDRESSV4,Nokia,100.0,,,,,,,,,,,,,,,910897496.0,9811113.0,488843984.0,5895842.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,"MRBTS-5079,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,26491055672.0,123209081.0,0.0,4.0,8.0,66797.0,5196790.0,0.0,0.0,66797.0,5196790.0,0.0,0.0,207379977459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,66797.0,5196790.0,178915187.0,5196790.0,207379977459.0,123168330.0,66797.0,26482741350.0,0.0,0.0,0.0,40751.0,0.0,0.0,0.0,0.0,0.0,8314322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5196790.0,66797.0,0.0,0.0,467438.0,428.0,166534707.0,239812.0,0.0,0.0,0.0,0.0,207207783018.0,178608154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,"MRBTS-5079,TNLSVC-1,TNL-1,IPNO-1,IPIF-3,IPADDRESSV4-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF-IPADDRESSV4,Nokia,100.0,,,,,,,,,,,,,,,207373685161.0,178847686.0,26491051771.0,123208780.0,2859.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,"MRBTS-5079,TNLSVC-1,TNL-1,IPNO-1,IPVOL-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPVOL,Nokia,100.0,,,,,,,,,,,,,,,,,,,,,222832369371.0,17427853949.0,178533666.0,12927854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,Nokia,100.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,3908.0,258528.0,5389.0,6653616.0,4307337.0,299703652.0,2894811.0,236929408.0,0.0,1748259.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,6904978.0,7221.0,0.0,1.0,1.0,66791.0,5196494.0,0.0,0.0,66791.0,5196494.0,0.0,0.0,108792406.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,66791.0,5196494.0,1493102.0,5196494.0,108792406.0,7221.0,66791.0,6904978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5280246.0,67893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103512160.0,1425209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1,IPIF-1,IPADDRESSV4-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF-IPADDRESSV4,Nokia,100.0,,,,,,,,,,,,,,,103595840.0,1426310.0,6904978.0,7221.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,294825536.0,2894810.0,0.0,0.0,0.0,66775.0,5195214.0,0.0,0.0,66775.0,5195214.0,0.0,0.0,391045466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,66775.0,5195214.0,4374110.0,5195214.0,391045466.0,2894810.0,66775.0,294825536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385850252.0,4307335.0,5195214.0,66775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1,IPIF-2,IPADDRESSV4-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF-IPADDRESSV4,Nokia,100.0,,,,,,,,,,,,,,,385850088.0,4307334.0,294825500.0,2894810.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,21303213831.0,91960113.0,0.0,26.0,52.0,66762.0,5194220.0,0.0,0.0,66762.0,5194220.0,0.0,0.0,174526215610.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,66762.0,5194220.0,151132550.0,5194220.0,174526215610.0,91893762.0,66762.0,21288500303.0,0.0,0.0,0.0,66351.0,0.0,0.0,0.0,0.0,0.0,14713528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5199146.0,66775.0,0.0,0.0,2186045.0,2334.0,57864441.0,81247.0,0.0,0.0,0.0,0.0,174460959824.0,150982187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1,IPIF-3,IPADDRESSV4-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF-IPADDRESSV4,Nokia,100.0,,,,,,,,,,,,,,,174520934369.0,151065708.0,21303170207.0,91960031.0,17996.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1,IPVOL-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPVOL,Nokia,100.0,,,,,,,,,,,,,,,,,,,,,187017913620.0,1848828319.0,150936638.0,1355304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,"MRBTS-5080,TNLSVC-1,TNL-1,IPNO-1,QOS-1,FSTSCH-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-QOS-FSTSCH,Nokia,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,"MRBTS-5081,TNLSVC-1,TNL-1,IPNO-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO,Nokia,100.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,6128.0,326794.0,9675.0,12841611.0,13008323.0,939822812.0,8571055.0,636753740.0,25.0,3757848.0,0.0,0.0,0.0,0.0,25.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,"MRBTS-5081,TNLSVC-1,TNL-1,IPNO-1,IPIF-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,13189531.0,11650.0,0.0,0.0,0.0,66799.0,5196904.0,0.0,0.0,66799.0,5196904.0,0.0,0.0,109175430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,66799.0,5196904.0,1499043.0,5196904.0,109175430.0,11650.0,66799.0,13189531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5291904.0,68049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103883526.0,1430994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,"MRBTS-5081,TNLSVC-1,TNL-1,IPNO-1,IPIF-1,IPADDRESSV4-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF-IPADDRESSV4,Nokia,100.0,,,,,,,,,,,,,,,103978526.0,1432244.0,13189531.0,11650.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,"MRBTS-5081,TNLSVC-1,TNL-1,IPNO-1,IPIF-2",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,808174888.0,8571056.0,0.0,0.0,0.0,66786.0,5196094.0,0.0,0.0,66786.0,5196094.0,0.0,0.0,1205188018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,66786.0,5196094.0,13075135.0,5196094.0,1205188018.0,8571056.0,66786.0,808174888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1199991924.0,13008349.0,5196094.0,66786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,"MRBTS-5081,TNLSVC-1,TNL-1,IPNO-1,IPIF-2,IPADDRESSV4-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF-IPADDRESSV4,Nokia,100.0,,,,,,,,,,,,,,,1199991028.0,13008341.0,808173004.0,8571049.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-14,"MRBTS-5081,TNLSVC-1,TNL-1,IPNO-1,IPIF-3",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF,Nokia,100.0,60731213654.0,255845524.0,0.0,33220.0,66440.0,66762.0,5194404.0,0.0,0.0,66762.0,5194404.0,0.0,0.0,382134024604.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,66762.0,5194404.0,347326961.0,5194404.0,382134024604.0,255794878.0,66762.0,60719541824.0,0.0,0.0,0.0,50646.0,0.0,0.0,0.0,0.0,0.0,11671830.0,0.0,0.0,0.0,0.0,0.0,56.0,1.0,5194404.0,66762.0,0.0,0.0,3272844.0,3836.0,244562786.0,316296.0,0.0,0.0,0.0,0.0,381880991504.0,346940062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,"MRBTS-5081,TNLSVC-1,TNL-1,IPNO-1,IPIF-3,IPADDRESSV4-1",SRAN : PLMN-MRBTS-TNLSVC-TNL-IPNO-IPIF-IPADDRESSV4,Nokia,100.0,,,,,,,,,,,,,,,382129128603.0,347260449.0,60681413203.0,255812488.0,61596.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
