begintime,sk_object,67194469,67194470,67194471,67194472,67194473,duration
2022-03-01 00:00:00,7526349.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7526350.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7526351.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7526352.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7526353.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7526354.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7526355.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 00:00:00,7526356.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 01:00:00,7526349.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 01:00:00,7526350.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 01:00:00,7526351.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 01:00:00,7526352.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 01:00:00,7526353.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 01:00:00,7526354.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 01:00:00,7526355.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 01:00:00,7526356.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 02:00:00,7526349.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 02:00:00,7526350.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 02:00:00,7526351.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 02:00:00,7526352.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 02:00:00,7526353.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 02:00:00,7526354.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 02:00:00,7526355.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 02:00:00,7526356.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 03:00:00,7526349.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 03:00:00,7526350.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 03:00:00,7526351.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 03:00:00,7526352.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 03:00:00,7526353.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 03:00:00,7526354.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 03:00:00,7526355.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 03:00:00,7526356.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 04:00:00,7526349.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 04:00:00,7526350.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 04:00:00,7526351.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 04:00:00,7526352.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 04:00:00,7526353.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 04:00:00,7526354.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 04:00:00,7526355.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 04:00:00,7526356.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 05:00:00,7526349.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 05:00:00,7526350.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 05:00:00,7526351.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 05:00:00,7526352.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 05:00:00,7526353.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 05:00:00,7526354.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 05:00:00,7526355.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 05:00:00,7526356.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 06:00:00,7526349.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 06:00:00,7526350.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 06:00:00,7526351.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 06:00:00,7526352.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 06:00:00,7526353.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 06:00:00,7526354.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 06:00:00,7526355.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 06:00:00,7526356.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 07:00:00,7526349.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 07:00:00,7526350.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 07:00:00,7526351.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 07:00:00,7526352.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 07:00:00,7526353.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 07:00:00,7526354.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 07:00:00,7526355.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 07:00:00,7526356.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 08:00:00,7526349.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 08:00:00,7526350.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 08:00:00,7526351.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 08:00:00,7526352.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 08:00:00,7526353.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 08:00:00,7526354.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 08:00:00,7526355.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 08:00:00,7526356.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 09:00:00,7526349.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 09:00:00,7526350.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 09:00:00,7526351.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 09:00:00,7526352.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 09:00:00,7526353.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 09:00:00,7526354.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 09:00:00,7526355.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 09:00:00,7526356.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 10:00:00,7526349.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 10:00:00,7526350.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 10:00:00,7526351.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 10:00:00,7526352.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 10:00:00,7526353.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 10:00:00,7526354.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 10:00:00,7526355.0,0.0,0.0,0.0,0.0,0.0,PT3600S
2022-03-01 10:00:00,7526356.0,0.0,0.0,0.0,0.0,0.0,PT3600S
