begintime,sk_object,1593835836,duration
2022-03-01,884487.0,0.24812749,PT3600S
2022-03-01,884488.0,0.14003167,PT3600S
2022-03-01,884489.0,0.13240834,PT3600S
2022-03-01,884490.0,0.25382668,PT3600S
2022-03-01,884491.0,0.16604833,PT3600S
2022-03-01,884492.0,0.074535832,PT3600S
2022-03-01,884493.0,0.21542916,PT3600S
2022-03-01,884494.0,0.129005,PT3600S
2022-03-01,884495.0,0.11898583,PT3600S
2022-03-01,884496.0,0.2107725,PT3600S
2022-03-01,884497.0,0.27034667,PT3600S
2022-03-01,884498.0,0.20764166,PT3600S
2022-03-01,884499.0,0.22778916,PT3600S
2022-03-01,884500.0,0.2286175,PT3600S
2022-03-01,884501.0,0.22750416,PT3600S
2022-03-01,884502.0,0.17568333,PT3600S
2022-03-01,884503.0,0.14316499,PT3600S
2022-03-01,884504.0,0.15241084,PT3600S
2022-03-01,884505.0,0.10239166,PT3600S
2022-03-01,884506.0,0.150405,PT3600S
2022-03-01,884507.0,0.19387417,PT3600S
2022-03-01,884508.0,0.19020917,PT3600S
2022-03-01,884509.0,0.27483582,PT3600S
2022-03-01,884510.0,0.22124583,PT3600S
2022-03-01,884511.0,0.21627666,PT3600S
2022-03-01,884512.0,0.16840418,PT3600S
2022-03-01,884513.0,0.20287666,PT3600S
2022-03-01,884514.0,0.12059583,PT3600S
2022-03-01,884516.0,0.1358,PT3600S
2022-03-01,884517.0,0.26011249,PT3600S
2022-03-01,884518.0,0.17791334,PT3600S
2022-03-01,884519.0,0.24145335,PT3600S
2022-03-01,884520.0,0.13298333,PT3600S
2022-03-01,884521.0,0.16306749,PT3600S
2022-03-01,884522.0,0.1416375,PT3600S
2022-03-01,884523.0,0.12104167,PT3600S
2022-03-01,884524.0,0.12948418,PT3600S
2022-03-01,884525.0,0.18139082,PT3600S
2022-03-01,884526.0,0.35499668,PT3600S
2022-03-01,884527.0,0.22205584,PT3600S
2022-03-01,884528.0,0.31177583,PT3600S
2022-03-01,884529.0,0.23623501,PT3600S
2022-03-01,884530.0,0.061449997,PT3600S
2022-03-01,884531.0,0.19105001,PT3600S
2022-03-01,884532.0,0.18680167,PT3600S
2022-03-01,884533.0,0.058710828,PT3600S
2022-03-01,884534.0,0.070802495,PT3600S
2022-03-01,884535.0,0.18776168,PT3600S
2022-03-01,884536.0,0.12091418,PT3600S
2022-03-01,884537.0,0.10679166,PT3600S
2022-03-01,884538.0,0.21131083,PT3600S
2022-03-01,884539.0,0.1972875,PT3600S
2022-03-01,884540.0,0.19227666,PT3600S
2022-03-01,884541.0,0.21170333,PT3600S
2022-03-01,884542.0,0.25297916,PT3600S
2022-03-01,884543.0,0.14812167,PT3600S
2022-03-01,884544.0,0.18577752,PT3600S
2022-03-01,884545.0,0.23438166,PT3600S
2022-03-01,884546.0,0.21886332,PT3600S
2022-03-01,884547.0,0.13554001,PT3600S
2022-03-01,884548.0,0.25531,PT3600S
2022-03-01,884549.0,0.25726083,PT3600S
2022-03-01,884550.0,0.20262833,PT3600S
2022-03-01,884552.0,0.27208501,PT3600S
2022-03-01,884553.0,0.12464334,PT3600S
2022-03-01,884554.0,0.38672918,PT3600S
2022-03-01,884555.0,0.22303084,PT3600S
2022-03-01,884556.0,0.21410833,PT3600S
2022-03-01,884557.0,0.18438584,PT3600S
2022-03-01,884558.0,0.24115333,PT3600S
2022-03-01,884559.0,0.21359916,PT3600S
2022-03-01,884560.0,0.18689084,PT3600S
2022-03-01,884561.0,0.123585,PT3600S
2022-03-01,884562.0,0.18116915,PT3600S
2022-03-01,884563.0,0.2306975,PT3600S
2022-03-01,884564.0,0.23412,PT3600S
2022-03-01,884565.0,0.19734417,PT3600S
2022-03-01,884566.0,0.20457083,PT3600S
2022-03-01,884567.0,0.21259084,PT3600S
2022-03-01,884568.0,0.28990251,PT3600S
2022-03-01,884569.0,0.18015,PT3600S
2022-03-01,884570.0,0.174555,PT3600S
2022-03-01,884571.0,0.13598584,PT3600S
2022-03-01,884572.0,0.25844333,PT3600S
2022-03-01,884573.0,0.19511499,PT3600S
2022-03-01,884574.0,0.21701418,PT3600S
2022-03-01,884575.0,0.20461082,PT3600S
2022-03-01,884576.0,0.18893084,PT3600S
2022-03-01,884577.0,0.172475,PT3600S
2022-03-01,884588.0,0.28674251,PT3600S
2022-03-01,884605.0,0.25228581,PT3600S
2022-03-01,884612.0,0.1436875,PT3600S
2022-03-01,884613.0,0.16519666,PT3600S
2022-03-01,884614.0,0.26116168,PT3600S
2022-03-01,884615.0,0.18247333,PT3600S
2022-03-01,884616.0,0.21212666,PT3600S
2022-03-01,884617.0,0.27597165,PT3600S
2022-03-01,884618.0,0.28768998,PT3600S
2022-03-01,884619.0,0.17846251,PT3600S
2022-03-01,884620.0,0.19082582,PT3600S
2022-03-01,884621.0,0.15224001,PT3600S
2022-03-01,884622.0,0.16008833,PT3600S
2022-03-01,884623.0,0.20570248,PT3600S
2022-03-01,884624.0,0.17458001,PT3600S
2022-03-01,884625.0,0.20135666,PT3600S
2022-03-01,884626.0,0.24091749,PT3600S
2022-03-01,884627.0,0.24167749,PT3600S
2022-03-01,884628.0,0.13889,PT3600S
2022-03-01,884629.0,0.1418325,PT3600S
2022-03-01,884630.0,0.19551167,PT3600S
2022-03-01,884631.0,0.22216417,PT3600S
2022-03-01,884632.0,0.24017249,PT3600S
2022-03-01,884633.0,0.21272416,PT3600S
2022-03-01,884634.0,0.12681083,PT3600S
2022-03-01,884635.0,0.16451582,PT3600S
2022-03-01,884636.0,0.15917167,PT3600S
2022-03-01,884637.0,0.19966082,PT3600S
2022-03-01,884638.0,0.35480833,PT3600S
2022-03-01,884639.0,0.13837084,PT3600S
2022-03-01,884640.0,0.24120499,PT3600S
2022-03-01,884641.0,0.1393075,PT3600S
2022-03-01,884642.0,0.13423499,PT3600S
2022-03-01,884643.0,0.076049998,PT3600S
2022-03-01,884644.0,0.21786833,PT3600S
2022-03-01,884645.0,0.061391663,PT3600S
2022-03-01,884646.0,0.13399333,PT3600S
2022-03-01,884647.0,0.21167918,PT3600S
2022-03-01,884648.0,0.13568167,PT3600S
