begintime,sk_object,duration,integrity,67194787,67194788,67194793,67194794,67194795,67194796,67196162,73442016,73442017
2022-02-04,7526037.0,86400.0,100.0,27879.0,27879.0,27879.0,27879.0,25223.0,25223.0,0.0,,
2022-02-18,65241189.0,86400.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-02-08,7526063.0,86400.0,100.0,4463.0,4463.0,4463.0,4463.0,13586.0,13586.0,0.0,,
2022-02-11,7526204.0,86400.0,100.0,55607.0,55607.0,55607.0,55607.0,36962.0,36962.0,0.0,,
2022-03-07,7526193.0,86400.0,100.0,126194.0,126194.0,126194.0,126194.0,68624.0,66977.0,0.0,,
2022-03-14,7526079.0,86400.0,100.0,4097.0,4097.0,4097.0,4097.0,8867.0,8867.0,0.0,,
2022-03-10,7526184.0,82800.0,95.83333333333333,99222.0,99222.0,99222.0,99222.0,55984.0,55984.0,0.0,,
2022-02-06,7526243.0,86400.0,100.0,16402.0,16402.0,16402.0,16402.0,23132.0,23132.0,0.0,,
2022-03-10,7526195.0,82800.0,95.83333333333333,16745.0,16745.0,16745.0,16745.0,19140.0,19140.0,0.0,,
2022-03-10,7526061.0,82800.0,95.83333333333333,42123.0,42123.0,42123.0,42123.0,24577.0,24577.0,0.0,,
2022-03-11,7526273.0,86400.0,100.0,27944.0,27944.0,27944.0,27944.0,33482.0,33482.0,0.0,,
2022-03-11,7526054.0,86400.0,100.0,11439.0,10844.0,11439.0,10844.0,25282.0,25277.0,0.0,,
2022-03-15,7526104.0,86400.0,100.0,51331.0,51331.0,51331.0,51331.0,57568.0,57568.0,0.0,,
2022-02-05,7526171.0,86400.0,100.0,21410.0,21410.0,21410.0,21410.0,20678.0,20678.0,0.0,,
2022-02-13,7526115.0,86400.0,100.0,40290.0,40290.0,40290.0,40290.0,41862.0,41862.0,0.0,,
2022-02-06,7526269.0,86400.0,100.0,38083.0,38083.0,38083.0,38083.0,37549.0,37549.0,0.0,,
