begintime,sk_object,duration,integrity,1282438847,1282438848,1282438823,1282438822,1282454549,1282454554
2022-02-03,7525853.0,86400.0,100.0,8.0,6.0,4.25,36.0,0.0,0.0
2022-02-03,7525854.0,86400.0,100.0,26.0,17.0,11.25,52.0,0.0,0.0
2022-02-04,7525853.0,86400.0,100.0,8.0,6.0,4.291666666666667,24.0,0.0,0.0
2022-02-04,7525854.0,86400.0,100.0,25.0,16.375,11.666666666666666,52.0,0.0,0.0
2022-02-05,7525853.0,86400.0,100.0,7.0,6.0,4.125,22.0,0.0,0.0
2022-02-05,7525854.0,86400.0,100.0,23.0,16.0,10.833333333333334,50.0,0.0,0.0
2022-02-06,7525853.0,86400.0,100.0,8.0,6.0,4.208333333333333,22.0,0.0,0.0
2022-02-06,7525854.0,86400.0,100.0,23.0,16.0,11.083333333333334,51.0,0.0,0.0
2022-02-08,7525853.0,86400.0,100.0,8.0,6.916666666666667,3.7916666666666665,32.0,0.0,0.0
2022-02-08,7525854.0,86400.0,100.0,28.0,17.833333333333332,10.5,52.0,0.0,0.0
2022-02-10,7525853.0,86400.0,100.0,8.0,6.041666666666667,4.166666666666667,22.0,0.0,0.0
2022-02-10,7525854.0,86400.0,100.0,23.0,16.5,10.625,46.0,0.0,0.0
2022-02-11,7525853.0,86400.0,100.0,8.0,6.0,4.125,21.0,0.0,0.0
2022-02-11,7525854.0,86400.0,100.0,25.0,16.333333333333332,11.458333333333334,75.0,0.0,0.0
2022-02-12,7525853.0,86400.0,100.0,8.0,6.0,4.125,19.0,0.0,0.0
2022-02-12,7525854.0,86400.0,100.0,24.0,16.583333333333332,11.0,58.0,0.125,0.0
2022-02-13,7525853.0,86400.0,100.0,7.0,6.0,4.25,20.0,0.0,0.0
2022-02-13,7525854.0,86400.0,100.0,25.0,16.916666666666668,10.916666666666666,54.0,0.0,0.0
2022-02-17,7525853.0,75600.0,87.5,8.0,6.0,4.238095238095238,22.0,0.0,0.0
2022-02-17,7525854.0,75600.0,87.5,23.0,17.047619047619047,14.047619047619047,55.0,0.0,0.0
2022-02-18,7525853.0,86400.0,100.0,8.0,6.0,4.333333333333333,22.0,0.0,0.0
2022-02-18,7525854.0,86400.0,100.0,25.0,17.208333333333332,11.458333333333334,55.0,0.0,0.0
2022-02-19,7525853.0,86400.0,100.0,8.0,6.416666666666667,4.375,35.0,0.0,0.0
2022-02-19,7525854.0,86400.0,100.0,26.0,17.375,11.166666666666666,51.0,0.0,0.0
2022-02-20,7525853.0,86400.0,100.0,8.0,6.0,4.416666666666667,27.0,0.0,0.0
2022-02-20,7525854.0,86400.0,100.0,23.0,16.791666666666668,10.75,51.0,0.0,0.0
2022-03-01,7525853.0,86400.0,100.0,7.0,6.0,5.166666666666667,24.0,0.0,0.0
2022-03-01,7525854.0,86400.0,100.0,28.0,17.0,11.791666666666666,61.0,0.0,0.0
2022-03-02,7525853.0,86400.0,100.0,7.0,6.0,5.125,28.0,0.0,0.0
2022-03-02,7525854.0,86400.0,100.0,26.0,17.375,12.333333333333334,50.0,0.0,0.0
2022-03-03,7525853.0,86400.0,100.0,8.0,6.083333333333333,5.208333333333333,23.0,0.0,0.0
2022-03-03,7525854.0,86400.0,100.0,26.0,17.333333333333332,13.666666666666666,51.0,0.0,0.0
2022-03-06,7525853.0,79200.0,91.66666666666667,8.0,6.0,4.318181818181818,23.0,0.0,0.0
2022-03-06,7525854.0,79200.0,91.66666666666667,24.0,17.181818181818183,12.272727272727273,53.0,0.0,0.0
2022-03-07,7525853.0,86400.0,100.0,9.0,6.0,4.208333333333333,22.0,0.0,0.0
2022-03-07,7525854.0,86400.0,100.0,24.0,17.0,11.125,53.0,0.0,0.0
2022-03-09,7525853.0,3600.0,4.166666666666667,7.0,7.0,5.0,24.0,0.0,0.0
2022-03-09,7525854.0,3600.0,4.166666666666667,24.0,18.0,17.0,64.0,0.0,0.0
2022-03-10,7525853.0,82800.0,95.83333333333333,8.0,7.0,4.565217391304348,23.0,0.0,0.0
2022-03-10,7525854.0,82800.0,95.83333333333333,24.0,17.0,11.652173913043478,59.0,0.0,0.0
2022-03-11,7525853.0,86400.0,100.0,9.0,7.0,4.791666666666667,23.0,0.0,0.0
2022-03-11,7525854.0,86400.0,100.0,24.0,17.041666666666668,11.708333333333334,75.0,0.0,0.0
2022-03-12,7525853.0,68400.0,79.16666666666667,7.0,6.0,4.105263157894737,21.0,0.0,0.0
2022-03-12,7525854.0,68400.0,79.16666666666667,23.0,17.157894736842106,10.789473684210526,50.0,0.0,0.0
2022-03-13,7525853.0,75600.0,87.5,7.0,6.0,4.142857142857143,22.0,0.0,0.0
2022-03-13,7525854.0,75600.0,87.5,24.0,16.952380952380953,10.857142857142858,75.0,0.0,0.0
2022-03-14,7525853.0,86400.0,100.0,8.0,6.0,4.25,29.0,0.0,0.0
2022-03-14,7525854.0,86400.0,100.0,26.0,17.708333333333332,12.083333333333334,68.0,0.041666666666666664,0.0
2022-03-15,7525853.0,86400.0,100.0,8.0,6.0,4.333333333333333,22.0,0.0,0.0
2022-03-15,7525854.0,86400.0,100.0,24.0,17.375,10.583333333333334,66.0,0.0,0.0
