begintime,ne_name,sk_object,vendor,ne_type,aggregation,integrity,L.Thrp.bits.UL,L.Thrp.Time.Cell.UL.HighPrecision
2022-02-04,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=6, Cell Name=4G_DUNDASTREET-6, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,26426146736.0,10394187.0
2022-02-03,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=6, Cell Name=4G_DUNDASTREET-6, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,28250744240.0,11763822.0
2022-02-05,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=6, Cell Name=4G_DUNDASTREET-6, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,108604655256.0,17305808.0
2022-02-06,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=6, Cell Name=4G_DUNDASTREET-6, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,33742450368.0,11932031.0
2022-02-10,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=6, Cell Name=4G_DUNDASTREET-6, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,42215885888.0,12602011.0
2022-02-08,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=6, Cell Name=4G_DUNDASTREET-6, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,34669069496.0,11683729.0
2022-02-11,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=6, Cell Name=4G_DUNDASTREET-6, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,37696195792.0,11223797.0
2022-02-12,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=6, Cell Name=4G_DUNDASTREET-6, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,34491374200.0,13305215.0
2022-02-17,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=6, Cell Name=4G_DUNDASTREET-6, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,87.5,35570129008.0,10927272.0
2022-02-13,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=6, Cell Name=4G_DUNDASTREET-6, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,35003279864.0,12308349.0
2022-02-18,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=6, Cell Name=4G_DUNDASTREET-6, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,31405209040.0,14510575.0
2022-02-19,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=6, Cell Name=4G_DUNDASTREET-6, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,37376791472.0,14239469.0
2022-02-20,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=6, Cell Name=4G_DUNDASTREET-6, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,49522403296.0,16670746.0
2022-03-01,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=6, Cell Name=4G_DUNDASTREET-6, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,48222319848.0,12365803.0
2022-03-03,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=6, Cell Name=4G_DUNDASTREET-6, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,55983710192.0,15980561.0
2022-03-02,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=6, Cell Name=4G_DUNDASTREET-6, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,87130140600.0,13785931.0
2022-03-06,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=6, Cell Name=4G_DUNDASTREET-6, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,91.66666666666667,20221627384.0,8273687.0
2022-03-07,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=6, Cell Name=4G_DUNDASTREET-6, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,30209387944.0,10202124.0
2022-03-09,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=6, Cell Name=4G_DUNDASTREET-6, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,4.166666666666667,7276544464.0,700118.0
2022-03-10,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=6, Cell Name=4G_DUNDASTREET-6, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,95.83333333333333,21638065240.0,9607883.0
2022-03-11,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=6, Cell Name=4G_DUNDASTREET-6, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,26193342480.0,9881556.0
2022-03-12,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=6, Cell Name=4G_DUNDASTREET-6, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,79.16666666666667,16045078816.0,6708052.0
2022-03-14,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=6, Cell Name=4G_DUNDASTREET-6, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,18881994664.0,8393320.0
2022-03-13,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=6, Cell Name=4G_DUNDASTREET-6, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,87.5,18177603040.0,8284335.0
2022-03-15,"4G_DUNDASTREET/Cell:eNodeB Function Name=4G_DUNDASTREET, Local Cell ID=6, Cell Name=4G_DUNDASTREET-6, eNodeB ID=5020, Cell FDD TDD indication=CELL_FDD",808679.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,26190229768.0,11026627.0
2022-02-02,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET, Local Cell ID=8, Cell Name=4G_KENNEDYSTREET-8, eNodeB ID=5027, Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,95.83333333333333,40851804128.0,15594140.0
2022-02-04,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET, Local Cell ID=8, Cell Name=4G_KENNEDYSTREET-8, eNodeB ID=5027, Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,49857630368.0,16679594.0
2022-02-03,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET, Local Cell ID=8, Cell Name=4G_KENNEDYSTREET-8, eNodeB ID=5027, Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,41555874416.0,16409317.0
2022-02-05,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET, Local Cell ID=8, Cell Name=4G_KENNEDYSTREET-8, eNodeB ID=5027, Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,48149133512.0,15758594.0
2022-02-06,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET, Local Cell ID=8, Cell Name=4G_KENNEDYSTREET-8, eNodeB ID=5027, Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,48489099576.0,15789976.0
2022-02-12,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET, Local Cell ID=8, Cell Name=4G_KENNEDYSTREET-8, eNodeB ID=5027, Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,70.83333333333333,0.0,0.0
2022-02-17,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET, Local Cell ID=8, Cell Name=4G_KENNEDYSTREET-8, eNodeB ID=5027, Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,87.5,105930761992.0,21327442.0
2022-02-13,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET, Local Cell ID=8, Cell Name=4G_KENNEDYSTREET-8, eNodeB ID=5027, Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,0.0,0.0
2022-02-18,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET, Local Cell ID=8, Cell Name=4G_KENNEDYSTREET-8, eNodeB ID=5027, Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,92060959688.0,23255661.0
2022-02-19,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET, Local Cell ID=8, Cell Name=4G_KENNEDYSTREET-8, eNodeB ID=5027, Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,85742548464.0,20745836.0
2022-02-20,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET, Local Cell ID=8, Cell Name=4G_KENNEDYSTREET-8, eNodeB ID=5027, Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,77698392016.0,22685323.0
2022-03-01,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET, Local Cell ID=8, Cell Name=4G_KENNEDYSTREET-8, eNodeB ID=5027, Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,161212925640.0,28845583.0
2022-03-03,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET, Local Cell ID=8, Cell Name=4G_KENNEDYSTREET-8, eNodeB ID=5027, Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,141032372832.0,31121020.0
2022-03-02,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET, Local Cell ID=8, Cell Name=4G_KENNEDYSTREET-8, eNodeB ID=5027, Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,124409254384.0,25733160.0
2022-03-06,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET, Local Cell ID=8, Cell Name=4G_KENNEDYSTREET-8, eNodeB ID=5027, Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,91.66666666666667,63798760728.0,19829795.0
2022-03-07,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET, Local Cell ID=8, Cell Name=4G_KENNEDYSTREET-8, eNodeB ID=5027, Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,105883707408.0,25972168.0
2022-03-09,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET, Local Cell ID=8, Cell Name=4G_KENNEDYSTREET-8, eNodeB ID=5027, Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,4.166666666666667,3670130376.0,1220290.0
2022-03-10,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET, Local Cell ID=8, Cell Name=4G_KENNEDYSTREET-8, eNodeB ID=5027, Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,95.83333333333333,110284938736.0,22850797.0
2022-03-11,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET, Local Cell ID=8, Cell Name=4G_KENNEDYSTREET-8, eNodeB ID=5027, Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,112409834000.0,24102828.0
2022-03-12,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET, Local Cell ID=8, Cell Name=4G_KENNEDYSTREET-8, eNodeB ID=5027, Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,79.16666666666667,45484805832.0,15334094.0
2022-03-14,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET, Local Cell ID=8, Cell Name=4G_KENNEDYSTREET-8, eNodeB ID=5027, Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,112475271424.0,21288366.0
2022-03-13,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET, Local Cell ID=8, Cell Name=4G_KENNEDYSTREET-8, eNodeB ID=5027, Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,87.5,60401017472.0,18374956.0
2022-03-15,"4G_KENNEDYSTREET/Cell:eNodeB Function Name=4G_KENNEDYSTREET, Local Cell ID=8, Cell Name=4G_KENNEDYSTREET-8, eNodeB ID=5027, Cell FDD TDD indication=CELL_FDD",808680.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,83028673544.0,19181150.0
2022-02-02,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,95.83333333333333,139589935352.0,39611159.0
2022-02-04,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,148669507616.0,45374402.0
2022-02-03,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,138243352056.0,41933453.0
2022-02-05,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,140534049928.0,46729895.0
2022-02-06,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,104493119824.0,36513599.0
2022-02-10,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,131113649240.0,47917621.0
2022-02-08,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,143431742728.0,44295465.0
2022-02-11,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,145429116472.0,49423385.0
2022-02-12,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,146054208288.0,45635167.0
2022-02-17,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,87.5,147965761856.0,44045602.0
2022-02-13,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,121473502048.0,40840577.0
2022-02-18,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,150985712280.0,48447614.0
2022-02-19,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,187974110432.0,50789053.0
2022-02-20,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,145498029504.0,48271912.0
2022-03-01,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,120751524392.0,42960191.0
2022-03-03,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,152572160760.0,47945354.0
2022-03-02,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,128174900224.0,43527215.0
2022-03-06,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,91.66666666666667,135332723416.0,37550154.0
2022-03-07,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,157763830936.0,48956535.0
2022-03-09,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,4.166666666666667,5452822072.0,1643576.0
2022-03-10,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,95.83333333333333,143035900232.0,48037462.0
2022-03-11,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,181209166520.0,48489747.0
2022-03-12,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,79.16666666666667,150453540248.0,41593741.0
2022-03-14,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,172901475928.0,48995748.0
2022-03-13,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,87.5,144039081800.0,39528507.0
2022-03-15,"4G_DAMAROAD/Cell:eNodeB Function Name=4G_DAMAROAD, Local Cell ID=1, Cell Name=4G_DAMAROAD-1, eNodeB ID=5043, Cell FDD TDD indication=CELL_FDD",808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,176180704336.0,46877500.0
2022-02-02,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK, Local Cell ID=2, Cell Name=4G_ROCKELBANK-2, eNodeB ID=5038, Cell FDD TDD indication=CELL_FDD",808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,95.83333333333333,75205069976.0,17022196.0
2022-02-04,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK, Local Cell ID=2, Cell Name=4G_ROCKELBANK-2, eNodeB ID=5038, Cell FDD TDD indication=CELL_FDD",808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,50616826168.0,14282060.0
2022-02-03,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK, Local Cell ID=2, Cell Name=4G_ROCKELBANK-2, eNodeB ID=5038, Cell FDD TDD indication=CELL_FDD",808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,67018587984.0,16827261.0
2022-02-05,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK, Local Cell ID=2, Cell Name=4G_ROCKELBANK-2, eNodeB ID=5038, Cell FDD TDD indication=CELL_FDD",808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,46953803352.0,11913721.0
2022-02-06,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK, Local Cell ID=2, Cell Name=4G_ROCKELBANK-2, eNodeB ID=5038, Cell FDD TDD indication=CELL_FDD",808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,43517267000.0,8828641.0
2022-02-10,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK, Local Cell ID=2, Cell Name=4G_ROCKELBANK-2, eNodeB ID=5038, Cell FDD TDD indication=CELL_FDD",808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,134301329312.0,21543676.0
2022-02-08,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK, Local Cell ID=2, Cell Name=4G_ROCKELBANK-2, eNodeB ID=5038, Cell FDD TDD indication=CELL_FDD",808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,56991435768.0,14340920.0
2022-02-11,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK, Local Cell ID=2, Cell Name=4G_ROCKELBANK-2, eNodeB ID=5038, Cell FDD TDD indication=CELL_FDD",808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,84009618400.0,20250434.0
2022-02-12,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK, Local Cell ID=2, Cell Name=4G_ROCKELBANK-2, eNodeB ID=5038, Cell FDD TDD indication=CELL_FDD",808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,73112216504.0,16935941.0
2022-02-17,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK, Local Cell ID=2, Cell Name=4G_ROCKELBANK-2, eNodeB ID=5038, Cell FDD TDD indication=CELL_FDD",808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,87.5,73613020824.0,17383672.0
2022-02-13,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK, Local Cell ID=2, Cell Name=4G_ROCKELBANK-2, eNodeB ID=5038, Cell FDD TDD indication=CELL_FDD",808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,40055962736.0,9819416.0
2022-02-18,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK, Local Cell ID=2, Cell Name=4G_ROCKELBANK-2, eNodeB ID=5038, Cell FDD TDD indication=CELL_FDD",808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,52931980160.0,15100646.0
2022-02-19,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK, Local Cell ID=2, Cell Name=4G_ROCKELBANK-2, eNodeB ID=5038, Cell FDD TDD indication=CELL_FDD",808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,default,100.0,58520925064.0,16869296.0
