begintime,ne_name,ne_type,vendor,integrity,4G Traffic ,sum_L.Thrp.bits.DL,sum_PDCP_SDU_VOL_DL,id
2022-02-02,"4G_KISSYROAD/Cell:eNodeB Function Name=4G_KISSYROAD, Local Cell ID=2, Cell Name=4G_KISSYROAD-2, eNodeB ID=5011, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,100138.597,801108775296.0,0,204
2022-02-02,"4G_KISSYROAD/Cell:eNodeB Function Name=4G_KISSYROAD, Local Cell ID=3, Cell Name=4G_KISSYROAD-3, eNodeB ID=5011, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,110584.716,884677727160.0,0,205
2022-02-02,"4G_KISSYROAD/Cell:eNodeB Function Name=4G_KISSYROAD, Local Cell ID=6, Cell Name=4G_KISSYROAD-6, eNodeB ID=5011, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,129138.463,1033107707520.0,0,206
2022-02-02,"4G_KISSYROAD/Cell:eNodeB Function Name=4G_KISSYROAD, Local Cell ID=7, Cell Name=4G_KISSYROAD-7, eNodeB ID=5011, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,49653.182,397225455088.0,0,207
2022-02-02,"4G_KISSYROAD/Cell:eNodeB Function Name=4G_KISSYROAD, Local Cell ID=8, Cell Name=4G_KISSYROAD-8, eNodeB ID=5011, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,91839.738,734717904368.0,0,208
2022-02-02,"4G_KISSYSHELL_II/Cell:eNodeB Function Name=4G_KISSYSHELL_II, Local Cell ID=1, Cell Name=4G_KISSYSHELL_II-1, eNodeB ID=5037, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,150095.6,1200764803480.0,0,209
2022-02-02,"4G_KISSYSHELL_II/Cell:eNodeB Function Name=4G_KISSYSHELL_II, Local Cell ID=2, Cell Name=4G_KISSYSHELL_II-2, eNodeB ID=5037, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,68357.463,546859707704.0,0,210
2022-02-02,"4G_KISSYSHELL_II/Cell:eNodeB Function Name=4G_KISSYSHELL_II, Local Cell ID=3, Cell Name=4G_KISSYSHELL_II-3, eNodeB ID=5037, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,125866.068,1006928541016.0,0,211
2022-02-02,"4G_KISSYSHELL_II/Cell:eNodeB Function Name=4G_KISSYSHELL_II, Local Cell ID=6, Cell Name=4G_KISSYSHELL_II-6, eNodeB ID=5037, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,45145.526,361164209904.0,0,212
2022-02-02,"4G_KISSYSHELL_II/Cell:eNodeB Function Name=4G_KISSYSHELL_II, Local Cell ID=7, Cell Name=4G_KISSYSHELL_II-7, eNodeB ID=5037, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,41822.692,334581534128.0,0,213
2022-02-02,"4G_KISSYSHELL_II/Cell:eNodeB Function Name=4G_KISSYSHELL_II, Local Cell ID=8, Cell Name=4G_KISSYSHELL_II-8, eNodeB ID=5037, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,66415.872,531326977176.0,0,214
2022-02-02,"4G_KOSSOHTOWN_II/Cell:eNodeB Function Name=4G_KOSSOHTOWN_II, Local Cell ID=1, Cell Name=4G_KOSSOHTOWN_II-1, eNodeB ID=5031, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,118821.843,950574741088.0,0,215
2022-02-02,"4G_KOSSOHTOWN_II/Cell:eNodeB Function Name=4G_KOSSOHTOWN_II, Local Cell ID=2, Cell Name=4G_KOSSOHTOWN_II-2, eNodeB ID=5031, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,102157.215,817257716200.0,0,216
2022-02-02,"4G_KOSSOHTOWN_II/Cell:eNodeB Function Name=4G_KOSSOHTOWN_II, Local Cell ID=3, Cell Name=4G_KOSSOHTOWN_II-3, eNodeB ID=5031, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,117706.414,941651312832.0,0,217
2022-02-02,"4G_KOSSOHTOWN_II/Cell:eNodeB Function Name=4G_KOSSOHTOWN_II, Local Cell ID=6, Cell Name=4G_KOSSOHTOWN_II-6, eNodeB ID=5031, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,70373.601,562988809080.0,0,218
2022-02-02,"4G_KOSSOHTOWN_II/Cell:eNodeB Function Name=4G_KOSSOHTOWN_II, Local Cell ID=7, Cell Name=4G_KOSSOHTOWN_II-7, eNodeB ID=5031, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,37788.729,302309834120.0,0,219
2022-02-02,"4G_KOSSOHTOWN_II/Cell:eNodeB Function Name=4G_KOSSOHTOWN_II, Local Cell ID=8, Cell Name=4G_KOSSOHTOWN_II-8, eNodeB ID=5031, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,48328.958,386631664256.0,0,220
2022-02-02,"4G_KROOTOWNROAD/Cell:eNodeB Function Name=4G_KROOTOWNROAD, Local Cell ID=1, Cell Name=4G_KROOTOWNROAD-1, eNodeB ID=5070, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,46140.277,369122219960.0,0,221
2022-02-02,"4G_KROOTOWNROAD/Cell:eNodeB Function Name=4G_KROOTOWNROAD, Local Cell ID=2, Cell Name=4G_KROOTOWNROAD-2, eNodeB ID=5070, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,50268.108,402144862672.0,0,222
2022-02-02,"4G_KROOTOWNROAD/Cell:eNodeB Function Name=4G_KROOTOWNROAD, Local Cell ID=6, Cell Name=4G_KROOTOWNROAD-6, eNodeB ID=5070, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,130310.528,1042484226008.0,0,223
2022-02-02,"4G_KROOTOWNROAD/Cell:eNodeB Function Name=4G_KROOTOWNROAD, Local Cell ID=7, Cell Name=4G_KROOTOWNROAD-7, eNodeB ID=5070, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,38644.159,309153271592.0,0,224
2022-02-02,"4G_LAKKA_II/Cell:eNodeB Function Name=4G_LAKKA_II, Local Cell ID=1, Cell Name=4G_LAKKA_II-1, eNodeB ID=5103, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,22442.427,179539412760.0,0,225
2022-02-02,"4G_LAKKA_II/Cell:eNodeB Function Name=4G_LAKKA_II, Local Cell ID=2, Cell Name=4G_LAKKA_II-2, eNodeB ID=5103, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,91644.311,733154489968.0,0,226
2022-02-02,"4G_LAKKA_II/Cell:eNodeB Function Name=4G_LAKKA_II, Local Cell ID=3, Cell Name=4G_LAKKA_II-3, eNodeB ID=5103, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,152904.002,1223232015416.0,0,227
2022-02-02,"4G_LESTERPEAK_II/Cell:eNodeB Function Name=4G_LESTERPEAK_II, Local Cell ID=0, Cell Name=4G_LESTERPEAK_II-1, eNodeB ID=5000, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,39606.489,316851913368.0,0,228
2022-02-02,"4G_LESTERPEAK_II/Cell:eNodeB Function Name=4G_LESTERPEAK_II, Local Cell ID=1, Cell Name=4G_LESTERPEAK_II-2, eNodeB ID=5000, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,48972.579,391780633808.0,0,229
2022-02-02,"4G_LESTERPEAK_II/Cell:eNodeB Function Name=4G_LESTERPEAK_II, Local Cell ID=2, Cell Name=4G_LESTERPEAK_II-3, eNodeB ID=5000, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,86069.416,688555327944.0,0,230
2022-02-02,"4G_LESTERPEAK_II/Cell:eNodeB Function Name=4G_LESTERPEAK_II, Local Cell ID=6, Cell Name=4G_LESTERPEAK_II-6, eNodeB ID=5000, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,60871.717,486973735552.0,0,231
2022-02-02,"4G_LESTERPEAK_II/Cell:eNodeB Function Name=4G_LESTERPEAK_II, Local Cell ID=7, Cell Name=4G_LESTERPEAK_II-7, eNodeB ID=5000, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,45693.082,365544652240.0,0,232
2022-02-02,"4G_LESTERPEAK_II/Cell:eNodeB Function Name=4G_LESTERPEAK_II, Local Cell ID=8, Cell Name=4G_LESTERPEAK_II-8, eNodeB ID=5000, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,155272.095,1242176762072.0,0,233
2022-02-02,"4G_LOKKOHTOWN/Cell:eNodeB Function Name=4G_LOKKOHTOWN, Local Cell ID=1, Cell Name=4G_LOKKOHTOWN-1, eNodeB ID=5022, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,94922.565,759380520024.0,0,234
2022-02-02,"4G_LOKKOHTOWN/Cell:eNodeB Function Name=4G_LOKKOHTOWN, Local Cell ID=2, Cell Name=4G_LOKKOHTOWN-2, eNodeB ID=5022, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,120149.194,961193550632.0,0,235
2022-02-02,"4G_LOKKOHTOWN/Cell:eNodeB Function Name=4G_LOKKOHTOWN, Local Cell ID=3, Cell Name=4G_LOKKOHTOWN-3, eNodeB ID=5022, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,100733.735,805869876056.0,0,236
2022-02-02,"4G_LOKKOHTOWN/Cell:eNodeB Function Name=4G_LOKKOHTOWN, Local Cell ID=6, Cell Name=4G_LOKKOHTOWN-6, eNodeB ID=5022, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,47287.462,378299692096.0,0,237
2022-02-02,"4G_LOKKOHTOWN/Cell:eNodeB Function Name=4G_LOKKOHTOWN, Local Cell ID=7, Cell Name=4G_LOKKOHTOWN-7, eNodeB ID=5022, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,108667.544,869340348176.0,0,238
2022-02-02,"4G_LOKKOHTOWN/Cell:eNodeB Function Name=4G_LOKKOHTOWN, Local Cell ID=8, Cell Name=4G_LOKKOHTOWN-8, eNodeB ID=5022, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,79226.046,633808366232.0,0,239
2022-02-02,"4G_LUNGIAIRPORT/Cell:eNodeB Function Name=4G_LUNGIAIRPORT, Local Cell ID=1, Cell Name=4G_LUNGIAIRPORT-1, eNodeB ID=5015, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,54427.702,435421614904.0,0,240
2022-02-02,"4G_LUNGIAIRPORT/Cell:eNodeB Function Name=4G_LUNGIAIRPORT, Local Cell ID=2, Cell Name=4G_LUNGIAIRPORT-2, eNodeB ID=5015, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,99307.871,794462964368.0,0,241
2022-02-02,"4G_LUNGIAIRPORT/Cell:eNodeB Function Name=4G_LUNGIAIRPORT, Local Cell ID=3, Cell Name=4G_LUNGIAIRPORT-3, eNodeB ID=5015, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,33176.465,265411720624.0,0,242
2022-02-02,"4G_LUNGIAIRPORT/Cell:eNodeB Function Name=4G_LUNGIAIRPORT, Local Cell ID=6, Cell Name=4G_LUNGIAIRPORT-6, eNodeB ID=5015, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,40336.887,322695094048.0,0,243
2022-02-02,"4G_LUNGIAIRPORT/Cell:eNodeB Function Name=4G_LUNGIAIRPORT, Local Cell ID=7, Cell Name=4G_LUNGIAIRPORT-7, eNodeB ID=5015, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,42951.643,343613143688.0,0,244
2022-02-02,"4G_LUNGIROTIFUNK/Cell:eNodeB Function Name=4G_LUNGIROTIFUNK, Local Cell ID=1, Cell Name=4G_LUNGIROTIFUNK-1, eNodeB ID=5115, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,91412.649,731301191296.0,0,245
2022-02-02,"4G_LUNGIROTIFUNK/Cell:eNodeB Function Name=4G_LUNGIROTIFUNK, Local Cell ID=2, Cell Name=4G_LUNGIROTIFUNK-2, eNodeB ID=5115, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,56618.179,452945434880.0,0,246
2022-02-02,"4G_LUNGIROTIFUNK/Cell:eNodeB Function Name=4G_LUNGIROTIFUNK, Local Cell ID=3, Cell Name=4G_LUNGIROTIFUNK-3, eNodeB ID=5115, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,93736.697,749893573904.0,0,247
2022-02-02,"4G_LUNGITOWN/Cell:eNodeB Function Name=4G_LUNGITOWN, Local Cell ID=1, Cell Name=4G_LUNGITOWN-1, eNodeB ID=5116, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,14335.64,114685118792.0,0,248
2022-02-02,"4G_LUNGITOWN/Cell:eNodeB Function Name=4G_LUNGITOWN, Local Cell ID=2, Cell Name=4G_LUNGITOWN-2, eNodeB ID=5116, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,27537.049,220296395960.0,0,249
2022-02-02,"4G_LUNGITOWN/Cell:eNodeB Function Name=4G_LUNGITOWN, Local Cell ID=3, Cell Name=4G_LUNGITOWN-3, eNodeB ID=5116, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,33848.172,270785374032.0,0,250
2022-02-02,"4G_LUNSAR_II/Cell:eNodeB Function Name=4G_LUNSAR_II, Local Cell ID=1, Cell Name=4G_LUNSAR_II-1, eNodeB ID=5047, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,37561.687,300493497248.0,0,251
2022-02-02,"4G_LUNSAR_II/Cell:eNodeB Function Name=4G_LUNSAR_II, Local Cell ID=2, Cell Name=4G_LUNSAR_II-2, eNodeB ID=5047, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,18740.59,149924717248.0,0,252
2022-02-02,"4G_LUNSAR_II/Cell:eNodeB Function Name=4G_LUNSAR_II, Local Cell ID=3, Cell Name=4G_LUNSAR_II-3, eNodeB ID=5047, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,55257.198,442057586664.0,0,253
2022-02-02,"4G_MAGBURAKA_II/Cell:eNodeB Function Name=4G_MAGBURAKA_II, Local Cell ID=1, Cell Name=4G_MAGBURAKA_II-1, eNodeB ID=5051, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,113781.339,910250708184.0,0,254
2022-02-02,"4G_MAKENISOS_RELIEF/Cell:eNodeB Function Name=4G_MAKENISOS_RELIEF, Local Cell ID=1, Cell Name=4G_MAKENISOS_RELIEF-1, eNodeB ID=5131, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,58.33,7428.691,59429530984.0,0,255
2022-02-02,"4G_MAKENISOS_RELIEF/Cell:eNodeB Function Name=4G_MAKENISOS_RELIEF, Local Cell ID=2, Cell Name=4G_MAKENISOS_RELIEF-2, eNodeB ID=5131, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,58.33,3522.322,28178573072.0,0,256
2022-02-02,"4G_MAKENISOS_RELIEF/Cell:eNodeB Function Name=4G_MAKENISOS_RELIEF, Local Cell ID=3, Cell Name=4G_MAKENISOS_RELIEF-3, eNodeB ID=5131, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,58.33,8075.523,64604185608.0,0,257
2022-02-02,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II, Local Cell ID=1, Cell Name=4G_MALAMA_II-1, eNodeB ID=5060, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,110568.263,884546103264.0,0,258
2022-02-02,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II, Local Cell ID=2, Cell Name=4G_MALAMA_II-2, eNodeB ID=5060, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,60859.893,486879145016.0,0,259
2022-02-02,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II, Local Cell ID=3, Cell Name=4G_MALAMA_II-3, eNodeB ID=5060, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,60218.788,481750306944.0,0,260
2022-02-02,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II, Local Cell ID=6, Cell Name=4G_MALAMA_II-6, eNodeB ID=5060, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,45055.004,360440031904.0,0,261
2022-02-02,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II, Local Cell ID=7, Cell Name=4G_MALAMA_II-7, eNodeB ID=5060, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,71572.837,572582695456.0,0,262
2022-02-02,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II, Local Cell ID=8, Cell Name=4G_MALAMA_II-8, eNodeB ID=5060, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,49954.128,399633025672.0,0,263
2022-02-02,"4G_MAMBO/Cell:eNodeB Function Name=4G_MAMBO, Local Cell ID=1, Cell Name=4G_MAMBO-1, eNodeB ID=5073, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,60897.255,487178038304.0,0,264
2022-02-02,"4G_MAMBO/Cell:eNodeB Function Name=4G_MAMBO, Local Cell ID=2, Cell Name=4G_MAMBO-2, eNodeB ID=5073, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,105023.058,840184461072.0,0,265
2022-02-02,"4G_MAMBO/Cell:eNodeB Function Name=4G_MAMBO, Local Cell ID=3, Cell Name=4G_MAMBO-3, eNodeB ID=5073, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,101035.534,808284273248.0,0,266
2022-02-02,"4G_MARAMPA/Cell:eNodeB Function Name=4G_MARAMPA, Local Cell ID=1, Cell Name=4G_MARAMPA-1, eNodeB ID=5107, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,1459.074,11672591856.0,0,267
2022-02-02,"4G_MARAMPA/Cell:eNodeB Function Name=4G_MARAMPA, Local Cell ID=2, Cell Name=4G_MARAMPA-2, eNodeB ID=5107, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,53303.454,426427632616.0,0,268
2022-02-02,"4G_MARAMPA/Cell:eNodeB Function Name=4G_MARAMPA, Local Cell ID=3, Cell Name=4G_MARAMPA-3, eNodeB ID=5107, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,15071.378,120571023208.0,0,269
2022-02-02,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II, Local Cell ID=1, Cell Name=4G_MARJAYTOWN_II-1, eNodeB ID=5065, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,103313.97,826511757056.0,0,270
2022-02-02,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II, Local Cell ID=2, Cell Name=4G_MARJAYTOWN_II-2, eNodeB ID=5065, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,119846.869,958774950824.0,0,271
2022-02-02,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II, Local Cell ID=3, Cell Name=4G_MARJAYTOWN_II-3, eNodeB ID=5065, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,27938.069,223504554552.0,0,272
2022-02-02,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II, Local Cell ID=6, Cell Name=4G_MARJAYTOWN_II-6, eNodeB ID=5065, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,93486.091,747888730280.0,0,273
2022-02-02,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II, Local Cell ID=7, Cell Name=4G_MARJAYTOWN_II-7, eNodeB ID=5065, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,57752.034,462016273096.0,0,274
2022-02-02,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II, Local Cell ID=8, Cell Name=4G_MARJAYTOWN_II-8, eNodeB ID=5065, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,60941.411,487531284272.0,0,275
2022-02-02,"4G_MMCE/Cell:eNodeB Function Name=4G_MMCE, Local Cell ID=1, Cell Name=4G_MMCE-1, eNodeB ID=5009, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,70220.218,561761745848.0,0,276
2022-02-02,"4G_MMCE/Cell:eNodeB Function Name=4G_MMCE, Local Cell ID=2, Cell Name=4G_MMCE-2, eNodeB ID=5009, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,101496.299,811970392088.0,0,277
2022-02-02,"4G_MMCE/Cell:eNodeB Function Name=4G_MMCE, Local Cell ID=6, Cell Name=4G_MMCE-6, eNodeB ID=5009, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,64449.555,515596441352.0,0,278
2022-02-02,"4G_MMCE/Cell:eNodeB Function Name=4G_MMCE, Local Cell ID=7, Cell Name=4G_MMCE-7, eNodeB ID=5009, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,110140.809,881126471064.0,0,279
2022-02-02,"4G_MOBIMBI/Cell:eNodeB Function Name=4G_MOBIMBI, Local Cell ID=1, Cell Name=4G_MOBIMBI-1, eNodeB ID=5099, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,15119.407,120955259152.0,0,280
2022-02-02,"4G_MOBIMBI/Cell:eNodeB Function Name=4G_MOBIMBI, Local Cell ID=2, Cell Name=4G_MOBIMBI-2, eNodeB ID=5099, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,20020.516,160164127176.0,0,281
2022-02-02,"4G_MOBIMBI/Cell:eNodeB Function Name=4G_MOBIMBI, Local Cell ID=3, Cell Name=4G_MOBIMBI-3, eNodeB ID=5099, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,11874.124,94992988808.0,0,282
2022-02-02,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=1, Cell Name=4G_MOKABA-1, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,3321.429,26571434208.0,0,283
2022-02-02,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=2, Cell Name=4G_MOKABA-2, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,23400.446,187203571856.0,0,284
2022-02-02,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA, Local Cell ID=3, Cell Name=4G_MOKABA-3, eNodeB ID=5100, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,2905.07,23240558816.0,0,285
2022-02-02,"4G_MURRAYTOWNBARRACKS/Cell:eNodeB Function Name=4G_MURRAYTOWNBARRACKS, Local Cell ID=1, Cell Name=4G_MURRAYTOWNBARRACKS-1, eNodeB ID=5012, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,59490.839,475926715608.0,0,286
2022-02-02,"4G_MURRAYTOWNBARRACKS/Cell:eNodeB Function Name=4G_MURRAYTOWNBARRACKS, Local Cell ID=2, Cell Name=4G_MURRAYTOWNBARRACKS-2, eNodeB ID=5012, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,19884.206,159073649656.0,0,287
2022-02-02,"4G_MURRAYTOWNBARRACKS/Cell:eNodeB Function Name=4G_MURRAYTOWNBARRACKS, Local Cell ID=3, Cell Name=4G_MURRAYTOWNBARRACKS-3, eNodeB ID=5012, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,36963.804,295710429296.0,0,288
2022-02-02,"4G_MURRAYTOWNBARRACKS/Cell:eNodeB Function Name=4G_MURRAYTOWNBARRACKS, Local Cell ID=6, Cell Name=4G_MURRAYTOWNBARRACKS-6, eNodeB ID=5012, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,34196.743,273573944144.0,0,289
2022-02-02,"4G_MURRAYTOWNBARRACKS/Cell:eNodeB Function Name=4G_MURRAYTOWNBARRACKS, Local Cell ID=7, Cell Name=4G_MURRAYTOWNBARRACKS-7, eNodeB ID=5012, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,120796.031,966368244120.0,0,290
2022-02-02,"4G_MURRAYTOWNBARRACKS/Cell:eNodeB Function Name=4G_MURRAYTOWNBARRACKS, Local Cell ID=8, Cell Name=4G_MURRAYTOWNBARRACKS-8, eNodeB ID=5012, Cell FDD TDD indication=CELL_FDD",eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,40659.209,325273669168.0,0,291
