begintime,sk_object,duration,integrity,M51326C0,M51326C1,M51326C2,M51326C3
2022-03-12,315.0,10.0,0.6944444444444444,49932.0,3400268.0,33152.0,2614720.0
2022-03-17,321.0,6.0,0.4166666666666667,7802.0,482076.0,5910.0,519584.0
2022-03-19,86697.0,4.0,0.2777777777777778,13843.0,983812.0,8059.0,481184.0
2022-03-18,317.0,60.0,4.166666666666667,126895.0,9145228.0,65834.0,1881652.0
2022-03-17,318.0,5.0,0.3472222222222222,21254.0,1356440.0,16078.0,1387392.0
2022-03-11,315.0,13.0,0.9027777777777778,186178.0,13372416.0,144082.0,9500780.0
2022-03-17,320.0,6.0,0.4166666666666667,5940.0,420028.0,3159.0,130128.0
2022-03-17,322.0,7.0,0.4861111111111111,18286.0,1125124.0,14883.0,1334940.0
2022-03-17,319.0,6.0,0.4166666666666667,6953.0,478656.0,4120.0,239956.0
2022-03-17,317.0,6.0,0.4166666666666667,3328.0,212024.0,2230.0,159788.0
2022-03-15,315.0,2.0,0.1388888888888889,0.0,0.0,0.0,0.0
2022-03-17,316.0,6.0,0.4166666666666667,27431.0,1748708.0,21597.0,1910140.0
2022-03-12,321.0,5.0,0.3472222222222222,24218.0,1753268.0,17907.0,1870092.0
2022-03-19,315.0,16.0,1.1111111111111112,99688.0,6996612.0,63322.0,4529108.0
