begintime,sk_object,duration,integrity,M51328C0,M51328C1,M51328C2,M51328C7,M51328C8,M51328C11,M51328C12,M51328C13,M51328C9,M51328C5
2022-03-18,32.0,1440.0,100.0,1139.0,3647625.0,0.0,0.0,0.0,801.0,0.0,338.0,,
2022-03-17,21.0,1440.0,100.0,0.0,3716647.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-15,22.0,1440.0,100.0,0.0,1741044.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-18,26.0,1440.0,100.0,1055.0,3688157.0,0.0,0.0,0.0,0.0,0.0,1055.0,,
2022-03-19,24.0,1380.0,95.83333333333333,88.0,1630481.0,0.0,0.0,0.0,0.0,0.0,88.0,,
2022-03-19,18.0,1311.0,91.04166666666667,0.0,1515631.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-16,30.0,1440.0,100.0,0.0,1608196.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-18,17.0,1440.0,100.0,0.0,3870915.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-12,17.0,1440.0,100.0,4.0,3855947.0,0.0,0.0,0.0,4.0,0.0,0.0,,
2022-03-12,30.0,1440.0,100.0,0.0,1604118.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-14,23.0,1440.0,100.0,0.0,3726202.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11,26.0,1440.0,100.0,33.0,3721180.0,0.0,0.0,0.0,0.0,0.0,33.0,,
2022-03-11,24.0,1440.0,100.0,27.0,1658918.0,0.0,0.0,0.0,0.0,0.0,27.0,,
2022-03-11,30.0,1440.0,100.0,0.0,1606038.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-17,32.0,1380.0,95.83333333333333,190.0,3521266.0,0.0,0.0,0.0,0.0,0.0,190.0,,
2022-03-16,17.0,1440.0,100.0,0.0,3855899.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-19,28.0,1310.0,90.97222222222223,1.0,3400352.0,0.0,0.0,0.0,1.0,0.0,0.0,,
2022-03-11,17.0,1440.0,100.0,0.0,3841842.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-15,34.0,1440.0,100.0,0.0,1700080.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-13,26.0,1440.0,100.0,0.0,3738901.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-12,22.0,1440.0,100.0,0.0,1755170.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-12,26.0,1440.0,100.0,949.0,3647878.0,0.0,0.0,0.0,0.0,0.0,949.0,,
2022-03-12,18.0,1440.0,100.0,0.0,1633263.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-18,19.0,1440.0,100.0,0.0,3744891.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-14,25.0,1440.0,100.0,0.0,3831236.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-11,33.0,1440.0,100.0,30.0,3751033.0,0.0,0.0,0.0,0.0,0.0,30.0,,
2022-03-14,18.0,1440.0,100.0,0.0,1631797.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-18,31.0,1440.0,100.0,1247.0,3858584.0,0.0,0.0,0.0,0.0,0.0,1247.0,,
2022-03-16,31.0,1440.0,100.0,0.0,3815535.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-19,20.0,1250.0,86.80555555555556,0.0,3294474.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2022-03-17,28.0,1440.0,100.0,1.0,3748772.0,0.0,0.0,0.0,1.0,0.0,0.0,,
2022-03-17,34.0,1440.0,100.0,0.0,1700859.0,0.0,0.0,0.0,0.0,0.0,0.0,,
