begintime,ne_name,ne_type,vendor,integrity,NOKIA LTE_DL Traffic(GB),NOKIA LTE_ERAB Setup SR%,NOKIA LTE_ERAB Drop%,NOKIA LTE_RRC SR%,id
2024-03-05,"MRBTS-5082,LNBTS-5082,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,0.5697,,,,277
2024-03-05,"MRBTS-5082,LNBTS-5082,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,0.221,,,,278
2024-03-05,"MRBTS-5083,LNBTS-5083,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,5.8976,,,,279
2024-03-05,"MRBTS-5083,LNBTS-5083,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,0.335,,,,280
2024-03-05,"MRBTS-5083,LNBTS-5083,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,1.1179,,,,281
2024-03-05,"MRBTS-5084,LNBTS-5084,LNCEL-11,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,94.58,0.4084,99.8266,0.8547,,282
2024-03-05,"MRBTS-5084,LNBTS-5084,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,94.58,4.6978,,,,283
2024-03-05,"MRBTS-5084,LNBTS-5084,LNCEL-21,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,94.58,1.5151,,,,284
2024-03-05,"MRBTS-5084,LNBTS-5084,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,94.58,8.3481,,,,285
2024-03-05,"MRBTS-5084,LNBTS-5084,LNCEL-31,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,94.58,0.5346,,,,286
2024-03-05,"MRBTS-5084,LNBTS-5084,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,94.58,7.3574,,,,287
2024-03-05,"MRBTS-5085,LNBTS-5085,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,2.1975,,,,288
2024-03-05,"MRBTS-5085,LNBTS-5085,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,0.2463,,,,289
2024-03-05,"MRBTS-5085,LNBTS-5085,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,1.6476,,,,290
2024-03-05,"MRBTS-5086,LNBTS-5086,LNCEL-11,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,0.2454,,,,291
2024-03-05,"MRBTS-5086,LNBTS-5086,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,2.9094,,,,292
2024-03-05,"MRBTS-5086,LNBTS-5086,LNCEL-21,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,0.5316,,,,293
2024-03-05,"MRBTS-5086,LNBTS-5086,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,4.0258,,,,294
2024-03-05,"MRBTS-5086,LNBTS-5086,LNCEL-31,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,0.0514,,,,295
2024-03-05,"MRBTS-5086,LNBTS-5086,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,1.868,,,,296
2024-03-05,"MRBTS-5089,LNBTS-5089,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,1.8592,,,,297
2024-03-05,"MRBTS-5089,LNBTS-5089,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,2.0857,,,,298
2024-03-05,"MRBTS-5089,LNBTS-5089,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,4.0528,,,,299
2024-03-05,"MRBTS-5090,LNBTS-5090,LNCEL-11,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,94.65,0.1447,,,,300
2024-03-05,"MRBTS-5090,LNBTS-5090,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,94.65,2.2347,,,,301
2024-03-05,"MRBTS-5090,LNBTS-5090,LNCEL-21,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,94.65,1.1433,,,,302
2024-03-05,"MRBTS-5090,LNBTS-5090,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,94.65,12.4473,99.7414,0.5392,,303
2024-03-05,"MRBTS-5090,LNBTS-5090,LNCEL-31,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,94.65,2.2485,,,,304
2024-03-05,"MRBTS-5090,LNBTS-5090,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,94.65,9.0212,,,,305
2024-03-05,"MRBTS-5091,LNBTS-5091,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,0.6482,,,,306
2024-03-05,"MRBTS-5091,LNBTS-5091,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,2.7705,,,,307
2024-03-05,"MRBTS-5091,LNBTS-5091,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,3.8239,,,,308
2024-03-05,"MRBTS-5102,LNBTS-5102,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,2.6838,,,,309
2024-03-05,"MRBTS-5102,LNBTS-5102,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,1.0032,,,,310
2024-03-05,"MRBTS-5102,LNBTS-5102,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,3.6775,,,,311
2024-03-05,"MRBTS-5200,LNBTS-5200,LNCEL-11,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,24.06,1.071,100.0,0.0,97.9592,312
2024-03-05,"MRBTS-5200,LNBTS-5200,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,24.06,7.8097,100.0,0.0,100.0,313
2024-03-05,"MRBTS-5200,LNBTS-5200,LNCEL-21,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,24.06,4.0953,100.0,0.0,100.0,314
2024-03-05,"MRBTS-5200,LNBTS-5200,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,24.06,14.5552,99.7442,0.0,99.801,315
2024-03-05,"MRBTS-5200,LNBTS-5200,LNCEL-31,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,24.06,3.1119,99.0566,0.0,99.5833,316
2024-03-05,"MRBTS-5200,LNBTS-5200,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,24.06,3.6899,100.0,0.0,99.4318,317
2024-03-06,"MRBTS-5023,LNBTS-5023,LNCEL-11,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,2.4108,99.7858,0.2551,99.6926,318
2024-03-06,"MRBTS-5023,LNBTS-5023,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,9.1581,99.7111,0.3478,99.8203,319
2024-03-06,"MRBTS-5023,LNBTS-5023,LNCEL-21,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,1.982,99.8536,0.1353,99.9109,320
2024-03-06,"MRBTS-5023,LNBTS-5023,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,7.4862,99.7825,0.161,99.8835,321
2024-03-06,"MRBTS-5023,LNBTS-5023,LNCEL-31,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,2.3387,99.8774,0.421,99.876,322
2024-03-06,"MRBTS-5023,LNBTS-5023,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,9.5754,99.711,0.2395,99.9573,323
2024-03-06,"MRBTS-5044,LNBTS-5044,LNCEL-11,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,4.7605,99.7965,0.5656,99.7632,324
2024-03-06,"MRBTS-5044,LNBTS-5044,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,9.7746,99.7997,0.5871,99.7806,325
2024-03-06,"MRBTS-5044,LNBTS-5044,LNCEL-21,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,1.7884,99.8183,0.8046,99.5229,326
2024-03-06,"MRBTS-5044,LNBTS-5044,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,8.2883,99.8485,0.5651,99.7658,327
2024-03-06,"MRBTS-5044,LNBTS-5044,LNCEL-31,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,2.5037,99.7023,0.5422,99.5931,328
2024-03-06,"MRBTS-5044,LNBTS-5044,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,7.7051,99.7545,0.6909,99.8321,329
2024-03-06,"MRBTS-5045,LNBTS-5045,LNCEL-11,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,0.0,99.7861,0.7122,99.6131,330
2024-03-06,"MRBTS-5045,LNBTS-5045,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,7.8005,99.7975,0.4816,99.8122,331
2024-03-06,"MRBTS-5045,LNBTS-5045,LNCEL-21,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,1.0958,99.6668,3.3212,99.1709,332
2024-03-06,"MRBTS-5045,LNBTS-5045,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,8.5638,99.1336,1.0708,98.4531,333
2024-03-06,"MRBTS-5045,LNBTS-5045,LNCEL-31,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,4.6637,99.6985,0.6714,99.4153,334
2024-03-06,"MRBTS-5045,LNBTS-5045,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,6.8064,99.3994,2.8478,99.3726,335
2024-03-06,"MRBTS-5050,LNBTS-5050,LNCEL-11,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,97.22,0.286,99.8691,0.4795,99.8164,336
2024-03-06,"MRBTS-5050,LNBTS-5050,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,97.22,2.6547,99.6266,0.4524,99.7348,337
2024-03-06,"MRBTS-5050,LNBTS-5050,LNCEL-21,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,97.22,0.9806,99.6773,0.3859,99.4223,338
2024-03-06,"MRBTS-5050,LNBTS-5050,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,97.22,5.8716,99.6523,0.5266,99.0236,339
2024-03-06,"MRBTS-5050,LNBTS-5050,LNCEL-31,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,97.22,0.1571,99.7875,0.7209,99.8911,340
2024-03-06,"MRBTS-5050,LNBTS-5050,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,97.22,0.0,99.681,0.521,99.2633,341
2024-03-06,"MRBTS-5062,LNBTS-5062,LNCEL-11,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,0.383,99.5875,0.4234,99.2669,342
2024-03-06,"MRBTS-5062,LNBTS-5062,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,7.1656,99.6773,0.5604,99.5033,343
2024-03-06,"MRBTS-5062,LNBTS-5062,LNCEL-21,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,0.2508,99.5581,1.1132,98.4133,344
2024-03-06,"MRBTS-5062,LNBTS-5062,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,3.0983,99.8963,0.3261,99.9932,345
2024-03-06,"MRBTS-5062,LNBTS-5062,LNCEL-31,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,0.6786,99.7432,1.0755,99.2645,346
2024-03-06,"MRBTS-5062,LNBTS-5062,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,7.4554,99.8613,0.3254,99.6684,347
2024-03-06,"MRBTS-5078,LNBTS-5078,LNCEL-11,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,3.1642,99.8163,0.5125,99.7197,348
2024-03-06,"MRBTS-5078,LNBTS-5078,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,10.3252,99.7436,0.4986,99.7134,349
2024-03-06,"MRBTS-5078,LNBTS-5078,LNCEL-21,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,0.4508,99.7043,0.9077,99.1905,350
2024-03-06,"MRBTS-5078,LNBTS-5078,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,5.9736,99.7529,0.2876,99.8573,351
2024-03-06,"MRBTS-5078,LNBTS-5078,LNCEL-31,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,1.3893,99.8004,0.432,99.7486,352
2024-03-06,"MRBTS-5078,LNBTS-5078,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,7.2619,99.6899,0.2352,99.8617,353
2024-03-06,"MRBTS-5079,LNBTS-5079,LNCEL-11,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,95.69,0.9655,99.5859,0.7023,99.2616,354
2024-03-06,"MRBTS-5079,LNBTS-5079,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,95.69,8.3046,99.7131,0.4754,99.8388,355
2024-03-06,"MRBTS-5079,LNBTS-5079,LNCEL-21,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,95.69,0.3721,99.6776,0.3954,99.4173,356
2024-03-06,"MRBTS-5079,LNBTS-5079,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,95.69,5.4449,99.8413,0.2127,99.844,357
2024-03-06,"MRBTS-5079,LNBTS-5079,LNCEL-31,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,95.69,0.4945,99.6293,0.4607,99.3653,358
2024-03-06,"MRBTS-5079,LNBTS-5079,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,95.69,4.0504,99.7828,0.3183,99.8632,359
2024-03-06,"MRBTS-5080,LNBTS-5080,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,2.4397,99.8706,0.2102,99.7548,360
2024-03-06,"MRBTS-5080,LNBTS-5080,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,9.9274,99.8675,0.263,99.902,361
2024-03-06,"MRBTS-5080,LNBTS-5080,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,7.1592,99.8694,0.5,99.8271,362
2024-03-06,"MRBTS-5081,LNBTS-5081,LNCEL-11,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,0.52,99.6773,0.5152,99.6944,363
2024-03-06,"MRBTS-5081,LNBTS-5081,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,7.706,99.8344,0.2748,99.8876,364
2024-03-06,"MRBTS-5081,LNBTS-5081,LNCEL-21,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,3.5679,99.7224,0.653,99.603,365
2024-03-06,"MRBTS-5081,LNBTS-5081,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,13.24,99.6118,0.5353,99.83,366
2024-03-06,"MRBTS-5081,LNBTS-5081,LNCEL-31,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,0.8702,99.5712,1.0667,98.9481,367
2024-03-06,"MRBTS-5081,LNBTS-5081,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,7.3236,99.7762,0.6524,99.6945,368
2024-03-06,"MRBTS-5082,LNBTS-5082,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,0.9896,99.6289,0.1242,98.905,369
2024-03-06,"MRBTS-5082,LNBTS-5082,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,0.5667,99.9281,0.217,99.8662,370
2024-03-06,"MRBTS-5082,LNBTS-5082,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,0.2955,99.8534,0.0979,99.8456,371
2024-03-06,"MRBTS-5083,LNBTS-5083,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,97.15,5.0267,99.8728,0.2754,99.8513,372
2024-03-06,"MRBTS-5083,LNBTS-5083,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,97.15,0.1583,99.3249,0.3181,98.2096,373
2024-03-06,"MRBTS-5083,LNBTS-5083,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,97.15,0.8879,99.0244,1.2492,96.695,374
2024-03-06,"MRBTS-5084,LNBTS-5084,LNCEL-11,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,0.3333,99.7797,0.5125,99.5622,375
2024-03-06,"MRBTS-5084,LNBTS-5084,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,5.0197,99.8283,0.3024,99.4102,376
2024-03-06,"MRBTS-5084,LNBTS-5084,LNCEL-21,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,0.9003,99.7611,0.7329,98.8161,377
2024-03-06,"MRBTS-5084,LNBTS-5084,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,7.3404,99.7742,0.5281,99.7874,378
2024-03-06,"MRBTS-5084,LNBTS-5084,LNCEL-31,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,0.4496,99.4551,0.7255,98.7013,379
2024-03-06,"MRBTS-5084,LNBTS-5084,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,6.9934,99.7439,0.5533,99.8123,380
2024-03-06,"MRBTS-5085,LNBTS-5085,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,1.9971,99.8992,0.1934,99.8005,381
2024-03-06,"MRBTS-5085,LNBTS-5085,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,0.0,99.9765,0.1883,99.9101,382
2024-03-06,"MRBTS-5085,LNBTS-5085,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,1.8121,99.7796,0.5833,99.7333,383
2024-03-06,"MRBTS-5086,LNBTS-5086,LNCEL-11,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,0.2959,99.7893,0.0792,99.5085,384
2024-03-06,"MRBTS-5086,LNBTS-5086,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,3.5676,99.7961,0.2973,99.4948,385
2024-03-06,"MRBTS-5086,LNBTS-5086,LNCEL-21,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,0.2993,99.926,0.2617,99.7639,386
2024-03-06,"MRBTS-5086,LNBTS-5086,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,4.3365,99.7872,0.2123,99.6108,387
2024-03-06,"MRBTS-5086,LNBTS-5086,LNCEL-31,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,0.0976,97.7632,1.5711,94.7622,388
2024-03-06,"MRBTS-5086,LNBTS-5086,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,1.652,99.4267,0.5217,98.7017,389
2024-03-06,"MRBTS-5089,LNBTS-5089,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,1.6089,99.4663,0.3907,98.2886,390
2024-03-06,"MRBTS-5089,LNBTS-5089,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,1.7988,99.8245,0.2524,99.4249,391
2024-03-06,"MRBTS-5089,LNBTS-5089,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,3.5458,99.7312,0.3943,99.5022,392
2024-03-06,"MRBTS-5090,LNBTS-5090,LNCEL-11,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,97.15,0.2474,99.8316,0.2636,99.6639,393
2024-03-06,"MRBTS-5090,LNBTS-5090,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,97.15,3.4363,99.8635,0.3916,99.3796,394
2024-03-06,"MRBTS-5090,LNBTS-5090,LNCEL-21,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,97.15,1.9157,99.5129,1.6899,99.3237,395
2024-03-06,"MRBTS-5090,LNBTS-5090,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,97.15,14.5391,99.7274,0.6772,99.668,396
2024-03-06,"MRBTS-5090,LNBTS-5090,LNCEL-31,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,97.15,2.8833,99.5059,1.4199,98.915,397
2024-03-06,"MRBTS-5090,LNBTS-5090,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,97.15,8.5329,99.7114,0.8737,99.3008,398
2024-03-06,"MRBTS-5091,LNBTS-5091,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,0.4729,99.694,0.0496,99.4203,399
2024-03-06,"MRBTS-5091,LNBTS-5091,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,3.0386,99.8751,0.1173,99.8911,400
2024-03-06,"MRBTS-5091,LNBTS-5091,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,2.8601,99.8941,0.0896,99.7302,401
2024-03-06,"MRBTS-5102,LNBTS-5102,LNCEL-1,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,1.9991,99.6665,0.583,99.8549,402
2024-03-06,"MRBTS-5102,LNBTS-5102,LNCEL-2,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,0.9982,99.8614,0.3248,99.7801,403
2024-03-06,"MRBTS-5102,LNBTS-5102,LNCEL-3,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,100.0,3.1886,99.8698,0.3581,99.9093,404
2024-03-06,"MRBTS-5200,LNBTS-5200,LNCEL-11,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",Nokia,74.05,1.2439,99.585,0.2507,99.5707,405
