begintime,sk_object,duration,M51323C0,M51323C1,M51323C2,M51323C3
2022-03-15 06:58:00,292.0,2,0.0,0.0,0.0,0.0
2022-03-17 02:53:00,298.0,7,71037103.0,0.0,63155.0,0.0
2022-03-17 02:54:00,291.0,6,119536285.0,3678960.0,94631.0,2630.0
2022-03-17 02:54:00,293.0,6,186423466.0,0.0,171547.0,0.0
2022-03-17 02:54:00,294.0,6,4591487.0,0.0,4545.0,0.0
2022-03-17 02:54:00,295.0,6,688576.0,0.0,1355.0,0.0
2022-03-17 02:54:00,296.0,6,422480.0,0.0,625.0,0.0
2022-03-17 02:55:00,297.0,5,441839466.0,6542167.0,318001.0,4636.0
2022-03-18 18:00:00,296.0,15,0.0,0.0,0.0,0.0
2022-03-18 18:15:00,296.0,15,0.0,0.0,0.0,0.0
2022-03-18 18:30:00,296.0,15,0.0,0.0,0.0,0.0
2022-03-18 18:45:00,296.0,15,0.0,0.0,0.0,0.0
2022-03-19 06:56:00,86692.0,4,233471478.0,5019122.0,176165.0,3551.0
2022-03-19 13:46:00,292.0,14,1950238616.0,145408478.0,1541028.0,108545.0
2022-03-19 16:58:00,292.0,2,0.0,0.0,0.0,0.0
2022-03-11 21:47:00,292.0,13,5822452747.0,1578302551.0,5418823.0,1223061.0
2022-03-12 05:55:00,294.0,5,1076447655.0,4713110.0,826044.0,3466.0
2022-03-12 06:50:00,292.0,10,1611214029.0,111989301.0,1111078.0,82862.0
