begintime,sk_object,duration,integrity,1593835630,1593835632,1593835633,1593835634,1593835679,1593835680,1593835681,1593835682
2022-03-15,882834.0,86400.0,100.0,0.0,4.0,2.125,0.0,,,,
2022-02-08,882814.0,86400.0,100.0,0.0,6.0,1.1666666666666667,0.0,,,,
2022-03-15,882747.0,82800.0,95.83333333333333,0.0,51.0,4.478260869565218,0.0,,,,
2022-03-15,882896.0,86400.0,100.0,0.0,14.0,7.291666666666667,0.0,,,,
2022-02-13,882452.0,86400.0,100.0,0.0,8.0,5.333333333333333,0.0,,,,
2022-03-13,882584.0,79200.0,91.66666666666667,0.0,7.0,4.7727272727272725,0.0,,,,
2022-02-13,882472.0,86400.0,100.0,0.0,12.0,8.0,0.0,,,,
2022-02-13,882719.0,86400.0,100.0,0.0,11.0,8.375,0.0,,,,
2022-02-20,882457.0,86400.0,100.0,0.0,6.0,1.0,0.0,,,,
2022-03-02,882650.0,86400.0,100.0,0.0,14.0,8.208333333333334,0.0,,,,
2022-03-10,882676.0,82800.0,95.83333333333333,0.0,13.0,6.173913043478261,0.0,,,,
2022-02-10,882401.0,86400.0,100.0,0.0,3.0,2.0,0.0,,,,
2022-02-20,882722.0,86400.0,100.0,0.0,13.0,7.541666666666667,0.0,,,,
2022-03-07,882430.0,86400.0,100.0,0.0,57.0,35.333333333333336,0.0,,,,
2022-02-19,882991.0,86400.0,100.0,0.0,11.0,6.416666666666667,0.0,,,,
2022-02-06,882911.0,86400.0,100.0,0.0,7.0,3.9583333333333335,0.0,,,,
2022-03-11,882668.0,86400.0,100.0,0.0,6.0,2.8333333333333335,0.0,,,,
2022-03-07,883040.0,86400.0,100.0,0.0,7.0,4.625,0.0,,,,
2022-02-12,883083.0,86400.0,100.0,0.0,7.0,3.8333333333333335,0.0,,,,
2022-02-12,882568.0,82800.0,95.83333333333333,0.0,55.0,8.73913043478261,0.0,,,,
2022-02-12,883018.0,86400.0,100.0,0.0,9.0,3.5,0.0,,,,
2022-03-10,882692.0,82800.0,95.83333333333333,0.0,71.0,26.217391304347824,0.0,,,,
2022-02-11,882497.0,86400.0,100.0,0.0,12.0,5.916666666666667,0.0,,,,
2022-02-19,882709.0,86400.0,100.0,0.0,22.0,10.25,0.0,,,,
2022-03-10,882850.0,82800.0,95.83333333333333,0.0,11.0,5.173913043478261,0.0,,,,
2022-03-14,82052816.0,86400.0,100.0,0.0,6.0,3.75,0.0,,,,
2022-02-18,882506.0,86400.0,100.0,0.0,4.0,2.4166666666666665,0.0,,,,
2022-03-10,882787.0,82800.0,95.83333333333333,0.0,11.0,3.3478260869565215,0.0,,,,
2022-02-04,882991.0,86400.0,100.0,0.0,10.0,6.291666666666667,0.0,,,,
2022-03-06,882678.0,79200.0,91.66666666666667,0.0,9.0,2.0454545454545454,0.0,,,,
2022-02-03,882871.0,86400.0,100.0,0.0,11.0,7.083333333333333,0.0,,,,
2022-02-12,882800.0,86400.0,100.0,0.0,16.0,9.875,0.0,,,,
2022-02-12,882916.0,86400.0,100.0,0.0,3.0,2.0,0.0,,,,
2022-03-13,882697.0,79200.0,91.66666666666667,0.0,5.0,2.6363636363636362,0.0,,,,
2022-03-13,882511.0,79200.0,91.66666666666667,0.0,13.0,6.681818181818182,0.0,,,,
2022-02-06,882574.0,86400.0,100.0,0.0,46.0,1.7916666666666667,0.0,,,,
2022-02-03,882566.0,86400.0,100.0,0.0,6.0,3.3333333333333335,0.0,,,,
2022-02-13,882498.0,86400.0,100.0,0.0,16.0,9.083333333333334,0.0,,,,
2022-03-11,882437.0,86400.0,100.0,0.0,8.0,4.541666666666667,0.0,,,,
2022-03-10,76293793.0,82800.0,95.83333333333333,0.0,4.0,2.0869565217391304,0.0,,,,
2022-02-11,882683.0,86400.0,100.0,0.0,19.0,8.416666666666666,0.0,,,,
2022-03-12,883022.0,68400.0,79.16666666666667,0.0,4.0,1.0,0.0,,,,
2022-02-12,882468.0,86400.0,100.0,0.0,15.0,7.583333333333333,0.0,,,,
2022-02-12,882714.0,86400.0,100.0,0.0,10.0,6.375,0.0,,,,
2022-02-04,883055.0,86400.0,100.0,0.0,4.0,2.7083333333333335,0.0,,,,
2022-02-06,882670.0,86400.0,100.0,0.0,6.0,3.625,0.0,,,,
2022-02-20,882580.0,86400.0,100.0,0.0,37.0,19.208333333333332,0.0,,,,
2022-02-12,882439.0,86400.0,100.0,0.0,4.0,1.0,0.0,,,,
2022-03-15,882835.0,86400.0,100.0,0.0,19.0,5.416666666666667,0.0,,,,
2022-03-06,882639.0,79200.0,91.66666666666667,0.0,5.0,3.3181818181818183,0.0,,,,
2022-02-04,882413.0,86400.0,100.0,0.0,17.0,10.291666666666666,0.0,,,,
2022-03-15,882611.0,72000.0,83.33333333333333,0.0,5.0,3.35,0.0,,,,
2022-02-03,882841.0,86400.0,100.0,0.0,7.0,4.208333333333333,0.0,,,,
2022-02-19,882954.0,86400.0,100.0,0.0,7.0,4.416666666666667,0.0,,,,
2022-02-08,882987.0,86400.0,100.0,0.0,7.0,3.8333333333333335,0.0,,,,
2022-03-15,882647.0,86400.0,100.0,0.0,13.0,7.291666666666667,0.0,,,,
