begintime,ne_name,vendor,ne_type,sk_object,aggregation,integrity,L.Thrp.bits.DL,L.Thrp.Time.Cell.DL.HighPrecision,VS.RAB.AttEstab.AMR,VS.RAB.SuccEstabCS.AMR,VS.RAB.AbnormRel.AMR,VS.HSDPA.MeanChThroughput.TotalBytes,VS.RAB.NormRel.AMR
2022-03-07,4G_CONGOTOWN/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808691.0,dynamic,100.0,602239627848.0,37592478.0,,,,,
2022-03-11,4G_CONGOTOWN/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808691.0,dynamic,100.0,589743401672.0,38123090.0,,,,,
2022-03-13,4G_CONGOTOWN/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808691.0,dynamic,87.5,463034939576.0,28562995.0,,,,,
2022-03-15,4G_CONGOTOWN/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808691.0,dynamic,83.33333333333333,570387119464.0,32547194.0,,,,,
2022-02-03,4G_IMATT_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808692.0,dynamic,100.0,304647579256.0,17954954.0,,,,,
2022-02-06,4G_IMATT_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808692.0,dynamic,100.0,185211965768.0,11868894.0,,,,,
2022-02-10,4G_IMATT_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808692.0,dynamic,100.0,311673560712.0,19786041.0,,,,,
2022-02-12,4G_IMATT_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808692.0,dynamic,100.0,294293411672.0,17206358.0,,,,,
2022-02-13,4G_IMATT_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808692.0,dynamic,95.83333333333333,279189129072.0,18304222.0,,,,,
2022-02-17,4G_IMATT_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808692.0,dynamic,87.5,228474259064.0,14435102.0,,,,,
2022-02-20,4G_IMATT_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808692.0,dynamic,100.0,240518132488.0,13797299.0,,,,,
2022-03-03,4G_IMATT_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808692.0,dynamic,100.0,395126137584.0,26794787.0,,,,,
2022-03-07,4G_IMATT_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808692.0,dynamic,100.0,245318492848.0,16479805.0,,,,,
2022-03-11,4G_IMATT_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808692.0,dynamic,100.0,299784518304.0,19195121.0,,,,,
2022-03-13,4G_IMATT_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808692.0,dynamic,87.5,394327588064.0,21073552.0,,,,,
2022-03-15,4G_IMATT_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808692.0,dynamic,100.0,389380992728.0,24330822.0,,,,,
2022-02-03,4G_BLACKHALLROAD_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808693.0,dynamic,100.0,1167308808832.0,54211398.0,,,,,
2022-02-06,4G_BLACKHALLROAD_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808693.0,dynamic,100.0,1210028035088.0,57285590.0,,,,,
2022-02-10,4G_BLACKHALLROAD_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808693.0,dynamic,100.0,1055632767352.0,49368042.0,,,,,
2022-02-12,4G_BLACKHALLROAD_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808693.0,dynamic,100.0,1171124931136.0,53829253.0,,,,,
2022-02-17,4G_BLACKHALLROAD_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808693.0,dynamic,87.5,793451199376.0,38778868.0,,,,,
2022-02-20,4G_BLACKHALLROAD_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808693.0,dynamic,100.0,1214108264832.0,56578662.0,,,,,
2022-03-03,4G_BLACKHALLROAD_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808693.0,dynamic,100.0,1088101286024.0,51983109.0,,,,,
2022-03-07,4G_BLACKHALLROAD_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808693.0,dynamic,100.0,1021769368568.0,50939042.0,,,,,
2022-03-11,4G_BLACKHALLROAD_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808693.0,dynamic,100.0,1054281501352.0,49410372.0,,,,,
2022-03-13,4G_BLACKHALLROAD_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808693.0,dynamic,87.5,1030585120952.0,46121229.0,,,,,
2022-03-15,4G_BLACKHALLROAD_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808693.0,dynamic,100.0,1147021177544.0,51695806.0,,,,,
2022-02-03,4G_BINTUMANI/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808695.0,dynamic,100.0,1277647290472.0,49748363.0,,,,,
2022-02-06,4G_BINTUMANI/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808695.0,dynamic,100.0,1519987098056.0,55282547.0,,,,,
2022-02-10,4G_BINTUMANI/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808695.0,dynamic,100.0,1282013803568.0,49825743.0,,,,,
2022-02-12,4G_BINTUMANI/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808695.0,dynamic,100.0,1587728290144.0,55164250.0,,,,,
2022-02-17,4G_BINTUMANI/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808695.0,dynamic,87.5,1039924964344.0,40126362.0,,,,,
2022-02-20,4G_BINTUMANI/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808695.0,dynamic,100.0,1425175928664.0,52946712.0,,,,,
2022-03-03,4G_BINTUMANI/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808695.0,dynamic,100.0,1242730848368.0,48926148.0,,,,,
2022-03-07,4G_BINTUMANI/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808695.0,dynamic,100.0,1178779115976.0,49866279.0,,,,,
2022-03-11,4G_BINTUMANI/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808695.0,dynamic,100.0,1378890857376.0,52985184.0,,,,,
2022-03-13,4G_BINTUMANI/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808695.0,dynamic,87.5,1175549685528.0,44752834.0,,,,,
2022-03-15,4G_BINTUMANI/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808695.0,dynamic,100.0,1093282108144.0,41684344.0,,,,,
2022-02-03,4G_IMATT_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808696.0,dynamic,100.0,235749154168.0,13112029.0,,,,,
2022-02-06,4G_IMATT_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808696.0,dynamic,100.0,345062071296.0,17957869.0,,,,,
2022-02-10,4G_IMATT_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808696.0,dynamic,100.0,233016894080.0,13824292.0,,,,,
2022-02-12,4G_IMATT_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808696.0,dynamic,100.0,249051866152.0,13264420.0,,,,,
2022-02-13,4G_IMATT_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808696.0,dynamic,95.83333333333333,249388770584.0,16530869.0,,,,,
2022-02-17,4G_IMATT_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808696.0,dynamic,87.5,134480206792.0,8478613.0,,,,,
2022-02-20,4G_IMATT_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808696.0,dynamic,100.0,173312605896.0,11382278.0,,,,,
2022-03-03,4G_IMATT_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808696.0,dynamic,100.0,118775127552.0,7509677.0,,,,,
2022-03-07,4G_IMATT_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808696.0,dynamic,100.0,273059691728.0,17628997.0,,,,,
2022-03-11,4G_IMATT_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808696.0,dynamic,100.0,237278252392.0,17021958.0,,,,,
2022-03-13,4G_IMATT_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808696.0,dynamic,87.5,237946869992.0,13474355.0,,,,,
2022-03-15,4G_IMATT_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808696.0,dynamic,100.0,236618304720.0,15103762.0,,,,,
2022-02-02,4G_GODRECHSTREET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808698.0,dynamic,95.83333333333333,702729648768.0,32774172.0,,,,,
2022-02-04,4G_GODRECHSTREET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808698.0,dynamic,100.0,867291619880.0,37459502.0,,,,,
2022-02-05,4G_GODRECHSTREET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808698.0,dynamic,100.0,678176874960.0,30262893.0,,,,,
2022-02-08,4G_GODRECHSTREET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808698.0,dynamic,100.0,768723330280.0,33643637.0,,,,,
2022-02-11,4G_GODRECHSTREET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808698.0,dynamic,100.0,734695801488.0,33413812.0,,,,,
2022-02-13,4G_GODRECHSTREET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808698.0,dynamic,100.0,546663324480.0,23724919.0,,,,,
2022-02-18,4G_GODRECHSTREET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808698.0,dynamic,100.0,682863729496.0,29871346.0,,,,,
2022-02-19,4G_GODRECHSTREET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808698.0,dynamic,100.0,849699900176.0,34709805.0,,,,,
2022-03-01,4G_GODRECHSTREET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808698.0,dynamic,100.0,780496224824.0,36922758.0,,,,,
2022-03-02,4G_GODRECHSTREET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808698.0,dynamic,100.0,773065708784.0,36841307.0,,,,,
2022-03-06,4G_GODRECHSTREET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808698.0,dynamic,91.66666666666667,803391305344.0,37564070.0,,,,,
2022-03-09,4G_GODRECHSTREET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808698.0,dynamic,4.166666666666667,43675293272.0,1674536.0,,,,,
2022-03-10,4G_GODRECHSTREET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808698.0,dynamic,95.83333333333333,731502589984.0,34428154.0,,,,,
2022-03-12,4G_GODRECHSTREET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808698.0,dynamic,79.16666666666667,675238452856.0,27936881.0,,,,,
2022-03-14,4G_GODRECHSTREET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808698.0,dynamic,100.0,684408875000.0,28290492.0,,,,,
2022-02-02,4G_ADONKIA/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808699.0,dynamic,95.83333333333333,404888930168.0,16876318.0,,,,,
2022-02-04,4G_ADONKIA/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808699.0,dynamic,100.0,286711651432.0,12634566.0,,,,,
2022-02-05,4G_ADONKIA/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808699.0,dynamic,100.0,351987992432.0,15102088.0,,,,,
2022-02-11,4G_ADONKIA/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808699.0,dynamic,100.0,427378806936.0,17762898.0,,,,,
2022-02-13,4G_ADONKIA/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808699.0,dynamic,100.0,617757057208.0,27448443.0,,,,,
2022-02-18,4G_ADONKIA/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808699.0,dynamic,100.0,667861275488.0,30230524.0,,,,,
2022-03-09,4G_ADONKIA/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808699.0,dynamic,4.166666666666667,18432322280.0,828704.0,,,,,
2022-02-19,4G_ADONKIA/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808699.0,dynamic,100.0,639475198384.0,27790544.0,,,,,
2022-03-01,4G_ADONKIA/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808699.0,dynamic,100.0,413666320808.0,18237005.0,,,,,
2022-03-02,4G_ADONKIA/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808699.0,dynamic,100.0,414941504816.0,21135399.0,,,,,
2022-03-06,4G_ADONKIA/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808699.0,dynamic,91.66666666666667,472396114416.0,19411195.0,,,,,
2022-03-10,4G_ADONKIA/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808699.0,dynamic,95.83333333333333,406078691880.0,19032126.0,,,,,
2022-03-12,4G_ADONKIA/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808699.0,dynamic,79.16666666666667,389672581640.0,16925495.0,,,,,
2022-02-02,4G_MARJAYTOWN_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808700.0,dynamic,95.83333333333333,487531284272.0,23663185.0,,,,,
2022-02-04,4G_MARJAYTOWN_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808700.0,dynamic,100.0,594872711016.0,25938193.0,,,,,
2022-02-05,4G_MARJAYTOWN_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808700.0,dynamic,100.0,511528051456.0,25270885.0,,,,,
2022-02-08,4G_MARJAYTOWN_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808700.0,dynamic,100.0,450008192184.0,20644264.0,,,,,
2022-02-11,4G_MARJAYTOWN_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808700.0,dynamic,100.0,612577120864.0,25125821.0,,,,,
2022-02-13,4G_MARJAYTOWN_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808700.0,dynamic,100.0,530417135104.0,22067350.0,,,,,
2022-02-18,4G_MARJAYTOWN_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808700.0,dynamic,100.0,419731714536.0,20959433.0,,,,,
2022-02-19,4G_MARJAYTOWN_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808700.0,dynamic,100.0,454586196472.0,20005588.0,,,,,
2022-03-09,4G_MARJAYTOWN_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808700.0,dynamic,4.166666666666667,44396880816.0,2278166.0,,,,,
2022-03-01,4G_MARJAYTOWN_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808700.0,dynamic,100.0,435043034368.0,20128935.0,,,,,
2022-03-02,4G_MARJAYTOWN_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808700.0,dynamic,100.0,480472937784.0,19658501.0,,,,,
2022-03-06,4G_MARJAYTOWN_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808700.0,dynamic,91.66666666666667,701802416992.0,31663694.0,,,,,
2022-03-10,4G_MARJAYTOWN_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808700.0,dynamic,95.83333333333333,424287031392.0,19275529.0,,,,,
2022-03-12,4G_MARJAYTOWN_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808700.0,dynamic,79.16666666666667,400656954952.0,17568713.0,,,,,
2022-02-02,4G_DILLET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808701.0,dynamic,95.83333333333333,261814740920.0,19391534.0,,,,,
2022-02-04,4G_DILLET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808701.0,dynamic,100.0,261107729472.0,16921480.0,,,,,
2022-02-05,4G_DILLET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808701.0,dynamic,100.0,155098852752.0,8882370.0,,,,,
2022-02-08,4G_DILLET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808701.0,dynamic,100.0,143693254000.0,7858237.0,,,,,
2022-02-11,4G_DILLET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808701.0,dynamic,100.0,126377591680.0,6984992.0,,,,,
2022-02-13,4G_DILLET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808701.0,dynamic,100.0,194724793400.0,8650504.0,,,,,
2022-02-18,4G_DILLET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808701.0,dynamic,100.0,169984300176.0,8385600.0,,,,,
2022-02-19,4G_DILLET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808701.0,dynamic,100.0,154405763248.0,7595729.0,,,,,
2022-03-09,4G_DILLET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808701.0,dynamic,4.166666666666667,7725927440.0,344333.0,,,,,
2022-03-01,4G_DILLET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808701.0,dynamic,100.0,120913468664.0,7451187.0,,,,,
2022-03-02,4G_DILLET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808701.0,dynamic,100.0,145022832168.0,8161722.0,,,,,
2022-03-06,4G_DILLET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808701.0,dynamic,91.66666666666667,128825497304.0,6605392.0,,,,,
2022-03-10,4G_DILLET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808701.0,dynamic,95.83333333333333,174376999544.0,12608082.0,,,,,
2022-03-12,4G_DILLET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808701.0,dynamic,79.16666666666667,132943819992.0,7603552.0,,,,,
2022-03-14,4G_DILLET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808701.0,dynamic,100.0,112360804784.0,7085419.0,,,,,
2022-02-03,4G_DUNDASTREET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808702.0,dynamic,100.0,419077690864.0,19934168.0,,,,,
2022-02-06,4G_DUNDASTREET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808702.0,dynamic,100.0,339909386792.0,16568990.0,,,,,
2022-02-10,4G_DUNDASTREET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808702.0,dynamic,100.0,425452500096.0,21972678.0,,,,,
2022-02-12,4G_DUNDASTREET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808702.0,dynamic,100.0,398775041064.0,19913597.0,,,,,
2022-02-17,4G_DUNDASTREET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808702.0,dynamic,87.5,388377708848.0,18295477.0,,,,,
2022-02-20,4G_DUNDASTREET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808702.0,dynamic,100.0,406669416064.0,19229793.0,,,,,
2022-03-03,4G_DUNDASTREET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808702.0,dynamic,100.0,478482718968.0,23758939.0,,,,,
2022-03-07,4G_DUNDASTREET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808702.0,dynamic,100.0,441654710520.0,21514300.0,,,,,
2022-03-11,4G_DUNDASTREET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808702.0,dynamic,100.0,487172208344.0,22002656.0,,,,,
2022-03-13,4G_DUNDASTREET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808702.0,dynamic,87.5,238140418576.0,11592583.0,,,,,
2022-03-15,4G_DUNDASTREET/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808702.0,dynamic,100.0,380384790792.0,17426339.0,,,,,
2022-02-02,4G_DUKESTREET_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808703.0,dynamic,95.83333333333333,802738734624.0,36958412.0,,,,,
2022-02-04,4G_DUKESTREET_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808703.0,dynamic,100.0,739581286376.0,34077952.0,,,,,
2022-02-05,4G_DUKESTREET_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808703.0,dynamic,100.0,683754886312.0,34296505.0,,,,,
2022-02-08,4G_DUKESTREET_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808703.0,dynamic,100.0,719585734848.0,33197614.0,,,,,
2022-02-11,4G_DUKESTREET_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808703.0,dynamic,100.0,759654664208.0,36982774.0,,,,,
2022-02-13,4G_DUKESTREET_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808703.0,dynamic,100.0,675274290480.0,33570946.0,,,,,
2022-02-18,4G_DUKESTREET_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808703.0,dynamic,100.0,570665837600.0,26996827.0,,,,,
2022-02-19,4G_DUKESTREET_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808703.0,dynamic,100.0,625519639840.0,26844841.0,,,,,
2022-03-01,4G_DUKESTREET_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808703.0,dynamic,100.0,779341676288.0,37478497.0,,,,,
2022-03-02,4G_DUKESTREET_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808703.0,dynamic,100.0,701118831336.0,34173329.0,,,,,
2022-03-06,4G_DUKESTREET_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808703.0,dynamic,91.66666666666667,656995982528.0,32545870.0,,,,,
2022-03-09,4G_DUKESTREET_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808703.0,dynamic,4.166666666666667,21154844576.0,982290.0,,,,,
2022-03-10,4G_DUKESTREET_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808703.0,dynamic,95.83333333333333,682385730416.0,30714447.0,,,,,
2022-03-12,4G_DUKESTREET_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808703.0,dynamic,79.16666666666667,650121424672.0,32420752.0,,,,,
2022-03-14,4G_DUKESTREET_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808703.0,dynamic,100.0,523853052320.0,23006313.0,,,,,
2022-02-03,4G_CITYROAD/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808704.0,dynamic,100.0,380176850304.0,28786086.0,,,,,
2022-02-06,4G_CITYROAD/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808704.0,dynamic,100.0,410514827928.0,30663255.0,,,,,
2022-02-10,4G_CITYROAD/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808704.0,dynamic,100.0,396971964760.0,26542624.0,,,,,
2022-02-12,4G_CITYROAD/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808704.0,dynamic,100.0,358767415760.0,24505094.0,,,,,
2022-02-17,4G_CITYROAD/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808704.0,dynamic,87.5,297071691504.0,21684692.0,,,,,
2022-02-20,4G_CITYROAD/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808704.0,dynamic,100.0,349334039600.0,26719357.0,,,,,
2022-03-03,4G_CITYROAD/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808704.0,dynamic,100.0,386189382312.0,26693135.0,,,,,
2022-03-07,4G_CITYROAD/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808704.0,dynamic,100.0,394542463880.0,28999803.0,,,,,
2022-03-11,4G_CITYROAD/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808704.0,dynamic,100.0,349364451792.0,23867145.0,,,,,
2022-03-13,4G_CITYROAD/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808704.0,dynamic,87.5,363453778848.0,25714961.0,,,,,
2022-03-15,4G_CITYROAD/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808704.0,dynamic,100.0,324054980600.0,22473173.0,,,,,
2022-02-03,4G_ADONKIA/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808705.0,dynamic,100.0,589892126216.0,32094424.0,,,,,
2022-02-06,4G_ADONKIA/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808705.0,dynamic,100.0,468857629504.0,25923539.0,,,,,
2022-02-10,4G_ADONKIA/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808705.0,dynamic,100.0,347768770368.0,20501436.0,,,,,
2022-02-12,4G_ADONKIA/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808705.0,dynamic,100.0,509767064144.0,27397103.0,,,,,
2022-02-17,4G_ADONKIA/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808705.0,dynamic,87.5,372777059760.0,18537052.0,,,,,
2022-02-20,4G_ADONKIA/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808705.0,dynamic,100.0,580815787392.0,28001616.0,,,,,
2022-03-03,4G_ADONKIA/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808705.0,dynamic,100.0,557796352952.0,35918494.0,,,,,
2022-03-07,4G_ADONKIA/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808705.0,dynamic,100.0,517492446632.0,36147282.0,,,,,
2022-03-11,4G_ADONKIA/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808705.0,dynamic,100.0,615581918256.0,39039215.0,,,,,
2022-03-13,4G_ADONKIA/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808705.0,dynamic,87.5,368472320864.0,21202552.0,,,,,
2022-03-15,4G_ADONKIA/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808705.0,dynamic,100.0,374831133288.0,23535785.0,,,,,
2022-03-14,4G_ADONKIA/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808705.0,dynamic,95.83333333333333,337175115632.0,20548028.0,,,,,
2022-02-03,4G_LESTERPEAK_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808706.0,dynamic,100.0,352571167304.0,39064436.0,,,,,
2022-02-06,4G_LESTERPEAK_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808706.0,dynamic,100.0,421863957440.0,43505452.0,,,,,
2022-02-10,4G_LESTERPEAK_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808706.0,dynamic,100.0,448093454632.0,44614727.0,,,,,
2022-02-12,4G_LESTERPEAK_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808706.0,dynamic,100.0,426187545704.0,45314423.0,,,,,
2022-02-17,4G_LESTERPEAK_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808706.0,dynamic,87.5,413360470288.0,35915173.0,,,,,
2022-02-20,4G_LESTERPEAK_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808706.0,dynamic,100.0,499026866928.0,48982200.0,,,,,
2022-03-03,4G_LESTERPEAK_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808706.0,dynamic,100.0,469006041536.0,45883742.0,,,,,
2022-03-07,4G_LESTERPEAK_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808706.0,dynamic,100.0,531144381368.0,47519832.0,,,,,
2022-03-11,4G_LESTERPEAK_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808706.0,dynamic,100.0,435120499648.0,43713950.0,,,,,
2022-03-13,4G_LESTERPEAK_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808706.0,dynamic,87.5,533402584136.0,46314703.0,,,,,
2022-03-15,4G_LESTERPEAK_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808706.0,dynamic,100.0,346290547216.0,35520553.0,,,,,
2022-02-02,4G_LESTERPEAK_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808707.0,dynamic,95.83333333333333,688555327944.0,54674576.0,,,,,
2022-02-04,4G_LESTERPEAK_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808707.0,dynamic,100.0,738278128496.0,60356201.0,,,,,
2022-02-05,4G_LESTERPEAK_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808707.0,dynamic,100.0,652099226048.0,55182169.0,,,,,
2022-02-08,4G_LESTERPEAK_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808707.0,dynamic,100.0,574203370208.0,45330907.0,,,,,
2022-02-11,4G_LESTERPEAK_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808707.0,dynamic,100.0,711380541456.0,51095483.0,,,,,
2022-02-13,4G_LESTERPEAK_II/,Huawei,eNodeB(4G) : Measurement of Cell Performance,808707.0,dynamic,100.0,687589462736.0,57966669.0,,,,,
