begintime,sk_object,duration,M8026C1,M8026C2,M8026C0,M8026C3,M8026C4,M8026C5,M8026C6,M8026C7,M8026C8,M8026C9,M8026C19,M8026C20,M8026C21,M8026C22,M8026C23,M8026C24,M8026C25,M8026C26,M8026C28,M8026C29,M8026C30,M8026C31,M8026C32,M8026C33,M8026C34,M8026C35,M8026C36,M8026C37,M8026C38,M8026C254,M8026C255,M8026C256,M8026C257,M8026C258,M8026C259,M8026C260,M8026C261,M8026C262,M8026C263,M8026C264,M8026C265,M8026C266,M8026C267,M8026C268,M8026C269,M8026C270,M8026C271,M8026C272,M8026C273,M8026C274,M8026C275,M8026C276,M8026C277,M8026C278,M8026C279,M8026C280,M8026C281,M8026C282,M8026C283,M8026C284,M8026C285,M8026C286,M8026C287,M8026C288,M8026C289,M8026C290,M8026C291,M8026C292,M8026C293,M8026C294,M8026C295,M8026C296,M8026C297,M8026C298,M8026C299,M8026C300,M8026C301,M8026C302,M8026C303,M8026C304,M8026C305,M8026C306,M8026C307,M8026C308
2022-03-13 15:15:00,20668.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33540.0,0.0,0.0,0.0,6.0,44938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3097.0,134237.0,53.0,7967.0,251.0,1362.0,0.0,0.0,0.0,0.0,0.0,25119.0,92929.0,30552.0,25119.0,132.0,189.0,0.0,6665.0,168.0,589.0,1009.0,0.0,0.0,0.0,0.0,0.0,89050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 16:30:00,20708.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31083.0,0.0,0.0,0.0,70.0,24820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4708.0,66852.0,50.0,4136.0,601.0,4448.0,0.0,0.0,0.0,0.0,0.0,5306.0,21125.0,6016.0,5306.0,355.0,442.0,0.0,58682.0,1616.0,719.0,7862.0,0.0,0.0,0.0,0.0,0.0,183233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 16:45:00,20660.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16504.0,0.0,0.0,0.0,71.0,11566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1622.0,17600.0,42.0,2424.0,223.0,379.0,0.0,0.0,0.0,0.0,0.0,2959.0,13597.0,4349.0,2959.0,111.0,804.0,0.0,6135.0,196.0,212.0,1427.0,0.0,0.0,0.0,0.0,0.0,29984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 17:30:00,20704.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130600.0,0.0,0.0,0.0,5.0,52341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1849.0,128052.0,37.0,9317.0,135.0,2064.0,0.0,0.0,0.0,0.0,0.0,16956.0,65897.0,21785.0,16956.0,75.0,181.0,0.0,3817.0,71.0,409.0,254.0,0.0,0.0,0.0,0.0,0.0,59655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 18:30:00,20702.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74677.0,0.0,0.0,0.0,29.0,36165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3379.0,75267.0,191.0,6112.0,915.0,2411.0,0.0,0.0,0.0,0.0,0.0,7836.0,36366.0,9953.0,7836.0,690.0,248.0,0.0,24827.0,1586.0,362.0,7682.0,0.0,0.0,0.0,0.0,0.0,94861.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 23:45:00,20727.0,15,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,719.0,0.0,0.0,0.0,0.0,1736.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.0,1846.0,20.0,61.0,52.0,70.0,0.0,0.0,0.0,0.0,0.0,1143.0,4733.0,1557.0,1143.0,38.0,4.0,0.0,985.0,155.0,63.0,293.0,0.0,0.0,0.0,0.0,0.0,4898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 23:45:00,20728.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159263.0,0.0,0.0,0.0,0.0,119668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4927.0,305746.0,69.0,23564.0,387.0,4202.0,0.0,0.0,0.0,0.0,0.0,35316.0,151600.0,44211.0,35316.0,113.0,897.0,0.0,8717.0,106.0,1422.0,1050.0,0.0,0.0,0.0,0.0,0.0,130402.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 00:00:00,20702.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790.0,284.0,38.0,4.0,211.0,3.0,0.0,0.0,0.0,0.0,0.0,121.0,976.0,321.0,121.0,181.0,0.0,0.0,3015.0,473.0,8.0,1228.0,0.0,0.0,0.0,0.0,0.0,5654.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 00:00:00,20725.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34651.0,0.0,0.0,0.0,0.0,18118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892.0,45126.0,9.0,4080.0,115.0,520.0,0.0,0.0,0.0,0.0,0.0,2481.0,8569.0,2795.0,2481.0,76.0,34.0,0.0,1174.0,73.0,83.0,390.0,0.0,0.0,0.0,0.0,0.0,13517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 00:30:00,20694.0,15,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3208.0,0.0,0.0,0.0,17.0,3279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,3038.0,15.0,124.0,435.0,213.0,0.0,0.0,0.0,0.0,0.0,295.0,950.0,212.0,295.0,407.0,19.0,0.0,3451.0,22.0,1.0,210.0,0.0,0.0,0.0,0.0,0.0,26745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 00:30:00,20739.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107563.0,0.0,0.0,0.0,0.0,58647.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3291.0,100290.0,63.0,8796.0,435.0,1333.0,0.0,0.0,0.0,0.0,0.0,8116.0,36785.0,10798.0,8116.0,291.0,114.0,0.0,6398.0,715.0,155.0,2803.0,0.0,0.0,0.0,0.0,0.0,52417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 00:45:00,20669.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,869.0,0.0,0.0,0.0,0.0,936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.0,1418.0,17.0,85.0,96.0,151.0,0.0,0.0,0.0,0.0,0.0,550.0,3061.0,1012.0,550.0,59.0,13.0,0.0,719.0,2.0,107.0,181.0,0.0,0.0,0.0,0.0,0.0,12180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 00:45:00,20692.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92246.0,0.0,0.0,0.0,0.0,56058.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,164242.0,7.0,11328.0,3.0,2389.0,0.0,0.0,0.0,0.0,0.0,32894.0,110033.0,36667.0,32894.0,0.0,158.0,0.0,680.0,0.0,89.0,46.0,0.0,0.0,0.0,0.0,0.0,51101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 00:45:00,20715.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167655.0,0.0,0.0,0.0,0.0,101912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1769.0,187377.0,19.0,10236.0,74.0,2626.0,0.0,0.0,0.0,0.0,0.0,44211.0,188253.0,62267.0,44211.0,24.0,7.0,0.0,9325.0,8.0,307.0,112.0,0.0,0.0,0.0,0.0,0.0,139224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 00:45:00,20716.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119112.0,0.0,0.0,0.0,0.0,78142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4903.0,137890.0,25.0,10155.0,142.0,2418.0,0.0,0.0,0.0,0.0,0.0,39630.0,143513.0,45595.0,39630.0,73.0,56.0,0.0,9581.0,46.0,359.0,2457.0,0.0,0.0,0.0,0.0,0.0,133393.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 00:45:00,20739.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38427.0,0.0,0.0,0.0,0.0,20140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1768.0,44200.0,27.0,4298.0,203.0,641.0,0.0,0.0,0.0,0.0,0.0,5777.0,24507.0,7480.0,5777.0,118.0,41.0,0.0,1659.0,1.0,220.0,226.0,0.0,0.0,0.0,0.0,0.0,27148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 01:00:00,20669.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3962.0,0.0,0.0,0.0,0.0,2891.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1165.0,4450.0,13.0,332.0,74.0,116.0,0.0,0.0,0.0,0.0,0.0,1014.0,4686.0,1560.0,1014.0,42.0,4.0,0.0,729.0,0.0,105.0,173.0,0.0,0.0,0.0,0.0,0.0,12802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 01:00:00,20692.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82333.0,0.0,0.0,0.0,0.0,38425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,426.0,96820.0,3.0,7798.0,9.0,2041.0,0.0,0.0,0.0,0.0,0.0,9054.0,30792.0,10264.0,9054.0,1.0,393.0,0.0,611.0,1.0,137.0,175.0,0.0,0.0,0.0,0.0,0.0,23334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 01:00:00,20715.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187097.0,0.0,0.0,0.0,0.0,134703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1686.0,209701.0,21.0,11800.0,79.0,3209.0,0.0,0.0,0.0,0.0,0.0,54772.0,221977.0,73660.0,54772.0,10.0,60.0,0.0,9612.0,67.0,276.0,76.0,0.0,0.0,0.0,0.0,0.0,155362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 01:00:00,20738.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14165.0,0.0,0.0,0.0,0.0,10656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1228.0,44724.0,22.0,3159.0,78.0,430.0,0.0,0.0,0.0,0.0,0.0,4075.0,17237.0,5710.0,4075.0,54.0,13.0,0.0,768.0,41.0,93.0,243.0,0.0,0.0,0.0,0.0,0.0,17170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 01:00:00,20739.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82406.0,0.0,0.0,0.0,0.0,34082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1833.0,117342.0,33.0,9874.0,159.0,1233.0,0.0,0.0,0.0,0.0,0.0,7920.0,37922.0,10272.0,7920.0,112.0,55.0,0.0,1181.0,2.0,130.0,183.0,0.0,0.0,0.0,0.0,0.0,30811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 01:15:00,20669.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2770.0,0.0,0.0,0.0,0.0,2275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1382.0,3236.0,16.0,229.0,69.0,87.0,0.0,0.0,0.0,0.0,0.0,914.0,4708.0,1567.0,914.0,33.0,7.0,0.0,898.0,37.0,117.0,170.0,0.0,0.0,0.0,0.0,0.0,13884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 01:15:00,20692.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76880.0,0.0,0.0,0.0,0.0,14673.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,71140.0,8.0,5916.0,52.0,1178.0,0.0,0.0,0.0,0.0,0.0,5843.0,19998.0,6666.0,5843.0,13.0,122.0,0.0,704.0,7.0,114.0,112.0,0.0,0.0,0.0,0.0,0.0,16199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 01:15:00,20737.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,0.0,0.0,0.0,0.0,3180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1948.0,4465.0,38.0,223.0,572.0,1333.0,0.0,0.0,0.0,0.0,0.0,1715.0,10837.0,3480.0,1715.0,43.0,8.0,0.0,2235.0,29.0,263.0,336.0,0.0,0.0,0.0,0.0,0.0,19144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 01:15:00,20738.0,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95434.0,0.0,0.0,0.0,0.0,38370.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1168.0,136483.0,16.0,10138.0,56.0,524.0,0.0,0.0,0.0,0.0,0.0,5723.0,20183.0,6620.0,5723.0,17.0,68.0,0.0,1640.0,13.0,111.0,43.0,0.0,0.0,0.0,0.0,0.0,26914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
