begintime,ne_name,sk_object,ne_type,vendor,integrity,L.E-RAB.NormRel,ERAB_REL_ENB,NOKIA LTE_DL Traffic(GB),HU LTE_DL Traffic(GB),NOKIA/HU DL Traffic_LTE,HU LTE_RRC SR%,HU LTE_ERAB Setup SR%,NOKIA LTE_ERAB Setup SR%,NOKIA/HU ERAB Setup SR%_LTE,HU LTE_ERAB Drop%,NOKIA LTE_ERAB Drop%,ERAB Setup Numerator,id
2022-02-02,"4G_MALAMA_II/Cell:eNodeB Function Name=4G_MALAMA_II,Local Cell ID=8,Cell Name=4G_MALAMA_II-8,eNodeB ID=5060,Cell FDD TDD indication=CELL_FDD",808831.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,60535.0,,0.0,46.5234,46.5234,99.9851,99.9299,,99.9299,0.0132,,67008.0,263
2022-02-02,"4G_MAMBO/Cell:eNodeB Function Name=4G_MAMBO,Local Cell ID=1,Cell Name=4G_MAMBO-1,eNodeB ID=5073,Cell FDD TDD indication=CELL_FDD",808994.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,75855.0,,0.0,56.715,56.715,99.9674,99.7691,,99.7691,0.0119,,76055.0,264
2022-02-02,"4G_MAMBO/Cell:eNodeB Function Name=4G_MAMBO,Local Cell ID=2,Cell Name=4G_MAMBO-2,eNodeB ID=5073,Cell FDD TDD indication=CELL_FDD",809022.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,134156.0,,0.0,97.8103,97.8103,99.939,99.8324,,99.8324,0.0022,,134006.0,265
2022-02-02,"4G_MAMBO/Cell:eNodeB Function Name=4G_MAMBO,Local Cell ID=3,Cell Name=4G_MAMBO-3,eNodeB ID=5073,Cell FDD TDD indication=CELL_FDD",810474.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,95694.0,,0.0,94.0967,94.0967,99.945,99.7436,,99.7436,0.047,,96083.0,266
2022-02-02,"4G_MARAMPA/Cell:eNodeB Function Name=4G_MARAMPA,Local Cell ID=1,Cell Name=4G_MARAMPA-1,eNodeB ID=5107,Cell FDD TDD indication=CELL_FDD",817425.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,5717.0,,0.0,1.3589,1.3589,99.5424,99.123,,99.123,0.192,,5877.0,267
2022-02-02,"4G_MARAMPA/Cell:eNodeB Function Name=4G_MARAMPA,Local Cell ID=2,Cell Name=4G_MARAMPA-2,eNodeB ID=5107,Cell FDD TDD indication=CELL_FDD",808844.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,23059.0,,0.0,49.6427,49.6427,99.9905,99.9443,,99.9443,0.013,,23320.0,268
2022-02-02,"4G_MARAMPA/Cell:eNodeB Function Name=4G_MARAMPA,Local Cell ID=3,Cell Name=4G_MARAMPA-3,eNodeB ID=5107,Cell FDD TDD indication=CELL_FDD",808819.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,25003.0,,0.0,14.0363,14.0363,99.9709,99.8002,,99.8002,0.024,,25479.0,269
2022-02-02,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II,Local Cell ID=1,Cell Name=4G_MARJAYTOWN_II-1,eNodeB ID=5065,Cell FDD TDD indication=CELL_FDD",817532.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,66620.0,,0.0,96.2186,96.2186,99.9671,99.6115,,99.6115,0.0135,,58718.0,270
2022-02-02,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II,Local Cell ID=2,Cell Name=4G_MARJAYTOWN_II-2,eNodeB ID=5065,Cell FDD TDD indication=CELL_FDD",809031.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,107358.0,,0.0,111.6161,111.6161,99.9899,99.9269,,99.9269,0.013,,97094.0,271
2022-02-02,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II,Local Cell ID=3,Cell Name=4G_MARJAYTOWN_II-3,eNodeB ID=5065,Cell FDD TDD indication=CELL_FDD",809047.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,21607.0,,0.0,26.0194,26.0194,99.8918,99.6843,,99.6843,0.0879,,18629.0,272
2022-02-02,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II,Local Cell ID=6,Cell Name=4G_MARJAYTOWN_II-6,eNodeB ID=5065,Cell FDD TDD indication=CELL_FDD",817287.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,80509.0,,0.0,87.0657,87.0657,99.9939,99.8934,,99.8934,0.0149,,89976.0,273
2022-02-02,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II,Local Cell ID=7,Cell Name=4G_MARJAYTOWN_II-7,eNodeB ID=5065,Cell FDD TDD indication=CELL_FDD",808690.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,66909.0,,0.0,53.7858,53.7858,99.9848,99.9688,,99.9688,0.0105,,76779.0,274
2022-02-02,"4G_MARJAYTOWN_II/Cell:eNodeB Function Name=4G_MARJAYTOWN_II,Local Cell ID=8,Cell Name=4G_MARJAYTOWN_II-8,eNodeB ID=5065,Cell FDD TDD indication=CELL_FDD",808700.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,66351.0,,0.0,56.7561,56.7561,99.9675,99.836,,99.836,0.0602,,72458.0,275
2022-02-02,"4G_MMCE/Cell:eNodeB Function Name=4G_MMCE,Local Cell ID=1,Cell Name=4G_MMCE-1,eNodeB ID=5009,Cell FDD TDD indication=CELL_FDD",808832.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,65183.0,,0.0,65.3977,65.3977,99.9556,99.8273,,99.8273,0.0261,,56634.0,276
2022-02-02,"4G_MMCE/Cell:eNodeB Function Name=4G_MMCE,Local Cell ID=2,Cell Name=4G_MMCE-2,eNodeB ID=5009,Cell FDD TDD indication=CELL_FDD",808800.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,112784.0,,0.0,94.5258,94.5258,99.9106,99.8712,,99.8712,0.0594,,96140.0,277
2022-02-02,"4G_MMCE/Cell:eNodeB Function Name=4G_MMCE,Local Cell ID=6,Cell Name=4G_MMCE-6,eNodeB ID=5009,Cell FDD TDD indication=CELL_FDD",809203.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,160090.0,,0.0,60.0233,60.0233,99.967,99.8876,,99.8876,0.0237,,167039.0,278
2022-02-02,"4G_MMCE/Cell:eNodeB Function Name=4G_MMCE,Local Cell ID=7,Cell Name=4G_MMCE-7,eNodeB ID=5009,Cell FDD TDD indication=CELL_FDD",808759.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,155992.0,,0.0,102.5766,102.5766,99.968,99.9386,,99.9386,0.0103,,177480.0,279
2022-02-02,"4G_MOBIMBI/Cell:eNodeB Function Name=4G_MOBIMBI,Local Cell ID=1,Cell Name=4G_MOBIMBI-1,eNodeB ID=5099,Cell FDD TDD indication=CELL_FDD",817588.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,13261.0,,0.0,14.081,14.081,99.8679,99.6554,,99.6554,0.0603,,13302.0,280
2022-02-02,"4G_MOBIMBI/Cell:eNodeB Function Name=4G_MOBIMBI,Local Cell ID=2,Cell Name=4G_MOBIMBI-2,eNodeB ID=5099,Cell FDD TDD indication=CELL_FDD",809191.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,28508.0,,0.0,18.6456,18.6456,99.9777,99.909,,99.909,0.0105,,28538.0,281
2022-02-02,"4G_MOBIMBI/Cell:eNodeB Function Name=4G_MOBIMBI,Local Cell ID=3,Cell Name=4G_MOBIMBI-3,eNodeB ID=5099,Cell FDD TDD indication=CELL_FDD",817478.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,10630.0,,0.0,11.0586,11.0586,99.9663,99.8494,,99.8494,0.0282,,10610.0,282
2022-02-02,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA,Local Cell ID=1,Cell Name=4G_MOKABA-1,eNodeB ID=5100,Cell FDD TDD indication=CELL_FDD",808672.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,3579.0,,0.0,3.0933,3.0933,99.9373,100.0,,100.0,0.0,,3583.0,283
2022-02-02,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA,Local Cell ID=2,Cell Name=4G_MOKABA-2,eNodeB ID=5100,Cell FDD TDD indication=CELL_FDD",809057.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,7043.0,,0.0,21.7934,21.7934,99.9796,99.9575,,99.9575,0.1135,,7053.0,284
2022-02-02,"4G_MOKABA/Cell:eNodeB Function Name=4G_MOKABA,Local Cell ID=3,Cell Name=4G_MOKABA-3,eNodeB ID=5100,Cell FDD TDD indication=CELL_FDD",809179.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,8865.0,,0.0,2.7056,2.7056,99.9579,99.8761,,99.8761,0.0676,,8870.0,285
2022-02-02,"4G_MURRAYTOWNBARRACKS/Cell:eNodeB Function Name=4G_MURRAYTOWNBARRACKS,Local Cell ID=1,Cell Name=4G_MURRAYTOWNBARRACKS-1,eNodeB ID=5012,Cell FDD TDD indication=CELL_FDD",808966.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,65028.0,,0.0,55.4052,55.4052,99.968,99.9035,,99.9035,0.0154,,53831.0,286
2022-02-02,"4G_MURRAYTOWNBARRACKS/Cell:eNodeB Function Name=4G_MURRAYTOWNBARRACKS,Local Cell ID=2,Cell Name=4G_MURRAYTOWNBARRACKS-2,eNodeB ID=5012,Cell FDD TDD indication=CELL_FDD",808826.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,35605.0,,0.0,18.5186,18.5186,99.9828,99.8969,,99.8969,0.014,,30999.0,287
2022-02-02,"4G_MURRAYTOWNBARRACKS/Cell:eNodeB Function Name=4G_MURRAYTOWNBARRACKS,Local Cell ID=3,Cell Name=4G_MURRAYTOWNBARRACKS-3,eNodeB ID=5012,Cell FDD TDD indication=CELL_FDD",808997.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,65750.0,,0.0,34.4252,34.4252,99.9672,99.907,,99.907,0.0334,,56911.0,288
2022-02-02,"4G_MURRAYTOWNBARRACKS/Cell:eNodeB Function Name=4G_MURRAYTOWNBARRACKS,Local Cell ID=6,Cell Name=4G_MURRAYTOWNBARRACKS-6,eNodeB ID=5012,Cell FDD TDD indication=CELL_FDD",808753.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,45700.0,,0.0,31.8482,31.8482,99.9877,99.9415,,99.9415,0.0066,,52931.0,289
2022-02-02,"4G_MURRAYTOWNBARRACKS/Cell:eNodeB Function Name=4G_MURRAYTOWNBARRACKS,Local Cell ID=7,Cell Name=4G_MURRAYTOWNBARRACKS-7,eNodeB ID=5012,Cell FDD TDD indication=CELL_FDD",809092.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,224744.0,,0.0,112.5001,112.5001,99.9802,99.8314,,99.8314,0.0027,,235631.0,290
2022-02-02,"4G_MURRAYTOWNBARRACKS/Cell:eNodeB Function Name=4G_MURRAYTOWNBARRACKS,Local Cell ID=8,Cell Name=4G_MURRAYTOWNBARRACKS-8,eNodeB ID=5012,Cell FDD TDD indication=CELL_FDD",809000.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,108755.0,,0.0,37.8668,37.8668,99.9671,99.9377,,99.9377,0.011,,120263.0,291
2022-02-02,"4G_OAU_II/Cell:eNodeB Function Name=4G_OAU_II,Local Cell ID=1,Cell Name=4G_OAU_II-1,eNodeB ID=5013,Cell FDD TDD indication=CELL_FDD",809036.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,45101.0,,0.0,24.4095,24.4095,99.8442,99.8473,,99.8473,0.0266,,41854.0,292
2022-02-02,"4G_OAU_II/Cell:eNodeB Function Name=4G_OAU_II,Local Cell ID=2,Cell Name=4G_OAU_II-2,eNodeB ID=5013,Cell FDD TDD indication=CELL_FDD",809145.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,82881.0,,0.0,74.5243,74.5243,99.9204,99.8228,,99.8228,0.0398,,72690.0,293
2022-02-02,"4G_OAU_II/Cell:eNodeB Function Name=4G_OAU_II,Local Cell ID=3,Cell Name=4G_OAU_II-3,eNodeB ID=5013,Cell FDD TDD indication=CELL_FDD",808789.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,16233.0,,0.0,15.2556,15.2556,99.9833,99.9217,,99.9217,0.0246,,14045.0,294
2022-02-02,"4G_OAU_II/Cell:eNodeB Function Name=4G_OAU_II,Local Cell ID=7,Cell Name=4G_OAU_II-7,eNodeB ID=5013,Cell FDD TDD indication=CELL_FDD",809161.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,58677.0,,0.0,28.4497,28.4497,99.9718,99.9056,,99.9056,0.0034,,70887.0,295
2022-02-02,"4G_OAU_II/Cell:eNodeB Function Name=4G_OAU_II,Local Cell ID=8,Cell Name=4G_OAU_II-8,eNodeB ID=5013,Cell FDD TDD indication=CELL_FDD",808762.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,26750.0,,0.0,18.1341,18.1341,99.9907,99.9122,,99.9122,0.0112,,30722.0,296
2022-02-02,"4G_OCTEA/Cell:eNodeB Function Name=4G_OCTEA,Local Cell ID=1,Cell Name=4G_OCTEA-1,eNodeB ID=5046,Cell FDD TDD indication=CELL_FDD",808932.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,216337.0,,0.0,108.6735,108.6735,99.9572,99.6476,,99.6476,0.2126,,216594.0,297
2022-02-02,"4G_OCTEA/Cell:eNodeB Function Name=4G_OCTEA,Local Cell ID=2,Cell Name=4G_OCTEA-2,eNodeB ID=5046,Cell FDD TDD indication=CELL_FDD",809030.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,143764.0,,0.0,73.5601,73.5601,99.9699,99.7074,,99.7074,0.1271,,143791.0,298
2022-02-02,"4G_OCTEA/Cell:eNodeB Function Name=4G_OCTEA,Local Cell ID=3,Cell Name=4G_OCTEA-3,eNodeB ID=5046,Cell FDD TDD indication=CELL_FDD",809116.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,143602.0,,0.0,83.0007,83.0007,99.9272,99.6296,,99.6296,0.2605,,144459.0,299
2022-02-02,"4G_OFF_LEICESTERROAD/Cell:eNodeB Function Name=4G_OFF_LEICESTERROAD,Local Cell ID=1,Cell Name=4G_OFF_LEICESTERROAD-1,eNodeB ID=5127,Cell FDD TDD indication=CELL_FDD",809137.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,147987.0,,0.0,52.8665,52.8665,99.9383,99.8179,,99.8179,0.0041,,146897.0,300
2022-02-02,"4G_OFF_LEICESTERROAD/Cell:eNodeB Function Name=4G_OFF_LEICESTERROAD,Local Cell ID=2,Cell Name=4G_OFF_LEICESTERROAD-2,eNodeB ID=5127,Cell FDD TDD indication=CELL_FDD",809018.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,161696.0,,0.0,69.051,69.051,99.9423,99.7101,,99.7101,0.0117,,157501.0,301
2022-02-02,"4G_PALMRESORT/Cell:eNodeB Function Name=4G_PALMRESORT,Local Cell ID=1,Cell Name=4G_PALMRESORT-1,eNodeB ID=5025,Cell FDD TDD indication=CELL_FDD",809190.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,102221.0,,0.0,77.4082,77.4082,99.9663,99.8848,,99.8848,0.0245,,84984.0,302
2022-02-02,"4G_PALMRESORT/Cell:eNodeB Function Name=4G_PALMRESORT,Local Cell ID=3,Cell Name=4G_PALMRESORT-3,eNodeB ID=5025,Cell FDD TDD indication=CELL_FDD",808792.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,60473.0,,0.0,33.6078,33.6078,99.9586,99.9188,,99.9188,0.0083,,52902.0,303
2022-02-02,"4G_PALMRESORT/Cell:eNodeB Function Name=4G_PALMRESORT,Local Cell ID=6,Cell Name=4G_PALMRESORT-6,eNodeB ID=5025,Cell FDD TDD indication=CELL_FDD",808864.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,175325.0,,0.0,83.264,83.264,99.9818,99.9218,,99.9218,0.0086,,204477.0,304
2022-02-02,"4G_PALMRESORT/Cell:eNodeB Function Name=4G_PALMRESORT,Local Cell ID=8,Cell Name=4G_PALMRESORT-8,eNodeB ID=5025,Cell FDD TDD indication=CELL_FDD",808902.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,29168.0,,0.0,10.7867,10.7867,99.9914,99.9088,,99.9088,0.0034,,30659.0,305
2022-02-02,"4G_PENDUMA_DOVEFACTORY/Cell:eNodeB Function Name=4G_PENDUMA_DOVEFACTORY,Local Cell ID=1,Cell Name=4G_PENDUMA_DOVEFACTORY-1,eNodeB ID=5114,Cell FDD TDD indication=CELL_FDD",808760.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,4927.0,,0.0,19.0805,19.0805,100.0,99.8177,,99.8177,0.0406,,4928.0,306
2022-02-02,"4G_PENDUMA_DOVEFACTORY/Cell:eNodeB Function Name=4G_PENDUMA_DOVEFACTORY,Local Cell ID=2,Cell Name=4G_PENDUMA_DOVEFACTORY-2,eNodeB ID=5114,Cell FDD TDD indication=CELL_FDD",808924.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,1497.0,,0.0,9.1544,9.1544,99.8605,99.4751,,99.4751,0.0668,,1516.0,307
2022-02-02,"4G_PENDUMA_DOVEFACTORY/Cell:eNodeB Function Name=4G_PENDUMA_DOVEFACTORY,Local Cell ID=3,Cell Name=4G_PENDUMA_DOVEFACTORY-3,eNodeB ID=5114,Cell FDD TDD indication=CELL_FDD",808822.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,1943.0,,0.0,0.4843,0.4843,99.5717,99.8462,,99.8462,0.0,,1948.0,308
2022-02-02,"4G_PORTLOKO_II/Cell:eNodeB Function Name=4G_PORTLOKO_II,Local Cell ID=1,Cell Name=4G_PORTLOKO_II-1,eNodeB ID=5049,Cell FDD TDD indication=CELL_FDD",808888.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,63093.0,,0.0,26.9645,26.9645,99.9683,99.8235,,99.8235,0.0792,,63355.0,309
2022-02-02,"4G_PORTLOKO_II/Cell:eNodeB Function Name=4G_PORTLOKO_II,Local Cell ID=2,Cell Name=4G_PORTLOKO_II-2,eNodeB ID=5049,Cell FDD TDD indication=CELL_FDD",809049.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,15160.0,,0.0,7.9147,7.9147,99.9421,99.7517,,99.7517,0.0857,,15666.0,310
2022-02-02,"4G_PORTLOKO_II/Cell:eNodeB Function Name=4G_PORTLOKO_II,Local Cell ID=3,Cell Name=4G_PORTLOKO_II-3,eNodeB ID=5049,Cell FDD TDD indication=CELL_FDD",809135.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,115244.0,,0.0,44.1859,44.1859,99.9593,99.8685,,99.8685,0.0685,,116162.0,311
2022-02-02,"4G_PORTLOKO_SLMINING/Cell:eNodeB Function Name=4G_PORTLOKO_SLMINING,Local Cell ID=1,Cell Name=4G_PORTLOKO_SLMINING-1,eNodeB ID=5105,Cell FDD TDD indication=CELL_FDD",809032.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,17138.0,,0.0,16.5003,16.5003,99.9899,99.7326,,99.7326,0.1457,,17157.0,312
2022-02-02,"4G_PORTLOKO_SLMINING/Cell:eNodeB Function Name=4G_PORTLOKO_SLMINING,Local Cell ID=2,Cell Name=4G_PORTLOKO_SLMINING-2,eNodeB ID=5105,Cell FDD TDD indication=CELL_FDD",809087.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,10724.0,,0.0,16.114,16.114,99.9485,99.629,,99.629,0.1583,,10741.0,313
2022-02-02,"4G_REGENT/Cell:eNodeB Function Name=4G_REGENT,Local Cell ID=1,Cell Name=4G_REGENT-1,eNodeB ID=5125,Cell FDD TDD indication=CELL_FDD",808827.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,16435.0,,0.0,8.9308,8.9308,99.985,99.9574,,99.9574,0.0122,,16427.0,314
2022-02-02,"4G_REGENT/Cell:eNodeB Function Name=4G_REGENT,Local Cell ID=2,Cell Name=4G_REGENT-2,eNodeB ID=5125,Cell FDD TDD indication=CELL_FDD",809046.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,108951.0,,0.0,46.4303,46.4303,99.95,99.8696,,99.8696,0.0211,,107221.0,315
2022-02-02,"4G_REGENT/Cell:eNodeB Function Name=4G_REGENT,Local Cell ID=3,Cell Name=4G_REGENT-3,eNodeB ID=5125,Cell FDD TDD indication=CELL_FDD",809072.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,35341.0,,0.0,32.0119,32.0119,99.9651,99.8724,,99.8724,0.0085,,35209.0,316
2022-02-02,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=1,Cell Name=4G_ROCKELBANK-1,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",809020.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,273361.0,,0.0,125.9739,125.9739,99.8129,99.2857,,99.2857,0.1866,,242274.0,317
2022-02-02,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=2,Cell Name=4G_ROCKELBANK-2,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",808688.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,97389.0,,0.0,43.9877,43.9877,99.8964,99.4026,,99.4026,0.1415,,81529.0,318
2022-02-02,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=3,Cell Name=4G_ROCKELBANK-3,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",808930.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,172296.0,,0.0,89.1116,89.1116,99.8351,99.382,,99.382,0.2091,,146508.0,319
2022-02-02,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=6,Cell Name=4G_ROCKELBANK-6,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",809056.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,205892.0,,0.0,72.7091,72.7091,99.9718,99.4763,,99.4763,0.1014,,222056.0,320
2022-02-02,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=7,Cell Name=4G_ROCKELBANK-7,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",808818.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,221487.0,,0.0,65.9009,65.9009,99.9709,99.5262,,99.5262,0.1033,,239491.0,321
2022-02-02,"4G_ROCKELBANK/Cell:eNodeB Function Name=4G_ROCKELBANK,Local Cell ID=8,Cell Name=4G_ROCKELBANK-8,eNodeB ID=5038,Cell FDD TDD indication=CELL_FDD",809148.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,211020.0,,0.0,78.6239,78.6239,99.9845,99.5837,,99.5837,0.1037,,229393.0,322
2022-02-02,"4G_RUTILE_II/Cell:eNodeB Function Name=4G_RUTILE_II,Local Cell ID=1,Cell Name=4G_RUTILE_II-1,eNodeB ID=5048,Cell FDD TDD indication=CELL_FDD",809033.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,47414.0,,0.0,22.9243,22.9243,99.987,99.9159,,99.9159,0.1074,,47524.0,323
2022-02-02,"4G_RUTILE_II/Cell:eNodeB Function Name=4G_RUTILE_II,Local Cell ID=2,Cell Name=4G_RUTILE_II-2,eNodeB ID=5048,Cell FDD TDD indication=CELL_FDD",808833.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,63512.0,,0.0,53.9991,53.9991,99.9818,99.915,,99.915,0.1007,,63450.0,324
2022-02-02,"4G_RUTILE_II/Cell:eNodeB Function Name=4G_RUTILE_II,Local Cell ID=3,Cell Name=4G_RUTILE_II-3,eNodeB ID=5048,Cell FDD TDD indication=CELL_FDD",809002.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,3456.0,,0.0,3.622,3.622,99.9798,99.943,,99.943,0.0578,,3506.0,325
2022-02-02,"4G_SEFADUCENTRAL/Cell:eNodeB Function Name=4G_SEFADUCENTRAL,Local Cell ID=1,Cell Name=4G_SEFADUCENTRAL-1,eNodeB ID=5061,Cell FDD TDD indication=CELL_FDD",808754.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,177474.0,,0.0,86.8704,86.8704,99.9494,99.7517,,99.7517,0.0208,,177549.0,326
2022-02-02,"4G_SEFADUCENTRAL/Cell:eNodeB Function Name=4G_SEFADUCENTRAL,Local Cell ID=2,Cell Name=4G_SEFADUCENTRAL-2,eNodeB ID=5061,Cell FDD TDD indication=CELL_FDD",808729.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,172854.0,,0.0,98.3603,98.3603,99.9706,99.8326,,99.8326,0.0353,,172954.0,327
2022-02-02,"4G_SEFADUCENTRAL/Cell:eNodeB Function Name=4G_SEFADUCENTRAL,Local Cell ID=3,Cell Name=4G_SEFADUCENTRAL-3,eNodeB ID=5061,Cell FDD TDD indication=CELL_FDD",809029.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,22789.0,,0.0,9.1014,9.1014,99.9461,99.8769,,99.8769,0.0395,,22713.0,328
2022-02-02,"4G_SLCB_II/Cell:eNodeB Function Name=4G_SLCB_II,Local Cell ID=0,Cell Name=4G_SLCB_II-1,eNodeB ID=5002,Cell FDD TDD indication=CELL_FDD",808989.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,95957.0,,0.0,47.0799,47.0799,99.886,99.6295,,99.6295,0.0667,,84430.0,329
2022-02-02,"4G_SLCB_II/Cell:eNodeB Function Name=4G_SLCB_II,Local Cell ID=1,Cell Name=4G_SLCB_II-2,eNodeB ID=5002,Cell FDD TDD indication=CELL_FDD",809091.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,108702.0,,0.0,39.0706,39.0706,99.9145,99.8134,,99.8134,0.0276,,94666.0,330
2022-02-02,"4G_SLCB_II/Cell:eNodeB Function Name=4G_SLCB_II,Local Cell ID=2,Cell Name=4G_SLCB_II-3,eNodeB ID=5002,Cell FDD TDD indication=CELL_FDD",808912.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,177022.0,,0.0,80.0698,80.0698,99.8377,99.5202,,99.5202,0.061,,149146.0,331
2022-02-02,"4G_SLCB_II/Cell:eNodeB Function Name=4G_SLCB_II,Local Cell ID=6,Cell Name=4G_SLCB_II-6,eNodeB ID=5002,Cell FDD TDD indication=CELL_FDD",808998.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,297836.0,,0.0,133.7852,133.7852,99.9481,99.8562,,99.8562,0.0168,,318770.0,332
2022-02-02,"4G_SLCB_II/Cell:eNodeB Function Name=4G_SLCB_II,Local Cell ID=7,Cell Name=4G_SLCB_II-7,eNodeB ID=5002,Cell FDD TDD indication=CELL_FDD",809063.0,eNodeB(4G) : Measurement of Cell Performance,Huawei,95.83,105151.0,,0.0,44.0525,44.0525,99.9703,99.8829,,99.8829,0.0105,,119447.0,333
