begintime,sk_object,duration,integrity,M51302C0,M51302C1,M51302C2,M51302C3,M51302C4,M51302C5,M51302C6
2022-03-18,15435.0,1440.0,100.0,43195.0,1546265.0,145599560.0,13956.0,13473273.0,0.0,0.0
2022-03-19,15430.0,1310.0,90.97222222222223,39189.0,13237459.0,1513278540.0,8588317.0,995587926.0,0.0,0.0
2022-03-18,15409.0,1440.0,100.0,42539.0,1515550.0,142776726.0,11106.0,7333028.0,0.0,0.0
2022-03-12,15448.0,1440.0,100.0,42745.0,1506325.0,141916590.0,16956.0,14202955.0,0.0,0.0
2022-03-11,15402.0,1440.0,100.0,43192.0,7799005.0,879946516.0,4091917.0,313112334.0,0.0,0.0
2022-03-14,15449.0,1440.0,100.0,43348.0,8228145.0,931086680.0,4553560.0,435113452.0,0.0,0.0
2022-03-15,15401.0,1440.0,100.0,43198.0,1546438.0,145628762.0,14361.0,13706136.0,0.0,0.0
2022-03-19,15438.0,1380.0,95.83333333333333,40162.0,4210905.0,461690634.0,2662260.0,267844856.0,0.0,0.0
2022-03-19,15408.0,1380.0,95.83333333333333,40199.0,1443433.0,136070256.0,17827.0,13693006.0,0.0,0.0
2022-03-15,15413.0,1440.0,100.0,43348.0,1541573.0,145265792.0,8778.0,7316080.0,0.0,0.0
2022-03-16,15449.0,1440.0,100.0,43194.0,8725875.0,988774928.0,4801420.0,447457848.0,0.0,0.0
2022-03-18,15448.0,1440.0,100.0,42386.0,1516987.0,143013064.0,20127.0,15093246.0,0.0,0.0
2022-03-19,15426.0,1129.0,78.40277777777777,33917.0,1214622.0,114465728.0,13511.0,14065413.0,0.0,0.0
2022-03-15,15441.0,1440.0,100.0,43171.0,4783292.0,527814696.0,2955202.0,361398116.0,0.0,0.0
2022-03-13,15400.0,1440.0,100.0,42800.0,3294298.0,366035110.0,1849481.0,175223350.0,0.0,0.0
2022-03-12,15449.0,1440.0,100.0,43196.0,9388170.0,1063260454.0,5186909.0,492272502.0,0.0,0.0
2022-03-18,15407.0,1440.0,100.0,43191.0,1541147.0,145222810.0,7990.0,6864883.0,0.0,0.0
2022-03-15,15428.0,1440.0,100.0,43196.0,1540415.0,145146982.0,7184.0,6837971.0,0.0,0.0
2022-03-17,15452.0,1380.0,95.83333333333333,41081.0,1478247.0,139000283.0,52857.0,64692771.0,0.0,0.0
2022-03-11,15424.0,1440.0,100.0,43198.0,1543184.0,145379372.0,9368.0,7260768.0,0.0,0.0
2022-03-18,15412.0,1440.0,100.0,43194.0,363506606.0,406711685540.0,264136790.0,65431222676.0,0.0,0.0
2022-03-17,15400.0,1380.0,95.83333333333333,40326.0,3250005.0,364429096.0,1947268.0,177504540.0,0.0,0.0
2022-03-17,15422.0,1440.0,100.0,43206.0,283148443.0,320755324327.0,200105740.0,50248432139.0,0.0,0.0
2022-03-19,15451.0,1380.0,95.83333333333333,41375.0,273381406.0,317990506223.0,190902483.0,56892344645.0,0.0,0.0
2022-03-13,15414.0,1440.0,100.0,43198.0,4945615.0,550879492.0,3315906.0,415814352.0,0.0,0.0
2022-03-13,15436.0,1404.0,97.5,42143.0,13769989.0,1533319380.0,9050455.0,1052981486.0,0.0,0.0
2022-03-18,15421.0,1440.0,100.0,42474.0,57073026.0,69449464012.0,32656239.0,8562306627.0,0.0,0.0
2022-03-16,15405.0,1440.0,100.0,43344.0,35349307.0,43787490554.0,21706451.0,5693162202.0,0.0,0.0
2022-03-17,15423.0,1380.0,95.83333333333333,41399.0,8470304.0,954661748.0,4589319.0,404712710.0,0.0,0.0
2022-03-12,15447.0,1402.0,97.36111111111111,40920.0,117357140.0,139491063241.0,79264745.0,23174528147.0,0.0,0.0
2022-03-17,15399.0,1440.0,100.0,43205.0,1544818.0,145507748.0,13704.0,13388921.0,0.0,0.0
2022-03-13,15429.0,1440.0,100.0,43033.0,54420127.0,63512644455.0,28025755.0,8449877657.0,0.0,0.0
2022-03-15,15410.0,1440.0,100.0,43193.0,1540773.0,145152652.0,7214.0,6621285.0,0.0,0.0
2022-03-18,15410.0,1440.0,100.0,43183.0,1543998.0,145410852.0,9487.0,6900671.0,0.0,0.0
2022-03-13,15433.0,1440.0,100.0,42971.0,7112147.0,792184322.0,4967075.0,616775162.0,0.0,0.0
2022-03-11,15449.0,1440.0,100.0,43196.0,9257477.0,1049690316.0,5117758.0,484406824.0,0.0,0.0
2022-03-19,15403.0,1380.0,95.83333333333333,41282.0,81278801.0,92136567858.0,56806876.0,19002774061.0,0.0,0.0
2022-03-12,15423.0,1440.0,100.0,43198.0,8810156.0,992919742.0,4705030.0,414737416.0,0.0,0.0
2022-03-17,15443.0,1380.0,95.83333333333333,40402.0,5804957.0,657582648.0,4172512.0,485105192.0,0.0,0.0
2022-03-12,15450.0,1440.0,100.0,43152.0,7709325.0,871949010.0,3907114.0,295996452.0,0.0,0.0
2022-03-17,15414.0,1440.0,100.0,43048.0,4715637.0,523694938.0,3018934.0,370762980.0,0.0,0.0
2022-03-18,15423.0,1440.0,100.0,43055.0,8783667.0,989558846.0,4793222.0,429329648.0,0.0,0.0
2022-03-16,15450.0,1440.0,100.0,43184.0,7178495.0,812960754.0,3600382.0,266376596.0,0.0,0.0
2022-03-11,15446.0,1440.0,100.0,43196.0,155850167.0,184977125134.0,95090015.0,25608555587.0,0.0,0.0
2022-03-18,15418.0,1440.0,100.0,43185.0,20431106.0,24283338017.0,10481535.0,3048298873.0,0.0,0.0
2022-03-19,15411.0,1380.0,95.83333333333333,40855.0,333068520.0,390219876313.0,246281438.0,64175531247.0,0.0,0.0
2022-03-15,15450.0,1440.0,100.0,43193.0,7243509.0,820386416.0,3632519.0,269619158.0,0.0,0.0
2022-03-17,15445.0,1378.0,95.69444444444444,41185.0,7574527.0,857052230.0,3934892.0,320801628.0,0.0,0.0
2022-03-18,15446.0,1440.0,100.0,43197.0,162018924.0,193354807629.0,93958437.0,26181608288.0,0.0,0.0
2022-03-13,15441.0,1440.0,100.0,42491.0,4598125.0,512392168.0,2889731.0,326774930.0,0.0,0.0
2022-03-14,15444.0,1440.0,100.0,43198.0,12923440.0,1488480016.0,8516146.0,996293592.0,0.0,0.0
2022-03-18,15426.0,1380.0,95.83333333333333,41398.0,1479812.0,139399484.0,12421.0,13145038.0,0.0,0.0
2022-03-18,15427.0,1440.0,100.0,42286.0,143834161.0,172637198735.0,93318943.0,26042532502.0,0.0,0.0
2022-03-19,15437.0,1380.0,95.83333333333333,40874.0,8945019.0,1032773976.0,6816175.0,859615266.0,0.0,0.0
2022-03-18,15403.0,1440.0,100.0,43054.0,87408937.0,101272933847.0,57889649.0,13721607294.0,0.0,0.0
2022-03-16,15409.0,1399.0,97.15277777777777,41301.0,1439290.0,135197707.0,55014.0,71593931.0,0.0,0.0
2022-03-13,15455.0,1440.0,100.0,43198.0,199613103.0,237695493056.0,136853946.0,33162241201.0,0.0,0.0
2022-03-15,15445.0,1440.0,100.0,43329.0,7844761.0,887376458.0,4074944.0,332903520.0,0.0,0.0
2022-03-19,15436.0,1129.0,78.40277777777777,33917.0,11189509.0,1244508288.0,7164577.0,841659610.0,0.0,0.0
2022-03-11,15438.0,1440.0,100.0,41999.0,4315863.0,473047726.0,2741346.0,276211936.0,0.0,0.0
2022-03-16,15453.0,1440.0,100.0,43195.0,339269973.0,388512906192.0,250988475.0,60414926282.0,0.0,0.0
2022-03-13,15444.0,1440.0,100.0,43198.0,13322690.0,1543669198.0,8583553.0,991342330.0,0.0,0.0
2022-03-18,15401.0,1440.0,100.0,43194.0,1544021.0,145463212.0,12996.0,13742616.0,0.0,0.0
2022-03-15,15448.0,1440.0,100.0,42581.0,1459316.0,137543993.0,17568.0,14614475.0,0.0,0.0
2022-03-11,15455.0,1440.0,100.0,43198.0,184020286.0,219145099033.0,126190320.0,30579591022.0,0.0,0.0
2022-03-17,15453.0,1440.0,100.0,43048.0,333826258.0,373159686527.0,245986749.0,73265461912.0,0.0,0.0
2022-03-13,15413.0,1440.0,100.0,43198.0,1538364.0,144940652.0,8488.0,7175320.0,0.0,0.0
2022-03-16,15442.0,1399.0,97.15277777777777,41257.0,7687366.0,895426804.0,5756893.0,727892890.0,0.0,0.0
2022-03-16,15415.0,1440.0,100.0,43197.0,1537874.0,144862575.0,12775.0,13508020.0,0.0,0.0
2022-03-17,15438.0,1380.0,95.83333333333333,40019.0,4108478.0,452598050.0,2714396.0,270065980.0,0.0,0.0
2022-03-19,15425.0,1380.0,95.83333333333333,39512.0,1426055.0,134478082.0,15954.0,13611990.0,0.0,0.0
2022-03-13,15406.0,1440.0,100.0,43192.0,8564451.0,956019086.0,4535018.0,384953652.0,0.0,0.0
2022-03-11,15436.0,1296.0,90.0,38615.0,12728668.0,1413880638.0,8346858.0,961369268.0,0.0,0.0
2022-03-17,15424.0,1380.0,95.83333333333333,41417.0,1501680.0,141049934.0,54064.0,74086886.0,0.0,0.0
2022-03-16,15427.0,1440.0,100.0,43164.0,155488048.0,184222921341.0,104473325.0,31043598534.0,0.0,0.0
2022-03-18,15433.0,1440.0,100.0,43181.0,7521009.0,838406026.0,5390375.0,653245998.0,0.0,0.0
2022-03-12,15441.0,1440.0,100.0,42779.0,4646296.0,513985546.0,2863795.0,324467462.0,0.0,0.0
2022-03-19,15420.0,1380.0,95.83333333333333,40833.0,1462049.0,137741714.0,14439.0,13024854.0,0.0,0.0
2022-03-15,15451.0,1416.0,98.33333333333333,42481.0,245872506.0,291133406477.0,172440562.0,46931074088.0,0.0,0.0
2022-03-15,15416.0,1362.0,94.58333333333333,40897.0,181765610.0,215600179651.0,120695391.0,32746015666.0,0.0,0.0
2022-03-13,15418.0,1440.0,100.0,43171.0,20918884.0,24766715209.0,11461224.0,3726371747.0,0.0,0.0
2022-03-15,15408.0,1378.0,95.69444444444444,41011.0,1418660.0,133484322.0,60300.0,79113048.0,0.0,0.0
2022-03-15,15407.0,1440.0,100.0,43046.0,1529068.0,144069544.0,7304.0,6749380.0,0.0,0.0
2022-03-16,15413.0,1440.0,100.0,43195.0,1537347.0,144855510.0,9613.0,7334954.0,0.0,0.0
2022-03-15,15424.0,1440.0,100.0,43198.0,1531910.0,144311830.0,9628.0,7409039.0,0.0,0.0
2022-03-12,15431.0,1440.0,100.0,43197.0,1544535.0,145445590.0,12839.0,13042490.0,0.0,0.0
2022-03-16,15454.0,1421.0,98.68055555555556,42494.0,409096790.0,456427723504.0,297624886.0,85861691414.0,0.0,0.0
2022-03-19,15427.0,1380.0,95.83333333333333,39632.0,148244088.0,176549561219.0,94288073.0,27256048248.0,0.0,0.0
2022-03-17,15425.0,1380.0,95.83333333333333,41324.0,1447707.0,136437900.0,13211.0,12995731.0,0.0,0.0
2022-03-19,15429.0,1311.0,91.04166666666667,39180.0,44735464.0,52257117067.0,24608734.0,8118693256.0,0.0,0.0
2022-03-14,15439.0,1440.0,100.0,43347.0,82065126.0,96185409862.0,48677731.0,13054544460.0,0.0,0.0
2022-03-13,15426.0,1404.0,97.5,42141.0,1504190.0,141694431.0,14654.0,14797143.0,0.0,0.0
2022-03-14,15455.0,1440.0,100.0,43198.0,178968293.0,211321034250.0,123214036.0,29201903889.0,0.0,0.0
2022-03-18,15444.0,1440.0,100.0,43346.0,14296982.0,1652069402.0,9264070.0,1086380804.0,0.0,0.0
2022-03-17,15412.0,1440.0,100.0,43182.0,362407742.0,405719688742.0,264867236.0,65359713844.0,0.0,0.0
2022-03-14,15453.0,1440.0,100.0,43198.0,322998476.0,376694027332.0,231106399.0,55834079040.0,0.0,0.0
