begintime,sk_object,duration,integrity,1282454495,1282454496,1282454497,1282454498,1282454499,1282454500,1282454501,1282454502
2022-03-03,7525774.0,86400.0,100.0,42046317.0,0.0,59765422.0,0.0,9602690349.0,0.0,18689773155.0,0.0
2022-03-06,7525733.0,79200.0,91.66666666666667,4581651.0,1.0,4978775.0,0.0,574787224.0,36.0,1771744983.0,0.0
2022-02-08,7525813.0,86400.0,100.0,14164940.0,65512.0,17988263.0,0.0,2098291374.0,5097440.0,5663550109.0,0.0
2022-02-11,7525755.0,86400.0,100.0,269957127.0,0.0,60860687.0,0.0,19129454696.0,0.0,26552499368.0,0.0
2022-03-14,7525670.0,86400.0,100.0,37619240.0,1.0,53183082.0,0.0,9660005662.0,36.0,19754302287.0,0.0
2022-02-20,7525715.0,86400.0,100.0,47332589.0,0.0,61492581.0,0.0,13264542865.0,0.0,24663751986.0,0.0
2022-03-11,7525805.0,86400.0,100.0,31465566.0,0.0,44943537.0,0.0,6960502953.0,0.0,12667438081.0,0.0
2022-02-12,7525734.0,86400.0,100.0,4900111.0,0.0,15905192.0,0.0,326526902.0,0.0,1723409901.0,0.0
2022-02-19,7525844.0,86400.0,100.0,15490763.0,0.0,26073250.0,0.0,1751218994.0,0.0,4838330905.0,0.0
2022-02-04,7525815.0,86400.0,100.0,36176672.0,0.0,49716512.0,0.0,7390959360.0,0.0,15951566575.0,0.0
2022-03-13,7525795.0,75600.0,87.5,8544491.0,0.0,15224247.0,0.0,703814530.0,0.0,2321512494.0,0.0
2022-02-19,7525772.0,86400.0,100.0,24116717.0,0.0,30262751.0,0.0,3654548194.0,0.0,7455233533.0,0.0
2022-02-04,7525688.0,86400.0,100.0,19343336.0,0.0,30392479.0,0.0,2790751595.0,0.0,6569376847.0,0.0
2022-02-13,7525791.0,86400.0,100.0,17158445.0,64646.0,22067389.0,0.0,1735985971.0,5029862.0,4499221056.0,0.0
2022-02-08,7525817.0,86400.0,100.0,14508465.0,66741.0,13833765.0,0.0,1892610998.0,5192678.0,4178488046.0,0.0
2022-03-03,7525710.0,86400.0,100.0,10030601.0,0.0,15675233.0,0.0,1275688457.0,0.0,2815398340.0,0.0
2022-02-06,7525741.0,86400.0,100.0,9731062.0,1.0,16480648.0,0.0,774912516.0,36.0,2287754848.0,0.0
2022-03-12,7525777.0,68400.0,79.16666666666667,12709274.0,0.0,19806831.0,0.0,1437999908.0,0.0,3717111912.0,0.0
2022-03-06,7525717.0,79200.0,91.66666666666667,15031785.0,0.0,22528091.0,0.0,1671978014.0,0.0,3909693645.0,0.0
2022-02-19,7525773.0,86400.0,100.0,32130634.0,0.0,48405276.0,0.0,8282105314.0,0.0,17451096348.0,0.0
2022-03-07,7525840.0,86400.0,100.0,12220158.0,0.0,18817495.0,0.0,1237984035.0,0.0,2825178661.0,0.0
2022-02-08,7525744.0,86400.0,100.0,21489381.0,0.0,29966307.0,0.0,2812273711.0,0.0,6458435036.0,0.0
2022-03-03,7525715.0,86400.0,100.0,48358663.0,0.0,62412950.0,0.0,13054845092.0,0.0,24678911684.0,0.0
2022-03-03,7525786.0,86400.0,100.0,14557163.0,64290.0,18123463.0,0.0,1922158431.0,5002256.0,4893143861.0,0.0
2022-03-11,7525833.0,86400.0,100.0,37881439.0,0.0,51364354.0,0.0,7334783085.0,0.0,12616807902.0,0.0
2022-03-15,7525790.0,86400.0,100.0,37548259.0,0.0,52152415.0,0.0,9480220715.0,0.0,18668444268.0,0.0
2022-02-06,7525692.0,86400.0,100.0,10322701.0,0.0,21831127.0,0.0,1054474842.0,0.0,3434219097.0,0.0
2022-02-13,7525773.0,86400.0,100.0,32609567.0,0.0,48766869.0,0.0,8595877062.0,0.0,17750530302.0,0.0
2022-03-13,7525716.0,75600.0,87.5,16792473.0,0.0,24155279.0,0.0,2247409806.0,0.0,4965133049.0,0.0
2022-03-01,7525735.0,86400.0,100.0,10484650.0,66519.0,20213565.0,0.0,1279726965.0,5174964.0,3992587281.0,0.0
2022-03-13,7525748.0,75600.0,87.5,28355315.0,0.0,36585679.0,0.0,4863506658.0,0.0,9423828307.0,0.0
2022-03-10,7525846.0,82800.0,95.83333333333333,27742014.0,55918.0,30627901.0,0.0,4206787627.0,4350160.0,5534122697.0,0.0
2022-03-14,7525695.0,86400.0,100.0,19791416.0,1.0,28409994.0,0.0,3195077671.0,36.0,7642297475.0,0.0
2022-02-04,7525709.0,86400.0,100.0,32055267.0,0.0,45254532.0,0.0,6866549705.0,0.0,14077878903.0,0.0
2022-02-18,7525813.0,86400.0,100.0,13384372.0,65201.0,17501493.0,0.0,1741430891.0,5072422.0,5251943276.0,0.0
2022-02-18,7525781.0,86400.0,100.0,26966899.0,0.0,41836457.0,0.0,3670890740.0,0.0,9810234142.0,0.0
2022-02-08,7525807.0,86400.0,100.0,8751341.0,66211.0,19541072.0,0.0,954118760.0,5151382.0,2952391586.0,0.0
2022-02-20,7525685.0,86400.0,100.0,55241282.0,1.0,74320255.0,0.0,16777029733.0,36.0,33598183936.0,0.0
2022-02-12,7525774.0,86400.0,100.0,42797205.0,7.0,60151699.0,0.0,11659381566.0,252.0,22786742144.0,0.0
2022-03-06,7525706.0,79200.0,91.66666666666667,19938704.0,0.0,23077329.0,0.0,3014495124.0,0.0,5351696772.0,0.0
2022-02-17,7525729.0,75600.0,87.5,28819362.0,0.0,38786650.0,0.0,5827268522.0,0.0,12817915584.0,0.0
2022-03-09,7525744.0,3600.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-19,7525739.0,86400.0,100.0,7298140.0,64603.0,12534114.0,0.0,791176214.0,5025686.0,2845318983.0,0.0
2022-03-07,7525782.0,86400.0,100.0,38480000.0,0.0,47640862.0,0.0,8615733966.0,0.0,17502759023.0,0.0
2022-03-03,7525764.0,86400.0,100.0,5512301.0,0.0,12795227.0,0.0,368241369.0,0.0,1308627876.0,0.0
2022-02-20,7525810.0,86400.0,100.0,15977867.0,65417.0,19253198.0,0.0,1438285459.0,5089656.0,3046816642.0,0.0
2022-03-11,7525787.0,86400.0,100.0,13348660.0,1.0,21552002.0,0.0,1539206065.0,36.0,4052575126.0,0.0
2022-02-10,7525735.0,86400.0,100.0,11149313.0,66186.0,20754958.0,0.0,1408608331.0,5149888.0,3969886075.0,0.0
2022-02-19,7525667.0,86400.0,100.0,48657064.0,0.0,69515603.0,0.0,14225334010.0,0.0,30564558737.0,0.0
2022-02-13,7525834.0,86400.0,100.0,3509987.0,19371.0,3102896.0,0.0,349009414.0,1503199.0,805315381.0,0.0
2022-03-12,7525834.0,68400.0,79.16666666666667,11098231.0,50432.0,9045594.0,0.0,1222457674.0,3924482.0,1954973236.0,0.0
2022-02-10,7525783.0,86400.0,100.0,19620365.0,60342.0,23957578.0,0.0,2565348142.0,4689154.0,6229942170.0,0.0
2022-03-12,7525772.0,68400.0,79.16666666666667,20778801.0,0.0,26332100.0,0.0,3127029926.0,0.0,6194525243.0,0.0
2022-02-18,7525835.0,86400.0,100.0,20726240.0,0.0,32141674.0,0.0,3038007425.0,0.0,8425626114.0,0.0
2022-03-15,7525668.0,86400.0,100.0,5560171.0,0.0,14832867.0,0.0,383536930.0,0.0,1467359683.0,0.0
2022-02-19,7525800.0,86400.0,100.0,24615644.0,0.0,32256675.0,0.0,4444533493.0,0.0,10235005195.0,0.0
2022-03-15,7525815.0,86400.0,100.0,32331088.0,0.0,42712997.0,0.0,5936676599.0,0.0,11809240236.0,0.0
2022-03-03,7525848.0,86400.0,100.0,20304364.0,0.0,28867999.0,0.0,3248451850.0,0.0,8018977241.0,0.0
2022-02-11,7525728.0,86400.0,100.0,9462811.0,0.0,15820342.0,0.0,772202374.0,0.0,2641089207.0,0.0
2022-03-14,7525755.0,86400.0,100.0,230173564.0,0.0,54786113.0,0.0,15740722020.0,0.0,21934158700.0,0.0
2022-03-15,7525738.0,86400.0,100.0,29887182.0,0.0,41771946.0,0.0,4953049505.0,0.0,9988952950.0,0.0
2022-03-13,7525818.0,75600.0,87.5,22593328.0,0.0,34960684.0,0.0,4259103768.0,0.0,10230188707.0,0.0
2022-03-07,7525772.0,86400.0,100.0,23026203.0,0.0,28848319.0,0.0,3227582520.0,0.0,6467152785.0,0.0
2022-02-18,7525743.0,86400.0,100.0,29578706.0,0.0,46584084.0,0.0,5790389882.0,0.0,13601265092.0,0.0
2022-03-03,7525789.0,86400.0,100.0,28116204.0,11703.0,36667190.0,0.0,5982670075.0,2001556.0,11790442009.0,0.0
2022-03-03,7525696.0,86400.0,100.0,70266938.0,2.0,83372689.0,0.0,18545801222.0,72.0,31715476316.0,0.0
2022-02-05,7525792.0,86400.0,100.0,29057162.0,0.0,37301382.0,0.0,5128345988.0,0.0,10885161187.0,0.0
2022-03-07,7525737.0,86400.0,100.0,26827248.0,0.0,32679007.0,0.0,4272634215.0,0.0,8490210817.0,0.0
2022-03-07,7525778.0,86400.0,100.0,10035725.0,0.0,20361402.0,0.0,1095414680.0,0.0,3946477878.0,0.0
2022-02-08,7525849.0,86400.0,100.0,49150880.0,0.0,62842044.0,0.0,12390846676.0,0.0,23058465588.0,0.0
2022-02-08,7525794.0,86400.0,100.0,14782269.0,0.0,23871776.0,0.0,1487651271.0,0.0,3359551797.0,0.0
2022-02-05,7525742.0,86400.0,100.0,14739025.0,0.0,23214283.0,0.0,1905019578.0,0.0,5261257422.0,0.0
2022-03-10,7525785.0,82800.0,95.83333333333333,26969552.0,0.0,38254591.0,0.0,5843083531.0,0.0,12300139577.0,0.0
2022-03-10,7525805.0,82800.0,95.83333333333333,30504361.0,0.0,44073084.0,0.0,7056208305.0,0.0,13503683805.0,0.0
2022-02-12,7525700.0,86400.0,100.0,25249234.0,2.0,40022197.0,0.0,5413303999.0,68.0,12502865964.0,0.0
2022-02-18,7525706.0,86400.0,100.0,19469642.0,0.0,23589074.0,0.0,2862263565.0,0.0,5867572582.0,0.0
2022-02-20,7525746.0,86400.0,100.0,28983864.0,0.0,43001483.0,0.0,6076732560.0,0.0,13986452913.0,0.0
2022-02-04,7525727.0,86400.0,100.0,17550609.0,0.0,27586912.0,0.0,1929841665.0,0.0,4742182253.0,0.0
2022-02-12,7525765.0,86400.0,100.0,12288643.0,0.0,18992660.0,0.0,1629876987.0,0.0,4687415420.0,0.0
2022-03-14,7525823.0,86400.0,100.0,30203711.0,0.0,42952867.0,0.0,5427781958.0,0.0,11856908401.0,0.0
2022-03-14,7525702.0,86400.0,100.0,11792845.0,0.0,17777329.0,0.0,1253569041.0,0.0,3178559830.0,0.0
2022-02-12,7525672.0,86400.0,100.0,15597286.0,0.0,27781573.0,0.0,2220060134.0,0.0,4974782797.0,0.0
2022-02-11,7525674.0,86400.0,100.0,30224258.0,2.0,41085394.0,0.0,6965592659.0,72.0,13994669921.0,0.0
