begintime,sk_object,1542455326,1542455327,1542455328,1542455329,1542455330,1542455331,1542455332,1542455333,1542460727,1542460728,1542460729,duration
2022-03-01 00:00:00,879775.0,4287483.0,364295464.0,0.0,0.0,7080430.0,3659019267.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879776.0,4012261.0,400600109.0,2786.0,216716.0,5750923.0,3536811293.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879777.0,3579554.0,436319011.0,2780.0,216282.0,5848135.0,2069414613.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879778.0,62464556.0,6347603898.0,2789.0,216956.0,70820635.0,37584066254.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879779.0,15614922.0,1498603982.0,2780.0,216328.0,19587066.0,7659021252.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879780.0,15278506.0,1375363336.0,2779.0,216202.0,18560359.0,8918298870.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879781.0,676175.0,57325590.0,2780.0,216328.0,923848.0,173945103.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879782.0,51958439.0,5392215914.0,2777.0,216042.0,66870650.0,32353950956.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879783.0,2403073.0,231429846.0,2784.0,216602.0,4742845.0,2324489408.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879784.0,36636813.0,4017465596.0,2765.0,214990.0,45977738.0,26138678338.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879785.0,877955.0,104692803.0,2795.0,217344.0,1984494.0,757318023.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879786.0,14984019.0,1550278801.0,2775.0,215928.0,19961698.0,8378179433.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879787.0,56723192.0,5532330156.0,2790.0,217128.0,69272673.0,35209455186.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879788.0,683903.0,58009453.0,2789.0,216956.0,1381807.0,300630005.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879789.0,5717255.0,525088040.0,2787.0,216796.0,6658207.0,3148340980.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879790.0,274405.0,23233891.0,2789.0,217048.0,803616.0,181630062.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879791.0,1533537.0,150582417.0,2768.0,215414.0,1904019.0,1007732468.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879792.0,18305027.0,1836299113.0,2779.0,216202.0,26168347.0,12932228906.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879793.0,22521831.0,2081972745.0,2787.0,216888.0,24776830.0,11816053393.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879794.0,34038418.0,3363309952.0,2783.0,216522.0,39876179.0,17666782922.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879795.0,31484873.0,3738437286.0,2785.0,216728.0,37957916.0,17353543240.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879796.0,28855177.0,3452825307.0,2790.0,217036.0,37078609.0,18712834138.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879797.0,30442631.0,3103912691.0,2793.0,217276.0,39123316.0,21893905716.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879798.0,746813.0,65616841.0,2787.0,216842.0,1389350.0,574431599.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879799.0,14412811.0,1547252167.0,2783.0,216522.0,19492873.0,9906433063.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879800.0,21134969.0,2007579583.0,2784.0,216556.0,28295036.0,13086540811.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879801.0,16196929.0,1759796791.0,2769.0,215448.0,18657374.0,8996821505.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879802.0,2681612.0,275913315.0,2789.0,216956.0,4702986.0,2849275347.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879803.0,19011692.0,2013164153.0,2683.0,208706.0,23144786.0,13255711599.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879804.0,6628146.0,572803251.0,2796.0,217562.0,8191183.0,4156347006.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879805.0,42374651.0,5146157789.0,2781.0,216316.0,50323267.0,23823348860.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879807.0,3917109.0,204072923.0,3.0,144.0,1587242.0,349320838.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879808.0,1461815.0,118545022.0,0.0,0.0,1497965.0,625666059.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879809.0,16955741.0,1802086030.0,2785.0,216728.0,20654353.0,8721115314.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879810.0,5512916.0,660768893.0,0.0,0.0,8173457.0,4743540855.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879811.0,50642378.0,5096669002.0,2774.0,215848.0,59858567.0,28664968769.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879812.0,4691942.0,395276270.0,2790.0,217082.0,4564910.0,2223930577.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879813.0,5829499.0,561806498.0,0.0,0.0,8065563.0,3561213157.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879814.0,1057476.0,99383149.0,2793.0,217368.0,1537240.0,886939620.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879815.0,27821126.0,2830323512.0,2778.0,216076.0,33350151.0,15200552471.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879816.0,1042528.0,70857055.0,2779.0,216248.0,862328.0,225289186.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879817.0,32660817.0,3857449347.0,2776.0,215962.0,39288460.0,17636149078.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879818.0,13513165.0,1276688559.0,2789.0,217048.0,17169347.0,8483097992.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879819.0,21857514.0,2143105097.0,2775.0,215928.0,28937996.0,16823664440.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879820.0,16649029.0,1845191179.0,2798.0,217676.0,23171425.0,12901507374.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879821.0,60925857.0,6732691220.0,2791.0,217162.0,65541414.0,31778938697.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879822.0,36282759.0,4047357246.0,2791.0,217162.0,45114513.0,23738370129.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879823.0,9146039.0,4154543787.0,2786.0,216854.0,59743618.0,30211108859.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879824.0,12585906.0,1251445519.0,2779.0,216248.0,13755737.0,6072520255.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879825.0,33133962.0,3667887748.0,2778.0,216122.0,40234585.0,18485056725.0,0.0,0.0,,,,PT3600S
2022-03-01 00:00:00,879826.0,71084253.0,7039785410.0,2787.0,216842.0,72430905.0,34452665094.0,0.0,0.0,,,,PT3600S
