begintime,sk_object,duration,M51352C0,M51352C1,M51352C6,M51352C7,M51352C8,M51352C9
2022-03-11 00:00:00,15691.0,15,277777258.0,1295111.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15692.0,15,610701632.0,3013254.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15693.0,15,709580193.0,2680464.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15694.0,15,14481603.0,95932.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15695.0,15,107564154.0,690996.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15696.0,15,228356093.0,1401805.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15697.0,15,428629275.0,2415654.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15698.0,15,358361830.0,1698025.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15699.0,15,709566348.0,2680454.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15700.0,15,270392755.0,1241376.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15701.0,15,986869784.0,3756019.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15702.0,15,14481885.0,95935.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15703.0,15,102946115.0,733162.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15704.0,15,507647434.0,2499563.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15705.0,15,610709673.0,3013258.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15706.0,15,97613840.0,361806.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15707.0,15,44848021.0,116394.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15708.0,15,159203709.0,848169.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15709.0,15,338235091.0,1557927.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15710.0,15,102945572.0,733157.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15711.0,15,270388675.0,1241375.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15712.0,15,97606668.0,361796.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15713.0,15,34609347.0,256191.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15714.0,15,44848021.0,116394.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15715.0,15,647508433.0,3076878.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15716.0,15,338242107.0,1557942.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15717.0,15,107563027.0,690983.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15718.0,15,647505447.0,3076875.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15719.0,15,34610335.0,256187.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15720.0,15,159202895.0,848158.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15721.0,15,277787152.0,1295136.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15722.0,15,986838857.0,3755962.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15723.0,15,248175400.0,1129688.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15724.0,15,228356964.0,1401793.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15725.0,15,428637093.0,2415674.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15726.0,15,358365897.0,1698051.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15727.0,15,507642349.0,2499593.0,0.0,0.0,0.0,0.0
2022-03-11 00:00:00,15728.0,15,248170569.0,1129682.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,15691.0,15,333291405.0,1519584.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,15692.0,15,573749012.0,2904894.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,15693.0,15,996323869.0,3327838.0,0.0,0.0,0.0,0.0
2022-03-11 00:15:00,15694.0,15,16830147.0,113712.0,0.0,0.0,0.0,0.0
