begintime,ne_name,sk_object,vendor,ne_type,aggregation,integrity,EPS_BEARER_SETUP_ATTEMPTS,ERAB_REL_ENB,ERAB_REL_ENB_RNL_INA,ERAB_REL_ENB_RNL_RED,ERAB_REL_ENB_RNL_RRNA,ERAB_REL_EPC_PATH_SWITCH,ERAB_REL_TEMP_QCI1,ERAB_REL_SUCC_HO_UTRAN,ERAB_REL_SUCC_HO_GERAN,ERAB_REL_ENB_INI_S1_GLOB_RESET,ERAB_REL_MME_INI_S1_GLOB_RESET,ERAB_REL_ENB_INI_S1_PART_RESET,ERAB_REL_MME_INI_S1_PART_RESET,ERAB_REL_S1_OUTAGE,EPS_BEARER_SETUP_COMPLETIONS,EPC_EPS_BEARER_REL_REQ_NORM,EPC_EPS_BEARER_REL_REQ_DETACH,EPC_EPS_BEARER_REL_REQ_RNL,EPC_EPS_BEARER_REL_REQ_OTH,ERAB_REL_HO_PART
2024-03-17,"MRBTS-5050,LNBTS-5050,LNCEL-31,MCC-619,MNC-05",588.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.4166666666666667,25.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
2024-03-16,"MRBTS-5050,LNBTS-5050,LNCEL-31,MCC-619,MNC-05",588.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.4166666666666667,25.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
2024-03-17,"MRBTS-5090,LNBTS-5090,LNCEL-2,MCC-619,MNC-05",598.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.4166666666666667,529.0,533.0,533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,8.0,0.0,0.0,0.0,0.0
2024-03-16,"MRBTS-5090,LNBTS-5090,LNCEL-2,MCC-619,MNC-05",598.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.4166666666666667,529.0,533.0,533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,8.0,0.0,0.0,0.0,0.0
2024-03-17,"MRBTS-5050,LNBTS-5050,LNCEL-1,MCC-619,MNC-05",594.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.4166666666666667,12.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
2024-03-16,"MRBTS-5050,LNBTS-5050,LNCEL-1,MCC-619,MNC-05",594.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.4166666666666667,12.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
2024-03-17,"MRBTS-5090,LNBTS-5090,LNCEL-3,MCC-619,MNC-05",586.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.4166666666666667,772.0,734.0,722.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.0,11.0,0.0,0.0,0.0,0.0
2024-03-16,"MRBTS-5090,LNBTS-5090,LNCEL-3,MCC-619,MNC-05",586.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.4166666666666667,772.0,734.0,722.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,773.0,11.0,0.0,0.0,0.0,0.0
2024-03-30,"MRBTS-5079,LNBTS-5079,LNCEL-1,MCC-619,MNC-05",86763.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.2777777777777778,245.0,223.0,209.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,11.0,1.0,0.0,0.0,0.0
2024-03-24,"MRBTS-5200,LNBTS-5200,LNCEL-2,MCC-619,MNC-05",579.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.1388888888888889,391.0,312.0,301.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,32.0,0.0,0.0,0.0,0.0
2024-03-31,"MRBTS-5200,LNBTS-5200,LNCEL-2,MCC-619,MNC-05",579.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.9027777777777778,3675.0,3316.0,3102.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3660.0,286.0,18.0,0.0,0.0,0.0
2024-03-30,"MRBTS-5200,LNBTS-5200,LNCEL-2,MCC-619,MNC-05",579.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.9722222222222222,2302.0,2148.0,1997.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2294.0,90.0,8.0,0.0,0.0,0.0
2024-03-23,"MRBTS-5200,LNBTS-5200,LNCEL-2,MCC-619,MNC-05",579.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.1388888888888889,391.0,312.0,301.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,32.0,0.0,0.0,0.0,0.0
2024-03-24,"MRBTS-5200,LNBTS-5200,LNCEL-31,MCC-619,MNC-05",605.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.1388888888888889,106.0,78.0,74.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,10.0,1.0,0.0,0.0,0.0
2024-03-31,"MRBTS-5200,LNBTS-5200,LNCEL-31,MCC-619,MNC-05",605.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.9027777777777778,1405.0,1025.0,881.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1392.0,122.0,7.0,0.0,0.0,0.0
2024-03-30,"MRBTS-5200,LNBTS-5200,LNCEL-31,MCC-619,MNC-05",605.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,1.1111111111111112,1078.0,811.0,689.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1065.0,58.0,1.0,0.0,0.0,0.0
2024-03-23,"MRBTS-5200,LNBTS-5200,LNCEL-31,MCC-619,MNC-05",605.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.1388888888888889,106.0,78.0,74.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,10.0,1.0,0.0,0.0,0.0
2024-03-17,"MRBTS-5050,LNBTS-5050,LNCEL-21,MCC-619,MNC-05",591.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.4166666666666667,56.0,43.0,38.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0
2024-03-16,"MRBTS-5050,LNBTS-5050,LNCEL-21,MCC-619,MNC-05",591.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.4166666666666667,56.0,43.0,38.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0
2024-03-16,"MRBTS-5050,LNBTS-5050,LNCEL-11,MCC-619,MNC-05",593.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.4166666666666667,23.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0
2024-03-16,"MRBTS-5050,LNBTS-5050,LNCEL-2,MCC-619,MNC-05",592.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.4166666666666667,45.0,58.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0
2024-03-30,"MRBTS-5079,LNBTS-5079,LNCEL-11,MCC-619,MNC-05",86764.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.2777777777777778,13.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
2024-03-17,"MRBTS-5044,LNBTS-5044,LNCEL-31,MCC-619,MNC-05",614.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.3472222222222222,37.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0
2024-03-16,"MRBTS-5044,LNBTS-5044,LNCEL-31,MCC-619,MNC-05",614.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.3472222222222222,37.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0
2024-03-16,"MRBTS-5044,LNBTS-5044,LNCEL-2,MCC-619,MNC-05",583.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.3472222222222222,323.0,319.0,318.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.0,2.0,0.0,0.0,0.0,0.0
2024-03-17,"MRBTS-5045,LNBTS-5045,LNCEL-11,MCC-619,MNC-05",582.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.4861111111111111,51.0,51.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0
2024-03-16,"MRBTS-5045,LNBTS-5045,LNCEL-11,MCC-619,MNC-05",582.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.4861111111111111,51.0,51.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0
2024-03-17,"MRBTS-5084,LNBTS-5084,LNCEL-11,MCC-619,MNC-05",577.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.4166666666666667,31.0,31.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0
2024-03-16,"MRBTS-5084,LNBTS-5084,LNCEL-11,MCC-619,MNC-05",577.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.4166666666666667,31.0,31.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0
2024-03-10,"MRBTS-5200,LNBTS-5200,LNCEL-3,MCC-619,MNC-05",589.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.9722222222222222,816.0,682.0,637.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811.0,129.0,2.0,0.0,0.0,0.0
2024-03-24,"MRBTS-5200,LNBTS-5200,LNCEL-3,MCC-619,MNC-05",589.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.1388888888888889,55.0,42.0,39.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,12.0,1.0,0.0,0.0,0.0
2024-03-31,"MRBTS-5200,LNBTS-5200,LNCEL-3,MCC-619,MNC-05",589.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.9027777777777778,839.0,563.0,521.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835.0,238.0,1.0,0.0,0.0,0.0
2024-03-23,"MRBTS-5200,LNBTS-5200,LNCEL-3,MCC-619,MNC-05",589.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.1388888888888889,55.0,42.0,39.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,12.0,1.0,0.0,0.0,0.0
2024-03-30,"MRBTS-5200,LNBTS-5200,LNCEL-3,MCC-619,MNC-05",589.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.9722222222222222,816.0,682.0,637.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811.0,129.0,2.0,0.0,0.0,0.0
2024-03-17,"MRBTS-5044,LNBTS-5044,LNCEL-11,MCC-619,MNC-05",585.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.3472222222222222,12.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
2024-03-16,"MRBTS-5044,LNBTS-5044,LNCEL-11,MCC-619,MNC-05",585.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.3472222222222222,12.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
2024-03-17,"MRBTS-5044,LNBTS-5044,LNCEL-1,MCC-619,MNC-05",587.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.3472222222222222,330.0,307.0,287.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,3.0,0.0,0.0,0.0,0.0
2024-03-16,"MRBTS-5044,LNBTS-5044,LNCEL-1,MCC-619,MNC-05",587.0,Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",dynamic,0.3472222222222222,330.0,307.0,287.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,3.0,0.0,0.0,0.0,0.0
