begintime,sk_object,duration,integrity,1593835805,1593835629,1593835804,1593835628,1593835647,1593835620,1593835637,1593835638,1593835639,1593835640,1593835648,1593835649,1593835650,1593835651,1593835801,1593835802
2022-02-03,7732480.0,86400.0,100.0,,,,,33040.0,,29.05484772,0.0,,,33012.0,33029.0,,,,
2022-02-03,7732481.0,86400.0,100.0,,,,,32132.0,,24.36444778,0.0,,,32119.0,32137.0,,,,
2022-02-03,7732482.0,86400.0,100.0,,,,,32916.0,,23.6677716,0.0,,,32901.0,32910.0,,,,
2022-02-03,7732483.0,86400.0,100.0,,,,,33600.0,,10.62996217,0.0,,,33600.0,33600.0,,,,
2022-02-03,7732484.0,86400.0,100.0,,,,,32698.0,,21.57909417,0.0,,,32602.0,32665.0,,,,
2022-02-03,7732485.0,86400.0,100.0,,,,,32792.0,,33.1949217,0.0,,,32758.0,32785.0,,,,
2022-02-03,7732486.0,86400.0,100.0,,,,,31380.0,,10.68235003,0.0,,,31380.0,31380.0,,,,
2022-02-03,7732487.0,86400.0,100.0,,,,,32667.0,,6.92507896,0.0,,,32667.0,32662.0,,,,
2022-02-03,7732488.0,86400.0,100.0,,,,,31807.0,,23.74589661,0.0,,,31791.0,31796.0,,,,
2022-02-03,7732489.0,86400.0,100.0,,,,,32688.0,,30.4706448,0.0,,,32608.0,32688.0,,,,
2022-02-03,7732490.0,86400.0,100.0,,,,,32395.0,,4.32407088,0.0,,,32395.0,32395.0,,,,
2022-02-03,7732491.0,86400.0,100.0,,,,,32230.0,,26.8716422,0.0,,,32230.0,32230.0,,,,
2022-02-03,7732492.0,86400.0,100.0,,,,,32303.0,,10.82364289,0.0,,,32303.0,32303.0,,,,
2022-02-03,7732493.0,86400.0,100.0,,,,,32786.0,,27.59340041,0.0,,,32743.0,32761.0,,,,
2022-02-03,7732494.0,86400.0,100.0,,,,,32290.0,,19.19666906,0.0,,,32281.0,32286.0,,,,
2022-02-03,7732495.0,86400.0,100.0,,,,,32474.0,,21.93132988,0.0,,,32472.0,32492.0,,,,
2022-02-03,7732496.0,86400.0,100.0,,,,,32302.0,,28.80236639,0.0,,,32290.0,32293.0,,,,
2022-02-03,7732497.0,86400.0,100.0,,,,,31438.0,,10.99345999,0.0,,,31438.0,31479.0,,,,
2022-02-03,7732498.0,86400.0,100.0,,,,,32251.0,,9.80072338,0.0,,,32251.0,32251.0,,,,
2022-02-03,7732499.0,86400.0,100.0,,,,,32692.0,,10.34418359,0.0,,,32692.0,32692.0,,,,
2022-02-03,7732500.0,86400.0,100.0,,,,,31799.0,,41.3439276,0.0,,,31749.0,31778.0,,,,
2022-02-03,7732501.0,86400.0,100.0,,,,,32302.0,,27.09859926,0.0,,,32284.0,32288.0,,,,
2022-02-03,7732502.0,86400.0,100.0,,,,,32374.0,,10.94135526,0.0,,,32374.0,32374.0,,,,
2022-02-03,7732503.0,86400.0,100.0,,,,,32722.0,,21.57466439,0.0,,,32693.0,32710.0,,,,
2022-02-03,7732504.0,86400.0,100.0,,,,,32453.0,,11.04103072,0.0,,,32440.0,32456.0,,,,
2022-02-03,7732505.0,86400.0,100.0,,,,,31812.0,,18.27471672,0.0,,,31793.0,31801.0,,,,
2022-02-03,7732506.0,86400.0,100.0,,,,,32389.0,,26.18203241,0.0,,,32384.0,32387.0,,,,
2022-02-03,7732507.0,86400.0,100.0,,,,,34376.0,,5.30687913,0.0,,,34294.0,34336.0,,,,
2022-02-03,7732508.0,86400.0,100.0,,,,,32049.0,,27.0445889,0.0,,,32044.0,32046.0,,,,
2022-02-03,7732509.0,86400.0,100.0,,,,,31793.0,,30.57806725,0.0,,,31765.0,31777.0,,,,
2022-02-03,7732510.0,86400.0,100.0,,,,,33038.0,,20.44354344,0.0,,,33036.0,33038.0,,,,
2022-02-03,7732511.0,86400.0,100.0,,,,,32053.0,,30.3863328,0.0,,,32046.0,32050.0,,,,
2022-02-03,7732512.0,86400.0,100.0,,,,,32234.0,,19.75635474,0.0,,,32181.0,32188.0,,,,
2022-02-03,7732513.0,86400.0,100.0,,,,,33064.0,,20.04089824,0.0,,,33051.0,33057.0,,,,
2022-02-03,7732514.0,86400.0,100.0,,,,,32626.0,,26.27798269,0.0,,,32612.0,32618.0,,,,
2022-02-03,7732515.0,86400.0,100.0,,,,,32432.0,,22.03010124,0.0,,,32415.0,32428.0,,,,
2022-02-03,7732516.0,86400.0,100.0,,,,,30435.0,,11.81556188,0.0,,,30435.0,30435.0,,,,
2022-02-03,7732517.0,86400.0,100.0,,,,,31048.0,,11.9715259,0.0,,,31048.0,31048.0,,,,
2022-02-03,7732518.0,86400.0,100.0,,,,,31776.0,,22.18142642,0.0,,,31770.0,31775.0,,,,
2022-02-03,7732519.0,86400.0,100.0,,,,,32222.0,,15.98362919,0.0,,,32222.0,32222.0,,,,
2022-02-03,7732520.0,86400.0,100.0,,,,,32491.0,,13.07559167,0.0,,,32491.0,32486.0,,,,
2022-02-03,7732521.0,86400.0,100.0,,,,,31415.0,,31.1459634,0.0,,,31401.0,31403.0,,,,
2022-02-03,7732522.0,86400.0,100.0,,,,,31064.0,,39.6335619,0.0,,,31036.0,31050.0,,,,
2022-02-03,7732523.0,86400.0,100.0,,,,,31968.0,,5.77648157,0.0,,,31968.0,31968.0,,,,
2022-02-03,7732524.0,86400.0,100.0,,,,,31874.0,,23.29671445,0.0,,,31859.0,31865.0,,,,
2022-02-03,7732525.0,86400.0,100.0,,,,,32900.0,,26.54959586,0.0,,,32774.0,32899.0,,,,
2022-02-03,7732526.0,86400.0,100.0,,,,,33519.0,,18.89904306,0.0,,,33512.0,33515.0,,,,
2022-02-03,7732527.0,86400.0,100.0,,,,,31788.0,,18.54343048,0.0,,,31784.0,31788.0,,,,
2022-02-03,7732528.0,86400.0,100.0,,,,,31855.0,,15.2969463,0.0,,,31811.0,31855.0,,,,
2022-02-03,7732529.0,86400.0,100.0,,,,,32112.0,,29.47537445,0.0,,,32099.0,32107.0,,,,
2022-02-03,7732530.0,86400.0,100.0,,,,,31812.0,,11.06687759,0.0,,,31812.0,31812.0,,,,
2022-02-03,7732531.0,86400.0,100.0,,,,,32468.0,,22.23690443,0.0,,,32456.0,32460.0,,,,
2022-02-03,7732532.0,86400.0,100.0,,,,,32671.0,,11.12403856,0.0,,,32671.0,32671.0,,,,
2022-02-03,7732533.0,86400.0,100.0,,,,,33131.0,,12.57698055,0.0,,,33131.0,33131.0,,,,
2022-02-03,7732534.0,86400.0,100.0,,,,,32071.0,,22.25989965,0.0,,,32054.0,32064.0,,,,
2022-02-03,7732535.0,86400.0,100.0,,,,,33536.0,,39.9921968,0.0,,,33520.0,33528.0,,,,
2022-02-03,7732536.0,86400.0,100.0,,,,,32503.0,,22.79822056,0.0,,,32119.0,32313.0,,,,
2022-02-03,7732537.0,86400.0,100.0,,,,,32607.0,,27.2012759,0.0,,,32564.0,32590.0,,,,
2022-02-03,7732538.0,86400.0,100.0,,,,,32416.0,,14.2722965,0.0,,,32378.0,32407.0,,,,
2022-02-03,7732539.0,86400.0,100.0,,,,,33034.0,,29.1733546,0.0,,,32578.0,32587.0,,,,
2022-02-03,7732540.0,86400.0,100.0,,,,,33001.0,,14.25424697,0.0,,,33001.0,33001.0,,,,
2022-02-03,7732541.0,86400.0,100.0,,,,,31928.0,,10.92386473,0.0,,,31928.0,31928.0,,,,
2022-02-03,7732542.0,86400.0,100.0,,,,,32323.0,,38.6185826,0.0,,,32300.0,32315.0,,,,
