begintime,sk_object,duration,integrity,M51301C0,M51301C1,M51301C2,M51301C3,M51301C4,M51301C5,M51301C7,M51301C9
2022-03-19,218.0,16.0,1.1111111111111112,1675171.0,1856060733.0,1087388.0,329255410.0,0.0,0.0,0.0,6.0
2022-03-17,214.0,6.0,0.4166666666666667,5883.0,825608.0,3248.0,477440.0,0.0,0.0,0.0,24.0
2022-03-17,217.0,6.0,0.4166666666666667,206921.0,147895955.0,161091.0,63990253.0,0.0,0.0,0.0,24.0
2022-03-17,215.0,5.0,0.3472222222222222,380250.0,429287534.0,262536.0,132569765.0,0.0,0.0,1.0,24.0
2022-03-18,214.0,60.0,4.166666666666667,199667.0,21276272.0,66587.0,5075949.0,0.0,0.0,0.0,0.0
2022-03-12,218.0,10.0,0.6944444444444444,1169799.0,1195029268.0,803640.0,538039975.0,0.0,0.0,0.0,78.0
2022-03-17,212.0,6.0,0.4166666666666667,128581.0,122553988.0,86705.0,63817962.0,0.0,0.0,0.0,24.0
2022-03-17,211.0,6.0,0.4166666666666667,14736.0,5151227.0,10485.0,1803401.0,0.0,0.0,1.0,24.0
2022-03-12,211.0,5.0,0.3472222222222222,861889.0,1055071359.0,465900.0,101240468.0,0.0,0.0,0.0,14.0
2022-03-15,218.0,2.0,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-19,86672.0,4.0,0.2777777777777778,189678.0,214930430.0,114404.0,33837599.0,0.0,0.0,0.0,74.0
2022-03-11,218.0,13.0,0.9027777777777778,5624289.0,5325384156.0,4049045.0,1077465577.0,0.0,0.0,0.0,6.0
2022-03-17,216.0,6.0,0.4166666666666667,10551.0,1403774.0,5444.0,1582973.0,0.0,0.0,0.0,24.0
2022-03-17,213.0,7.0,0.4861111111111111,97160.0,69034051.0,82066.0,46994320.0,0.0,0.0,0.0,24.0
