begintime,ne_name,sk_object,vendor,ne_type,aggregation,integrity,L.Thrp.bits.DL,L.Cell.Unavail.Dur.Sys,L.E-RAB.SuccEst,L.E-RAB.AttEst,L.E-RAB.AbnormRel,L.E-RAB.NormRel,L.Thrp.bits.UL,L.Cell.Avail.Dur,L.Thrp.Time.Cell.DL.HighPrecision,L.Thrp.Time.Cell.UL.HighPrecision
2022-02-10,Huawei,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,1295565545960.0,540.0,241630.0,244988.0,632.0,236631.0,131113649240.0,85860.0,51182505.0,47917621.0
2022-02-11,Huawei,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,1299674033408.0,0.0,259833.0,263104.0,837.0,253992.0,145429116472.0,86400.0,52531733.0,49423385.0
2022-02-12,Huawei,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,1449661979800.0,0.0,241360.0,243851.0,398.0,236186.0,146054208288.0,86400.0,51566448.0,45635167.0
2022-02-13,Huawei,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,1297586187720.0,0.0,199748.0,200739.0,244.0,196300.0,121473502048.0,86400.0,46228289.0,40840577.0
2022-02-17,Huawei,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,87.5,1253770023352.0,190.0,249284.0,250019.0,697.0,243254.0,147965761856.0,75410.0,48807386.0,44045602.0
2022-02-18,Huawei,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,1427785017440.0,0.0,268667.0,269301.0,444.0,262397.0,150985712280.0,86400.0,54209291.0,48447614.0
2022-02-19,Huawei,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,1470182918040.0,0.0,261350.0,261991.0,472.0,254980.0,187974110432.0,86400.0,54427662.0,50789053.0
2022-02-20,Huawei,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,1458564972976.0,0.0,201552.0,201908.0,314.0,196241.0,145498029504.0,86400.0,52490940.0,48271912.0
2022-03-01,Huawei,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,1175095047992.0,1405.0,222718.0,223329.0,544.0,218132.0,120751524392.0,84995.0,47124513.0,42960191.0
2022-03-02,Huawei,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,1126485823936.0,2005.0,212513.0,213043.0,507.0,207756.0,128174900224.0,84395.0,47416818.0,43527215.0
2022-03-03,Huawei,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,1495998817400.0,180.0,236445.0,236901.0,460.0,231054.0,152572160760.0,86220.0,54425525.0,47945354.0
2022-03-06,Huawei,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,91.66666666666667,1199470876880.0,0.0,162252.0,162572.0,200.0,159321.0,135332723416.0,79200.0,44180367.0,37550154.0
2022-03-07,Huawei,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,1391919691944.0,0.0,245306.0,245890.0,440.0,240541.0,157763830936.0,86400.0,54035986.0,48956535.0
2022-03-09,Huawei,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,4.166666666666667,56400215016.0,0.0,7319.0,7325.0,2.0,7277.0,5452822072.0,3600.0,2289714.0,1643576.0
2022-03-10,Huawei,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,95.83333333333333,1373743136752.0,0.0,239535.0,240158.0,496.0,234479.0,143035900232.0,82800.0,53772242.0,48037462.0
2022-03-11,Huawei,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,1392841237208.0,0.0,255872.0,256399.0,555.0,250523.0,181209166520.0,86400.0,55074790.0,48489747.0
2022-03-12,Huawei,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,79.16666666666667,1329418679880.0,0.0,215302.0,215757.0,436.0,210149.0,150453540248.0,68400.0,47942259.0,41593741.0
2022-03-13,Huawei,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,87.5,1142691818648.0,0.0,167250.0,167546.0,254.0,163815.0,144039081800.0,75600.0,44956880.0,39528507.0
2022-03-14,Huawei,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,1502747703248.0,0.0,255593.0,256143.0,476.0,250325.0,172901475928.0,86400.0,56737373.0,48995748.0
2022-03-15,Huawei,808687.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,1442476483648.0,0.0,240941.0,241339.0,414.0,235754.0,176180704336.0,86400.0,55307317.0,46877500.0
2022-02-02,Huawei,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,95.83333333333333,377851217656.0,0.0,81529.0,82019.0,138.0,97389.0,75205069976.0,82800.0,29054932.0,17022196.0
2022-02-03,Huawei,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,510210402312.0,5.0,93662.0,94012.0,39.0,110591.0,67018587984.0,86395.0,35370320.0,16827261.0
2022-02-04,Huawei,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,405212919688.0,0.0,91504.0,91775.0,47.0,107183.0,50616826168.0,86400.0,28799773.0,14282060.0
2022-02-05,Huawei,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,337584235624.0,0.0,76836.0,77133.0,34.0,90731.0,46953803352.0,86400.0,23428763.0,11913721.0
2022-02-06,Huawei,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,188873622984.0,0.0,30682.0,30743.0,5.0,35396.0,43517267000.0,86400.0,14275525.0,8828641.0
2022-02-08,Huawei,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,356514278232.0,0.0,103294.0,103643.0,107.0,120937.0,56991435768.0,86400.0,28847892.0,14340920.0
2022-02-10,Huawei,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,453191676440.0,0.0,102267.0,103077.0,146.0,121122.0,134301329312.0,86400.0,37598564.0,21543676.0
2022-02-11,Huawei,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,449697681320.0,0.0,97018.0,97391.0,163.0,114837.0,84009618400.0,86400.0,37733175.0,20250434.0
2022-02-12,Huawei,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,480086493928.0,0.0,93735.0,94050.0,64.0,111684.0,73112216504.0,86400.0,37734091.0,16935941.0
2022-02-13,Huawei,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,276027729088.0,0.0,31957.0,32136.0,3.0,36429.0,40055962736.0,86400.0,21093523.0,9819416.0
2022-02-17,Huawei,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,87.5,392878630040.0,0.0,105400.0,105863.0,74.0,124844.0,73613020824.0,75600.0,31634959.0,17383672.0
2022-02-18,Huawei,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,494438374952.0,0.0,72946.0,73211.0,82.0,85799.0,52931980160.0,86400.0,33000062.0,15100646.0
2022-02-19,Huawei,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,482226754008.0,0.0,99543.0,99890.0,104.0,117422.0,58520925064.0,86400.0,35710899.0,16869296.0
2022-02-20,Huawei,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,288315520704.0,0.0,29909.0,30008.0,0.0,34355.0,39418141480.0,86400.0,19763929.0,8561419.0
2022-03-01,Huawei,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,583295378544.0,0.0,111270.0,111729.0,84.0,131624.0,93803065704.0,86400.0,45116932.0,20301632.0
2022-03-02,Huawei,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,508825959312.0,0.0,119471.0,119952.0,168.0,140181.0,78703748896.0,86400.0,44310477.0,20330795.0
2022-03-03,Huawei,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,481754237368.0,0.0,89388.0,89760.0,40.0,107515.0,62742959096.0,86400.0,36597945.0,16367258.0
2022-03-06,Huawei,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,91.66666666666667,252701257120.0,0.0,26670.0,26761.0,18.0,31137.0,59389623672.0,79200.0,21903729.0,10351698.0
2022-03-07,Huawei,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,510283786016.0,0.0,125021.0,125685.0,166.0,146514.0,69147087832.0,86400.0,38890527.0,20206846.0
2022-03-09,Huawei,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,4.166666666666667,14840514416.0,0.0,1281.0,1290.0,1.0,1419.0,569599352.0,3600.0,896723.0,282616.0
2022-03-10,Huawei,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,95.83333333333333,462997311064.0,0.0,109258.0,109783.0,296.0,130044.0,86277336528.0,82800.0,37090852.0,18641738.0
2022-03-11,Huawei,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,754598362648.0,0.0,110482.0,110906.0,115.0,131463.0,80026338560.0,86400.0,56570057.0,20334578.0
2022-03-12,Huawei,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,79.16666666666667,433540782760.0,0.0,83676.0,84007.0,84.0,98868.0,42204306192.0,68400.0,37375751.0,13788926.0
2022-03-13,Huawei,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,87.5,246274162312.0,0.0,23485.0,23539.0,8.0,27398.0,21520143944.0,75600.0,20160547.0,7044285.0
2022-03-14,Huawei,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,453241169376.0,0.0,104422.0,105002.0,175.0,121519.0,69296460528.0,86400.0,36305018.0,17733305.0
2022-03-15,Huawei,808688.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,474903278528.0,0.0,108664.0,109080.0,184.0,127400.0,69386682496.0,86400.0,39948897.0,17948410.0
2022-02-02,Huawei,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,95.83333333333333,792516148552.0,0.0,182277.0,182356.0,14.0,175687.0,103324878256.0,82800.0,36987308.0,24125302.0
2022-02-03,Huawei,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,594617814104.0,5.0,167097.0,167167.0,8.0,159909.0,87333567168.0,86395.0,27407115.0,19994814.0
2022-02-04,Huawei,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,601604002984.0,0.0,177808.0,177897.0,15.0,169975.0,78437900640.0,86400.0,30251545.0,20498838.0
2022-02-05,Huawei,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,507521127328.0,0.0,165858.0,165936.0,4.0,159736.0,63367382296.0,86400.0,21505209.0,16931518.0
2022-02-06,Huawei,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,278778054632.0,0.0,111187.0,111225.0,6.0,106171.0,37999718312.0,86400.0,13453710.0,11364731.0
2022-02-08,Huawei,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,558583681200.0,0.0,182842.0,182966.0,16.0,174983.0,81543374432.0,86400.0,24489329.0,19182177.0
2022-02-10,Huawei,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,661102926616.0,0.0,180320.0,180411.0,9.0,173193.0,95426810320.0,86400.0,32479944.0,21454605.0
2022-02-11,Huawei,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,630740174896.0,0.0,170594.0,170672.0,16.0,164179.0,80791461504.0,86400.0,30688752.0,21323488.0
2022-02-12,Huawei,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,487870704792.0,0.0,161761.0,161841.0,12.0,154958.0,77751313392.0,86400.0,21953876.0,18301982.0
2022-02-13,Huawei,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,335299985520.0,0.0,115898.0,115937.0,5.0,110010.0,43392893288.0,86400.0,15917708.0,12723835.0
2022-02-17,Huawei,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,87.5,501714324392.0,0.0,160402.0,160496.0,13.0,154375.0,85089847032.0,75600.0,22592952.0,17634947.0
2022-02-18,Huawei,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,475883394232.0,0.0,127108.0,127175.0,5.0,122177.0,47010039944.0,86400.0,20682438.0,15824694.0
2022-02-19,Huawei,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,544709667424.0,0.0,152130.0,152216.0,29.0,145441.0,81926143600.0,86400.0,31840394.0,20032801.0
2022-02-20,Huawei,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,442051598872.0,0.0,99650.0,99676.0,6.0,94816.0,43591608312.0,86400.0,19012307.0,12870710.0
2022-03-01,Huawei,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,574760303680.0,0.0,180561.0,180714.0,35.0,174629.0,90073383960.0,86400.0,27436763.0,21279996.0
2022-03-02,Huawei,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,508549659560.0,0.0,174654.0,174831.0,46.0,169052.0,74222685384.0,86400.0,23393602.0,18729665.0
2022-03-03,Huawei,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,451894889984.0,0.0,166916.0,167013.0,8.0,161876.0,51751752992.0,86400.0,20983570.0,15831735.0
2022-03-06,Huawei,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,91.66666666666667,311507665720.0,0.0,98661.0,98709.0,6.0,94276.0,47833034272.0,79200.0,15145019.0,12575604.0
2022-03-07,Huawei,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,528834598816.0,0.0,177402.0,177516.0,17.0,171057.0,60449883128.0,86400.0,28997055.0,20132214.0
2022-03-09,Huawei,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,4.166666666666667,16358610360.0,0.0,3925.0,3927.0,0.0,3689.0,1559707776.0,3600.0,823218.0,587142.0
2022-03-10,Huawei,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,95.83333333333333,505052278432.0,0.0,170136.0,170245.0,10.0,165168.0,84704083824.0,82800.0,25224075.0,22618101.0
2022-03-11,Huawei,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,589165897824.0,0.0,176543.0,176658.0,12.0,171020.0,99649224480.0,86400.0,28935571.0,22025739.0
2022-03-12,Huawei,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,79.16666666666667,501490445792.0,0.0,129772.0,129882.0,7.0,124697.0,75583952456.0,68400.0,25660739.0,18923090.0
2022-03-13,Huawei,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,87.5,388454820608.0,0.0,91685.0,91717.0,7.0,87823.0,49031982832.0,75600.0,17170265.0,12175854.0
2022-03-14,Huawei,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,517469749264.0,0.0,167233.0,167323.0,16.0,161543.0,75545684240.0,86400.0,24508762.0,19497157.0
2022-03-15,Huawei,808689.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,585373798608.0,0.0,167093.0,167180.0,15.0,160831.0,72330252712.0,86400.0,28980374.0,21401511.0
2022-02-02,Huawei,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,95.83333333333333,462016273096.0,0.0,76779.0,76803.0,7.0,66909.0,45532266760.0,82800.0,17306016.0,15453697.0
2022-02-03,Huawei,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,541111738488.0,5.0,78917.0,78932.0,3.0,68120.0,53198949616.0,86395.0,22304682.0,18372062.0
2022-02-04,Huawei,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,748197028568.0,0.0,76110.0,76124.0,6.0,65452.0,74316112952.0,86400.0,25067905.0,21078774.0
2022-02-05,Huawei,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,751308855104.0,0.0,94689.0,94724.0,6.0,83105.0,121451474328.0,86400.0,28303499.0,24261851.0
2022-02-06,Huawei,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,570051688136.0,0.0,94744.0,94773.0,10.0,83586.0,77572465072.0,86400.0,21836915.0,21284905.0
2022-02-08,Huawei,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,509886428032.0,65.0,82586.0,82603.0,3.0,71861.0,54256241888.0,85830.0,17479899.0,15381898.0
2022-02-10,Huawei,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,511345035760.0,55.0,80495.0,80514.0,1.0,69621.0,55764280272.0,85125.0,18273074.0,15692497.0
2022-02-11,Huawei,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,679831792536.0,0.0,77838.0,77858.0,2.0,67622.0,64060941088.0,86400.0,21468514.0,18755803.0
2022-02-12,Huawei,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,620220666200.0,0.0,78334.0,78356.0,2.0,68526.0,51495002232.0,86400.0,17600076.0,16734265.0
2022-02-13,Huawei,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,787224698936.0,55.0,91266.0,91289.0,4.0,80384.0,73067375344.0,85835.0,26558231.0,20723014.0
2022-02-17,Huawei,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,87.5,505039911056.0,0.0,74030.0,74075.0,3.0,64919.0,65658024272.0,75600.0,18619336.0,17080159.0
2022-02-18,Huawei,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,639849553032.0,0.0,89340.0,89367.0,1.0,80152.0,71827333032.0,86400.0,23461939.0,20287380.0
2022-02-19,Huawei,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,641427438992.0,0.0,88216.0,88243.0,2.0,78035.0,57107102640.0,86400.0,22373905.0,19557213.0
2022-02-20,Huawei,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,571603243208.0,0.0,87347.0,87377.0,5.0,77359.0,78763348392.0,86400.0,21922961.0,20857519.0
2022-03-01,Huawei,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,556410498560.0,60.0,113351.0,113389.0,1.0,103537.0,184501396952.0,85450.0,27258118.0,25070408.0
2022-03-02,Huawei,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,608804580960.0,0.0,114264.0,114283.0,6.0,101624.0,190742822344.0,86400.0,29888994.0,26765283.0
2022-03-03,Huawei,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,641484916360.0,0.0,127585.0,127615.0,6.0,114428.0,65481726832.0,86400.0,29625016.0,21372942.0
2022-03-06,Huawei,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,91.66666666666667,658683719864.0,0.0,128095.0,128181.0,6.0,116258.0,74333366272.0,79200.0,27432856.0,20717520.0
2022-03-07,Huawei,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,815202800840.0,0.0,134701.0,134726.0,0.0,122144.0,72632122280.0,86400.0,35281949.0,25055264.0
2022-03-09,Huawei,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,4.166666666666667,35361376464.0,0.0,5704.0,5710.0,0.0,5010.0,2482722224.0,3600.0,1322104.0,1009971.0
2022-03-10,Huawei,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,95.83333333333333,483846495864.0,55.0,110855.0,110880.0,12.0,99966.0,60367315216.0,79150.0,20275481.0,15022254.0
2022-03-11,Huawei,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,1020071919800.0,0.0,124209.0,124236.0,1.0,112081.0,123208823616.0,86400.0,42815889.0,28993371.0
2022-03-12,Huawei,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,79.16666666666667,629378160944.0,0.0,112899.0,112958.0,2.0,103575.0,82642236192.0,68400.0,25239883.0,18249678.0
2022-03-13,Huawei,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,87.5,505864759720.0,55.0,112825.0,112858.0,7.0,102389.0,52605299352.0,71005.0,19075467.0,14979380.0
2022-03-14,Huawei,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,95.83333333333333,446102928872.0,115.0,99960.0,99982.0,5.0,90311.0,65998435896.0,80685.0,20202903.0,16637958.0
2022-03-15,Huawei,808690.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,669572558640.0,55.0,112771.0,112793.0,6.0,101758.0,64682311200.0,84845.0,26638842.0,19397146.0
2022-02-02,Huawei,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,95.83333333333333,655289751640.0,0.0,99020.0,99461.0,49.0,115076.0,96883688032.0,82800.0,40000973.0,31933322.0
2022-02-03,Huawei,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,672049925016.0,5.0,108138.0,108454.0,26.0,124853.0,99134326104.0,86395.0,40501044.0,30889694.0
2022-02-04,Huawei,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,623094365296.0,0.0,111886.0,112325.0,39.0,128499.0,85681242088.0,86400.0,40089063.0,31195391.0
2022-02-05,Huawei,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,556581281016.0,0.0,100966.0,101342.0,35.0,116674.0,79054993536.0,86400.0,33495095.0,26780756.0
2022-02-06,Huawei,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,663600847640.0,0.0,109322.0,109774.0,25.0,124837.0,109548918864.0,86400.0,40441353.0,30388200.0
2022-02-08,Huawei,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,619306986088.0,0.0,95620.0,95923.0,18.0,113527.0,118999614528.0,86400.0,39714507.0,31783957.0
2022-02-10,Huawei,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,582492414048.0,55.0,101950.0,102254.0,32.0,118351.0,90248969976.0,86345.0,37651340.0,28629046.0
2022-02-11,Huawei,808691.0,Huawei,eNodeB(4G) : Measurement of Cell Performance,9354e0a7-323b-407d-b0a7-2e93bae1de23,100.0,616761813280.0,60.0,104250.0,104552.0,23.0,119207.0,122972039752.0,86340.0,41360696.0,32541958.0
