begintime,sk_object,duration,integrity,1526727075,1526727076,1526727077,1526727078,1526727079,1526727080
2022-02-06,810914.0,86400.0,100.0,88697566024.0,9603467195.0,76046630.0,38270173.0,191329.0,314.0
2022-03-12,811148.0,68400.0,79.16666666666667,226824368322.0,35975333500.0,206809323.0,140420189.0,2956072.0,4776.0
2022-02-13,809269.0,86400.0,100.0,434323984980.0,56279612441.0,376505108.0,194642065.0,701808.0,1037.0
2022-02-08,811452.0,86400.0,100.0,533989274473.0,63671585045.0,479021805.0,262772075.0,2275585.0,4664.0
2022-03-01,832642.0,86400.0,100.0,476514528416.0,66780395219.0,432377201.0,255629185.0,2781667.0,5768.0
2022-03-07,811423.0,82800.0,95.83333333333333,164116965911.0,24174685744.0,144811242.0,84369947.0,938512.0,1398.0
2022-02-08,811312.0,86400.0,100.0,367495995817.0,42608182194.0,319138370.0,171036474.0,1339950.0,2103.0
2022-02-13,811453.0,86400.0,100.0,527119194294.0,69950739561.0,460918274.0,251270070.0,1882107.0,3324.0
2022-02-17,810679.0,75600.0,87.5,521004232754.0,72498784363.0,454877996.0,245898323.0,586353.0,1262.0
2022-03-10,810951.0,82800.0,95.83333333333333,48115945882.0,4228540630.0,40194566.0,19333015.0,77357.0,148.0
2022-03-11,811461.0,86400.0,100.0,56520737791.0,4657153210.0,49895647.0,19974909.0,372796.0,359.0
2022-02-04,817614.0,86400.0,100.0,93222602861.0,13496754036.0,80798182.0,39797776.0,55630.0,54.0
2022-02-05,832643.0,86400.0,100.0,430196233244.0,57026807671.0,366450348.0,183112279.0,711738.0,1454.0
2022-02-04,810951.0,86400.0,100.0,71900194241.0,9553178632.0,59910526.0,34059935.0,25597.0,41.0
2022-02-03,811448.0,86400.0,100.0,758059349187.0,77867342741.0,652130205.0,315384618.0,4756153.0,8909.0
2022-02-20,810914.0,86400.0,100.0,88115341720.0,8929284543.0,78320402.0,38207514.0,462416.0,505.0
2022-03-12,811090.0,68400.0,79.16666666666667,208766144243.0,36906829187.0,184622076.0,101628716.0,573081.0,1744.0
2022-02-17,817589.0,75600.0,87.5,278500921413.0,29595831431.0,245220893.0,118881620.0,958079.0,1110.0
2022-03-07,810784.0,86400.0,100.0,124989269803.0,11977153981.0,106740206.0,57309608.0,166091.0,288.0
2022-03-12,810777.0,68400.0,79.16666666666667,581388261282.0,67396272954.0,508875035.0,266398255.0,1938590.0,4144.0
2022-02-04,811450.0,86400.0,100.0,351856226621.0,46016521648.0,302918833.0,163781542.0,2637584.0,3007.0
2022-02-17,811454.0,75600.0,87.5,46834583951.0,5974984717.0,41654711.0,20241460.0,20817.0,153.0
