begintime,sk_object,duration,integrity,M51332C0,M51332C1,M51332C2,M51332C3,M51332C4,M51332C5,M51332C6,M51332C7,M51332C8,M51332C9
2022-03-12,333.0,5.0,0.3472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,35.0,447.0,49.0,260.0
2022-03-17,335.0,6.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,66.0,450.0,79.0,370.0
2022-03-17,333.0,6.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,53.0,263.0,68.0,234.0
2022-03-18,336.0,60.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,10.25,38.0,44.75,79.0
2022-03-19,338.0,16.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,51.0,359.0,86.0,887.0
2022-03-17,336.0,6.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,20.0,182.0,38.0,196.0
2022-03-15,338.0,2.0,0.1388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-17,334.0,5.0,0.3472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,44.0,211.0,61.0,206.0
2022-03-17,331.0,6.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,10.0,62.0,30.0,87.0
2022-03-17,332.0,7.0,0.4861111111111111,0.0,0.0,0.0,0.0,0.0,0.0,88.0,383.0,97.0,321.0
2022-03-12,338.0,10.0,0.6944444444444444,0.0,0.0,0.0,0.0,0.0,0.0,78.0,553.0,115.0,603.0
2022-03-17,337.0,6.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,16.0,91.0,52.0,95.0
2022-03-11,338.0,13.0,0.9027777777777778,0.0,0.0,0.0,0.0,0.0,0.0,143.0,781.0,208.0,1307.0
2022-03-19,86702.0,4.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,34.0,151.0,74.0,280.0
