begintime,ne_name,vendor,ne_type,sk_object,aggregation,integrity,UL_PRB_UTIL_TTI_MEAN,PDCP_SDU_DELAY_UL_DTCH_MIN,MEAN_PRB_AVAIL_PUSCH,PUSCH_TRANS_USING_MCS1,PDCP_SDU_DELAY_DL_DTCH_MIN,PDCP_SDU_DELAY_DL_DTCH_MAX,PDCP_SDU_DELAY_DL_DTCH_MEAN,PDCP_SDU_DELAY_UL_DTCH_MAX,PDCP_SDU_DELAY_UL_DTCH_MEAN,RACH_STP_ATT_SMALL_MSG,RACH_STP_ATT_LARGE_MSG,RACH_STP_COMPLETIONS,TRANSMIT_TB_ON_PCH,TRANSMIT_TB_ON_BCH,PUSCH_TRANS_USING_MCS2,TRANSMIT_TB_ON_DL_SCH,PUSCH_TRANS_USING_MCS3,PUSCH_TRANS_USING_MCS4,PUSCH_TRANS_USING_MCS5,PUSCH_TRANS_USING_MCS6,HARQ_RETRANS_ON_DL_SCH,PUSCH_TRANS_USING_MCS7,CORR_NON_DUPL_UL_SCH_TB,PUSCH_TRANS_USING_MCS8,PUSCH_TRANS_USING_MCS9,CORR_UL_SCH_TB_RE_RECEPT,INCORR_UL_SCH_TB_RECEPT,PUSCH_TRANS_USING_MCS0,PUSCH_TRANS_USING_MCS10,PUSCH_TRANS_USING_MCS11,PUSCH_TRANS_USING_MCS12,PUSCH_TRANS_USING_MCS25,PUSCH_TRANS_USING_MCS13,PUSCH_TRANS_USING_MCS26,PUSCH_TRANS_USING_MCS14,PUSCH_TRANS_USING_MCS15,PUSCH_TRANS_USING_MCS16,PUSCH_TRANS_USING_MCS27,PUSCH_TRANS_USING_MCS28,PUSCH_TRANS_USING_MCS17,PDSCH_TRANS_USING_MCS0,PUSCH_TRANS_USING_MCS18,PUSCH_TRANS_USING_MCS19,PUSCH_TRANS_USING_MCS20,PDSCH_TRANS_USING_MCS1,PUSCH_TRANS_USING_MCS21,PUSCH_TRANS_USING_MCS22,PDSCH_TRANS_USING_MCS2,PDSCH_TRANS_USING_MCS3,PUSCH_TRANS_USING_MCS23,PUSCH_TRANS_USING_MCS24,PDSCH_TRANS_USING_MCS20,PDSCH_TRANS_USING_MCS4,PDSCH_TRANS_USING_MCS5,PDSCH_TRANS_USING_MCS6,PDSCH_TRANS_USING_MCS7,PDSCH_TRANS_USING_MCS8,PDSCH_TRANS_USING_MCS21,PDSCH_TRANS_USING_MCS9,PDSCH_TRANS_USING_MCS22,PDSCH_TRANS_USING_MCS10,PDSCH_TRANS_USING_MCS23,PDSCH_TRANS_USING_MCS11,PDSCH_TRANS_USING_MCS24,PDSCH_TRANS_USING_MCS25,PDSCH_TRANS_USING_MCS12,PDSCH_TRANS_USING_MCS13,PDSCH_TRANS_USING_MCS14,PDSCH_TRANS_USING_MCS26,PDSCH_TRANS_USING_MCS15,PDSCH_TRANS_USING_MCS27,PDSCH_TRANS_USING_MCS28,PUSCH_TRANS_NACK_MCS0,PDSCH_TRANS_USING_MCS16,PDSCH_TRANS_USING_MCS17,PDSCH_TRANS_USING_MCS18,PUSCH_TRANS_NACK_MCS1,PDSCH_TRANS_USING_MCS19,PUSCH_TRANS_NACK_MCS16,PUSCH_TRANS_NACK_MCS2,PUSCH_TRANS_NACK_MCS17,PUSCH_TRANS_NACK_MCS3,PUSCH_TRANS_NACK_MCS4,PUSCH_TRANS_NACK_MCS5,PUSCH_TRANS_NACK_MCS18,PUSCH_TRANS_NACK_MCS19,PUSCH_TRANS_NACK_MCS6,PUSCH_TRANS_NACK_MCS20,PUSCH_TRANS_NACK_MCS7,PUSCH_TRANS_NACK_MCS8,PUSCH_TRANS_NACK_MCS21,PUSCH_TRANS_NACK_MCS9,PUSCH_TRANS_NACK_MCS22,PUSCH_TRANS_NACK_MCS10,PUSCH_TRANS_NACK_MCS23,PUSCH_TRANS_NACK_MCS11,PUSCH_TRANS_NACK_MCS24,PUSCH_TRANS_NACK_MCS12,PUSCH_TRANS_NACK_MCS13,PUSCH_TRANS_NACK_MCS25,PUSCH_TRANS_NACK_MCS14,PUSCH_TRANS_NACK_MCS15,PUSCH_TRANS_NACK_MCS26,PDSCH_TRANS_NACK_MCS12,PUSCH_TRANS_NACK_MCS27,PUSCH_TRANS_NACK_MCS28,PDSCH_TRANS_NACK_MCS13,PDSCH_TRANS_NACK_MCS0,PDSCH_TRANS_NACK_MCS14,PDSCH_TRANS_NACK_MCS1,PDSCH_TRANS_NACK_MCS15,PDSCH_TRANS_NACK_MCS2,PDSCH_TRANS_NACK_MCS16,PDSCH_TRANS_NACK_MCS3,PDSCH_TRANS_NACK_MCS17,PDSCH_TRANS_NACK_MCS18,PDSCH_TRANS_NACK_MCS4,PDSCH_TRANS_NACK_MCS5,PDSCH_TRANS_NACK_MCS19,PDSCH_TRANS_NACK_MCS20,PDSCH_TRANS_NACK_MCS6,PDSCH_TRANS_NACK_MCS21,PDSCH_TRANS_NACK_MCS7,PDSCH_TRANS_NACK_MCS8,PDSCH_TRANS_NACK_MCS22,PDSCH_TRANS_NACK_MCS23,PDSCH_TRANS_NACK_MCS9,PDSCH_TRANS_NACK_MCS10,PDSCH_TRANS_NACK_MCS24,PDSCH_TRANS_NACK_MCS25,PDSCH_TRANS_NACK_MCS11,DL_RLC_D_PDU_FIRST_TIME,UL_RLC_PDU_REC_TOT,PDSCH_TRANS_NACK_MCS26,UL_RLC_PDU_DUPL_REC,PDSCH_TRANS_NACK_MCS27,UL_RLC_PDU_RETR_REQ,PDSCH_TRANS_NACK_MCS28,RLC_SDU_ON_DL_DTCH,UL_RLC_PDU_DISC,RLC_SDU_ON_DL_DCCH,DL_RLC_SDU_FROM_PDCP,RLC_SDU_ON_UL_DTCH,RLC_PDU_FIRST_TRANS,RLC_PDU_RE_TRANS,UL_RLC_PDU_RECECPTION,TIME_CPLANE_OVL_L1,DL_RLC_C_PDU_FIRST_TIME,TB_BAD_PDSCH_MCS10,TIME_CPLANE_OVL_L2,TB_BAD_PDSCH_MCS11,TB_BAD_PDSCH_MCS12,PDCP_SDU_UL,TB_BAD_PDSCH_MCS13,PDCP_SDU_DL,TB_BAD_PDSCH_MCS14,TB_BAD_PDSCH_MCS15,PDCP_SDU_DL_DISC,TB_BAD_PDSCH_MCS16,TB_BAD_PDSCH_MCS17,TB_BAD_PDSCH_MCS18,TB_BAD_PDSCH_MCS0,TB_BAD_PDSCH_MCS19,TB_BAD_PDSCH_MCS1,TB_BAD_PDSCH_MCS20,TB_BAD_PDSCH_MCS2,TB_BAD_PDSCH_MCS3,TB_BAD_PDSCH_MCS4,TB_BAD_PUSCH_MCS0,TB_BAD_PUSCH_MCS1,TB_BAD_PUSCH_MCS2,TB_BAD_PDSCH_MCS5,TB_BAD_PDSCH_MCS6,TB_BAD_PUSCH_MCS3,TB_BAD_PUSCH_MCS4,TB_BAD_PDSCH_MCS7,TB_BAD_PUSCH_MCS5,TB_BAD_PUSCH_MCS6,TB_BAD_PDSCH_MCS8,TB_BAD_PDSCH_MCS9,TB_BAD_PUSCH_MCS7,TB_BAD_PUSCH_MCS8,TB_BAD_PDSCH_MCS27,TB_BAD_PDSCH_MCS28,TB_BAD_PUSCH_MCS9,DL_QUE_L_SRB_MIN,TB_BAD_PUSCH_MCS10,TB_BAD_PUSCH_MCS11,DL_QUE_L_SRB_AVG,TB_BAD_PUSCH_MCS12,DL_QUE_L_SRB_MAX,TB_BAD_PUSCH_MCS13,DL_QUE_L_DRB_MIN,TB_BAD_PUSCH_MCS14,TB_BAD_PUSCH_MCS15,DL_QUE_L_DRB_AVG,DL_QUE_L_DRB_MAX,TB_BAD_PUSCH_MCS16,MEAN_PRB_AVAIL_PDSCH,TB_BAD_PUSCH_MCS17,RLC_SDU_DL_CCCH,TB_BAD_PUSCH_MCS18,RLC_SDU_PCCH,TB_BAD_PUSCH_MCS19,RLC_SDU_UL_CCCH,TB_BAD_PUSCH_MCS20,TB_BAD_PDSCH_MCS21,NUM_WARN_ETWS_PRIM,TB_BAD_PDSCH_MCS22,TB_BAD_PDSCH_MCS23,NUM_WARN_ETWS_SEC,TB_BAD_PDSCH_MCS24,TB_BAD_PDSCH_MCS25,TB_BAD_PDSCH_MCS26,NUM_WARN_CMAS,PDSCH_TRANS_USING_MCS29,TB_BAD_PDSCH_MCS30,PDSCH_TRANS_USING_MCS30,TB_BAD_PDSCH_MCS31,PDSCH_TRANS_USING_MCS31,TB_BUND2_NACK_PDSCH_MCS29,PDSCH_TRANS_NACK_MCS29,TB_BUND3_NACK_PDSCH_MCS29,TB_BUND4_NACK_PDSCH_MCS29,PDSCH_TRANS_NACK_MCS30,TB_BUND2_NACK_PDSCH_MCS30,PDSCH_TRANS_NACK_MCS31,TB_BUND3_NACK_PDSCH_MCS30,TB_BAD_PDSCH_MCS29,PUSCH_1ST_TRANS_NACK_MCS26,TB_BUND4_NACK_PDSCH_MCS30,PUSCH_1ST_TRANS_NACK_MCS27,TB_BUND2_NACK_PDSCH_MCS31,PUSCH_1ST_TRANS_NACK_MCS28,RACH_STP_ATT_DEDICATED,TB_BUND3_NACK_PDSCH_MCS31,TB_BAD_PUSCH_MCS25,TB_BAD_PUSCH_MCS26,TB_BUND4_NACK_PDSCH_MCS31,TB_BAD_PUSCH_MCS27,PDCP_RET_DL_DEL_MEAN_QCI_1,PDCP_RET_DL_DEL_MEAN_NON_GBR,TB_BAD_PUSCH_MCS28,PDCP_RET_DL_DEL_MEAN_QCI_2,PDCP_RET_DL_DEL_MEAN_QCI_3,TIME_UPLANE_OVL_L1,PDCP_RET_DL_DEL_MEAN_QCI_4,PUSCH_1ST_TRANS_MCS25,PUSCH_1ST_TRANS_MCS26,TIME_UPLANE_OVL_L2,SRB1_DL_1ST_HARQ_ALL,PUSCH_1ST_TRANS_MCS27,SRB1_DL_1ST_HARQ_FAIL,PUSCH_1ST_TRANS_MCS28,NUM_NON_ADA_RETRANS_PUSCH,NUM_ADA_RETRANS_PUSCH,PUSCH_1ST_TRANS_NACK_MCS25,PDCP_RET_DL_DEL_MEAN_QCI_7,PDCP_SDU_UL_QCI_1,PDCP_RET_DL_DEL_MEAN_QCI_8,PDCP_RET_DL_DEL_MEAN_QCI_9,PDCP_SDU_UL_QCI_2,PDCP_SDU_UL_QCI_3,PDCP_SDU_DL_QCI_1,PDCP_SDU_DL_QCI_2,PDCP_SDU_DL_QCI_3,PDCP_SDU_UL_QCI_4,PDCP_RET_DL_DEL_MEAN_QCI_5,PDCP_SDU_DL_QCI_4,PDCP_RET_DL_DEL_MEAN_QCI_6,PDCP_SDU_DISC_DL_QCI_1,TB_BUND2_NACK_PDSCH_MCS8,PDCP_SDU_DISC_DL_QCI_2,PDCP_SDU_DISC_DL_QCI_3,TB_BUND2_NACK_PDSCH_MCS9,PDCP_SDU_DISC_DL_QCI_4,TB_BUND2_NACK_PDSCH_MCS10,TB_BUND2_NACK_PDSCH_MCS11,TB_BUND2_NACK_PDSCH_MCS0,TB_BUND2_NACK_PDSCH_MCS1,TB_BUND2_NACK_PDSCH_MCS2,TB_BUND2_NACK_PDSCH_MCS12,TB_BUND2_NACK_PDSCH_MCS13,TB_BUND2_NACK_PDSCH_MCS3,TB_BUND2_NACK_PDSCH_MCS14,TB_BUND2_NACK_PDSCH_MCS15,TB_BUND2_NACK_PDSCH_MCS4,TB_BUND2_NACK_PDSCH_MCS5,TB_BUND2_NACK_PDSCH_MCS6,TB_BUND2_NACK_PDSCH_MCS7,TB_BUND2_NACK_PDSCH_MCS16,TB_BUND2_NACK_PDSCH_MCS17,PUSCH_1ST_TRANS_MCS13,TB_BUND2_NACK_PDSCH_MCS18,TB_BUND2_NACK_PDSCH_MCS27,TB_BUND2_NACK_PDSCH_MCS28,TB_BUND3_NACK_PDSCH_MCS0,TB_BUND2_NACK_PDSCH_MCS19,TB_BUND3_NACK_PDSCH_MCS1,TB_BUND2_NACK_PDSCH_MCS20,TB_BUND2_NACK_PDSCH_MCS21,TB_BUND3_NACK_PDSCH_MCS2,TB_BUND3_NACK_PDSCH_MCS3,TB_BUND3_NACK_PDSCH_MCS4,TB_BUND2_NACK_PDSCH_MCS22,TB_BUND3_NACK_PDSCH_MCS5,TB_BUND3_NACK_PDSCH_MCS6,TB_BUND3_NACK_PDSCH_MCS7,TB_BUND2_NACK_PDSCH_MCS23,TB_BUND2_NACK_PDSCH_MCS24,TB_BUND3_NACK_PDSCH_MCS8,TB_BUND2_NACK_PDSCH_MCS25,TB_BUND3_NACK_PDSCH_MCS9,TB_BUND2_NACK_PDSCH_MCS26,TB_BUND3_NACK_PDSCH_MCS10,TB_BUND3_NACK_PDSCH_MCS16,TB_BUND3_NACK_PDSCH_MCS11,TB_BUND3_NACK_PDSCH_MCS12,TB_BUND3_NACK_PDSCH_MCS13,TB_BUND3_NACK_PDSCH_MCS17,TB_BUND3_NACK_PDSCH_MCS14,TB_BUND3_NACK_PDSCH_MCS15,TB_BUND3_NACK_PDSCH_MCS18,PUSCH_1ST_TRANS_MCS14,TB_BUND4_NACK_PDSCH_MCS5,TB_BUND3_NACK_PDSCH_MCS19,TB_BUND4_NACK_PDSCH_MCS6,TB_BUND3_NACK_PDSCH_MCS20,TB_BUND3_NACK_PDSCH_MCS21,TB_BUND4_NACK_PDSCH_MCS7,TB_BUND3_NACK_PDSCH_MCS22,TB_BUND3_NACK_PDSCH_MCS23,TB_BUND4_NACK_PDSCH_MCS8,TB_BUND4_NACK_PDSCH_MCS9,TB_BUND3_NACK_PDSCH_MCS24,TB_BUND4_NACK_PDSCH_MCS10,TB_BUND3_NACK_PDSCH_MCS25,TB_BUND3_NACK_PDSCH_MCS26,TB_BUND3_NACK_PDSCH_MCS27,TB_BUND4_NACK_PDSCH_MCS11,TB_BUND3_NACK_PDSCH_MCS28,TB_BUND4_NACK_PDSCH_MCS12,TB_BUND4_NACK_PDSCH_MCS0,TB_BUND4_NACK_PDSCH_MCS13,TB_BUND4_NACK_PDSCH_MCS1,TB_BUND4_NACK_PDSCH_MCS14,TB_BUND4_NACK_PDSCH_MCS2,TB_BUND4_NACK_PDSCH_MCS15,TB_BUND4_NACK_PDSCH_MCS3,TB_BUND4_NACK_PDSCH_MCS4,TB_BUND4_NACK_PDSCH_MCS16,TB_BUND4_NACK_PDSCH_MCS17,PUSCH_1ST_TRANS_MCS15,TB_BUND4_NACK_PDSCH_MCS23,TB_BUND4_NACK_PDSCH_MCS18,TB_BUND4_NACK_PDSCH_MCS24,TB_BUND4_NACK_PDSCH_MCS25,TB_BUND4_NACK_PDSCH_MCS19,TB_BUND4_NACK_PDSCH_MCS20,TB_BUND4_NACK_PDSCH_MCS26,TB_BUND4_NACK_PDSCH_MCS21,TB_BUND4_NACK_PDSCH_MCS22,TB_BUND4_NACK_PDSCH_MCS27,CELL_LOAD_UL_OUT_SYNC_05_025,CELL_LOAD_UL_OUT_SYNC_025_10,TB_BUND4_NACK_PDSCH_MCS28,CELL_LOAD_UL_OUT_SYNC_10_100,CELL_LOAD_UL_OUT_SYNC_100_INF,PDCCH_ORDER_ATT,PUSCH_1ST_TRANS_MCS0,PDCCH_INIT_ORDER_ATT,PUSCH_1ST_TRANS_MCS1,PDCCH_ORDER_SUCCESS,PUSCH_1ST_TRANS_MCS2,PUSCH_1ST_TRANS_MCS3,PUSCH_1ST_TRANS_MCS4,D_PREAMB_UNAVAIL,PUSCH_1ST_TRANS_MCS5,D_PREAMB_PDCCH_UNAVAIL,PUSCH_1ST_TRANS_MCS6,D_PREAMB_HO_UNAVAIL,CELL_LOAD_UL_IN_SYNC,PUSCH_1ST_TRANS_MCS7,CELL_LOAD_UL_IN_SYNC_AVG,CELL_LOAD_UNL_POW_RES,PUSCH_1ST_TRANS_MCS8,PUSCH_1ST_TRANS_MCS9,CELL_LOAD_UL_OUT_SYNC_0_05,PUSCH_1ST_TRANS_MCS10,PUSCH_1ST_TRANS_MCS16,PUSCH_1ST_TRANS_MCS11,PUSCH_1ST_TRANS_MCS12,PUSCH_1ST_TRANS_MCS17,PUSCH_1ST_TRANS_NACK_MCS14,PUSCH_1ST_TRANS_MCS18,PUSCH_1ST_TRANS_NACK_MCS15,PUSCH_1ST_TRANS_MCS19,PUSCH_1ST_TRANS_NACK_MCS16,PUSCH_1ST_TRANS_MCS20,PUSCH_1ST_TRANS_MCS21,PUSCH_1ST_TRANS_NACK_MCS17,PUSCH_1ST_TRANS_NACK_MCS18,PUSCH_1ST_TRANS_NACK_MCS19,PUSCH_1ST_TRANS_MCS22,PUSCH_1ST_TRANS_MCS23,PUSCH_1ST_TRANS_NACK_MCS20,PUSCH_1ST_TRANS_MCS24,PUSCH_1ST_TRANS_NACK_MCS0,PUSCH_1ST_TRANS_NACK_MCS1,PUSCH_1ST_TRANS_NACK_MCS21,PUSCH_1ST_TRANS_NACK_MCS2,PUSCH_1ST_TRANS_NACK_MCS22,PUSCH_1ST_TRANS_NACK_MCS3,PUSCH_1ST_TRANS_NACK_MCS23,PUSCH_1ST_TRANS_NACK_MCS24,TB_BAD_PUSCH_MCS21,PUSCH_1ST_TRANS_NACK_MCS4,PUSCH_1ST_TRANS_NACK_MCS5,TB_BAD_PUSCH_MCS22,TB_BAD_PUSCH_MCS23,PUSCH_1ST_TRANS_NACK_MCS6,PUSCH_1ST_TRANS_NACK_MCS7,PUSCH_1ST_TRANS_NACK_MCS8,TB_BAD_PUSCH_MCS24,PUSCH_1ST_TRANS_NACK_MCS9,PUSCH_1ST_TRANS_SPS,PUSCH_1ST_TRANS_NACK_MCS10,PUSCH_1ST_TRANS_NACK_MCS11,PUSCH_1ST_TRANS_NACK_MCS12,PUSCH_1ST_TRANS_NACK_SPS,PUSCH_1ST_TRANS_NACK_MCS13,CA_CONFIG_REQ_REJ_CPLANE_OVL,TIME_CPLANE_HIGH_LOAD
2022-03-15,"MRBTS-5200,LNBTS-5200,LNCEL-31,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",502.0,dynamic,0.1388888888888889,,0.0,44.0,3098.0,2.0,313.0,9.0,0.0,0.0,251.0,1.0,289.0,2383.0,10291.0,7471.0,29052.0,6339.0,5585.0,2442.0,1843.0,6764.0,1372.0,32576.0,687.0,620.0,3133.0,10325.0,6758.0,493.0,599.0,518.0,0.0,662.0,0.0,552.0,3188.0,1819.0,0.0,0.0,1268.0,1563.0,466.0,82.0,172.0,66.0,0.0,0.0,2820.0,281.0,0.0,0.0,1087.0,233.0,183.0,488.0,875.0,652.0,2649.0,996.0,1027.0,1.0,4467.0,985.0,910.0,2926.0,727.0,745.0,929.0,1094.0,1300.0,1752.0,7233.0,890.0,1056.0,0.0,931.0,195.0,1017.0,8.0,520.0,8.0,656.0,651.0,89.0,8.0,0.0,69.0,1.0,67.0,21.0,0.0,7.0,0.0,9.0,0.0,14.0,0.0,0.0,25.0,0.0,16.0,45.0,0.0,39.0,0.0,0.0,47.0,14.0,52.0,2.0,72.0,9.0,87.0,4.0,0.0,77.0,5.0,4.0,70.0,80.0,11.0,133.0,25.0,24.0,124.0,122.0,77.0,0.0,116.0,58.0,48.0,17150.0,28621.0,53.0,8.0,137.0,106.0,445.0,18800.0,2846.0,1497.0,20003.0,13100.0,18257.0,554.0,22984.0,0.0,3498.0,0.0,0.0,0.0,1.0,13084.0,0.0,18569.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.0,93.0,91.0,0.0,0.0,61.0,156.0,0.0,77.0,92.0,0.0,0.0,46.0,20.0,3.0,15.0,30.0,0.0,7.0,11.0,0.0,5.0,0.0,27.0,1.0,18.0,89.0,15.0,368.0,41.0,50.0,41.0,206.0,28.0,2383.0,0.0,243.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,24.0,,0.0,,,1.0,,0.0,,0.0,0.0,,0.0,,0.0,37.0,,0.0,0.0,,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,9.0,8744.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,486.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2940.0,,,,,,,,,,,15.0,2.0,,0.0,0.0,39.0,3176.0,35.0,2623.0,32.0,6555.0,5426.0,4342.0,0.0,2101.0,0.0,1563.0,0.0,26.0,1223.0,13.0,0.0,597.0,567.0,8.0,465.0,1733.0,553.0,496.0,1197.0,14.0,419.0,38.0,66.0,8.0,165.0,0.0,8.0,8.0,0.0,0.0,0.0,1.0,0.0,464.0,167.0,0.0,444.0,0.0,647.0,0.0,0.0,0.0,466.0,66.0,0.0,0.0,54.0,59.0,18.0,0.0,5.0,,6.0,14.0,0.0,,16.0,0.0,0.0
2022-03-12,"MRBTS-5200,LNBTS-5200,LNCEL-31,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",502.0,dynamic,0.6944444444444444,,0.0,44.0,15474.0,2.0,760.0,30.0,155.0,0.0,1325.0,25.0,1504.0,14483.0,63300.0,24689.0,295261.0,23621.0,24976.0,9674.0,6255.0,34621.0,5429.0,173458.0,4726.0,4901.0,19862.0,59609.0,61277.0,5072.0,4666.0,3943.0,0.0,4741.0,0.0,4986.0,15576.0,9903.0,0.0,0.0,8297.0,10545.0,5419.0,3047.0,6251.0,944.0,0.0,0.0,17421.0,1355.0,0.0,0.0,12280.0,1413.0,1423.0,2059.0,2053.0,2354.0,29667.0,2445.0,13870.0,0.0,22554.0,7005.0,17008.0,30640.0,4298.0,3517.0,4389.0,15554.0,6496.0,61236.0,56429.0,11137.0,5582.0,0.0,7775.0,1280.0,8546.0,206.0,2044.0,136.0,2730.0,3556.0,476.0,209.0,125.0,268.0,133.0,137.0,152.0,0.0,141.0,0.0,197.0,0.0,257.0,0.0,173.0,202.0,0.0,209.0,337.0,0.0,138.0,0.0,0.0,164.0,177.0,155.0,27.0,177.0,70.0,244.0,45.0,0.0,823.0,59.0,97.0,644.0,498.0,101.0,652.0,84.0,109.0,839.0,1111.0,117.0,0.0,1182.0,1593.0,99.0,224867.0,167485.0,1404.0,46.0,3957.0,1545.0,7074.0,273804.0,12911.0,6520.0,279156.0,142420.0,229039.0,2334.0,133453.0,0.0,23249.0,0.0,0.0,1.0,2.0,142338.0,2.0,273437.0,0.0,2.0,249.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,5294.0,241.0,395.0,0.0,2.0,164.0,534.0,2.0,148.0,142.0,1.0,0.0,145.0,62.0,1.0,8.0,84.0,0.0,90.0,56.0,0.0,55.0,0.0,62.0,1.0,76.0,303.0,75.0,1024.0,113.0,50.0,170.0,849.0,89.0,14483.0,36.0,880.0,22.0,5.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,9.0,0.0,21.0,0.0,664.0,,2.0,,,4.0,,14.0,,0.0,0.0,,0.0,,0.0,156.0,,0.0,0.0,,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,174.0,50739.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,4334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14373.0,,,,,,,,,,,36.0,50.0,,0.0,0.0,124.0,32348.0,119.0,13447.0,113.0,21137.0,20283.0,20074.0,0.0,8789.0,0.0,5645.0,0.0,127.0,4898.0,15.0,1.0,4337.0,4477.0,35.0,4579.0,9362.0,4214.0,3593.0,7782.0,186.0,5054.0,274.0,2772.0,192.0,5952.0,0.0,125.0,202.0,122.0,0.0,0.0,129.0,0.0,7015.0,1099.0,0.0,1571.0,0.0,2605.0,0.0,0.0,0.0,2437.0,403.0,0.0,0.0,240.0,129.0,149.0,0.0,122.0,,168.0,248.0,160.0,,188.0,0.0,0.0
2022-03-11,"MRBTS-5200,LNBTS-5200,LNCEL-31,MCC-619,MNC-05",Nokia,"4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC",502.0,dynamic,0.9027777777777778,,0.0,43.0,69989.0,2.0,3237.0,6.0,984.0,0.0,3951.0,45.0,4596.0,20548.0,83097.0,91938.0,868880.0,87386.0,95513.0,48382.0,27969.0,104178.0,22991.0,718647.0,19504.0,18319.0,95499.0,294874.0,335002.0,17071.0,16196.0,15588.0,0.0,16581.0,0.0,15549.0,37719.0,23915.0,0.0,0.0,14310.0,50226.0,13035.0,11966.0,110153.0,4736.0,0.0,0.0,126389.0,4728.0,0.0,0.0,38639.0,4943.0,5636.0,6796.0,8375.0,9336.0,37880.0,10255.0,50504.0,0.0,93704.0,33631.0,49666.0,66250.0,17253.0,19348.0,16677.0,115028.0,24296.0,91169.0,21565.0,57274.0,20004.0,3.0,23559.0,5485.0,37003.0,386.0,7404.0,202.0,9068.0,10643.0,3526.0,291.0,323.0,1761.0,676.0,1168.0,915.0,0.0,895.0,0.0,728.0,0.0,920.0,0.0,712.0,789.0,0.0,734.0,818.0,0.0,369.0,0.0,0.0,424.0,698.0,511.0,100.0,658.0,395.0,829.0,125.0,1.0,1317.0,108.0,101.0,1606.0,1730.0,102.0,1960.0,217.0,259.0,2124.0,3975.0,381.0,0.0,2932.0,4924.0,408.0,640411.0,956327.0,4984.0,443.0,6067.0,6331.0,2512.0,411480.0,147530.0,17052.0,422062.0,406478.0,650310.0,9760.0,673290.0,0.0,159146.0,0.0,0.0,6.0,6.0,406171.0,4.0,409038.0,4.0,9.0,227.0,3.0,0.0,1.0,16.0,11.0,3.0,5.0,14.0,5.0,5.0,27482.0,1059.0,1366.0,1.0,1.0,1177.0,2067.0,8.0,699.0,422.0,5.0,6.0,367.0,266.0,18.0,10.0,248.0,0.0,235.0,231.0,0.0,244.0,0.0,290.0,1.0,204.0,883.0,2.0,147.0,182.0,50.0,216.0,2111.0,99.0,20548.0,62.0,2114.0,155.0,8.0,0.0,3.0,15.0,0.0,3.0,8.0,11.0,0.0,29.0,0.0,38.0,0.0,129.0,,2.0,,,4.0,,4.0,,0.0,0.0,,0.0,,0.0,614.0,,0.0,0.0,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,754.0,254705.0,0.0,6.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,14566.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33699.0,,,,,,,,,,,183.0,117.0,,1.0,0.0,518.0,170016.0,466.0,59936.0,412.0,79071.0,74015.0,77370.0,0.0,42064.0,0.0,24544.0,0.0,449.0,20324.0,40.0,1.0,17368.0,16347.0,105.0,15167.0,22598.0,14301.0,13756.0,13392.0,650.0,12291.0,728.0,11230.0,346.0,107756.0,0.0,182.0,266.0,287.0,0.0,0.0,621.0,0.0,39971.0,4351.0,0.0,5480.0,0.0,7260.0,0.0,0.0,0.0,7464.0,2892.0,0.0,0.0,1509.0,965.0,735.0,0.0,753.0,,616.0,784.0,617.0,,708.0,0.0,0.0
