vendor,table_name,table_id,counter_name,counter_name_alias,counter_id,counter_description,counter_unit,aggregation,enabled,enable_for_parser_module,mapped_object_id,tables_in_database,mapped_object_name
Nokia,LTE Cell Resource,8011,Number of RBGs for UEs with 12 layers transmission in DL MU-MIMO mode,RBG_DL_MU_MIMO_12LAYER,M8011C270,This counter provides the number of RBGs for UEs with 12-layers transmissions in DL MU-MIMO mode.,Integer number,Sum,1,1,284,"nokia_common_8011,nokia_macro_8011","PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC"
Nokia,LTE Cell Resource,8011,AGG4 used PDCCH,AGG4_USED_PDCCH,M8011C41,Total number of AGG4 used for PDCCH scheduling over the measurement period.,Integer number,Sum,1,1,284,"nokia_common_8011,nokia_macro_8011","PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC"
Nokia,LTE Cell Throughput,8012,IP Throughput time in DL for SCG split bearers,IP_TPUT_TIME_DL_SCG,M8012C220,This counter provides an IP throughput time for SCG split bearers in downlink.,ms,Sum,1,1,284,"nokia_common_8012,nokia_macro_8012","PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC"
Nokia,LTE Cell Throughput,8012,RRC UL volume,RRC_UL_VOL,M8012C77,RRC Signaling data volume on eUu Interface uplink.,kilobytes,Sum,1,1,284,"nokia_common_8012,nokia_macro_8012","PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC"
Nokia,LTE Neighbor cell related Handover,8015,Failed Intra eNB HO preparations per neighbor cell,INTRA_HO_PREP_FAIL_NB,M8015C0,The number of failed Intra-eNB Handover preparations per neighbor cell relationship.,Integer number,Sum,1,1,285,"nokia_common_8015,nokia_macro_8015","PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC"
Nokia,LTE Neighbor cell related Handover,8015,Intra eNB HO attempts per neighbor cell,INTRA_HO_ATT_NB,M8015C1,The number of Intra-eNB Handover attempts per neighbor cell relationship.,Integer number,Sum,1,1,285,"nokia_common_8015,nokia_macro_8015","PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC"
Nokia,LTE Neighbor cell related Handover,8015,Failed Inter-eNB Handover preparations per neighbor cell relationship due to not supported QCI,INTER_HO_PREP_FAIL_QCI_NB,M8015C23,This measurement provides the number of failed Inter-eNB Handover preparations per neighbor cell relationship due to not supported QCI.,Integer number,Sum,1,1,285,"nokia_common_8015,nokia_macro_8015","PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC"
Nokia,LTE Power and Quality UL,8005,UL AMC upgrades,UL_AMC_UPGRADE,M8005C140,The number of Adaptive Modulation and Coding (AMC) upgrades in UL.,Integer number,Sum,1,1,283,"nokia_common_8005,nokia_macro_8005","PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC "
Huawei,Measurement of Cell Performance,1526726657,L.Reserve.65,L.Reserve.65,1526732862,,packet,SUM,0,0,117,,"?/Cell:eNodeB Function Name=?, Local Cell ID=?, Cell Name=?, eNodeB ID=?, Cell FDD TDD indication=?"
Huawei,Measurement of Cell Performance,67108972,VS.AttRBSetup,VS.AttRBSetup,67180113,Number of RB Setup Attempts for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.SuccURAUpd.Chg,VS.SuccURAUpd.Chg,67180453,Number of Successful URA Updates Due to Change of URA for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Nokia,LTE QoS,8026,Total number of Failed Final HARQ Retransmission without TTI Bundling in Uplink when UE is DRX OFF,UL_F_FINAL_HARQ_NTTIB_DRX_OFF,M8026C293,This counter provides the number of UL MAC PDUs that have failed the final HARQ retransmission where the UL grant is issued due to an SR received when UE is in DRX OFF. Msg3 is excluded. Any packet issued in TTI-bundling mode is not counted.,Integer number,Sum,1,1,284,"nokia_common_8026,nokia_macro_8026","PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC"
Nokia,LTE S1AP,8000,E-RAB Setup Requests for IMS emergency sessions,E_RAB_SETUP_ATT_EMG,M8000C32,The number of E-RAB Setup Requests for IMS emergency sessions.,Integer number,Sum,1,1,282,"nokia_common_8000,nokia_macro_8000",PLMN-MRBTS-LNBTS
Nokia,LTE Cell Load,8001,Failed Transmission PDSCH MCS22,TB_BAD_PDSCH_MCS22,M8001C203,The number of unsuccessful transmissions on PDSCH using MCS22 Modulation and Coding Scheme. Only not transmitted TBs exceeding max HARQ retransmissions are considered.,Integer number,Sum,1,1,283,"nokia_common_8001,nokia_macro_8001","PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC "
Nokia,LTE Cell Load,8001,Average number of available PRBs per TTI on PUSCH,MEAN_PRB_AVAIL_PUSCH,M8001C217,This measurement provides the average number of PRBs on PUSCH available for dynamic scheduling.,Integer number,Average,1,1,283,"nokia_common_8001,nokia_macro_8001","PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC "
Nokia,LTE Cell Load,8001,Number of adaptive retransmissions on PUSCH,NUM_ADA_RETRANS_PUSCH,M8001C304,This counter provides the number of adaptive retransmissions on PUSCH.,Integer number,Sum,1,1,283,"nokia_common_8001,nokia_macro_8001","PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC "
Nokia,LTE Cell Load,8001,Number of transmissions with bundle size 3 NACK on PDSCH using MCS11,TB_BUND3_NACK_PDSCH_MCS11,M8001C372,The number of negative acknowledged transmissions with bundle size 3 using MCS11 on PDSCH. Only TBs with bundle NACK should be counted.,Integer number,Sum,1,1,283,"nokia_common_8001,nokia_macro_8001","PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC "
Nokia,LTE Cell Load,8001,Number of transmissions with bundle size 3 NACK on PDSCH using MCS16,TB_BUND3_NACK_PDSCH_MCS16,M8001C377,The number of negative acknowledged transmissions with bundle size 3 using MCS16 on PDSCH. Only TBs with bundle NACK should be counted.,Integer number,Sum,1,1,283,"nokia_common_8001,nokia_macro_8001","PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC "
Nokia,LTE Cell Load,8001,First transmissions on PUSCH using MCS3,PUSCH_1ST_TRANS_MCS3,M8001C438,The number of first transmissions on PUSCH for used Modulation and Coding Scheme.,Integer number,Sum,1,1,283,"nokia_common_8001,nokia_macro_8001","PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC "
Nokia,LTE Power and Quality UL,8005,Average RTWP for Rx Antenna 1,AVG_RTWP_RX_ANT_1,M8005C306,This measurement provides the average Received Total Wideband Power (RTWP) for the 1st configured Rx antenna at the end of the collection interval.,1.0E-1 dBm,Average,1,1,283,"nokia_common_8005,nokia_macro_8005","PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC "
Nokia,LTE Power and Quality UL,8005,Average RTWP for Rx Antenna 2,AVG_RTWP_RX_ANT_2,M8005C307,This measurement provides the average Received Total Wideband Power (RTWP) for the 2nd configured Rx antenna at the end of the collection interval.,1.0E-1 dBm,Average,1,1,283,"nokia_common_8005,nokia_macro_8005","PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC "
Nokia,LTE Power and Quality UL,8005,SINR for PUCCH Level 3,SINR_PUCCH_LEVEL_3,M8005C98,"The Signal to Interference and Noise Ratio (SINR) for PUCCH, measured in the eNB. Values in the range of -8dB < SINR <= -6dB are updated to this counter. Used for SINR for the PUCCH histogram.

Note regarding LTE2445: In case of combined supercells, the PUCCH SINR PM counter is based on the serving sub-cell of each UE.",Integer number,Sum,1,1,283,"nokia_common_8005,nokia_macro_8005","PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC "
Nokia,LTE EPS Bearer,8006,Maximum number of simultaneous E-RABs of QCI8,SIMUL_ERAB_QCI8_MAX,M8006C231,This measurement provides the maximum of sampled values for measuring the number of simultaneously established E-RABs with QCI8 characteristics.,Integer number,Max,1,1,284,"nokia_common_8006,nokia_macro_8006","PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC"
Nokia,LTE Radio Bearer,8007,Total active time duration of UE in UL 256QAM Mode,UE_ACTIVE_TIME_UL_256QAM,M8007C29,This counter provides the total amount of active time spent by UEs in 256QAM Mode on PUSCH.,Seconds,Sum,1,1,284,"nokia_common_8007,nokia_macro_8007","PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC"
Nokia,LTE Power and Quality DL,8010,Open Loop MIMO mode switches,MIMO_SWITCH_OL,M8010C59,The number of Open Loop MIMO mode switches in downlink.,Integer number,Sum,1,1,284,"nokia_common_8010,nokia_macro_8010","PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC"
Nokia,L3 Relocation signalling,1009,INTER SYST HHO IU REL OUT CONTR BY MSC DUE TO PROT CAUSE,is_hho_iu_rel_out_msc_prot,M1009C263,"Number of Iu Release requests during outgoing MSC-controlled
inter-system HHOs due to protocol cause.",Integer number,Cumulative,1,1,354,,"PLMN-RNC, HOT, RMSC, RSGSN, MCC-MNC"
Nokia,LTE Power and Quality DL,8010,MIMO Closed Loop Double Codeword Three Layer TM9,MIMO_CL_2CW_3LAYER_TM9,M8010C98,"This counter provides the number of times that the MIMO Closed loop 2 Code Word mapping to 3-Layer mode is used in TM9.

Note: This counter also includes the transmissions done in UMsf (Unicast MBSFN subframe).",Integer number,Sum,1,1,284,"nokia_common_8010,nokia_macro_8010","PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC"
Nokia,LTE Cell Resource,8011,Number of RBGs for UEs with 15 layers transmission in DL MU-MIMO mode,RBG_DL_MU_MIMO_15LAYER,M8011C273,This counter provides the number of RBGs for UEs with 15-layers transmissions in DL MU-MIMO mode.,Integer number,Sum,1,1,284,"nokia_common_8011,nokia_macro_8011","PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC"
Nokia,LTE Cell Throughput,8012,RLC PDU volume (SRB + DRB) in UL for SCell UEs including retransmissions,RLC_VOL_UL_SRB_DRB_SCELL,M8012C204,This counter provides the RLC PDU volume for SRB + DRB traffic in UL for the carrier aggregation UEs that use this cell as SCell. RLC retransmissions are included.,kbyte,Sum,1,1,284,"nokia_common_8012,nokia_macro_8012","PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC"
Nokia,LTE Cell Throughput,8012,DL nonGBR IP throughput time for single TTI bursts of UEs with 4CC CA,DL_STTI_NGBR_IP_T_T_CA_UE_4CC,M8012C270,"This counter provides the IP throughput time for single TTI bursts of non-GBR E-RABs in downlink for 4CC CA UEs with three SCells activated.

Note: Non-GBR here means ERABs with QCI5, QCI6, QCI7, QCI8 and QCI9. This counter is internally multiplied by 100 to increase the accuracy. For example, 1.01 ms is recorded as 101.",Milliseconds,Sum,1,1,284,"nokia_common_8012,nokia_macro_8012","PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC"
Nokia,LTE UE State,8013,Modification attempts for UE Context,UE_CTX_MOD_ATT,M8013C50,This measurement provides the number of attempted UE Context Modifications. It includes also the UE Contexts that are subject to CS Fallback.,Integer number,Sum,1,1,284,"nokia_common_8013,nokia_macro_8013","PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC"
Nokia,LTE Cell Load,8001,First transmissions on PUSCH using MCS15,PUSCH_1ST_TRANS_MCS15,M8001C450,The number of first transmissions on PUSCH for used Modulation and Coding Scheme.,Integer number,Sum,1,1,283,"nokia_common_8001,nokia_macro_8001","PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC "
Nokia,L3 Relocation signalling,1009,INTER RNC HHO OUT CANCEL CONTR BY MSC DUE TO PROT CAUSE,int_hho_canc_msc_prot,M1009C171,"A number of outgoing MSC controlled HHOs cancelled due to a Protocol
cause.",Integer number,Cumulative,1,1,354,,"PLMN-RNC, HOT, RMSC, RSGSN, MCC-MNC"
Nokia,L3 Relocation signalling,1009,INTER RNC HHO OUT CANCEL CONTR BY MSC DUE TO NON STAN CAUSE,int_hho_canc_msc_nonst,M1009C173,"A number of outgoing MSC controlled HHOs cancelled due to a Non-standard
cause.",Integer number,Cumulative,1,1,354,,"PLMN-RNC, HOT, RMSC, RSGSN, MCC-MNC"
Nokia,L3 Relocation signalling,1009,INTER RNC HHO OUT CANCEL CONTR BY SGSN DUE TO MISC CAUSE,int_hho_canc_sgsn_misc,M1009C180,"A number of outgoing SGSN controlled HHOs cancelled due to a
Miscellaneous cause.",Integer number,Cumulative,1,1,354,,"PLMN-RNC, HOT, RMSC, RSGSN, MCC-MNC"
Nokia,L3 Relocation signalling,1009,INTER RNC HHO OUT CANCEL CONTR BY 2CN DUE TO MISC CAUSE,int_hho_canc_2cn_misc,M1009C188,"A number of outgoing 2CN controlled HHOs cancelled due to a Miscellaneous
cause.",Integer number,Cumulative,1,1,354,,"PLMN-RNC, HOT, RMSC, RSGSN, MCC-MNC"
Nokia,L3 Relocation signalling,1009,INTER HHO IU REL OUT CONTR BY MSC DUE TO RN LAYER CAUSE,hho_iu_rel_out_msc_rnl,M1009C196,"A number of Iu release requests during outgoing MSC controlled
inter-HHOs due to a Radio Network Layer cause.",Integer number,Cumulative,1,1,354,,"PLMN-RNC, HOT, RMSC, RSGSN, MCC-MNC"
Nokia,L3 Relocation signalling,1009,INTER HHO IU REL OUT CONTR BY MSC DUE TO TR CAUSE,hho_iu_rel_out_msc_trl,M1009C197,"A number of Iu release requests during outgoing MSC controlled
inter-HHOs due to a Transport Layer cause.",Integer number,Cumulative,1,1,354,,"PLMN-RNC, HOT, RMSC, RSGSN, MCC-MNC"
Nokia,L3 Relocation signalling,1009,INTER HHO IU REL OUT CONTR BY SGSN DUE TO PROT CAUSE,hho_iu_rel_out_sgsn_prot,M1009C205,"A number of Iu release requests during outgoing SGSN controlled
inter-HHOs due to a Protocol cause.",Integer number,Cumulative,1,1,354,,"PLMN-RNC, HOT, RMSC, RSGSN, MCC-MNC"
Nokia,L3 Relocation signalling,1009,INTER HHO IU REL OUT CONTR BY 2CN DUE TO NON STAN CAUSE,hho_iu_rel_out_2cn_nonst,M1009C213,"A number of Iu release requests during outgoing 2CN controlled
inter-HHOs due to a Non-standard cause.",Integer number,Cumulative,1,1,354,,"PLMN-RNC, HOT, RMSC, RSGSN, MCC-MNC"
Nokia,L3 Relocation signalling,1009,INTER HHO IU REL IN CONTR BY SGSN DUE TO TR CAUSE,hho_iu_rel_in_sgsn_trl,M1009C221,"A number of Iu release requests during incoming SGSN controlled
inter-HHOs due to a Transport Layer cause",Integer number,Cumulative,1,1,354,,"PLMN-RNC, HOT, RMSC, RSGSN, MCC-MNC"
Nokia,L3 Relocation signalling,1009,INTER HHO IU REL IN CONTR BY SGSN DUE TO NAS CAUSE,hho_iu_rel_in_sgsn_nas,M1009C222,"A number of Iu release requests during incoming SGSN controlled
inter-HHOs due to a Non-access Stratum cause",Integer number,Cumulative,1,1,354,,"PLMN-RNC, HOT, RMSC, RSGSN, MCC-MNC"
Nokia,L3 Relocation signalling,1009,INTER HHO IU REL IN CONTR BY 2CN DUE TO MISC CAUSE,hho_iu_rel_in_2cn_misc,M1009C230,"A number of Iu release requests during incoming 2CN controlled
inter-HHOs due to a Miscellaneous cause",Integer number,Cumulative,1,1,354,,"PLMN-RNC, HOT, RMSC, RSGSN, MCC-MNC"
Nokia,L3 Relocation signalling,1009,STA FORW DATA IN SOURCE RNC ON IUR,sta_forw_data_src_rnc_iur,M1009C232,"The number of started PS data forwarding data cases in the Source RNC.
This counter includes both SRNC relocation and Inter RNC HHO cases. The counter is updated separately for each RAB for which data forwarding is started. If however the RAB does not have layer-2 user plane resources allocated, the counter is not updated because in that case there is no data to forward.",Integer number,Cumulative,1,1,354,,"PLMN-RNC, HOT, RMSC, RSGSN, MCC-MNC"
Nokia,L3 Relocation signalling,1009,INTER SYST HHO IN PREP UNSUCC CONTR BY MSC DUE TO NAS CAUSE,is_hho_in_prep_unsucc_nas,M1009C247,"Number of incoming MSC-controlled Inter-system HHO failures
due to non-access stratum cause.",Integer number,Cumulative,1,1,354,,"PLMN-RNC, HOT, RMSC, RSGSN, MCC-MNC"
Nokia,L3 Relocation signalling,1009,INTER SYST HHO IN PREP UNSUCC CONTR BY MSC DUE TO PROT CAUSE,is_hho_in_prep_unsucc_prot,M1009C248,"Number of  incoming MSC-controlled inter-system HHO failures
due to protocol cause.",Integer number,Cumulative,1,1,354,,"PLMN-RNC, HOT, RMSC, RSGSN, MCC-MNC"
Nokia,L3 Relocation signalling,1009,INTER SYST HHO OUT CANCEL CONTR BY MSC DUE TO PROT CAUSE,is_hho_out_canc_prot,M1009C256,"Number of outgoing MSC-controlled inter-system HHO preparation
failures due to protocol cause.",Integer number,Cumulative,1,1,354,,"PLMN-RNC, HOT, RMSC, RSGSN, MCC-MNC"
Nokia,L3 Relocation signalling,1009,INTER SYST HHO IU REL IN CONTR BY MSC DUE TO NON STAN CAUSE,is_hho_iu_rel_in_msc_nonst,M1009C271,"Number of Iu release requests during incoming MSC-controlled
inter-system HHOs due to non-standard cause.",Integer number,Cumulative,1,1,354,,"PLMN-RNC, HOT, RMSC, RSGSN, MCC-MNC"
Nokia,L3 Relocation signalling,1009,LTE PS HHO IN PREP FAIL DUE TO RNL,LTE_PS_IN_PREP_FAIL_RNL,M1009C278,The number of incoming LTE PS ISHO preparation failures due to radio network layer cause.,Integer number,Sum,1,1,354,,"PLMN-RNC, HOT, RMSC, RSGSN, MCC-MNC"
Nokia,L3 Relocation signalling,1009,LTE PS HHO IN PREP FAIL DUE TO TRANS,LTE_PS_IN_PREP_FAIL_TRS,M1009C279,The number of incoming LTE PS ISHO preparation failures due to transport layer cause.,Integer number,Sum,1,1,354,,"PLMN-RNC, HOT, RMSC, RSGSN, MCC-MNC"
Nokia,L3 Relocation signalling,1009,LTE CS HHO IN PREP FAIL DUE TO RNL,LTE_CS_IN_PREP_FAIL_RNL,M1009C286,"The number of incoming LTE CS SRVCC ISHO preparation failures due to radio network layer cause. This rejection happens for example due to feature RAN2435 being disabled.
M1009C245 is also updated along with this counter.",Integer number,Sum,1,1,354,,"PLMN-RNC, HOT, RMSC, RSGSN, MCC-MNC"
Nokia,L3 Relocation signalling,1009,LTE CS HHO IN COMPLETE,LTE_CS_IN_COMPLETE,M1009C296,"The number of sent RANAP: RELOCATION COMPLETE after incoming LTE CS SRVCC ISHO.
M1009C259 is also updated along with this counter.",Integer number,Sum,1,1,354,,"PLMN-RNC, HOT, RMSC, RSGSN, MCC-MNC"
Nokia,L3 Relocation signalling,1009,LTE CS FALLBACK IN PREP FAIL DUE TO MISC,LTE_CSFB_IN_PREP_FAIL_MISC,M1009C303,"The number of incoming LTE CS fallback ISHO preparation failures because of miscellaneous cause.
Also M1009C282 is updated along with this counter.",Integer number,Sum,1,1,354,,"PLMN-RNC, HOT, RMSC, RSGSN, MCC-MNC"
Nokia,L3 Relocation signalling,1009,LTE CS FALLBACK IN COMPLETE,LTE_CSFB_IN_COMPLETE,M1009C306,"The number of sent RANAP: RELOCATION COMPLETE after incoming LTE CS fallback ISHO.
Also M1009C285 is updated along with this counter.",Integer number,Sum,1,1,354,,"PLMN-RNC, HOT, RMSC, RSGSN, MCC-MNC"
Huawei,Measurement of Local Cell Performance,50331648,VS.CQI.27,VS.CQI.27,50331696,,None,SUM,1,1,1,huawei_nodeb_50331648,"?/ULoCell:NodeB Function Name=?, Local Cell ID=?, Cell Name=?"
Huawei,Measurement of Cell Performance,67108972,VS.RTWP.CUM,VS.RTWP.CUM,67180641,Accumulated Totally Received Bandwidth Power for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of SAAL Link Performance,67108973,VS.SAAL.LnkServDur.Time,VS.SAAL.LnkServDur.Time,67182593,In-Service Duration of SAAL Link,s,SUM,1,1,16,,?/SAALLNK:SAAL link No.=?
Nokia,Enhanced Quality of Service,097,SPARE097043,SPARE097043,097043,Reserved for future use.,None,,1,1,242,,"BSC,SEG,QOSTC-ARP"
Huawei,Measurement of Cell Performance,67108972,VS.HSUPA.RAB.AttEstab,VS.HSUPA.RAB.AttEstab,67192114,Number of HSUPA RAB Establishment Attempts for Cell,None,SUM,1,1,15,huawei_bsc6900gu_67108972,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Nokia,Enhanced Quality of Service,097,SPARE097009,SPARE097009,097009,This counter is not in use.,None,,1,1,242,,"BSC,SEG,QOSTC-ARP"
Huawei,Measurement of LoCell_SectorEQMGRP Performance,50331655,VS.RL.AbnormRel.Locell.SectorEqmGrp,VS.RL.AbnormRel.Locell.SectorEqmGrp,50332357,,None,SUM,1,1,3,,"?/LOCELL_SECTOREQMGRP:Local Cell ID=?,Sector Equipment Group ID=?,Object Identifier=?"
Huawei,Measurement of LoCell_SectorEQMGRP Performance,50331655,VS.PositiveNum.AICH.Locell.SectorEqmGrp,VS.PositiveNum.AICH.Locell.SectorEqmGrp,50332358,,None,SUM,1,1,3,,"?/LOCELL_SECTOREQMGRP:Local Cell ID=?,Sector Equipment Group ID=?,Object Identifier=?"
Huawei,Measurement of LoCell_SectorEQMGRP Performance,50331655,VS.TBNum.Succ.RACH.Locell.SectorEqmGrp,VS.TBNum.Succ.RACH.Locell.SectorEqmGrp,50332360,,None,SUM,1,1,3,,"?/LOCELL_SECTOREQMGRP:Local Cell ID=?,Sector Equipment Group ID=?,Object Identifier=?"
Huawei,Measurement of LoCell_SectorEQMGRP Performance,50331655,VS.TBNum.Total.RACH.Locell.SectorEqmGrp,VS.TBNum.Total.RACH.Locell.SectorEqmGrp,50332361,,None,SUM,1,1,3,,"?/LOCELL_SECTOREQMGRP:Local Cell ID=?,Sector Equipment Group ID=?,Object Identifier=?"
Huawei,Measurement of LoCell_SectorEQMGRP Performance,50331655,VS.ERACH.NegativeNum.AICH.Locell.SectorEqmGrp,VS.ERACH.NegativeNum.AICH.Locell.SectorEqmGrp,50332363,,None,SUM,1,1,3,,"?/LOCELL_SECTOREQMGRP:Local Cell ID=?,Sector Equipment Group ID=?,Object Identifier=?"
Nokia,Enhanced Quality of Service,097,SPARE097010,SPARE097010,097010,This counter is not in use.,None,,1,1,242,,"BSC,SEG,QOSTC-ARP"
Nokia,Enhanced Quality of Service,097,SPARE097012,PFC_TRANSFER_STARTED,097012,This counter is not in use.,None,,1,1,242,,"BSC,SEG,QOSTC-ARP"
Nokia,TBF Observation for GPRS Trace,025,TC THP AND ARP 2,,025290,This counter is not in use.,None,,1,1,213,,"BSC-BCF-BTS-TRX,SEG,TRCREF"
Huawei,Measurement of Cell Performance,1526726657,L.E-RAB.AbnormRel.HOFailure.VoIP,L.E-RAB.AbnormRel.HOFailure.VoIP,1526729922,,None,SUM,1,1,117,huawei_enodeb_1526726657,"?/Cell:eNodeB Function Name=?, Local Cell ID=?, Cell Name=?, eNodeB ID=?, Cell FDD TDD indication=?"
Huawei,Measurement of NodeB Performance,50331649,VS.AttRLADD.MEAN,VS.AttRLADD.MEAN,50332579,,None,AVG,1,1,5,huawei_nodeb_50331649,?/NodeBFunction:NodeB Function Name=?
Huawei,Measurement of IMA Link Performance,67108996,VS.IMA.Lnk.MeanKbps.Rx,VS.IMA.Lnk.MeanKbps.Rx,67202909,Mean Receive Rate of an IMA Link,kbit/s,AVG,1,1,29,,"?/IMALNK:SRN=?, SN=?, IMALNKN=?"
Huawei,Measurement of UMTS ULCoMP Group Performance,50331654,VS.UUlCoMPGroup.UserNum,VS.UUlCoMPGroup.UserNum,50342610,,None,AVG,1,1,9,,"?/UULCOMPGROUP:Host Local Cell ID=?, Neighbour Local Cell ID=?, Neighbour NodeB ID=?"
Huawei,Measurement of UMTS ULCoMP Group Performance,50331654,VS.UUlCoMPGroup.MaxUserNum,VS.UUlCoMPGroup.MaxUserNum,50342611,,None,MAX,1,1,9,,"?/UULCOMPGROUP:Host Local Cell ID=?, Neighbour Local Cell ID=?, Neighbour NodeB ID=?"
Huawei,Measurement of LoCell_SectorEQMGRP Performance,50331655,VS.MeanRTWP.Locell.SectorEqmGrp,VS.MeanRTWP.Locell.SectorEqmGrp,50342630,,dBm,AVG,1,1,3,,"?/LOCELL_SECTOREQMGRP:Local Cell ID=?,Sector Equipment Group ID=?,Object Identifier=?"
Huawei,Measurement of Local Cell Performance,50331648,VS.DlCode.Used.Max,VS.DlCode.Used.Max,50332064,,None,MAX,1,1,1,huawei_nodeb_50331648,"?/ULoCell:NodeB Function Name=?, Local Cell ID=?, Cell Name=?"
Huawei,Measurement of Cell Performance,67108972,VS.EcNo.Cum.TP1,VS.EcNo.Cum.TP1,73423487,TP1Cum,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Nokia,TBF Observation for GPRS Trace,025,PFC CHANGE TIME 7,,025303,This counter is not in use.,None,,1,1,213,,"BSC-BCF-BTS-TRX,SEG,TRCREF"
Nokia,TBF Observation for GPRS Trace,025,TC THP AND ARP 7,,025305,This counter is not in use.,None,,1,1,213,,"BSC-BCF-BTS-TRX,SEG,TRCREF"
Huawei,Measurement of Cell Performance,67108972,VS.RRC.ConnEstab.TimeCum.CellDCH,VS.RRC.ConnEstab.TimeCum.CellDCH,67179303,Cumulative Duration of RRC Connection Setup in CELL_DCH State for Cell,ms,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.RRC.ConnEstab.TimeSample.CellDCH,VS.RRC.ConnEstab.TimeSample.CellDCH,67179304,Number of RRC Connection Setup in CELL_DCH State for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.RRC.AttConnEstab.CellDCH,VS.RRC.AttConnEstab.CellDCH,67179633,Number of RRC Connection Requests for Cell (UE Target State of CELL_DCH),None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.RRC.SuccConnEstab.CellFACH,VS.RRC.SuccConnEstab.CellFACH,67179650,Number of Successful RRC Connection Setups for Cell (UE Target State of CELL_FACH),None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.RAB.FailEstabCS.Unsp,VS.RAB.FailEstabCS.Unsp,67179830,Number of Failed CS RAB Establishments for Cell (Unsupported Capabilities),None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.RAB.FailEstabPS.Unsp,VS.RAB.FailEstabPS.Unsp,67179930,Number of Failed PS RAB Establishments for Cell (Unsupported Capabilities),None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.SuccRBSetup,VS.SuccRBSetup,67180114,Number of Successful RB Setups for Cell,None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.FailRBSetup.CfgUnsup,VS.FailRBSetup.CfgUnsup,67180115,Number of Failed RB Setups for Cell (configuration unsupported),None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.FailRBSetup.CellUpd,VS.FailRBSetup.CellUpd,67180119,Number of Failed RB Setups for Cell (cell update occurred),None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
Huawei,Measurement of Cell Performance,67108972,VS.FailRBSetup.IncCfg,VS.FailRBSetup.IncCfg,67180120,Number of Failed RB Setups for Cell (invalid configuration),None,SUM,0,0,15,,"?/BSC6910UCell:Label=?, CellID=?, LogicRNCID=?"
