begintime,sk_object,duration,integrity,1282449671,1282449672,1282449673,1282449674
2022-03-12,7525607.0,68400.0,79.16666666666667,0.0,0.0,0.0,0.0
2022-03-03,7525319.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-20,7525466.0,86400.0,100.0,383.55091704166665,894.07333,892.74436875,1554.2701
2022-03-10,7525452.0,82800.0,95.83333333333333,0.0,0.0,0.0,0.0
2022-03-13,7525549.0,75600.0,87.5,0.0,0.0,0.0,0.0
2022-02-17,7525582.0,75600.0,87.5,0.0,0.0,0.0,0.0
2022-02-08,7525616.0,86400.0,100.0,124.264617,392.03947,287.522704875,918.4316
2022-03-14,7525366.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-15,7525384.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-11,7525313.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-11,7525498.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-06,7525352.0,86400.0,100.0,717.8471829166666,1498.3212,1483.9572841666666,2559.1641
2022-03-14,7525566.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-12,7525482.0,68400.0,79.16666666666667,220.48701931578947,508.44707,526.3193105263158,1064.2057
2022-02-17,7525489.0,75600.0,87.5,0.0,0.0,0.0,0.0
2022-03-06,7525358.0,79200.0,91.66666666666667,0.0,0.0,0.0,0.0
2022-02-11,7525404.0,86400.0,100.0,707.1957304166667,1317.2533,1298.2278158333334,2148.9201
2022-03-03,7525295.0,86400.0,100.0,204.169668,513.15387,415.79104875,931.47667
2022-02-13,7525580.0,86400.0,100.0,263.5208236666667,783.0488,702.6190025,1514.4624
2022-02-20,7525530.0,86400.0,100.0,1308.672485,2529.1289,2431.8788208333335,4014.98
2022-03-03,7525391.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-06,7525544.0,86400.0,100.0,431.79131408333336,1284.4244,777.76307,2112.0712
2022-03-13,7525597.0,75600.0,87.5,0.0,0.0,0.0,0.0
2022-02-06,7525300.0,86400.0,100.0,162.87505941666666,434.584,421.1454141666667,1032.732
2022-03-06,7525314.0,79200.0,91.66666666666667,0.0,0.0,0.0,0.0
2022-03-15,7525371.0,86400.0,100.0,523.29643875,1183.2984,1059.00000125,2025.4751
2022-03-07,7525590.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-17,7525577.0,75600.0,87.5,0.0,0.0,0.0,0.0
2022-02-06,7525339.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-10,7525404.0,82800.0,95.83333333333333,742.9315243478261,1299.6196,1387.7686069565218,2180.3603
2022-03-06,7525323.0,79200.0,91.66666666666667,1693.2489086363637,2751.2885,3062.5835818181818,4367.6839
2022-03-10,7525374.0,82800.0,95.83333333333333,91.98328329565217,335.10907,305.53458069565215,817.43027
2022-02-11,7525494.0,86400.0,100.0,343.625510625,939.57053,551.1126504166666,1137.6193
2022-02-19,7525382.0,86400.0,100.0,430.2537654166667,1035.2199,895.59273,2037.8208
2022-03-14,7525362.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-10,7525536.0,86400.0,100.0,214.60808766666668,463.6252,448.7276625,856.68467
2022-03-07,7525530.0,86400.0,100.0,1294.3375708333333,2507.6512,2336.9859625,3572.4561
2022-03-07,7525460.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-04,7525417.0,86400.0,100.0,161.89778858333332,424.10413,383.80358625,918.9852
2022-03-06,7525365.0,79200.0,91.66666666666667,0.0,0.0,0.0,0.0
2022-02-04,7525520.0,86400.0,100.0,201.734851375,574.76413,574.9468058333333,1412.0813
2022-02-08,7525512.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-18,7525379.0,86400.0,100.0,814.5351954166666,1682.2381,1678.47027875,2996.5309
2022-02-13,7525632.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-04,7525365.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-10,7525657.0,82800.0,95.83333333333333,0.0,0.0,0.0,0.0
2022-03-03,7525621.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-12,7525456.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-15,7525638.0,86400.0,100.0,441.89876004166666,869.8532,990.1891775,1621.8461
2022-03-06,7525541.0,79200.0,91.66666666666667,436.0564096818182,1333.6507,1017.4899259090909,1945.8585
2022-03-12,7525620.0,68400.0,79.16666666666667,633.7027131578948,1101.0352,1240.5615842105262,2005.6192
2022-02-11,7525292.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-03,7525586.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-17,7525464.0,75600.0,87.5,0.0,0.0,0.0,0.0
2022-02-04,7525539.0,86400.0,100.0,76.485808475,308.5032,258.45115316666664,977.1364
2022-02-05,7525600.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-03,7525321.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-03,7525425.0,86400.0,100.0,597.0975420833333,1406.4775,1236.6745625,2675.742
2022-03-13,7525327.0,75600.0,87.5,0.0,0.0,0.0,0.0
2022-03-11,7525501.0,86400.0,100.0,193.92648291666666,611.5852,435.8233959583333,1178.2185
2022-02-13,7525644.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-06,7525452.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-10,7525399.0,86400.0,100.0,544.6801314583333,1404.0157,1395.9483308333333,2717.7185
2022-02-17,7525391.0,75600.0,87.5,0.0,0.0,0.0,0.0
2022-02-10,7525648.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-18,7525619.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-03,7525444.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-14,7525435.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-12,7525324.0,68400.0,79.16666666666667,0.0,0.0,0.0,0.0
2022-02-20,7525348.0,86400.0,100.0,108.59572958333334,319.33827,274.1054041666667,700.53427
2022-03-03,7525659.0,86400.0,100.0,79.78079277916666,296.354,245.82613966666668,712.59853
2022-02-11,7525554.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-19,7525541.0,86400.0,100.0,389.445895,962.45893,982.7659958333334,1960.0727
2022-02-19,7525510.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-10,7525626.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-10,7525618.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-06,7525530.0,86400.0,100.0,1288.6437295833334,2382.8815,2316.7183875,3731.5287
2022-02-20,7525444.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-03,7525574.0,86400.0,100.0,253.65962920833334,614.96347,576.7885008333334,1159.8195
2022-03-14,7525514.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-08,7525407.0,86400.0,100.0,1163.7019895833334,2091.7945,2182.3295141666667,3567.2765
2022-02-18,7525345.0,86400.0,100.0,163.90674504166665,485.70467,446.47787166666666,1024.2989
2022-02-08,7525588.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-03,7525648.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-13,7525289.0,75600.0,87.5,2202.5576647619046,3192.1031,2615.0661285714286,3705.7157
2022-02-19,7525555.0,86400.0,100.0,80.393112225,266.38173,208.082254125,678.13067
2022-02-13,7525297.0,86400.0,100.0,653.7219831666666,1294.6507,1081.3384104166666,1786.92
2022-03-14,7525470.0,86400.0,100.0,313.2330093333333,834.97,624.5245170416666,1387.6607
2022-03-13,7525338.0,75600.0,87.5,162.06319757142856,411.74013,432.7443657142857,1114.5317
2022-02-04,7525585.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-12,7525428.0,86400.0,100.0,112.11153815,446.24427,399.7104004166667,1066.5748
2022-03-13,7525368.0,75600.0,87.5,1635.5220414285714,2639.9948,2989.3694761904762,4423.2303
2022-03-03,7525493.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-19,7525477.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-03,7525641.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-06,7525656.0,79200.0,91.66666666666667,0.0,0.0,0.0,0.0
2022-02-18,7525445.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-04,7525488.0,86400.0,100.0,125.61441958333333,438.07627,383.22916208333334,1074.7428
2022-02-13,7525423.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-20,7525567.0,86400.0,100.0,129.16825045833335,327.74,373.28195166666666,790.3668
2022-02-17,7525511.0,75600.0,87.5,0.0,0.0,0.0,0.0
2022-03-06,7525546.0,79200.0,91.66666666666667,1270.8917377272728,2060.0165,2404.71245,3712.8917
2022-02-13,7525643.0,86400.0,100.0,82.20741316666667,328.9012,276.3323879166667,633.33933
2022-03-13,7525512.0,75600.0,87.5,0.0,0.0,0.0,0.0
2022-02-04,7525363.0,86400.0,100.0,411.9604557916667,800.5524,807.6857466666667,1371.3275
2022-02-13,7525496.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-14,7525472.0,86400.0,100.0,532.5074419166667,1222.7989,1140.4705579166666,2247.8703
2022-03-06,7525575.0,79200.0,91.66666666666667,167.8221395,550.50827,439.1124031818182,1045.7689
2022-03-03,7525369.0,86400.0,100.0,458.3634745,1369.7149,1098.7411829166667,2246.5271
2022-03-06,7525416.0,79200.0,91.66666666666667,0.0,0.0,0.0,0.0
2022-03-03,7525534.0,86400.0,100.0,667.2161254166666,1682.0391,1270.9828916666668,2363.0131
2022-03-15,7525441.0,86400.0,100.0,311.0554065,706.74573,717.49868875,1553.0523
2022-03-06,7525329.0,79200.0,91.66666666666667,0.0,0.0,0.0,0.0
2022-03-14,7525349.0,86400.0,100.0,192.37480879166668,510.71613,444.1346899166667,938.584
2022-02-11,7525343.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-03,7525509.0,86400.0,100.0,465.38362625,769.83453,861.9823058333334,1373.1344
2022-02-03,7525630.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-12,7525600.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-05,7525386.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-20,7525552.0,86400.0,100.0,1123.6866866666667,2350.6887,2059.4480079166665,3342.3229
2022-03-13,7525303.0,75600.0,87.5,0.0,0.0,0.0,0.0
2022-03-03,7525449.0,86400.0,100.0,1299.1786141666666,2340.0837,2469.1806666666666,3479.7184
2022-03-12,7525318.0,68400.0,79.16666666666667,0.0,0.0,0.0,0.0
2022-02-05,7525525.0,86400.0,100.0,252.20879591666667,555.88307,609.68935375,1201.8383
2022-03-12,7525399.0,68400.0,79.16666666666667,556.08306,1021.0017,1363.5838231578948,2085.4125
2022-02-19,7525507.0,86400.0,100.0,140.33800125,395.05027,340.9513079166667,802.602
2022-02-18,7525407.0,86400.0,100.0,1195.9218229166668,2050.1021,2318.526119166667,3752.4895
2022-03-11,7525534.0,86400.0,100.0,636.9291528333333,1615.1557,1204.6003841666666,2318.2217
2022-02-11,7525415.0,86400.0,100.0,115.76061679166666,401.44813,293.5026355416667,828.93067
2022-02-12,7525657.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-05,7525531.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-18,7525472.0,86400.0,100.0,662.6218529166666,1335.9901,1383.5011916666667,2522.9273
2022-03-07,7525451.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-10,7525320.0,82800.0,95.83333333333333,271.7211348695652,859.73427,559.1551956521739,1428.3325
2022-02-11,7525393.0,86400.0,100.0,279.1498056666667,731.24093,636.000195,1324.3697
2022-02-19,7525319.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-08,7525311.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-17,7525328.0,75600.0,87.5,1355.183460952381,2272.9653,2893.440285714286,4391.9217
2022-03-14,7525487.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-10,7525458.0,86400.0,100.0,167.731585375,468.28747,378.27472375,972.79347
2022-02-05,7525608.0,86400.0,100.0,465.350209125,1272.7571,1032.800435,2192.2105
2022-02-08,7525296.0,86400.0,100.0,602.0545533333334,1190.9071,1183.9221166666666,2061.7944
2022-02-04,7525349.0,86400.0,100.0,209.08666904166665,556.0668,515.9064725,1279.4497
2022-03-06,7525418.0,79200.0,91.66666666666667,967.2510809090909,1707.2851,1845.9519377272727,2998.9424
2022-03-11,7525600.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-20,7525496.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-08,7525648.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-15,7525527.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-03,7525608.0,86400.0,100.0,398.79139,1457.8309,929.5688429166667,2442.2995
2022-03-06,7525620.0,79200.0,91.66666666666667,578.7644372727273,1097.7553,1188.4909318181817,1807.4567
2022-02-18,7525293.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-10,7525492.0,82800.0,95.83333333333333,0.0,0.0,0.0,0.0
2022-03-13,7525360.0,75600.0,87.5,0.0,0.0,0.0,0.0
2022-02-11,7525553.0,86400.0,100.0,295.72419591666664,799.57573,637.9934966666667,1478.7983
2022-03-14,7525453.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-08,7525507.0,86400.0,100.0,149.5337999875,436.43893,346.85683458333335,716.3
2022-03-03,7525315.0,86400.0,100.0,433.9402494583333,1128.4435,861.937815,1683.478
2022-02-05,7525557.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-18,7525588.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-06,7525481.0,79200.0,91.66666666666667,214.3837243181818,600.82,419.25806590909093,885.48053
2022-02-19,7525384.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-07,7525308.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-12,7525619.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-12,7525343.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-12,7525319.0,68400.0,79.16666666666667,0.0,0.0,0.0,0.0
2022-03-15,7525312.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-17,7525335.0,75600.0,87.5,0.0,0.0,0.0,0.0
2022-03-07,7525450.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-10,7525614.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-06,7525441.0,79200.0,91.66666666666667,302.42410581818183,691.46053,726.9954627272728,1500.9919
2022-02-19,7525360.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-12,7525410.0,68400.0,79.16666666666667,218.09560184210525,536.31227,468.4418447368421,1106.9071
2022-03-11,7525594.0,86400.0,100.0,292.62408075,812.13333,738.0362695833334,1545.2048
2022-02-10,7525340.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-07,7525358.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-13,7525446.0,75600.0,87.5,430.4205346190476,1070.0123,849.0248928571428,1924.7937
2022-02-11,7525420.0,86400.0,100.0,511.4671667083333,1177.6144,1032.1357570833334,2005.142
2022-02-12,7525654.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-03,7525579.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-08,7525608.0,86400.0,100.0,433.0301979166667,1244.0667,938.1864595833333,2245.444
2022-02-05,7525432.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-03,7525547.0,86400.0,100.0,1320.0937604166666,2396.8812,2598.7921708333333,4130.4869
2022-02-17,7525578.0,75600.0,87.5,48.62301682380952,176.07093,203.8415376190476,443.28547
2022-03-11,7525551.0,86400.0,100.0,182.46076195833334,472.2936,453.38403666666665,987.64507
2022-03-11,7525442.0,86400.0,100.0,72.3070235125,238.96947,187.97558370833335,558.76947
2022-02-13,7525607.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-03,7525454.0,86400.0,100.0,846.2362754166667,1587.4543,1364.9657579166667,2198.3196
2022-03-11,7525597.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-07,7525658.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-10,7525632.0,82800.0,95.83333333333333,0.0,0.0,0.0,0.0
2022-02-06,7525371.0,86400.0,100.0,545.3436300833333,1242.9588,1081.9768316666666,2336.7671
2022-03-11,7525403.0,86400.0,100.0,1089.9580941666666,1634.7324,1831.70716125,2719.0009
2022-03-15,7525294.0,86400.0,100.0,81.52529745833333,263.61427,236.71752791666665,605.27307
2022-03-07,7525588.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-11,7525566.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-10,7525445.0,82800.0,95.83333333333333,0.0,0.0,0.0,0.0
2022-02-05,7525538.0,86400.0,100.0,581.340886,1156.4447,1492.4078229166666,2396.5291
2022-02-19,7525554.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-10,7525533.0,86400.0,100.0,197.581601875,466.3956,515.0818241666667,1237.4175
2022-02-18,7525531.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-18,7525573.0,86400.0,100.0,110.71611960833333,344.68267,319.90808675,805.03253
2022-03-10,7525376.0,82800.0,95.83333333333333,0.0,0.0,0.0,0.0
2022-02-10,7525448.0,86400.0,100.0,327.5263078333333,783.12067,688.9748458333333,1285.6061
2022-03-06,7525565.0,79200.0,91.66666666666667,160.7310365,471.50387,415.8507540909091,1054.9401
2022-03-06,7525290.0,79200.0,91.66666666666667,0.0,0.0,0.0,0.0
2022-02-04,7525427.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-09,7525384.0,3600.0,4.166666666666667,0.0,0.0,0.0,0.0
2022-02-08,7525490.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-08,7525598.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-06,7525659.0,79200.0,91.66666666666667,118.555577,362.5988,268.93358136363634,687.126
2022-02-12,7525435.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-02-06,7525597.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-03,7525297.0,86400.0,100.0,769.2517605,1309.6621,1178.2862429166667,1768.588
2022-02-11,7525537.0,86400.0,100.0,599.9978394166667,1532.068,1269.544925,2624.7101
2022-02-10,7525527.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-07,7525373.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-09,7525626.0,3600.0,4.166666666666667,0.0,0.0,0.0,0.0
2022-02-20,7525401.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-13,7525387.0,75600.0,87.5,0.0,0.0,0.0,0.0
2022-03-13,7525582.0,75600.0,87.5,0.0,0.0,0.0,0.0
2022-02-05,7525338.0,86400.0,100.0,155.22681383333332,367.96653,405.40860333333336,964.26267
2022-03-13,7525339.0,75600.0,87.5,0.0,0.0,0.0,0.0
2022-02-04,7525614.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-03,7525489.0,86400.0,100.0,0.0,0.0,0.0,0.0
2022-03-10,7525565.0,82800.0,95.83333333333333,134.7491712078261,483.1428,307.88955782608696,969.54533
2022-02-18,7525552.0,86400.0,100.0,1260.69210625,2432.7324,2177.7921875,3483.1677
