begintime,sk_object,duration,integrity,1542455881,1542455397,1542455401,1542455404,1542455405,1542455393,1542455396,1542455400,1542455392,1542455872,1542455873,1542455874,1542455875,1542455876,1542455877,1542455878,1542455879,1542455880
2022-02-03,167341.0,86400.0,100.0,1399568.0,,,,,,,,,2432594336.0,6570455361.0,57358038.0,0.0,0.0,113133190.0,225242.95833333334,1225560.0,608376.7916666666
2022-02-03,170740.0,82800.0,95.83333333333333,33862680.0,,,,,,,,,1181943820.0,9819867420.0,7002028.0,0.0,0.0,13014629.0,115993.17391304347,5177000.0,966929.304347826
2022-02-03,171040.0,86400.0,100.0,435152.0,,,,,,,,,244394875.0,25761862.0,2962872.0,0.0,0.0,308382.0,22627.0,445536.0,2383.9583333333335
2022-02-03,171694.0,86400.0,100.0,92508840.0,,,,,,,,,103973961739.0,510096143459.0,894891469.0,0.0,0.0,936638278.0,9627134.5,28486416.0,47230234.25
2022-02-03,241416.0,86400.0,100.0,603368.0,,,,,,,,,709842195.0,786209744.0,8991497.0,0.0,0.0,10796630.0,65724.20833333333,601776.0,72795.29166666667
2022-02-03,246273.0,86400.0,100.0,69848.0,,,,,,,,,22652253.0,24868435.0,286007.0,0.0,0.0,343049.0,2096.5833333333335,137248.0,2301.5833333333335
2022-02-03,252598.0,86400.0,100.0,61682800.0,,,,,,,,,20657426357.0,166018748981.0,189312647.0,0.0,0.0,246624159.0,1912820.7083333333,10557232.0,15372863.75
2022-02-03,258406.0,86400.0,100.0,62275520.0,,,,,,,,,24667603694.0,143342608551.0,198783082.0,0.0,0.0,259579249.0,2283990.125,11180016.0,13272168.791666666
2022-02-03,266931.0,86400.0,100.0,90162480.0,,,,,,,,,58183823792.0,328376855461.0,482753511.0,0.0,0.0,539401196.0,5387207.875,22516752.0,30404387.041666668
2022-02-03,266978.0,86400.0,100.0,14525672.0,,,,,,,,,258520486.0,2180080698.0,2492052.0,0.0,0.0,3288340.0,23935.625,2164104.0,201844.54166666666
2022-02-03,267400.0,86400.0,100.0,87248.0,,,,,,,,,67397194.0,57150123.0,677802.0,0.0,0.0,789811.0,6239.75,459008.0,5290.5
2022-02-03,267559.0,86400.0,100.0,401432.0,,,,,,,,,874140389.0,1280983136.0,19911786.0,0.0,0.0,22269817.0,80936.91666666667,443568.0,118607.16666666667
2022-02-03,272781.0,86400.0,100.0,16736.0,,,,,,,,,1174399.0,1677618.0,15362.0,0.0,0.0,22846.0,108.5,30344.0,155.04166666666666
2022-02-03,273894.0,86400.0,100.0,67616624.0,,,,,,,,,34270817277.0,200682952732.0,297051412.0,0.0,0.0,349073454.0,3173066.2083333335,13290960.0,18580882.791666668
2022-02-03,274859.0,86400.0,100.0,111744.0,,,,,,,,,95941183.0,104781654.0,1291740.0,0.0,0.0,1443922.0,8882.625,149648.0,9700.958333333334
2022-02-03,274936.0,86400.0,100.0,61632.0,,,,,,,,,26485702.0,24710870.0,332498.0,0.0,0.0,339154.0,2451.6666666666665,244368.0,2287.375
2022-02-03,278281.0,86400.0,100.0,1344632.0,,,,,,,,,3599251150.0,5778533501.0,78244571.0,0.0,0.0,96712819.0,333267.0833333333,1041528.0,535053.5416666666
2022-02-03,289060.0,86400.0,100.0,3131216.0,,,,,,,,,17521678240.0,19267969858.0,408430776.0,0.0,0.0,310707589.0,1622341.875,3306304.0,1784034.7916666667
2022-02-03,295604.0,86400.0,100.0,2331400.0,,,,,,,,,9673744076.0,13602643728.0,215998766.0,0.0,0.0,218886050.0,895704.4583333334,1969704.0,1259490.0
2022-02-03,299230.0,86400.0,100.0,2969752.0,,,,,,,,,13946433444.0,15043989689.0,316531596.0,0.0,0.0,249129830.0,1291324.5416666667,3760328.0,1392943.5416666667
2022-02-03,301286.0,86400.0,100.0,248888.0,,,,,,,,,225050117.0,264533037.0,2832832.0,0.0,0.0,3662301.0,24428.708333333332,287696.0,29187.458333333332
2022-02-03,339304.0,86400.0,100.0,1105784.0,,,,,,,,,4784403256.0,5153262603.0,111629373.0,0.0,0.0,88216301.0,442994.0,1448432.0,477153.7916666667
2022-02-03,345583.0,86400.0,100.0,70832096.0,,,,,,,,,37694800782.0,208327681743.0,292912112.0,0.0,0.0,383998110.0,3490197.5833333335,15507584.0,19289560.333333332
2022-02-03,345882.0,86400.0,100.0,120136.0,,,,,,,,,124827427.0,136799348.0,1586861.0,0.0,0.0,1867822.0,11556.375,139160.0,12664.958333333334
2022-02-03,352422.0,86400.0,100.0,1780576.0,,,,,,,,,5736228959.0,8033525477.0,129795026.0,0.0,0.0,129935657.0,535385.9166666666,1797928.0,755289.0
2022-02-03,358563.0,86400.0,100.0,71142176.0,,,,,,,,,53244272904.0,286164626524.0,409157926.0,0.0,0.0,528497792.0,4929964.625,18169872.0,26496638.875
2022-02-03,382399.0,86400.0,100.0,83127512.0,,,,,,,,,69724524720.0,402265371192.0,546390913.0,0.0,0.0,722076235.0,6552965.833333333,22377688.0,37870285.458333336
2022-02-03,871253.0,86400.0,100.0,57240184.0,,,,,,,,,20596953678.0,135914726870.0,171755981.0,0.0,0.0,224954661.0,1907120.3333333333,13565000.0,12584687.333333334
2022-02-03,874150.0,86400.0,100.0,69817440.0,,,,,,,,,44976210018.0,250517821147.0,390816481.0,0.0,0.0,479047937.0,4164388.5,14202888.0,23195822.75
2022-02-03,879984.0,86400.0,100.0,54524616.0,,,,,,,,,21720161100.0,114007496645.0,163676667.0,0.0,0.0,181656408.0,2011129.2083333333,13650336.0,10556240.75
