begintime,sk_object,duration,integrity,1526729562,1526729563,1526729564
2022-03-10,835602.0,82800.0,95.83333333333333,0.0,0.0,0.0
2022-02-04,846445.0,86400.0,100.0,0.0,0.0,0.0
2022-03-15,843363.0,86400.0,100.0,0.0,0.0,0.0
2022-02-18,855237.0,86400.0,100.0,0.0,0.0,0.0
2022-02-18,842177.0,86400.0,100.0,0.0,0.0,0.0
2022-02-05,834219.0,86400.0,100.0,0.0,0.0,0.0
2022-03-13,848130.0,75600.0,87.5,0.0,0.0,0.0
2022-02-04,834740.0,86400.0,100.0,0.0,0.0,0.0
2022-03-03,849222.0,86400.0,100.0,0.0,0.0,0.0
2022-02-03,839452.0,86400.0,100.0,0.0,0.0,0.0
2022-03-06,842794.0,79200.0,91.66666666666667,0.0,0.0,0.0
2022-02-12,838451.0,86400.0,100.0,0.0,0.0,0.0
2022-03-06,844815.0,79200.0,91.66666666666667,0.0,0.0,0.0
2022-03-01,850009.0,86400.0,100.0,0.0,0.0,0.0
2022-02-04,845747.0,86400.0,100.0,0.0,0.0,0.0
2022-03-14,840946.0,86400.0,100.0,0.0,0.0,0.0
2022-02-04,842745.0,82800.0,95.83333333333333,0.0,0.0,0.0
2022-03-02,848644.0,86400.0,100.0,0.0,0.0,0.0
2022-03-02,851516.0,86400.0,100.0,0.0,0.0,0.0
2022-02-06,835877.0,86400.0,100.0,0.0,0.0,0.0
2022-02-18,845374.0,86400.0,100.0,0.0,0.0,0.0
2022-03-12,843607.0,68400.0,79.16666666666667,0.0,0.0,0.0
2022-02-20,851093.0,86400.0,100.0,0.0,0.0,0.0
2022-03-13,840192.0,75600.0,87.5,0.0,0.0,0.0
2022-02-06,850790.0,86400.0,100.0,0.0,0.0,0.0
2022-02-06,834191.0,86400.0,100.0,0.0,0.0,0.0
2022-02-18,842517.0,86400.0,100.0,0.0,0.0,0.0
2022-02-03,845392.0,86400.0,100.0,0.0,0.0,0.0
2022-02-20,851967.0,86400.0,100.0,0.0,0.0,0.0
2022-02-03,10609317.0,86400.0,100.0,0.0,0.0,0.0
2022-03-03,841180.0,86400.0,100.0,0.0,0.0,0.0
2022-03-13,843247.0,75600.0,87.5,0.0,0.0,0.0
2022-02-20,851604.0,86400.0,100.0,0.0,0.0,0.0
2022-03-07,846367.0,86400.0,100.0,0.0,0.0,0.0
2022-02-08,842726.0,86400.0,100.0,0.0,0.0,0.0
2022-02-10,845014.0,86400.0,100.0,0.0,0.0,0.0
2022-03-02,843795.0,86400.0,100.0,0.0,0.0,0.0
2022-02-17,851350.0,75600.0,87.5,0.0,0.0,0.0
2022-02-12,841970.0,61200.0,70.83333333333333,0.0,0.0,0.0
2022-02-19,851430.0,86400.0,100.0,0.0,0.0,0.0
2022-02-19,837716.0,86400.0,100.0,0.0,0.0,0.0
2022-02-11,849678.0,86400.0,100.0,0.0,0.0,0.0
2022-03-10,843118.0,82800.0,95.83333333333333,0.0,0.0,0.0
2022-02-13,842395.0,86400.0,100.0,0.0,0.0,0.0
2022-02-04,850893.0,86400.0,100.0,0.0,0.0,0.0
2022-02-05,848331.0,86400.0,100.0,0.0,0.0,0.0
2022-02-12,841159.0,86400.0,100.0,0.0,0.0,0.0
2022-02-19,836128.0,86400.0,100.0,0.0,0.0,0.0
2022-02-05,10609308.0,86400.0,100.0,0.0,0.0,0.0
2022-02-06,846626.0,86400.0,100.0,0.0,0.0,0.0
2022-02-17,850455.0,75600.0,87.5,0.0,0.0,0.0
2022-03-14,847613.0,86400.0,100.0,0.0,0.0,0.0
2022-03-14,841739.0,86400.0,100.0,0.0,0.0,0.0
2022-03-14,837761.0,86400.0,100.0,0.0,0.0,0.0
2022-02-03,836489.0,86400.0,100.0,0.0,0.0,0.0
2022-02-03,851241.0,86400.0,100.0,0.0,0.0,0.0
2022-02-11,850795.0,86400.0,100.0,0.0,0.0,0.0
2022-03-11,851700.0,86400.0,100.0,0.0,0.0,0.0
2022-03-03,844085.0,86400.0,100.0,0.0,0.0,0.0
2022-02-12,835612.0,86400.0,100.0,0.0,0.0,0.0
2022-03-12,839611.0,68400.0,79.16666666666667,0.0,0.0,0.0
2022-02-06,841925.0,86400.0,100.0,0.0,0.0,0.0
