begintime,sk_object,duration,integrity,M51361C0,M51361C1,M51361C2,M51361C3,M51361C4
2022-03-13,15733.0,1440.0,100.0,1379078.0,-10468.0,1668.7291666666667,91274.0,86400.0
2022-03-11,15734.0,1440.0,100.0,1382017.0,-2733.0,-26.854166666666668,2753.0,86400.0
2022-03-16,15734.0,1440.0,100.0,1382083.0,-2223.0,9.583333333333334,2205.0,86400.0
2022-03-11,15744.0,1440.0,100.0,1382260.0,-2993.0,-51.229166666666664,2092.0,86400.0
2022-03-11,15746.0,1440.0,100.0,1380732.0,-13448.0,-384.9270833333333,9589.0,86400.0
2022-03-14,15744.0,1440.0,100.0,1373706.0,-2399.0,0.7395833333333334,1428.0,86399.0
2022-03-18,15747.0,1440.0,100.0,1380643.0,-216.0,-0.020833333333333332,216.0,86393.0
2022-03-18,15729.0,1440.0,100.0,1381895.0,-1401.0,15.625,2112.0,86400.0
2022-03-17,15747.0,1440.0,100.0,1366159.0,-643.0,-41.354166666666664,399.0,86107.0
2022-03-16,15744.0,1440.0,100.0,1382246.0,-2184.0,6.041666666666667,1160.0,86400.0
2022-03-14,15732.0,1440.0,100.0,1341108.0,-42191.0,2357.1770833333335,57633.0,85923.0
2022-03-11,15729.0,1440.0,100.0,1381700.0,-2517.0,0.9479166666666666,2012.0,86400.0
2022-03-12,15736.0,1340.0,93.05555555555556,1263278.0,-16713333.0,-9784.445652173914,9208335.0,80266.0
2022-03-19,15732.0,1380.0,95.83333333333333,1284677.0,-20687.0,-429.2173913043478,15640.0,82779.0
2022-03-17,15739.0,1380.0,95.83333333333333,1321089.0,-25703.0,49097.67391304348,1924317.0,82800.0
2022-03-14,15735.0,1440.0,100.0,1327140.0,-69999.0,1627.5416666666667,54431.0,85939.0
2022-03-18,15738.0,1440.0,100.0,1382317.0,-1932.0,9.572916666666666,1735.0,86400.0
2022-03-16,15741.0,1440.0,100.0,1376748.0,-14900.0,1304.8541666666667,119323.0,86400.0
2022-03-12,15734.0,1440.0,100.0,1382194.0,-2914.0,-30.0,2544.0,86400.0
2022-03-14,15736.0,1422.0,98.75,1362399.0,-1724609.0,-20549.347222222223,36186.0,85358.0
2022-03-12,15743.0,1440.0,100.0,1381916.0,-550.0,12.958333333333334,580.0,86400.0
2022-03-15,15746.0,1416.0,98.33333333333333,1208850.0,-306202.0,1510.75,4042898.0,81199.0
2022-03-16,15739.0,1440.0,100.0,945645.0,-5007790.0,67076.88541666667,9214057.0,76310.0
2022-03-19,15729.0,1311.0,91.04166666666667,1258022.0,-1884.0,-28.03409090909091,2042.0,78678.0
2022-03-18,15740.0,1440.0,100.0,1275685.0,-106138.0,-369.1666666666667,16814.0,84776.0
2022-03-14,15730.0,1440.0,100.0,1323354.0,-16250.0,14049.5625,548931.0,85427.0
2022-03-15,15736.0,1380.0,95.83333333333333,1318418.0,-55795.0,401.2173913043478,79737.0,82800.0
2022-03-16,15738.0,1440.0,100.0,1377348.0,-2063.0,34.114583333333336,1516.0,86399.0
2022-03-19,15734.0,1311.0,91.04166666666667,1258550.0,-861.0,-37.56818181818182,559.0,78677.0
2022-03-17,15731.0,1440.0,100.0,1382282.0,-2431.0,1046.2395833333333,121814.0,86400.0
2022-03-18,15736.0,1380.0,95.83333333333333,1324799.0,-318.0,-10.597826086956522,446.0,82800.0
2022-03-14,15734.0,1440.0,100.0,1382006.0,-3032.0,3.2291666666666665,1383.0,86400.0
2022-03-13,15744.0,1440.0,100.0,1382318.0,-453.0,-12.854166666666666,501.0,86400.0
2022-03-19,15730.0,1380.0,95.83333333333333,1233527.0,-149749.0,10003.684782608696,4537125.0,81931.0
2022-03-12,15744.0,1440.0,100.0,1382278.0,-2980.0,8.302083333333334,2143.0,86400.0
2022-03-12,15740.0,1440.0,100.0,1219649.0,-836923.0,-7465.947916666667,45556.0,83729.0
2022-03-13,15747.0,1397.0,97.01388888888889,1340393.0,-1253.0,7.020833333333333,1019.0,83774.0
