begintime,sk_object,duration,integrity,67194090,67194091,67194092,67194093,67194094,67194095
2022-02-05,7525970.0,86400.0,100.0,28.531,0.73,10.14475,27.738,0.845,8.455291666666668
2022-02-04,7525946.0,86400.0,100.0,235.462,0.0,59.46104166666667,287.008,0.0,83.57604166666667
2022-02-05,7525979.0,86400.0,100.0,54.106,0.0,8.640208333333334,18.95,0.0,5.508375
2022-02-06,7525964.0,86400.0,100.0,39.955,0.73,10.995166666666666,40.749,0.653,8.73325
2022-02-11,7526016.0,86400.0,100.0,231.36,0.0,32.64516666666667,320.371,0.0,58.340583333333335
2022-02-12,7526019.0,86400.0,100.0,72.845,0.563,15.309208333333332,90.733,0.0,18.130583333333334
2022-02-17,7525947.0,75600.0,87.5,20.87,1.037,9.502380952380953,18.771,0.64,5.856190476190476
2022-02-20,7526004.0,86400.0,100.0,89.318,0.0,18.130166666666668,62.304,0.0,17.368583333333333
2022-02-05,7525960.0,86400.0,100.0,226.515,0.486,18.02775,184.832,0.0,18.36825
2022-03-03,7525970.0,86400.0,100.0,28.73,0.947,10.164375,27.27,0.64,7.876875
2022-03-12,7525950.0,68400.0,79.16666666666667,118.01,1.178,23.72994736842105,87.245,1.35,27.32178947368421
2022-03-06,7526002.0,79200.0,91.66666666666667,207.379,0.0,17.992,134.003,0.0,17.905727272727272
2022-03-06,7525993.0,79200.0,91.66666666666667,170.637,1.549,45.695181818181815,273.939,1.843,87.96959090909091
2022-03-13,7525971.0,75600.0,87.5,74.035,0.64,18.20138095238095,111.238,0.934,26.589238095238095
2022-02-20,55465388.0,86400.0,100.0,47.891,0.819,15.906666666666666,77.101,1.082,22.00175
2022-02-18,7526017.0,86400.0,100.0,26.56,0.691,9.457416666666667,25.818,0.563,6.3769583333333335
2022-03-03,7526000.0,86400.0,100.0,86.048,0.41,17.773416666666666,33.478,0.486,8.7995
2022-03-02,7525980.0,86400.0,100.0,321.363,0.0,21.078083333333332,112.256,0.0,16.955375
2022-02-12,7525951.0,86400.0,100.0,50.81,0.346,13.976333333333333,59.61,0.0,9.812708333333333
2022-03-07,7525941.0,86400.0,100.0,218.88,0.832,17.626458333333332,145.184,0.0,22.902083333333334
2022-02-18,7526012.0,86400.0,100.0,41.702,1.062,14.231583333333333,39.443,0.973,9.785666666666666
2022-02-12,7525939.0,86400.0,100.0,48.166,0.806,13.236708333333333,43.091,0.0,10.810875
2022-03-11,7526006.0,86400.0,100.0,200.627,0.0,25.16133333333333,222.259,0.0,31.256916666666665
2022-03-10,63830805.0,82800.0,95.83333333333333,257.363,0.486,17.07482608695652,105.606,0.0,16.00413043478261
2022-03-10,7526019.0,82800.0,95.83333333333333,233.523,0.0,18.55595652173913,190.88,0.0,21.470521739130433
2022-03-15,7525970.0,86400.0,100.0,24.186,0.0,9.923958333333333,27.136,0.0,8.234166666666667
2022-02-11,7525966.0,86400.0,100.0,63.078,2.458,24.422916666666666,75.206,2.112,24.502833333333335
2022-03-03,7525957.0,86400.0,100.0,42.758,0.486,14.213583333333334,57.043,0.0,12.812791666666667
2022-03-12,7525972.0,68400.0,79.16666666666667,25.446,0.922,10.691526315789474,26.445,0.717,6.919789473684211
2022-02-19,7525993.0,86400.0,100.0,149.734,1.472,43.991708333333335,316.486,1.722,89.54058333333333
2022-02-04,7526001.0,86400.0,100.0,280.973,0.0,54.882375,298.662,0.0,69.03575
