begintime,sk_object,duration,integrity,73436939,73436941,73441493,73441494
2022-02-05 17:00:00,7527962.0,3600.0,100.0,365838.0,349790.0,0.0,1098847845.0
2022-02-10 11:00:00,7527962.0,3600.0,100.0,359477.0,337195.0,0.0,1061947321.0
2022-02-08 11:00:00,7527962.0,3600.0,100.0,356245.0,341916.0,0.0,1077009970.0
2022-03-11 09:00:00,7527965.0,3600.0,100.0,172474.0,161122.0,0.0,467181383.0
2022-03-03 07:00:00,7527964.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-03-07 23:00:00,7527964.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-03-01 21:00:00,7527963.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-03-12 15:00:00,7527963.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-04 05:00:00,7527965.0,3600.0,100.0,73950.0,43717.0,0.0,119193417.0
2022-03-11 15:00:00,7527962.0,3600.0,100.0,350651.0,327149.0,0.0,1025916647.0
2022-03-03 16:00:00,7527962.0,3600.0,100.0,349546.0,330056.0,0.0,1040709538.0
2022-03-14 07:00:00,7527967.0,3600.0,100.0,400221.0,354376.0,0.0,1142824178.0
2022-02-04 19:00:00,7527963.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-03-11 14:00:00,7527963.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-03-07 20:00:00,7527963.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-03-01 20:00:00,7527962.0,3600.0,100.0,474777.0,445296.0,0.0,1419330414.0
2022-03-10 00:00:00,7527965.0,3600.0,100.0,112949.0,84344.0,0.0,217701369.0
2022-03-15 06:00:00,7527966.0,3600.0,100.0,182818.0,124593.0,0.0,325510437.0
2022-02-06 23:00:00,7527967.0,3600.0,100.0,509841.0,423496.0,0.0,1268364865.0
2022-02-04 02:00:00,7527967.0,3600.0,100.0,223569.0,199191.0,0.0,671385688.0
2022-02-10 20:00:00,7527965.0,3600.0,100.0,221057.0,207622.0,0.0,608813574.0
2022-03-01 14:00:00,7527965.0,3600.0,100.0,168703.0,147482.0,0.0,416321316.0
2022-02-04 14:00:00,7527966.0,3600.0,100.0,315275.0,288054.0,0.0,801545201.0
2022-03-06 08:00:00,7527963.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-08 03:00:00,7527964.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-04 14:00:00,7527965.0,3600.0,100.0,159446.0,145686.0,0.0,413731861.0
2022-03-12 06:00:00,7527962.0,3600.0,100.0,241481.0,174547.0,0.0,563611816.0
2022-03-12 10:00:00,7527962.0,3600.0,100.0,362106.0,341250.0,0.0,1087205168.0
2022-03-06 05:00:00,7527964.0,3600.0,100.0,0.0,0.0,0.0,0.0
2022-02-05 16:00:00,7527962.0,3600.0,100.0,357146.0,342789.0,0.0,1073314078.0
2022-03-06 03:00:00,7527965.0,3600.0,100.0,45484.0,40442.0,0.0,116077047.0
2022-03-14 16:00:00,7527964.0,3600.0,100.0,0.0,0.0,0.0,0.0
