begintime,sk_object,duration,integrity,1526727202,1526727203,1526727204,1526727205,1526728766
2022-03-01 20:00:00,832693.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-01 09:00:00,813404.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-01 21:00:00,813079.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-02 19:00:00,813108.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-02 10:00:00,812609.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-08 20:00:00,812303.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-08 14:00:00,832678.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 05:00:00,812905.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-12 18:00:00,812707.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-02 22:00:00,812299.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-03 23:00:00,812183.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-11 21:00:00,812519.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-20 00:00:00,812888.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-10 16:00:00,813670.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-03 21:00:00,813356.0,3600.0,100.0,4.0,1.0,0.0,0.0,225.0
2022-02-12 18:00:00,813651.0,3600.0,100.0,8.0,0.0,1.0,1.0,620.0
2022-02-17 08:00:00,813313.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-04 16:00:00,813287.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-04 10:00:00,813535.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-03 22:00:00,812872.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 04:00:00,813071.0,3600.0,100.0,1.0,1.0,1.0,0.0,60.0
2022-02-11 20:00:00,818342.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-10 03:00:00,818262.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-11 21:00:00,832670.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-11 01:00:00,818289.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-04 11:00:00,812578.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-17 17:00:00,813318.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-06 03:00:00,812286.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 23:00:00,812379.0,3600.0,100.0,2.0,0.0,1.0,1.0,990.0
2022-03-13 19:00:00,818319.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-18 05:00:00,812757.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-07 19:00:00,813488.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-11 15:00:00,812721.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-04 14:00:00,812256.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 06:00:00,817973.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-08 09:00:00,812907.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-03 21:00:00,812316.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-04 02:00:00,813452.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 16:00:00,813150.0,3600.0,100.0,4.0,1.0,0.0,0.0,580.0
2022-03-07 21:00:00,813554.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-04 00:00:00,813183.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-20 04:00:00,812951.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-17 12:00:00,813085.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-07 16:00:00,812821.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-13 14:00:00,812635.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-20 23:00:00,812893.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 05:00:00,813007.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-12 01:00:00,812409.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-10 06:00:00,813569.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 09:00:00,812230.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 17:00:00,813643.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 01:00:00,812466.0,3600.0,100.0,1.0,1.0,2.0,0.0,15.0
2022-03-11 05:00:00,813369.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-03 08:00:00,813048.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-20 03:00:00,832675.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-04 05:00:00,812516.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-17 21:00:00,813564.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-19 02:00:00,812378.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-06 04:00:00,812653.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 07:00:00,818290.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-10 14:00:00,813556.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-08 20:00:00,813524.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-08 01:00:00,832668.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 07:00:00,812832.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-06 04:00:00,812174.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-06 22:00:00,812757.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-17 04:00:00,818394.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-10 08:00:00,813159.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-13 05:00:00,812509.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-06 06:00:00,813510.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-12 03:00:00,812715.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-03 12:00:00,817792.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-05 01:00:00,813690.0,3600.0,100.0,1.0,1.0,13.0,0.0,120.0
2022-03-06 22:00:00,817794.0,3600.0,100.0,6.0,6.0,6.0,0.0,1735.0
2022-02-03 02:00:00,813530.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-18 16:00:00,813274.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 15:00:00,812534.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-06 08:00:00,832686.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-11 18:00:00,812994.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-12 15:00:00,813530.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-17 12:00:00,813584.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-10 01:00:00,813306.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-17 23:00:00,812535.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 18:00:00,812592.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-12 09:00:00,812482.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-06 17:00:00,812604.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-08 08:00:00,812749.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-07 10:00:00,813306.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-12 05:00:00,812259.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 07:00:00,813276.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-11 12:00:00,812988.0,3600.0,100.0,0.0,0.0,0.0,0.0,3600.0
2022-02-13 17:00:00,817921.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-03 00:00:00,812202.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-06 05:00:00,832665.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-06 16:00:00,813098.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-03 14:00:00,813602.0,3600.0,100.0,14.0,1.0,0.0,0.0,240.0
2022-02-20 17:00:00,813214.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-10 13:00:00,812706.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 19:00:00,812909.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-18 02:00:00,812377.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-17 11:00:00,38977037.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-11 03:00:00,812415.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-03 01:00:00,813670.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 14:00:00,812687.0,3600.0,100.0,36.0,0.0,5.0,5.0,2335.0
2022-02-04 04:00:00,812653.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-04 23:00:00,813034.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 19:00:00,813285.0,3600.0,100.0,0.0,0.0,0.0,0.0,3600.0
2022-02-20 10:00:00,812952.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-11 19:00:00,812818.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-13 00:00:00,812724.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-17 12:00:00,812740.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-11 23:00:00,812360.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-10 01:00:00,813190.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-10 15:00:00,812666.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 00:00:00,812292.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-12 10:00:00,832660.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-08 01:00:00,813440.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-14 08:00:00,812874.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-04 01:00:00,812700.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-17 13:00:00,810501.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 09:00:00,832665.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-02-04 19:00:00,813502.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-10 22:00:00,813602.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-06 20:00:00,813161.0,3600.0,100.0,2.0,0.0,1.0,1.0,180.0
2022-02-03 06:00:00,812405.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 15:00:00,818106.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-06 12:00:00,813705.0,3600.0,100.0,21.0,1.0,4.0,4.0,550.0
2022-03-10 05:00:00,813732.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-15 04:00:00,813184.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-02 20:00:00,812786.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-03-12 07:00:00,812450.0,3600.0,100.0,0.0,0.0,0.0,0.0,0.0
