begintime,ne_name,ne_type,vendor,integrity,INTRA_HO_PREP_FAIL_NB,INTRA_HO_ATT_NB,INTRA_HO_SUCC_NB,id
2022-03,"MRBTS-5045,LNBTS-5045,LNCEL-21,MCC-619,MNC-05,ECI-1301525,MCC-619,MNC-05","4G : PLMN-MRBTS-LNBTS-LNCEL, MCC-MNC, ECI, MCC-MNC",Nokia,73.18,0.0,0.0,0.0,1
