begintime,sk_object,duration,integrity,1279470420,1279470421,1279470417,1279470418,1279470419,1279470422,1279470423
2022-02-04,7524261.0,86400.0,100.0,209020339999.0,668032116343.0,1185182442.0,1534141029.0,0.0,25252645.0,75441089.0
2022-02-18,7524261.0,86400.0,100.0,226457718829.0,710891377714.0,1281004732.0,1652992969.0,0.0,25851815.0,75475504.0
2022-02-10,7524261.0,86400.0,100.0,208132915300.0,675141568957.0,1186908004.0,1549225162.0,0.0,24939209.0,75167311.0
2022-03-14,7524261.0,86400.0,100.0,174069236351.0,567337544099.0,986083764.0,1298457177.0,0.0,22620630.0,67072363.0
2022-03-01,7524261.0,86400.0,100.0,208372664941.0,672648550485.0,1175176574.0,1541039725.0,0.0,25358629.0,75442382.0
2022-03-06,7524261.0,79200.0,91.66666666666667,198973099476.0,617521362790.0,1129054206.0,1443030608.0,0.0,24429845.0,72527098.0
2022-03-13,7524261.0,75600.0,87.5,178118098897.0,580873577794.0,1007786937.0,1327503022.0,0.0,21965565.0,67339586.0
2022-03-07,7524261.0,86400.0,100.0,205315690027.0,654095274200.0,1169237125.0,1514451200.0,0.0,24592418.0,76131678.0
2022-02-17,7524261.0,75600.0,87.5,207022359889.0,647345760225.0,1167800387.0,1510191283.0,0.0,25650679.0,77163587.0
2022-02-19,7524261.0,86400.0,100.0,221044234502.0,696702621573.0,1250645607.0,1626670076.0,0.0,25494543.0,76105246.0
2022-02-13,7524261.0,86400.0,100.0,217115327387.0,698153896760.0,1225151363.0,1611155456.0,0.0,24773251.0,77248565.0
2022-03-12,7524261.0,68400.0,79.16666666666667,177826328395.0,558148157105.0,1010889790.0,1298019458.0,0.0,23741131.0,69632050.0
2022-03-10,7524261.0,82800.0,95.83333333333333,200636159057.0,641264809273.0,1137124017.0,1476270352.0,0.0,24402756.0,71979426.0
2022-02-03,7524261.0,86400.0,100.0,208835704831.0,661949331506.0,1186919322.0,1521715840.0,0.0,25164211.0,77241639.0
2022-03-03,7524261.0,86400.0,100.0,205177044668.0,653467118728.0,1176207721.0,1520172554.0,0.0,25274261.0,73066953.0
2022-02-12,7524261.0,86400.0,100.0,221819117876.0,697680756972.0,1247448198.0,1624477203.0,0.0,25669459.0,78440049.0
2022-03-02,7524261.0,86400.0,100.0,204285842217.0,660987622482.0,1162855448.0,1519625213.0,0.0,24095041.0,75862366.0
2022-03-09,7524261.0,3600.0,4.166666666666667,11135402710.0,37204109349.0,59153616.0,80955730.0,0.0,21975101.0,69408503.0
2022-03-15,7524261.0,86400.0,100.0,195257483469.0,636448399289.0,1103345191.0,1453712620.0,0.0,23998212.0,71140180.0
2022-02-05,7524261.0,86400.0,100.0,213729284707.0,684171074209.0,1213244327.0,1571934214.0,0.0,24339829.0,70264967.0
2022-02-08,7524261.0,86400.0,100.0,206287445250.0,661539989722.0,1173801056.0,1525786357.0,0.0,25746025.0,74734458.0
2022-02-11,7524261.0,86400.0,100.0,207920499235.0,658163112007.0,1175822220.0,1528295327.0,0.0,24908278.0,72318056.0
2022-02-06,7524261.0,86400.0,100.0,210243301746.0,670543324673.0,1185176414.0,1532913087.0,0.0,23820214.0,72260528.0
2022-02-20,7524261.0,86400.0,100.0,216582100248.0,695872951539.0,1223274933.0,1599844537.0,0.0,25474799.0,74704265.0
2022-03-11,7524261.0,86400.0,100.0,202492629603.0,648227418922.0,1154322591.0,1501224443.0,0.0,23664927.0,68852408.0
